,date,splrcd,open,high,low,volume,splrcd_cr
46,2022-03-14,1292.550048828125,1314.0999755859375,1323.93994140625,1285.3299560546875,3488100,-1.75%
47,2022-03-15,1336.3399658203125,1297.6800537109375,1340.81005859375,1297.6800537109375,3288900,3.39%
48,2022-03-16,1381.1199951171875,1349.6300048828125,1381.25,1338.5400390625,3966500,3.35%
49,2022-03-17,1406.8599853515625,1374.050048828125,1406.8800048828125,1367.6099853515625,2985500,1.86%
50,2022-03-18,1437.52001953125,1403.6700439453125,1438.530029296875,1397.280029296875,4555400,2.18%
51,2022-03-21,1426.6199951171875,1438.260009765625,1447.0899658203125,1413.56005859375,3172300,-0.76%
52,2022-03-22,1461.510009765625,1433.2900390625,1466.489990234375,1433.2900390625,3449100,2.45%
53,2022-03-23,1443.52001953125,1450.6199951171875,1468.4000244140625,1441.8900146484375,2938900,-1.23%
54,2022-03-24,1454.0999755859375,1449.5999755859375,1455.4100341796875,1432.8499755859375,2611800,0.73%
55,2022-03-25,1452.8499755859375,1454.719970703125,1459.989990234375,1439.27001953125,2651200,-0.09%
56,2022-03-28,1491.6700439453125,1467.949951171875,1491.8399658203125,1465.5,2742200,2.67%
57,2022-03-29,1514.6700439453125,1509.6600341796875,1520.72998046875,1496.97998046875,3375100,1.54%
58,2022-03-30,1491.739990234375,1508.2900390625,1510.1199951171875,1484.449951171875,2584500,-1.51%
59,2022-03-31,1462.68994140625,1489.550048828125,1490.6199951171875,1462.68994140625,3344700,-1.95%
60,2022-04-01,1465.81005859375,1469.6300048828125,1475.6500244140625,1457.6199951171875,2748200,0.21%
61,2022-04-04,1499.9300537109375,1465.1600341796875,1500.06005859375,1457.27001953125,2629200,2.33%
62,2022-04-05,1464.6600341796875,1492.969970703125,1499.6099853515625,1460.6500244140625,3790500,-2.35%
63,2022-04-06,1426.1099853515625,1444.4200439453125,1444.4200439453125,1414.1600341796875,4040000,-2.63%
64,2022-04-07,1431.6700439453125,1423.6099853515625,1439.8699951171875,1403.06005859375,3829000,0.39%
65,2022-04-08,1417.7900390625,1426.9599609375,1435.22998046875,1414.239990234375,2954100,-0.97%
66,2022-04-11,1390.9300537109375,1396.4599609375,1417.3900146484375,1389.7099609375,2856900,-1.89%
67,2022-04-12,1393.72998046875,1407.6800537109375,1424.2099609375,1388.3699951171875,2671300,0.20%
68,2022-04-13,1428.72998046875,1392.0799560546875,1431.449951171875,1388.7900390625,2576800,2.51%
69,2022-04-14,1406.280029296875,1424.0,1433.4599609375,1405.800048828125,2452500,-1.57%
70,2022-04-18,1411.010009765625,1403.27001953125,1418.8299560546875,1396.18994140625,212855300,0.34%
71,2022-04-19,1452.0899658203125,1409.969970703125,1454.510009765625,1409.969970703125,2671100,2.91%
72,2022-04-20,1432.4000244140625,1455.469970703125,1457.2099609375,1430.3599853515625,2383800,-1.36%
73,2022-04-21,1414.75,1468.5,1477.5899658203125,1410.1700439453125,2875400,-1.23%
74,2022-04-22,1381.1600341796875,1412.5699462890625,1416.93994140625,1379.780029296875,2696300,-2.37%
75,2022-04-25,1391.8800048828125,1370.18994140625,1392.8499755859375,1361.239990234375,2853800,0.78%
76,2022-04-26,1322.469970703125,1386.219970703125,1386.219970703125,1322.3499755859375,3307200,-4.99%
77,2022-04-27,1321.530029296875,1331.8199462890625,1349.969970703125,1313.18994140625,3004700,-0.07%
78,2022-04-28,1352.1800537109375,1340.739990234375,1366.0899658203125,1311.3199462890625,3806600,2.32%
79,2022-04-29,1272.1500244140625,1312.3199462890625,1323.56005859375,1268.5899658203125,326769900,-5.92%
80,2022-05-02,1289.4599609375,1271.0999755859375,1289.989990234375,1249.1400146484375,3206800,1.36%
81,2022-05-03,1285.7099609375,1288.489990234375,1294.3800048828125,1275.4300537109375,3222900,-0.29%
82,2022-05-04,1322.3900146484375,1283.6300048828125,1323.510009765625,1260.800048828125,3650700,2.85%
83,2022-05-05,1245.489990234375,1312.6199951171875,1312.6199951171875,1230.9100341796875,3744500,-5.82%
84,2022-05-06,1229.219970703125,1238.77001953125,1252.280029296875,1208.5,3900600,-1.31%
85,2022-05-09,1176.9000244140625,1204.3699951171875,1219.4200439453125,1170.9100341796875,4223800,-4.26%
86,2022-05-10,1173.4000244140625,1202.469970703125,1209.1800537109375,1157.5999755859375,4063900,-0.30%
87,2022-05-11,1131.550048828125,1170.050048828125,1182.22998046875,1128.9300537109375,3781400,-3.57%
88,2022-05-12,1140.550048828125,1111.260009765625,1167.949951171875,1104.010009765625,5119100,0.80%
89,2022-05-13,1187.300048828125,1165.949951171875,1191.68994140625,1156.8599853515625,3876000,4.10%
90,2022-05-16,1162.1700439453125,1183.8199462890625,1183.8199462890625,1159.47998046875,3144000,-2.12%
91,2022-05-17,1193.300048828125,1184.699951171875,1194.3699951171875,1161.8599853515625,3377700,2.68%
92,2022-05-18,1114.5699462890625,1161.72998046875,1162.9599609375,1106.4300537109375,465608600,-6.60%
93,2022-05-19,1116.010009765625,1110.6600341796875,1134.75,1102.6300048828125,4394400,0.13%
94,2022-05-20,1098.9100341796875,1125.550048828125,1127.5799560546875,1067.7900390625,4891300,-1.53%
95,2022-05-23,1105.9100341796875,1102.52001953125,1109.1700439453125,1078.050048828125,3499700,0.64%
96,2022-05-24,1077.3900146484375,1085.6400146484375,1089.699951171875,1062.0899658203125,3978300,-2.58%
97,2022-05-25,1107.3699951171875,1070.4100341796875,1117.3299560546875,1070.4100341796875,3303200,2.78%
98,2022-05-26,1160.27001953125,1118.97998046875,1169.3399658203125,1118.97998046875,3671900,4.78%
99,2022-05-27,1200.5,1175.56005859375,1200.6199951171875,1175.56005859375,2997400,3.47%
100,2022-05-31,1209.6800537109375,1204.47998046875,1222.300048828125,1185.239990234375,4307800,0.76%
101,2022-06-01,1199.489990234375,1218.1300048828125,1226.4200439453125,1191.68994140625,2892000,-0.84%
102,2022-06-02,1235.7900390625,1199.8599853515625,1236.8399658203125,1195.4599609375,2717000,3.03%
103,2022-06-03,1200.56005859375,1211.3499755859375,1219.25,1195.5,2555700,-2.85%
104,2022-06-06,1212.9000244140625,1221.219970703125,1231.0699462890625,1206.239990234375,3676700,1.03%
105,2022-06-07,1208.4000244140625,1191.260009765625,1211.7900390625,1180.81005859375,3500900,-0.37%
106,2022-06-08,1200.1800537109375,1204.4200439453125,1218.030029296875,1197.3499755859375,3048200,-0.68%
107,2022-06-09,1176.699951171875,1199.4300537109375,1212.8499755859375,1176.6199951171875,3653300,-1.96%
108,2022-06-10,1127.719970703125,1152.3699951171875,1157.800048828125,1124.2900390625,4438200,-4.16%
109,2022-06-13,1075.199951171875,1089.0400390625,1100.1600341796875,1067.0,5413300,-4.66%
110,2022-06-14,1072.550048828125,1080.5699462890625,1087.489990234375,1063.6099853515625,4492800,-0.25%
111,2022-06-15,1104.969970703125,1081.1400146484375,1117.010009765625,1080.280029296875,4788700,3.02%
112,2022-06-16,1052.3800048828125,1075.5999755859375,1075.5999755859375,1039.989990234375,5311000,-4.76%
113,2022-06-17,1065.2099609375,1050.2099609375,1074.280029296875,1050.2099609375,7077900,1.22%
114,2022-06-21,1095.27001953125,1084.3399658203125,1107.4599609375,1084.3399658203125,4162200,2.82%
115,2022-06-22,1093.760009765625,1082.9200439453125,1115.93994140625,1081.800048828125,3554700,-0.14%
116,2022-06-23,1111.47998046875,1101.72998046875,1114.6400146484375,1086.0400390625,3796100,1.62%
117,2022-06-24,1153.0400390625,1117.8299560546875,1153.6300048828125,1114.3499755859375,5395100,3.74%
118,2022-06-27,1140.530029296875,1159.47998046875,1165.010009765625,1137.050048828125,3374100,-1.08%
119,2022-06-28,1094.5799560546875,1142.8299560546875,1156.0799560546875,1094.02001953125,3886300,-4.03%
120,2022-06-29,1094.6500244140625,1093.3499755859375,1102.5,1082.9200439453125,4126300,0.01%
121,2022-06-30,1077.780029296875,1082.3399658203125,1090.989990234375,1056.1400146484375,4710600,-1.54%
122,2022-07-01,1098.9599609375,1080.800048828125,1099.6099853515625,1076.31005859375,3764700,1.97%
123,2022-07-05,1124.0,1081.7900390625,1125.010009765625,1075.239990234375,4633800,2.28%
124,2022-07-06,1121.300048828125,1122.5400390625,1131.699951171875,1108.5400390625,3802500,-0.24%
125,2022-07-07,1149.1600341796875,1124.22998046875,1151.68994140625,1123.469970703125,3495300,2.48%
126,2022-07-08,1148.969970703125,1140.1800537109375,1157.3800048828125,1134.050048828125,3032500,-0.02%
127,2022-07-11,1117.22998046875,1142.02001953125,1143.77001953125,1114.4599609375,3233900,-2.76%
128,2022-07-12,1109.0799560546875,1121.3299560546875,1133.9300537109375,1102.1099853515625,3637500,-0.73%
129,2022-07-13,1118.6199951171875,1088.030029296875,1128.219970703125,1083.0999755859375,3271500,0.86%
130,2022-07-14,1117.9000244140625,1109.2900390625,1119.72998046875,1093.0400390625,3146700,-0.06%
131,2022-07-15,1136.969970703125,1132.5799560546875,1142.25,1125.6199951171875,3550500,1.71%
132,2022-07-18,1139.449951171875,1151.75,1166.02001953125,1135.5899658203125,3560800,0.22%
133,2022-07-19,1174.6199951171875,1156.3800048828125,1176.75,1146.5999755859375,3668400,3.09%
134,2022-07-20,1195.3499755859375,1176.9100341796875,1197.8699951171875,1175.239990234375,3856500,1.76%
135,2022-07-21,1222.2099609375,1201.7900390625,1222.8499755859375,1192.3900146484375,4877500,2.25%
136,2022-07-22,1214.1800537109375,1229.27001953125,1238.010009765625,1206.5400390625,3768700,-0.66%
137,2022-07-25,1203.8800048828125,1215.72998046875,1216.219970703125,1195.989990234375,2898800,-0.85%
138,2022-07-26,1164.0899658203125,1177.260009765625,1180.8599853515625,1161.77001953125,3635000,-3.31%
139,2022-07-27,1208.9100341796875,1179.9000244140625,1214.780029296875,1177.27001953125,3832400,3.85%
140,2022-07-28,1229.0699462890625,1216.06005859375,1231.22998046875,1196.1800537109375,4755400,1.67%
141,2022-07-29,1281.510009765625,1264.4300537109375,1286.9599609375,1254.510009765625,4868400,4.27%
142,2022-08-01,1288.0699462890625,1282.0999755859375,1307.2099609375,1275.510009765625,4458000,0.51%
143,2022-08-02,1279.010009765625,1280.800048828125,1301.8699951171875,1275.8499755859375,3911600,-0.70%
144,2022-08-03,1311.18994140625,1292.719970703125,1317.27001953125,1289.1600341796875,4115400,2.52%
145,2022-08-04,1318.300048828125,1315.8199462890625,1322.0699462890625,1307.4599609375,3710300,0.54%
146,2022-08-05,1296.449951171875,1300.6300048828125,1315.199951171875,1289.5899658203125,3254000,-1.66%
147,2022-08-08,1300.2900390625,1309.280029296875,1328.3299560546875,1295.1700439453125,3769300,0.30%
148,2022-08-09,1280.3199462890625,1293.25,1296.56005859375,1272.949951171875,3451400,-1.54%
149,2022-08-10,1317.1099853515625,1318.5,1322.43994140625,1302.06005859375,3979200,2.87%
150,2022-08-11,1308.4100341796875,1329.7099609375,1333.6099853515625,1304.300048828125,3205400,-0.66%
151,2022-08-12,1338.449951171875,1317.8599853515625,1338.449951171875,1307.010009765625,2808600,2.30%
152,2022-08-15,1346.5999755859375,1333.219970703125,1350.5400390625,1332.969970703125,2729100,0.61%
153,2022-08-16,1361.280029296875,1348.760009765625,1375.1300048828125,1344.0,3664000,1.09%
154,2022-08-17,1346.02001953125,1346.260009765625,1359.7099609375,1336.7900390625,3386400,-1.12%
155,2022-08-18,1345.5,1343.949951171875,1348.68994140625,1336.530029296875,2508100,-0.04%
156,2022-08-19,1317.25,1332.5400390625,1335.0699462890625,1313.1500244140625,3142500,-2.10%
157,2022-08-22,1279.800048828125,1294.8699951171875,1296.1800537109375,1277.4200439453125,3238000,-2.84%
158,2022-08-23,1283.9100341796875,1282.1099853515625,1293.4000244140625,1276.97998046875,2639900,0.32%
159,2022-08-24,1288.68994140625,1279.3800048828125,1301.969970703125,1277.949951171875,2677100,0.37%
160,2022-08-25,1305.3399658203125,1297.0,1306.5899658203125,1287.8599853515625,3340700,1.29%
161,2022-08-26,1254.7099609375,1306.56005859375,1310.969970703125,1254.5999755859375,3558100,-3.88%
162,2022-08-29,1247.9100341796875,1242.6199951171875,1258.31005859375,1240.489990234375,2968200,-0.54%
163,2022-08-30,1234.06005859375,1259.5400390625,1261.72998046875,1221.739990234375,3557400,-1.11%
164,2022-08-31,1221.06005859375,1238.8900146484375,1243.97998046875,1220.9000244140625,3723400,-1.05%
165,2022-09-01,1231.6300048828125,1212.5999755859375,1232.6099853515625,1200.1500244140625,3708700,0.87%
166,2022-09-02,1221.300048828125,1246.9100341796875,1250.300048828125,1213.800048828125,3538600,-0.84%
167,2022-09-06,1217.260009765625,1225.9200439453125,1228.5400390625,1200.1199951171875,3642200,-0.33%
168,2022-09-07,1254.699951171875,1217.72998046875,1256.280029296875,1217.6400146484375,3541600,3.08%
169,2022-09-08,1265.8499755859375,1242.0799560546875,1266.6500244140625,1237.8900146484375,3424300,0.89%
170,2022-09-09,1289.969970703125,1272.8599853515625,1292.27001953125,1272.260009765625,3505300,1.91%
171,2022-09-12,1307.3299560546875,1297.7099609375,1311.719970703125,1297.7099609375,3356900,1.35%
172,2022-09-13,1239.1400146484375,1265.5699462890625,1271.530029296875,1235.5699462890625,4436200,-5.22%
173,2022-09-14,1255.199951171875,1244.3900146484375,1259.3699951171875,1237.199951171875,4014300,1.30%
174,2022-09-15,1246.8399658203125,1250.739990234375,1272.969970703125,1241.030029296875,4104200,-0.67%
175,2022-09-16,1236.4000244140625,1226.9100341796875,1238.1300048828125,1218.1400146484375,6198000,-0.84%
176,2022-09-19,1253.010009765625,1226.06005859375,1253.300048828125,1224.449951171875,3325200,1.34%
177,2022-09-20,1231.8599853515625,1240.8299560546875,1245.300048828125,1221.6700439453125,5380300,-1.69%
178,2022-09-21,1202.6400146484375,1234.5699462890625,1246.760009765625,1202.5400390625,4564300,-2.37%
179,2022-09-22,1176.6300048828125,1196.010009765625,1199.9300537109375,1170.47998046875,4545600,-2.16%
180,2022-09-23,1149.6400146484375,1161.7900390625,1162.8299560546875,1134.9100341796875,5002000,-2.29%
181,2022-09-26,1147.5699462890625,1144.760009765625,1172.5899658203125,1144.760009765625,4605900,-0.18%
182,2022-09-27,1150.9200439453125,1167.5400390625,1176.5899658203125,1139.1400146484375,4457400,0.29%
183,2022-09-28,1183.2099609375,1154.81005859375,1189.1400146484375,1150.3599853515625,4199000,2.81%
184,2022-09-29,1143.25,1164.6199951171875,1165.31005859375,1132.06005859375,4592800,-3.38%
185,2022-09-30,1122.31005859375,1130.9100341796875,1154.56005859375,1119.27001953125,7039900,-1.83%
186,2022-10-03,1125.0400390625,1121.2900390625,1135.8299560546875,1107.199951171875,5237600,0.24%
187,2022-10-04,1165.0400390625,1154.449951171875,1176.8299560546875,1151.2900390625,5982800,3.56%
188,2022-10-05,1158.7099609375,1146.02001953125,1165.8499755859375,1134.8199462890625,4820500,-0.54%
189,2022-10-06,1150.469970703125,1158.1800537109375,1166.3800048828125,1145.6099853515625,4196600,-0.71%
190,2022-10-07,1109.72998046875,1133.3699951171875,1134.9200439453125,1103.5999755859375,4322400,-3.54%
191,2022-10-10,1102.949951171875,1111.300048828125,1115.0899658203125,1092.530029296875,4757700,-0.61%
192,2022-10-11,1093.989990234375,1098.6500244140625,1116.31005859375,1086.8699951171875,4584800,-0.81%
193,2022-10-12,1096.5400390625,1094.75,1104.800048828125,1085.7099609375,4440700,0.23%
194,2022-10-13,1107.27001953125,1062.6500244140625,1113.1600341796875,1051.3499755859375,5346700,0.98%
195,2022-10-14,1064.3499755859375,1119.27001953125,1124.1600341796875,1063.18994140625,4423600,-3.88%
196,2022-10-17,1109.3699951171875,1085.8800048828125,1112.6400146484375,1085.8800048828125,4065100,4.23%
197,2022-10-18,1125.0999755859375,1146.77001953125,1146.97998046875,1114.56005859375,4796900,1.42%
198,2022-10-19,1111.8699951171875,1115.0699462890625,1123.52001953125,1100.989990234375,3840600,-1.18%
199,2022-10-20,1092.489990234375,1097.4100341796875,1119.219970703125,1088.7099609375,4482500,-1.74%
200,2022-10-21,1124.4200439453125,1089.81005859375,1125.43994140625,1085.239990234375,4229600,2.92%
201,2022-10-24,1129.800048828125,1119.4100341796875,1134.7900390625,1100.3900146484375,4595200,0.48%
202,2022-10-25,1156.260009765625,1131.1300048828125,1159.6300048828125,1131.1300048828125,4565100,2.34%
203,2022-10-26,1144.030029296875,1141.6199951171875,1167.68994140625,1137.25,4764500,-1.06%
204,2022-10-27,1135.780029296875,1149.31005859375,1154.2099609375,1132.43994140625,4635900,-0.72%
205,2022-10-28,1132.3699951171875,1099.510009765625,1133.8199462890625,1092.1500244140625,5537200,-0.30%
206,2022-10-31,1124.52001953125,1127.56005859375,1133.8199462890625,1114.4300537109375,4762900,-0.69%
207,2022-11-01,1109.3399658203125,1144.3299560546875,1146.4000244140625,1106.489990234375,4802200,-1.35%
208,2022-11-02,1067.260009765625,1107.5699462890625,1114.2099609375,1066.8699951171875,5117400,-3.79%
209,2022-11-03,1057.8399658203125,1059.0699462890625,1071.5699462890625,1052.81005859375,5197800,-0.88%
210,2022-11-04,1066.9599609375,1083.97998046875,1092.6500244140625,1045.989990234375,5446300,0.86%
211,2022-11-07,1060.3900146484375,1073.6199951171875,1074.02001953125,1049.760009765625,4236100,-0.62%
212,2022-11-08,1057.1800537109375,1062.27001953125,1069.9599609375,1042.97998046875,4970500,-0.30%
213,2022-11-09,1024.239990234375,1049.1500244140625,1055.47998046875,1023.2999877929688,4885300,-3.12%
214,2022-11-10,1103.0699462890625,1073.1600341796875,1104.8900146484375,1066.47998046875,6823300,7.70%
215,2022-11-11,1130.22998046875,1106.1199951171875,1135.989990234375,1101.199951171875,5522600,2.46%
216,2022-11-14,1110.9300537109375,1118.530029296875,1128.5400390625,1109.5899658203125,4958600,-1.71%
217,2022-11-15,1124.68994140625,1135.9200439453125,1143.260009765625,1111.9300537109375,5353500,1.24%
218,2022-11-16,1108.27001953125,1103.4300537109375,1117.969970703125,1099.2900390625,5281800,-1.46%
219,2022-11-17,1094.219970703125,1092.5400390625,1099.469970703125,1084.5799560546875,4339600,-1.27%
220,2022-11-18,1094.6500244140625,1107.3599853515625,1107.3599853515625,1081.949951171875,3819100,0.04%
221,2022-11-21,1079.2099609375,1089.22998046875,1093.3599853515625,1072.739990234375,3826800,-1.41%
222,2022-11-22,1091.8900146484375,1083.7099609375,1092.5,1076.1500244140625,3539000,1.17%
223,2022-11-23,1106.3699951171875,1096.5999755859375,1108.989990234375,1093.3499755859375,3587500,1.33%
224,2022-11-25,1107.0400390625,1106.3299560546875,1111.010009765625,1101.9000244140625,1858400,0.06%
225,2022-11-28,1100.3800048828125,1101.8299560546875,1114.5400390625,1098.1500244140625,3851100,-0.60%
226,2022-11-29,1095.489990234375,1101.75,1104.510009765625,1091.6700439453125,3565700,-0.44%
227,2022-11-30,1133.6500244140625,1096.0999755859375,1133.6600341796875,1087.9300537109375,5705600,3.48%
228,2022-12-01,1132.4200439453125,1139.780029296875,1140.8900146484375,1124.4599609375,4042100,-0.11%
229,2022-12-02,1130.2900390625,1117.010009765625,1133.0799560546875,1117.010009765625,3591000,-0.19%
230,2022-12-05,1096.9200439453125,1115.6500244140625,1118.7099609375,1094.3399658203125,4038600,-2.95%
231,2022-12-06,1079.1199951171875,1094.8599853515625,1098.0400390625,1070.3699951171875,4126200,-1.62%
232,2022-12-07,1073.97998046875,1071.469970703125,1085.280029296875,1069.3299560546875,373011100,-0.48%
233,2022-12-08,1085.239990234375,1076.6099853515625,1088.8800048828125,1070.2099609375,370251100,1.05%
234,2022-12-09,1079.6199951171875,1078.2900390625,1090.27001953125,1076.7900390625,379900100,-0.52%
235,2022-12-12,1083.7900390625,1077.0,1083.81005859375,1070.739990234375,385856000,0.39%
236,2022-12-13,1085.9300537109375,1119.6700439453125,1128.280029296875,1073.8499755859375,572105800,0.20%
237,2022-12-14,1078.0400390625,1084.719970703125,1092.5899658203125,1066.1600341796875,476048700,-0.73%
238,2022-12-15,1058.81005859375,1062.9100341796875,1065.239990234375,1050.8399658203125,479526700,-1.78%
239,2022-12-16,1040.4000244140625,1053.75,1056.8299560546875,1034.1400146484375,738279300,-1.74%
240,2022-12-19,1023.1400146484375,1041.219970703125,1041.449951171875,1019.2899780273438,507432500,-1.66%
241,2022-12-20,1011.5700073242188,1017.6500244140625,1025.510009765625,1010.2999877929688,495671700,-1.13%
242,2022-12-21,1027.5799560546875,1024.8699951171875,1032.9000244140625,1019.989990234375,492476200,1.58%
243,2022-12-22,1000.969970703125,1016.530029296875,1016.530029296875,986.4000244140625,595522800,-2.59%
244,2022-12-23,1008.0999755859375,998.9000244140625,1010.7000122070312,991.9199829101562,398929100,0.71%
245,2022-12-27,991.5499877929688,1003.9500122070312,1004.510009765625,990.8900146484375,459438900,-1.64%
246,2022-12-28,983.0599975585938,992.0399780273438,1001.3599853515625,981.1699829101562,467370100,-0.86%
247,2022-12-29,1008.3200073242188,997.2100219726562,1010.47998046875,993.6900024414062,475812200,2.57%
248,2022-12-30,1005.47998046875,998.2100219726562,1005.530029296875,994.0599975585938,392478000,-0.28%
249,2023-01-03,999.5399780273438,1010.7100219726562,1014.0900268554688,987.4600219726562,531475700,-0.59%
250,2023-01-04,1013.6699829101562,1010.9400024414062,1021.0599975585938,996.489990234375,510937300,1.41%
251,2023-01-05,1004.030029296875,1007.6500244140625,1010.469970703125,997.780029296875,443715500,-0.95%
252,2023-01-06,1028.0999755859375,1001.0900268554688,1031.699951171875,994.3200073242188,542172500,2.40%
253,2023-01-09,1033.9300537109375,1039.8299560546875,1050.5400390625,1033.280029296875,501713400,0.57%
254,2023-01-10,1046.969970703125,1036.0699462890625,1047.0,1029.3499755859375,439697800,1.26%
255,2023-01-11,1075.02001953125,1056.1199951171875,1075.1400146484375,1056.1199951171875,519965900,2.68%
256,2023-01-12,1076.8599853515625,1081.97998046875,1082.949951171875,1059.72998046875,512460600,0.17%
257,2023-01-13,1087.3499755859375,1062.719970703125,1087.989990234375,1061.5999755859375,543992900,0.97%
258,2023-01-17,1088.1099853515625,1091.75,1096.6800537109375,1084.969970703125,513074200,0.07%
259,2023-01-18,1073.989990234375,1100.0,1105.25,1073.3800048828125,513111400,-1.30%
260,2023-01-19,1055.81005859375,1066.06005859375,1068.9599609375,1050.699951171875,478810800,-1.69%
261,2023-01-20,1081.81005859375,1058.1199951171875,1082.219970703125,1053.4100341796875,441436800,2.46%
262,2023-01-23,1098.7900390625,1085.3499755859375,1102.52001953125,1078.550048828125,500487700,1.57%
263,2023-01-24,1096.9000244140625,1086.75,1102.0400390625,1086.3699951171875,415366800,-0.17%
264,2023-01-25,1102.8299560546875,1078.5699462890625,1103.989990234375,1072.260009765625,468145700,0.54%
265,2023-01-26,1125.239990234375,1122.989990234375,1127.800048828125,1111.030029296875,530362300,2.03%
266,2023-01-27,1150.81005859375,1127.1600341796875,1159.3900146484375,1126.4100341796875,647450900,2.27%
267,2023-01-30,1131.0899658203125,1142.8199462890625,1149.25,1129.97998046875,546298400,-1.71%
