,date,splrcd,open,high,low,volume,splrcd_cr
268,2023-01-31,1156.219970703125,1132.0400390625,1156.3299560546875,1131.719970703125,574044600,2.22%
269,2023-02-01,1178.0999755859375,1154.260009765625,1187.010009765625,1141.5699462890625,571341100,1.89%
270,2023-02-02,1214.4200439453125,1203.510009765625,1228.489990234375,1198.22998046875,722937900,3.08%
271,2023-02-03,1176.6700439453125,1176.239990234375,1204.75,1171.4200439453125,725699600,-3.11%
272,2023-02-06,1175.1199951171875,1173.030029296875,1182.260009765625,1165.530029296875,506322800,-0.13%
273,2023-02-07,1177.699951171875,1169.0799560546875,1180.719970703125,1148.22998046875,603322400,0.22%
274,2023-02-08,1167.1700439453125,1172.9300537109375,1176.510009765625,1159.6199951171875,503661900,-0.89%
275,2023-02-09,1164.75,1182.949951171875,1190.31005859375,1159.199951171875,570252500,-0.21%
276,2023-02-10,1150.550048828125,1153.9000244140625,1159.3699951171875,1141.199951171875,516382100,-1.22%
277,2023-02-13,1167.3699951171875,1150.0699462890625,1167.6600341796875,1143.030029296875,459994500,1.46%
278,2023-02-14,1181.1099853515625,1158.6400146484375,1183.6199951171875,1151.97998046875,510872600,1.18%
279,2023-02-15,1194.8499755859375,1178.5899658203125,1194.9000244140625,1173.4200439453125,449215400,1.16%
280,2023-02-16,1168.989990234375,1178.9100341796875,1193.1400146484375,1168.8199462890625,509348000,-2.16%
281,2023-02-17,1169.449951171875,1163.4000244140625,1169.6800537109375,1149.6300048828125,504557600,0.04%
282,2023-02-21,1130.3800048828125,1147.8900146484375,1154.739990234375,1130.18994140625,484993100,-3.34%
283,2023-02-22,1136.2099609375,1133.0,1143.52001953125,1128.1600341796875,480704500,0.52%
284,2023-02-23,1135.2099609375,1139.81005859375,1140.3499755859375,1116.1700439453125,451488000,-0.09%
285,2023-02-24,1117.469970703125,1114.469970703125,1119.22998046875,1108.1300048828125,419109200,-1.56%
286,2023-02-27,1130.6300048828125,1130.5999755859375,1139.1199951171875,1126.3599853515625,435749900,1.18%
287,2023-02-28,1130.010009765625,1131.239990234375,1138.1400146484375,1125.4300537109375,570430700,-0.05%
288,2023-03-01,1115.489990234375,1127.47998046875,1129.4599609375,1109.3299560546875,483868000,-1.28%
289,2023-03-02,1111.949951171875,1095.800048828125,1113.489990234375,1094.9599609375,489167900,-0.32%
290,2023-03-03,1135.5,1121.449951171875,1137.5,1119.06005859375,454523300,2.12%
291,2023-03-06,1127.449951171875,1137.3399658203125,1142.4300537109375,1127.18994140625,403764000,-0.71%
292,2023-03-07,1112.050048828125,1127.3299560546875,1131.1500244140625,1111.5899658203125,404663900,-1.37%
293,2023-03-08,1109.18994140625,1108.9100341796875,1110.1700439453125,1098.469970703125,400947400,-0.26%
294,2023-03-09,1083.030029296875,1108.969970703125,1118.77001953125,1081.949951171875,486712100,-2.36%
295,2023-03-10,1072.4300537109375,1086.9300537109375,1097.8199462890625,1068.9200439453125,547276800,-0.98%
296,2023-03-13,1074.9000244140625,1058.699951171875,1088.22998046875,1053.27001953125,599859300,0.23%
297,2023-03-14,1093.239990234375,1088.010009765625,1096.02001953125,1079.510009765625,512782000,1.71%
298,2023-03-15,1090.93994140625,1078.75,1091.9599609375,1071.31005859375,565312300,-0.21%
299,2023-03-16,1111.47998046875,1086.449951171875,1116.0899658203125,1084.31005859375,510588900,1.88%
300,2023-03-17,1097.6600341796875,1110.1199951171875,1112.3299560546875,1088.5699462890625,794193200,-1.24%
301,2023-03-20,1101.949951171875,1094.68994140625,1107.8800048828125,1088.1300048828125,455836300,0.39%
302,2023-03-21,1131.8399658203125,1114.699951171875,1133.3699951171875,1114.0999755859375,477575900,2.71%
303,2023-03-22,1106.93994140625,1133.75,1140.780029296875,1106.7900390625,474063800,-2.20%
304,2023-03-23,1106.3900146484375,1119.6700439453125,1128.3800048828125,1095.449951171875,475469500,-0.05%
305,2023-03-24,1102.469970703125,1101.77001953125,1104.2900390625,1088.7900390625,425678100,-0.35%
306,2023-03-27,1104.43994140625,1112.56005859375,1116.719970703125,1099.93994140625,450890800,0.18%
307,2023-03-28,1103.199951171875,1105.3900146484375,1107.0899658203125,1095.6600341796875,362332600,-0.11%
308,2023-03-29,1124.219970703125,1115.0799560546875,1124.780029296875,1111.6800537109375,404162200,1.91%
309,2023-03-30,1134.300048828125,1134.5899658203125,1140.1600341796875,1129.800048828125,373828700,0.90%
310,2023-03-31,1163.97998046875,1140.010009765625,1164.489990234375,1140.010009765625,464824400,2.62%
311,2023-04-03,1153.3499755859375,1153.0899658203125,1158.530029296875,1145.530029296875,425524200,-0.91%
312,2023-04-04,1152.52001953125,1157.5799560546875,1159.68994140625,1142.3199462890625,383137400,-0.07%
313,2023-04-05,1129.030029296875,1148.780029296875,1148.780029296875,1126.7099609375,373252000,-2.04%
314,2023-04-06,1129.5899658203125,1124.010009765625,1131.1300048828125,1113.52001953125,338390600,0.05%
315,2023-04-10,1134.3900146484375,1118.5899658203125,1134.4100341796875,1111.1500244140625,378196800,0.42%
316,2023-04-11,1134.5699462890625,1134.719970703125,1141.0899658203125,1129.800048828125,391019000,0.02%
317,2023-04-12,1117.0899658203125,1142.9000244140625,1143.760009765625,1115.969970703125,423245400,-1.54%
318,2023-04-13,1142.9300537109375,1125.7099609375,1144.030029296875,1122.27001953125,404531600,2.31%
319,2023-04-14,1144.4000244140625,1140.5899658203125,1151.1199951171875,1134.8599853515625,320014700,0.13%
320,2023-04-17,1152.1500244140625,1148.97998046875,1154.8599853515625,1141.449951171875,328618600,0.68%
321,2023-04-18,1153.5899658203125,1158.31005859375,1160.5799560546875,1148.9300537109375,304743500,0.12%
322,2023-04-19,1153.8499755859375,1143.52001953125,1160.3599853515625,1142.739990234375,379921500,0.02%
323,2023-04-20,1136.780029296875,1135.469970703125,1146.449951171875,1130.510009765625,530689300,-1.48%
324,2023-04-21,1150.469970703125,1146.5999755859375,1155.3299560546875,1138.0899658203125,398792500,1.20%
325,2023-04-24,1149.6400146484375,1152.7900390625,1159.489990234375,1139.300048828125,409926000,-0.07%
326,2023-04-25,1126.0999755859375,1141.780029296875,1143.6400146484375,1125.9000244140625,428072400,-2.05%
327,2023-04-26,1121.81005859375,1132.1800537109375,1136.7900390625,1119.6400146484375,458864600,-0.38%
328,2023-04-27,1152.8499755859375,1132.3800048828125,1154.1700439453125,1129.530029296875,499102800,2.77%
329,2023-04-28,1152.4200439453125,1148.6400146484375,1154.75,1134.4100341796875,484655700,-0.04%
330,2023-05-01,1140.1500244140625,1150.0699462890625,1151.56005859375,1138.5799560546875,457951700,-1.06%
331,2023-05-02,1141.93994140625,1137.8699951171875,1144.300048828125,1128.719970703125,480025200,0.16%
332,2023-05-03,1133.7900390625,1139.0799560546875,1152.5999755859375,1132.7900390625,469259100,-0.71%
333,2023-05-04,1125.9000244140625,1135.68994140625,1139.1199951171875,1124.219970703125,436724100,-0.70%
334,2023-05-05,1148.4000244140625,1134.489990234375,1150.010009765625,1133.9599609375,430867900,2.00%
335,2023-05-08,1151.9000244140625,1151.5400390625,1152.31005859375,1144.3199462890625,374110900,0.30%
336,2023-05-09,1152.0999755859375,1146.5400390625,1152.7900390625,1143.97998046875,318003800,0.02%
337,2023-05-10,1159.3399658203125,1162.8399658203125,1168.949951171875,1146.27001953125,416534100,0.63%
338,2023-05-11,1165.72998046875,1161.43994140625,1167.1300048828125,1156.1800537109375,367168500,0.55%
339,2023-05-12,1155.3599853515625,1170.219970703125,1172.0,1148.3699951171875,406090700,-0.89%
340,2023-05-15,1156.97998046875,1156.6700439453125,1159.800048828125,1146.780029296875,371918400,0.14%
341,2023-05-16,1154.050048828125,1150.1199951171875,1164.489990234375,1148.489990234375,403652800,-0.25%
342,2023-05-17,1177.5899658203125,1162.449951171875,1178.7099609375,1161.31005859375,459451100,2.04%
343,2023-05-18,1195.75,1181.31005859375,1196.3199462890625,1180.530029296875,385499700,1.54%
344,2023-05-19,1185.72998046875,1192.8399658203125,1193.5400390625,1180.4300537109375,416353500,-0.84%
345,2023-05-22,1181.3699951171875,1187.6600341796875,1189.300048828125,1177.3900146484375,421605700,-0.37%
346,2023-05-23,1171.0899658203125,1171.449951171875,1187.3299560546875,1169.2099609375,479909400,-0.87%
347,2023-05-24,1168.3800048828125,1169.4000244140625,1174.4200439453125,1159.1700439453125,450275100,-0.23%
348,2023-05-25,1162.3399658203125,1172.0999755859375,1172.0999755859375,1158.780029296875,400128200,-0.52%
349,2023-05-26,1190.010009765625,1166.5799560546875,1199.68994140625,1166.5799560546875,550132400,2.38%
350,2023-05-30,1199.02001953125,1204.1500244140625,1208.27001953125,1191.6800537109375,457283400,0.76%
351,2023-05-31,1188.0400390625,1190.8299560546875,1193.6099853515625,1171.969970703125,633997200,-0.92%
352,2023-06-01,1202.5,1187.3800048828125,1208.0799560546875,1179.43994140625,475276600,1.22%
353,2023-06-02,1228.9200439453125,1216.52001953125,1233.8599853515625,1215.6199951171875,504859700,2.20%
354,2023-06-05,1233.18994140625,1229.050048828125,1237.0799560546875,1226.030029296875,404049700,0.35%
355,2023-06-06,1245.43994140625,1231.6500244140625,1246.8599853515625,1230.3599853515625,440637400,0.99%
356,2023-06-07,1234.1400146484375,1253.719970703125,1257.199951171875,1231.8699951171875,586192800,-0.91%
357,2023-06-08,1253.449951171875,1237.530029296875,1256.199951171875,1235.8499755859375,459777400,1.56%
358,2023-06-09,1258.93994140625,1267.75,1276.0899658203125,1256.3699951171875,499413600,0.44%
359,2023-06-12,1280.7900390625,1267.530029296875,1282.989990234375,1263.1500244140625,535114300,1.74%
360,2023-06-13,1293.6500244140625,1292.280029296875,1294.550048828125,1280.3900146484375,494163200,1.00%
361,2023-06-14,1292.22998046875,1295.8599853515625,1299.4100341796875,1275.4599609375,508152400,-0.11%
362,2023-06-15,1301.0400390625,1281.800048828125,1305.699951171875,1278.469970703125,494538800,0.68%
363,2023-06-16,1298.6500244140625,1309.449951171875,1310.06005859375,1297.9599609375,610126300,-0.18%
364,2023-06-20,1308.3900146484375,1295.3199462890625,1309.8499755859375,1292.3699951171875,453559700,0.75%
365,2023-06-21,1293.0699462890625,1308.7099609375,1311.949951171875,1290.6400146484375,473580900,-1.17%
366,2023-06-22,1312.9100341796875,1286.9000244140625,1312.9100341796875,1285.18994140625,444160300,1.53%
367,2023-06-23,1298.4000244140625,1299.3900146484375,1310.3599853515625,1293.0,556790400,-1.11%
368,2023-06-26,1282.199951171875,1291.5999755859375,1309.97998046875,1281.8800048828125,523905700,-1.25%
369,2023-06-27,1308.5799560546875,1290.4200439453125,1311.3900146484375,1288.3599853515625,454548300,2.06%
370,2023-06-28,1311.8399658203125,1306.0,1323.3199462890625,1306.0,515314000,0.25%
371,2023-06-29,1312.5799560546875,1313.449951171875,1317.02001953125,1305.030029296875,415191600,0.06%
372,2023-06-30,1330.5400390625,1322.4599609375,1334.1400146484375,1321.300048828125,491796200,1.37%
373,2023-07-03,1344.8399658203125,1344.72998046875,1352.68994140625,1343.3599853515625,296735600,1.07%
374,2023-07-05,1345.969970703125,1344.18994140625,1348.4200439453125,1338.1600341796875,426016600,0.08%
375,2023-07-06,1323.8199462890625,1329.3800048828125,1330.5999755859375,1318.27001953125,434780200,-1.65%
376,2023-07-07,1326.1700439453125,1325.050048828125,1339.239990234375,1322.2099609375,385348000,0.18%
377,2023-07-10,1327.5999755859375,1325.8800048828125,1328.7900390625,1316.050048828125,399423400,0.11%
378,2023-07-11,1338.989990234375,1330.6500244140625,1340.9000244140625,1330.239990234375,361872200,0.86%
379,2023-07-12,1351.81005859375,1356.800048828125,1358.8900146484375,1347.9200439453125,396517500,0.96%
380,2023-07-13,1366.4100341796875,1366.8699951171875,1369.5,1355.8800048828125,402724400,1.08%
381,2023-07-14,1370.0999755859375,1365.5699462890625,1376.6800537109375,1365.4200439453125,384674600,0.27%
382,2023-07-17,1374.4599609375,1373.030029296875,1377.9200439453125,1369.1199951171875,439746100,0.32%
383,2023-07-18,1378.25,1368.72998046875,1381.9300537109375,1364.1300048828125,409532000,0.28%
384,2023-07-19,1385.449951171875,1382.8900146484375,1391.3199462890625,1380.969970703125,412013900,0.52%
385,2023-07-20,1338.3399658203125,1371.3699951171875,1371.3699951171875,1336.5799560546875,444861400,-3.40%
386,2023-07-21,1338.8299560546875,1349.2900390625,1349.2900390625,1332.25,536236700,0.04%
387,2023-07-24,1345.8399658203125,1337.5,1348.260009765625,1331.239990234375,378790600,0.52%
388,2023-07-25,1342.800048828125,1347.93994140625,1348.1700439453125,1339.6300048828125,381342900,-0.23%
389,2023-07-26,1341.9599609375,1332.3499755859375,1347.989990234375,1332.1800537109375,342444200,-0.06%
390,2023-07-27,1330.3399658203125,1354.9000244140625,1360.8699951171875,1327.969970703125,440674100,-0.87%
391,2023-07-28,1354.989990234375,1342.22998046875,1358.3900146484375,1341.02001953125,428327500,1.85%
392,2023-07-31,1362.52001953125,1358.8499755859375,1362.8499755859375,1354.02001953125,369200600,0.56%
393,2023-08-01,1346.8800048828125,1358.9100341796875,1358.9100341796875,1346.22998046875,392557300,-1.15%
394,2023-08-02,1322.050048828125,1332.0699462890625,1335.6199951171875,1318.31005859375,397895900,-1.84%
395,2023-08-03,1326.5899658203125,1315.0,1330.0999755859375,1311.030029296875,423821500,0.34%
396,2023-08-04,1351.9000244140625,1370.4000244140625,1376.9300537109375,1350.8499755859375,456148600,1.91%
397,2023-08-07,1366.760009765625,1357.239990234375,1366.81005859375,1345.9300537109375,369231000,1.10%
398,2023-08-08,1354.9000244140625,1353.5999755859375,1356.68994140625,1342.1600341796875,320974000,-0.87%
399,2023-08-09,1338.6400146484375,1356.0899658203125,1356.2099609375,1336.5,325549000,-1.20%
400,2023-08-10,1342.3199462890625,1349.0400390625,1361.8800048828125,1335.9300537109375,461403600,0.27%
401,2023-08-11,1338.530029296875,1335.68994140625,1342.6199951171875,1328.43994140625,368645800,-0.28%
402,2023-08-14,1343.800048828125,1331.27001953125,1343.8699951171875,1328.93994140625,334340300,0.39%
403,2023-08-15,1325.4100341796875,1339.72998046875,1346.6400146484375,1323.52001953125,315200800,-1.37%
404,2023-08-16,1308.550048828125,1316.27001953125,1328.239990234375,1308.260009765625,353639700,-1.27%
405,2023-08-17,1287.8299560546875,1312.1300048828125,1312.969970703125,1286.6700439453125,363627600,-1.58%
406,2023-08-18,1283.6700439453125,1270.5400390625,1287.68994140625,1270.5400390625,381534900,-0.32%
407,2023-08-21,1298.4000244140625,1290.22998046875,1300.5699462890625,1283.699951171875,348538800,1.15%
408,2023-08-22,1299.5799560546875,1308.93994140625,1310.02001953125,1295.5,345872300,0.09%
409,2023-08-23,1310.3699951171875,1294.5999755859375,1313.7099609375,1292.7099609375,348733700,0.83%
410,2023-08-24,1284.0699462890625,1312.5400390625,1313.1099853515625,1284.050048828125,335966500,-2.01%
411,2023-08-25,1298.2099609375,1290.760009765625,1302.06005859375,1278.219970703125,342098200,1.10%
412,2023-08-28,1302.97998046875,1305.199951171875,1308.1600341796875,1295.030029296875,294597100,0.37%
413,2023-08-29,1333.6400146484375,1305.31005859375,1334.1600341796875,1304.5,330904500,2.35%
414,2023-08-30,1338.0400390625,1331.219970703125,1343.260009765625,1327.3699951171875,310718400,0.33%
415,2023-08-31,1344.81005859375,1338.6500244140625,1351.4200439453125,1337.760009765625,357989000,0.51%
416,2023-09-01,1337.52001953125,1352.3900146484375,1355.8800048828125,1329.22998046875,324488900,-0.54%
417,2023-09-05,1336.3599853515625,1333.8199462890625,1339.6600341796875,1325.7900390625,368000100,-0.09%
418,2023-09-06,1323.3800048828125,1329.6500244140625,1331.8299560546875,1315.1700439453125,338786900,-0.97%
419,2023-09-07,1330.02001953125,1310.280029296875,1331.760009765625,1307.030029296875,366026600,0.50%
420,2023-09-08,1330.4599609375,1327.3599853515625,1339.1400146484375,1326.5799560546875,336835300,0.03%
421,2023-09-11,1367.31005859375,1349.4000244140625,1369.47998046875,1348.5400390625,408879500,2.77%
422,2023-09-12,1355.0699462890625,1361.3699951171875,1370.02001953125,1354.5,361799700,-0.90%
423,2023-09-13,1367.219970703125,1357.6300048828125,1370.219970703125,1354.760009765625,386411700,0.90%
424,2023-09-14,1379.2099609375,1371.3599853515625,1383.6500244140625,1364.8499755859375,378980800,0.88%
425,2023-09-15,1353.31005859375,1373.4000244140625,1374.4100341796875,1350.8399658203125,650156100,-1.88%
426,2023-09-18,1339.6800537109375,1350.8499755859375,1352.239990234375,1337.27001953125,335441400,-1.01%
427,2023-09-19,1331.010009765625,1331.239990234375,1333.5799560546875,1318.1400146484375,363650300,-0.65%
428,2023-09-20,1316.469970703125,1336.56005859375,1341.3900146484375,1316.3499755859375,343357700,-1.09%
429,2023-09-21,1278.5699462890625,1296.449951171875,1297.969970703125,1278.3399658203125,403895500,-2.88%
430,2023-09-22,1267.4000244140625,1287.699951171875,1290.449951171875,1266.02001953125,416636600,-0.87%
431,2023-09-25,1275.8399658203125,1262.68994140625,1278.8599853515625,1259.56005859375,337157400,0.67%
432,2023-09-26,1249.97998046875,1264.8199462890625,1271.510009765625,1246.8299560546875,366925000,-2.03%
433,2023-09-27,1245.239990234375,1252.02001953125,1257.47998046875,1232.8299560546875,400988700,-0.38%
434,2023-09-28,1257.300048828125,1239.25,1261.3199462890625,1235.9599609375,412006600,0.97%
435,2023-09-29,1264.0,1275.0799560546875,1280.300048828125,1257.260009765625,524488800,0.53%
436,2023-10-02,1267.5999755859375,1257.6800537109375,1277.4200439453125,1254.56005859375,397641100,0.28%
437,2023-10-03,1234.719970703125,1256.56005859375,1258.77001953125,1230.300048828125,416758700,-2.59%
438,2023-10-04,1259.0999755859375,1241.47998046875,1261.0899658203125,1241.199951171875,388187400,1.97%
439,2023-10-05,1251.949951171875,1255.969970703125,1258.9300537109375,1241.6199951171875,369517600,-0.57%
440,2023-10-06,1260.719970703125,1237.68994140625,1265.6400146484375,1231.989990234375,392849900,0.70%
441,2023-10-09,1262.97998046875,1245.1500244140625,1265.56005859375,1238.0799560546875,332330000,0.18%
442,2023-10-10,1276.75,1264.8299560546875,1288.5899658203125,1264.6300048828125,368518400,1.09%
443,2023-10-11,1282.9000244140625,1282.1300048828125,1288.199951171875,1271.1199951171875,331580300,0.48%
444,2023-10-12,1270.6600341796875,1283.3199462890625,1287.550048828125,1262.0799560546875,381323700,-0.95%
445,2023-10-13,1252.1600341796875,1271.9100341796875,1274.280029296875,1248.4300537109375,352644800,-1.46%
446,2023-10-16,1272.81005859375,1259.219970703125,1276.8900146484375,1257.7900390625,314555000,1.65%
447,2023-10-17,1273.5899658203125,1260.449951171875,1280.5,1256.68994140625,348197600,0.06%
448,2023-10-18,1243.9300537109375,1263.280029296875,1265.6500244140625,1241.3499755859375,385253100,-2.33%
449,2023-10-19,1216.550048828125,1235.5999755859375,1242.800048828125,1210.3199462890625,474210300,-2.20%
450,2023-10-20,1196.3900146484375,1211.699951171875,1213.27001953125,1195.8399658203125,433991000,-1.66%
451,2023-10-23,1198.949951171875,1190.9200439453125,1213.1800537109375,1179.530029296875,432290200,0.21%
452,2023-10-24,1211.3900146484375,1208.5899658203125,1218.449951171875,1201.3499755859375,378456800,1.04%
453,2023-10-25,1182.2900390625,1200.719970703125,1200.719970703125,1180.6400146484375,421060900,-2.40%
454,2023-10-26,1163.81005859375,1178.4200439453125,1186.3800048828125,1162.18994140625,503799300,-1.56%
455,2023-10-27,1183.5699462890625,1190.5999755859375,1201.68994140625,1179.43994140625,590210600,1.70%
456,2023-10-30,1198.530029296875,1197.9599609375,1204.0699462890625,1186.4599609375,505116400,1.26%
457,2023-10-31,1207.030029296875,1199.1700439453125,1210.4200439453125,1194.31005859375,460067100,0.71%
458,2023-11-01,1224.3499755859375,1213.9300537109375,1225.3399658203125,1206.1700439453125,489599100,1.43%
459,2023-11-02,1253.699951171875,1245.0400390625,1254.3900146484375,1239.8800048828125,499009000,2.40%
460,2023-11-03,1268.8599853515625,1264.2900390625,1275.550048828125,1264.2900390625,460990400,1.21%
461,2023-11-06,1271.199951171875,1274.010009765625,1278.010009765625,1262.989990234375,388642400,0.18%
462,2023-11-07,1286.300048828125,1275.010009765625,1288.1700439453125,1272.6300048828125,387866300,1.19%
463,2023-11-08,1283.0400390625,1288.1300048828125,1289.1400146484375,1275.489990234375,376664700,-0.25%
464,2023-11-09,1259.719970703125,1280.949951171875,1281.6400146484375,1254.780029296875,415633100,-1.82%
465,2023-11-10,1280.5899658203125,1260.3599853515625,1281.0999755859375,1254.6700439453125,401643800,1.66%
466,2023-11-13,1284.31005859375,1273.4599609375,1288.489990234375,1267.5799560546875,361793100,0.29%
467,2023-11-14,1326.9100341796875,1313.68994140625,1331.27001953125,1313.68994140625,521468800,3.32%
468,2023-11-15,1326.3900146484375,1333.77001953125,1336.550048828125,1321.81005859375,495584700,-0.04%
469,2023-11-16,1314.3199462890625,1313.1099853515625,1323.550048828125,1307.9300537109375,421962500,-0.91%
470,2023-11-17,1323.9300537109375,1317.280029296875,1326.739990234375,1310.22998046875,404953100,0.73%
471,2023-11-20,1330.780029296875,1323.4200439453125,1333.8599853515625,1319.949951171875,369251600,0.52%
472,2023-11-21,1325.780029296875,1320.9000244140625,1326.77001953125,1315.3199462890625,407097800,-0.38%
473,2023-11-22,1332.3599853515625,1333.27001953125,1341.969970703125,1327.739990234375,343938400,0.50%
474,2023-11-24,1334.1400146484375,1330.469970703125,1336.25,1329.02001953125,171675100,0.13%
475,2023-11-27,1336.7099609375,1337.0899658203125,1344.550048828125,1330.1199951171875,353274300,0.19%
476,2023-11-28,1343.9000244140625,1335.989990234375,1344.6500244140625,1327.4100341796875,377316100,0.54%
477,2023-11-29,1339.1400146484375,1353.02001953125,1358.8900146484375,1337.9599609375,513168300,-0.35%
478,2023-11-30,1336.9100341796875,1336.0799560546875,1338.56005859375,1325.75,559100700,-0.17%
479,2023-12-01,1353.93994140625,1331.449951171875,1354.1700439453125,1329.449951171875,447793800,1.27%
480,2023-12-04,1347.6500244140625,1343.1300048828125,1352.1400146484375,1338.9599609375,435612300,-0.46%
481,2023-12-05,1351.9200439453125,1339.06005859375,1364.7099609375,1338.52001953125,409596600,0.32%
482,2023-12-06,1351.43994140625,1362.6300048828125,1366.0,1350.43994140625,411157400,-0.04%
483,2023-12-07,1363.5400390625,1358.8599853515625,1365.6300048828125,1353.0799560546875,378963600,0.90%
484,2023-12-08,1369.4300537109375,1356.3399658203125,1372.0,1354.9000244140625,376662200,0.43%
485,2023-12-11,1371.1300048828125,1365.1199951171875,1372.6099853515625,1361.0899658203125,380750600,0.12%
486,2023-12-12,1376.5999755859375,1368.31005859375,1377.3499755859375,1365.010009765625,338799300,0.40%
487,2023-12-13,1395.219970703125,1378.0799560546875,1396.0799560546875,1366.3399658203125,497721600,1.35%
488,2023-12-14,1410.219970703125,1403.8499755859375,1415.75,1397.8699951171875,630355300,1.08%
489,2023-12-15,1416.9599609375,1410.8499755859375,1419.56005859375,1407.3499755859375,695841700,0.48%
490,2023-12-18,1428.1800537109375,1418.9000244140625,1431.719970703125,1418.06005859375,395724700,0.79%
491,2023-12-19,1438.199951171875,1432.699951171875,1441.6300048828125,1431.81005859375,355906700,0.70%
492,2023-12-20,1413.1099853515625,1433.510009765625,1445.22998046875,1412.68994140625,406995500,-1.74%
493,2023-12-21,1433.5,1426.0400390625,1434.1800537109375,1419.3299560546875,420181300,1.44%
494,2023-12-22,1424.2099609375,1429.22998046875,1434.6199951171875,1418.4000244140625,353198600,-0.65%
495,2023-12-26,1429.18994140625,1426.9300537109375,1431.280029296875,1424.5799560546875,262803900,0.35%
496,2023-12-27,1432.989990234375,1431.2099609375,1438.239990234375,1430.3199462890625,299749600,0.27%
497,2023-12-28,1427.1400146484375,1435.9100341796875,1438.25,1426.1800537109375,272554700,-0.41%
498,2023-12-29,1418.0899658203125,1427.77001953125,1430.3199462890625,1413.3699951171875,325539800,-0.63%
499,2024-01-02,1405.010009765625,1414.0899658203125,1414.8900146484375,1399.1099853515625,394025400,-0.92%
500,2024-01-03,1378.56005859375,1394.1700439453125,1396.969970703125,1377.7099609375,437451500,-1.88%
501,2024-01-04,1365.239990234375,1368.1199951171875,1383.5799560546875,1365.0699462890625,390976500,-0.97%
