,date,krw,open,high,low,vol,krw_cr
717,2022-09-30,1439.96,1430.42,1442.33,1427.97,,+0.70%
718,2022-10-03,1433.45,1440.23,1445.78,1433.78,,-0.45%
719,2022-10-04,1415.53,1432.57,1436.61,1416.11,,-1.25%
720,2022-10-05,1415.63,1416.34,1424.23,1410.05,,+0.01%
721,2022-10-06,1408.31,1417.05,1417.62,1397.24,,-0.52%
722,2022-10-07,1424.94,1408.62,1425.56,1402.0,,+1.18%
723,2022-10-10,1427.61,1421.95,1430.77,1421.95,,+0.19%
724,2022-10-11,1431.42,1428.97,1438.69,1427.03,,+0.27%
725,2022-10-12,1424.49,1431.81,1436.55,1422.37,,-0.48%
726,2022-10-13,1430.69,1424.9,1444.09,1423.47,,+0.44%
727,2022-10-14,1440.44,1430.6,1442.39,1424.85,,+0.68%
728,2022-10-17,1430.71,1442.45,1442.7,1429.24,,-0.68%
729,2022-10-18,1425.02,1431.69,1432.51,1418.36,,-0.40%
730,2022-10-19,1434.88,1425.33,1437.07,1413.44,,+0.69%
731,2022-10-20,1430.2,1435.17,1436.85,1422.35,,-0.33%
732,2022-10-21,1428.32,1430.58,1444.59,1428.51,,-0.13%
733,2022-10-24,1444.63,1431.05,1446.62,1428.58,,+1.14%
734,2022-10-25,1426.92,1444.94,1445.36,1424.58,,-1.23%
735,2022-10-26,1412.52,1427.26,1432.6,1410.44,,-1.01%
736,2022-10-27,1421.23,1412.85,1425.51,1411.95,,+0.62%
737,2022-10-28,1421.66,1421.67,1428.1,1414.22,,+0.03%
738,2022-10-31,1425.83,1422.05,1429.69,1418.31,,+0.29%
739,2022-11-01,1416.73,1427.03,1429.59,1411.77,,-0.64%
740,2022-11-02,1412.45,1417.08,1421.4,1409.67,,-0.30%
741,2022-11-03,1423.7,1424.95,1428.78,1417.83,,+0.80%
742,2022-11-04,1403.29,1424.06,1429.45,1401.05,,-1.43%
743,2022-11-07,1392.44,1411.8,1413.26,1390.2,,-0.77%
744,2022-11-08,1375.03,1393.43,1395.3,1370.43,,-1.25%
745,2022-11-09,1371.13,1375.04,1380.48,1357.22,,-0.28%
746,2022-11-10,1349.82,1371.3,1383.94,1349.41,,-1.55%
747,2022-11-11,1313.69,1350.14,1350.69,1313.2,,-2.68%
748,2022-11-14,1323.87,1319.5,1332.06,1309.2,,+0.77%
749,2022-11-15,1316.21,1324.27,1327.51,1308.13,,-0.58%
750,2022-11-16,1336.65,1316.56,1339.09,1315.17,,+1.55%
751,2022-11-17,1342.65,1337.0,1352.56,1330.45,,+0.45%
752,2022-11-18,1339.71,1342.99,1344.94,1335.85,,-0.22%
753,2022-11-21,1359.3,1341.55,1362.64,1341.44,,+1.46%
754,2022-11-22,1352.65,1359.61,1362.97,1351.01,,-0.49%
755,2022-11-23,1336.85,1353.01,1355.86,1335.96,,-1.17%
756,2022-11-24,1326.69,1337.09,1340.75,1324.12,,-0.76%
757,2022-11-25,1334.48,1328.03,1336.78,1319.27,,+0.59%
758,2022-11-28,1339.75,1335.95,1342.87,1332.43,,+0.39%
759,2022-11-29,1325.36,1341.53,1342.89,1322.84,,-1.07%
760,2022-11-30,1301.65,1325.67,1330.01,1300.6,,-1.79%
761,2022-12-01,1304.23,1301.72,1308.23,1295.15,,+0.20%
762,2022-12-02,1297.89,1304.56,1308.34,1295.47,,-0.49%
763,2022-12-05,1305.49,1299.17,1307.05,1289.4,,+0.59%
764,2022-12-06,1319.79,1305.73,1323.12,1301.45,,+1.10%
765,2022-12-07,1314.38,1320.13,1326.55,1312.56,,-0.41%
766,2022-12-08,1315.83,1314.77,1323.95,1314.48,,+0.11%
767,2022-12-09,1303.87,1316.82,1318.23,1298.73,,-0.91%
768,2022-12-12,1306.08,1303.95,1314.15,1303.26,,+0.17%
769,2022-12-13,1289.13,1307.07,1309.66,1288.79,,-1.30%
770,2022-12-14,1295.42,1289.57,1302.55,1288.77,,+0.49%
771,2022-12-15,1318.51,1295.91,1320.61,1293.61,,+1.78%
772,2022-12-16,1309.47,1319.51,1320.05,1304.73,,-0.69%
773,2022-12-19,1301.29,1311.55,1311.58,1296.85,,-0.62%
774,2022-12-20,1283.71,1301.65,1305.45,1281.52,,-1.35%
775,2022-12-21,1279.21,1284.06,1289.91,1279.91,,-0.35%
776,2022-12-22,1291.64,1280.37,1292.51,1272.36,,+0.97%
777,2022-12-23,1279.55,1291.94,1292.57,1278.05,,-0.94%
778,2022-12-26,1273.91,1279.8,1282.2,1273.89,,-0.44%
779,2022-12-27,1271.79,1274.91,1275.63,1264.85,,-0.17%
780,2022-12-28,1274.37,1272.25,1276.66,1265.57,,+0.20%
781,2022-12-29,1260.85,1274.71,1275.32,1259.19,,-1.06%
782,2022-12-30,1260.92,1261.24,1265.34,1253.26,,+0.01%
783,2023-01-02,1269.03,1261.95,1274.86,1260.65,,+0.64%
784,2023-01-03,1279.1,1269.93,1281.23,1264.35,,+0.79%
785,2023-01-04,1270.98,1279.59,1280.77,1269.04,,-0.63%
786,2023-01-05,1274.26,1271.39,1279.14,1267.05,,+0.26%
787,2023-01-06,1253.5,1274.58,1275.33,1251.84,,-1.63%
788,2023-01-08,1253.88,1253.88,1253.88,1253.88,,+0.03%
789,2023-01-09,1239.28,1254.5,1254.7,1234.54,,-1.13%
790,2023-01-10,1240.8,1239.69,1248.82,1235.71,,+0.12%
791,2023-01-11,1242.5,1241.22,1250.48,1238.1,,+0.14%
792,2023-01-12,1239.12,1242.41,1247.73,1234.95,,-0.27%
793,2023-01-13,1237.26,1239.51,1246.42,1233.79,,-0.15%
794,2023-01-16,1241.61,1237.1,1242.73,1231.51,,+0.35%
795,2023-01-17,1237.34,1241.98,1242.59,1235.77,,-0.34%
796,2023-01-18,1237.69,1237.36,1247.12,1225.56,,+0.03%
797,2023-01-19,1232.21,1238.11,1242.45,1231.53,,-0.44%
798,2023-01-20,1228.86,1232.63,1238.44,1229.53,,-0.27%
799,2023-01-23,1229.97,1230.35,1233.78,1224.96,,+0.09%
800,2023-01-24,1232.57,1230.38,1237.99,1228.9,,+0.21%
801,2023-01-25,1232.57,1232.98,1237.88,1230.28,,0.00%
802,2023-01-26,1231.84,1232.97,1235.69,1229.21,,-0.06%
803,2023-01-27,1229.62,1232.26,1236.55,1227.22,,-0.18%
804,2023-01-30,1231.46,1230.2,1232.61,1226.31,,+0.15%
805,2023-01-31,1233.3,1231.88,1239.12,1227.83,,+0.15%
806,2023-02-01,1222.28,1233.72,1234.22,1220.35,,-0.89%
807,2023-02-02,1224.78,1222.26,1226.37,1215.83,,+0.20%
808,2023-02-03,1247.46,1225.19,1250.36,1224.08,,+1.85%
809,2023-02-06,1260.25,1247.35,1263.96,1243.92,,+1.03%
810,2023-02-07,1255.68,1261.47,1264.61,1252.26,,-0.36%
811,2023-02-08,1260.46,1255.81,1262.96,1251.4,,+0.38%
812,2023-02-09,1264.44,1260.87,1266.51,1254.76,,+0.32%
813,2023-02-10,1267.45,1264.87,1269.71,1259.44,,+0.24%
814,2023-02-13,1272.89,1266.25,1280.43,1266.25,,+0.43%
815,2023-02-14,1272.53,1273.31,1275.33,1261.58,,-0.03%
816,2023-02-15,1283.54,1272.59,1289.01,1272.04,,+0.87%
817,2023-02-16,1289.51,1283.97,1295.56,1278.79,,+0.47%
818,2023-02-17,1295.87,1289.94,1303.93,1289.52,,+0.49%
819,2023-02-19,1295.92,1295.84,1295.92,1295.84,,0.00%
820,2023-02-20,1296.04,1297.55,1299.74,1292.94,,+0.01%
821,2023-02-21,1305.75,1296.42,1310.2,1293.26,,+0.75%
822,2023-02-22,1302.65,1306.16,1307.57,1298.52,,-0.24%
823,2023-02-23,1297.89,1303.05,1306.55,1293.32,,-0.37%
824,2023-02-24,1314.45,1298.03,1318.57,1296.29,,+1.28%
825,2023-02-26,1314.8,1314.8,1314.8,1314.8,,+0.03%
826,2023-02-27,1317.4,1314.55,1325.79,1311.97,,+0.22%
827,2023-02-28,1323.02,1318.4,1327.21,1314.42,,+0.43%
828,2023-03-01,1305.41,1323.44,1324.52,1298.59,,-1.33%
829,2023-03-02,1310.97,1305.83,1317.68,1303.84,,+0.43%
830,2023-03-03,1295.73,1311.39,1312.18,1294.13,,-1.16%
831,2023-03-05,1295.78,1295.78,1295.78,1295.78,,0.00%
832,2023-03-06,1296.86,1294.1,1301.71,1293.28,,+0.09%
833,2023-03-07,1318.29,1297.85,1320.19,1296.6,,+1.65%
834,2023-03-08,1316.38,1318.31,1324.56,1312.56,,-0.14%
835,2023-03-09,1325.51,1316.77,1327.76,1314.76,,+0.69%
836,2023-03-10,1320.24,1325.82,1329.78,1309.77,,-0.40%
837,2023-03-13,1296.58,1319.1,1320.64,1296.14,,-1.79%
838,2023-03-14,1304.55,1296.94,1314.24,1296.23,,+0.61%
839,2023-03-15,1313.04,1304.94,1323.29,1295.9,,+0.65%
840,2023-03-16,1300.85,1313.38,1317.07,1301.3,,-0.93%
841,2023-03-17,1308.37,1301.84,1309.71,1298.24,,+0.58%
842,2023-03-20,1304.36,1309.1,1314.03,1299.35,,-0.31%
843,2023-03-21,1303.42,1303.87,1311.59,1301.99,,-0.07%
844,2023-03-22,1297.85,1303.82,1310.36,1288.56,,-0.43%
845,2023-03-23,1286.23,1297.58,1300.3,1275.81,,-0.90%
846,2023-03-24,1294.66,1286.67,1307.96,1283.16,,+0.66%
847,2023-03-26,1295.83,1295.83,1295.83,1295.83,,+0.09%
848,2023-03-27,1297.92,1295.24,1303.91,1294.14,,+0.25%
849,2023-03-28,1297.04,1298.35,1301.38,1293.24,,-0.07%
850,2023-03-29,1305.3,1297.46,1308.45,1294.95,,+0.64%
851,2023-03-30,1296.55,1307.13,1308.17,1296.24,,-0.67%
852,2023-03-31,1306.11,1296.97,1308.53,1288.35,,+0.74%
853,2023-04-02,1306.48,1306.47,1306.48,1306.47,,+0.03%
854,2023-04-03,1308.58,1306.47,1320.92,1305.7,,+0.19%
855,2023-04-04,1310.08,1308.76,1317.58,1304.58,,+0.11%
856,2023-04-05,1317.05,1310.54,1318.41,1308.71,,+0.53%
857,2023-04-06,1318.5,1317.36,1322.65,1314.65,,+0.11%
858,2023-04-07,1316.3,1318.99,1320.22,1314.53,,-0.17%
859,2023-04-09,1316.45,1316.44,1316.45,1316.44,,+0.01%
860,2023-04-10,1320.62,1316.39,1324.02,1315.3,,+0.33%
861,2023-04-11,1322.03,1320.99,1324.81,1316.26,,+0.11%
862,2023-04-12,1322.63,1322.45,1328.49,1319.39,,+0.05%
863,2023-04-13,1301.14,1323.07,1327.66,1299.31,,-1.62%
864,2023-04-14,1304.0,1301.94,1307.83,1294.29,,+0.22%
865,2023-04-16,1304.38,1304.37,1304.38,1304.37,,0.00%
866,2023-04-17,1319.11,1304.38,1322.67,1303.7,,+1.16%
867,2023-04-18,1319.13,1319.51,1321.44,1315.72,,0.00%
868,2023-04-19,1329.71,1319.55,1336.54,1313.69,,+0.80%
869,2023-04-20,1323.61,1330.14,1332.97,1318.97,,-0.46%
870,2023-04-21,1329.36,1324.04,1333.07,1321.24,,+0.43%
871,2023-04-23,1330.38,1330.37,1330.38,1330.37,,+0.08%
872,2023-04-24,1332.51,1330.38,1337.64,1328.48,,+0.24%
873,2023-04-25,1340.89,1332.94,1344.19,1328.19,,+0.63%
874,2023-04-26,1338.01,1341.31,1341.95,1334.47,,-0.21%
875,2023-04-27,1339.17,1338.44,1346.63,1336.69,,+0.09%
876,2023-04-28,1337.78,1339.57,1342.19,1336.21,,-0.10%
877,2023-04-30,1338.17,1338.16,1338.17,1338.16,,+0.03%
878,2023-05-01,1342.18,1338.17,1343.95,1336.43,,+0.33%
879,2023-05-02,1342.21,1343.07,1344.08,1337.36,,0.00%
880,2023-05-03,1334.44,1342.64,1343.21,1329.31,,-0.58%
881,2023-05-04,1322.95,1335.41,1335.99,1320.29,,-0.86%
882,2023-05-05,1317.47,1323.27,1323.74,1315.11,,-0.41%
883,2023-05-07,1317.96,1317.95,1317.96,1317.95,,+0.04%
884,2023-05-08,1321.49,1317.96,1326.23,1317.94,,+0.31%
885,2023-05-09,1325.92,1322.71,1327.36,1319.61,,+0.34%
886,2023-05-10,1317.76,1326.33,1327.13,1316.5,,-0.62%
887,2023-05-11,1330.83,1318.21,1334.74,1315.58,,+0.99%
888,2023-05-12,1342.41,1331.14,1343.35,1329.04,,+0.87%
889,2023-05-14,1342.52,1342.51,1342.52,1342.51,,+0.01%
890,2023-05-15,1335.36,1342.48,1342.85,1333.86,,-0.53%
891,2023-05-16,1342.35,1335.79,1343.63,1332.91,,+0.52%
892,2023-05-17,1334.23,1342.78,1343.91,1332.44,,-0.60%
893,2023-05-18,1334.43,1334.71,1338.79,1329.16,,+0.01%
894,2023-05-19,1325.2,1333.99,1335.94,1323.3,,-0.69%
895,2023-05-21,1325.21,1325.2,1325.21,1325.2,,0.00%
896,2023-05-22,1313.75,1325.21,1326.34,1313.06,,-0.86%
897,2023-05-23,1319.21,1314.17,1322.53,1307.65,,+0.42%
898,2023-05-24,1318.43,1320.26,1322.18,1314.28,,-0.06%
899,2023-05-25,1331.19,1318.77,1332.06,1316.49,,+0.97%
900,2023-05-26,1322.66,1331.2,1331.93,1322.72,,-0.64%
901,2023-05-28,1323.43,1323.43,1323.43,1323.43,,+0.06%
902,2023-05-29,1324.07,1323.43,1326.76,1320.98,,+0.11%
903,2023-05-30,1319.76,1324.96,1327.01,1316.9,,-0.33%
904,2023-05-31,1320.56,1320.16,1328.75,1315.56,,+0.06%
905,2023-06-01,1312.64,1322.33,1325.07,1312.41,,-0.60%
906,2023-06-02,1305.92,1313.18,1314.48,1298.61,,-0.51%
907,2023-06-04,1306.14,1306.15,1306.15,1306.14,,+0.02%
908,2023-06-05,1300.78,1306.06,1311.02,1300.57,,-0.39%
909,2023-06-06,1299.19,1301.08,1304.31,1295.74,,-0.12%
910,2023-06-07,1308.26,1299.61,1309.44,1296.23,,+0.70%
911,2023-06-08,1295.47,1308.66,1309.3,1296.15,,-0.98%
912,2023-06-09,1287.32,1296.59,1298.65,1286.58,,-0.63%
913,2023-06-11,1287.69,1287.68,1287.69,1287.68,,+0.03%
914,2023-06-12,1284.54,1287.69,1294.65,1282.8,,-0.22%
915,2023-06-13,1267.7,1284.86,1285.88,1267.07,,-1.31%
916,2023-06-14,1274.01,1268.02,1280.42,1265.75,,+0.50%
917,2023-06-15,1270.0,1274.39,1286.48,1269.8,,-0.31%
918,2023-06-16,1276.15,1270.4,1280.96,1268.08,,+0.48%
919,2023-06-18,1277.31,1277.3,1277.31,1277.3,,+0.09%
920,2023-06-19,1282.26,1277.24,1284.54,1276.4,,+0.48%
921,2023-06-20,1288.23,1283.26,1290.36,1277.99,,+0.47%
922,2023-06-21,1288.33,1288.74,1296.95,1285.94,,+0.01%
923,2023-06-22,1298.18,1288.74,1303.21,1286.1,,+0.76%
924,2023-06-23,1308.41,1298.59,1311.37,1296.25,,+0.79%
925,2023-06-25,1308.67,1308.67,1308.67,1308.67,,+0.02%
926,2023-06-26,1304.98,1308.74,1309.57,1300.82,,-0.26%
927,2023-06-27,1299.18,1305.42,1308.35,1295.35,,-0.44%
928,2023-06-28,1308.9,1299.48,1313.46,1297.3,,+0.75%
929,2023-06-29,1322.21,1309.31,1323.57,1305.18,,+1.02%
930,2023-06-30,1315.11,1323.18,1324.54,1314.57,,-0.54%
931,2023-07-02,1316.3,1316.3,1316.3,1316.3,,+0.09%
932,2023-07-03,1304.2,1316.97,1317.31,1302.69,,-0.83%
933,2023-07-04,1294.35,1304.66,1308.34,1293.04,,-0.76%
934,2023-07-05,1303.59,1294.81,1306.51,1294.41,,+0.71%
935,2023-07-06,1309.11,1304.0,1314.69,1299.98,,+0.42%
936,2023-07-07,1297.9,1309.46,1310.59,1295.96,,-0.86%
937,2023-07-10,1299.4,1299.1,1307.9,1298.25,,+0.12%
938,2023-07-11,1291.47,1299.8,1302.0,1289.94,,-0.61%
939,2023-07-12,1274.49,1291.87,1296.08,1273.7,,-1.31%
940,2023-07-13,1266.73,1274.8,1280.03,1265.92,,-0.61%
941,2023-07-14,1268.31,1267.16,1271.49,1259.82,,+0.12%
942,2023-07-16,1269.34,1269.33,1269.34,1269.33,,+0.08%
943,2023-07-17,1263.17,1269.32,1271.08,1263.31,,-0.41%
944,2023-07-18,1264.95,1263.72,1267.55,1256.71,,+0.14%
945,2023-07-19,1266.94,1265.31,1269.46,1261.67,,+0.16%
946,2023-07-20,1276.53,1267.94,1280.3,1261.56,,+0.76%
947,2023-07-21,1286.19,1277.13,1290.69,1275.92,,+0.76%
948,2023-07-23,1286.65,1286.65,1286.65,1286.65,,+0.04%
949,2023-07-24,1280.45,1286.65,1288.98,1277.03,,-0.45%
950,2023-07-25,1276.18,1280.88,1285.61,1273.79,,-0.33%
951,2023-07-26,1270.8,1276.58,1282.78,1268.14,,-0.42%
952,2023-07-27,1283.78,1271.42,1284.94,1266.98,,+1.02%
953,2023-07-28,1272.83,1284.17,1284.89,1273.28,,-0.85%
954,2023-07-30,1273.39,1273.38,1273.39,1273.38,,+0.04%
955,2023-07-31,1277.86,1273.33,1279.42,1269.82,,+0.40%
956,2023-08-01,1289.0,1278.28,1291.1,1274.88,,+0.87%
957,2023-08-02,1298.93,1289.4,1303.09,1286.94,,+0.77%
958,2023-08-03,1299.01,1299.47,1304.23,1294.55,,+0.01%
959,2023-08-04,1304.08,1299.93,1312.38,1296.82,,+0.39%
960,2023-08-06,1304.05,1304.04,1304.05,1304.04,,0.00%
961,2023-08-07,1307.3,1304.29,1309.06,1298.8,,+0.25%
962,2023-08-08,1316.72,1307.93,1322.69,1305.2,,+0.72%
963,2023-08-09,1313.08,1317.02,1322.29,1309.7,,-0.28%
964,2023-08-10,1316.9,1313.1,1319.91,1308.18,,+0.29%
965,2023-08-11,1330.3,1318.14,1333.92,1316.17,,+1.02%
966,2023-08-13,1330.61,1330.6,1330.61,1330.6,,+0.02%
967,2023-08-14,1336.8,1330.6,1339.72,1327.69,,+0.49%
968,2023-08-15,1336.42,1337.94,1340.47,1332.55,,-0.03%
969,2023-08-16,1341.22,1336.87,1345.77,1334.01,,+0.36%
970,2023-08-17,1339.27,1341.94,1344.35,1334.99,,-0.15%
971,2023-08-18,1339.17,1339.76,1344.81,1332.44,,-0.01%
972,2023-08-20,1340.17,1340.16,1340.17,1340.16,,+0.07%
973,2023-08-21,1339.15,1340.17,1344.83,1338.05,,0.00%
974,2023-08-22,1339.81,1340.04,1342.58,1334.09,,+0.05%
975,2023-08-23,1326.42,1340.81,1342.31,1326.69,,-1.00%
976,2023-08-24,1327.35,1327.92,1330.24,1317.88,,+0.07%
977,2023-08-25,1323.53,1328.34,1330.61,1319.82,,-0.29%
978,2023-08-27,1324.61,1324.61,1324.61,1324.61,,+0.08%
979,2023-08-28,1323.81,1324.57,1327.77,1319.1,,+0.02%
980,2023-08-29,1318.06,1324.21,1329.14,1318.13,,-0.43%
981,2023-08-30,1323.49,1318.6,1326.22,1318.53,,+0.41%
982,2023-08-31,1325.14,1323.79,1326.86,1320.0,,+0.12%
983,2023-09-01,1317.55,1325.46,1326.37,1311.88,,-0.57%
984,2023-09-03,1318.46,1318.45,1318.46,1318.45,,+0.07%
985,2023-09-04,1317.21,1318.45,1322.0,1315.59,,-0.03%
986,2023-09-05,1329.05,1318.41,1335.68,1316.81,,+0.90%
987,2023-09-06,1333.58,1329.95,1337.99,1328.42,,+0.34%
988,2023-09-07,1333.45,1334.53,1339.07,1330.48,,-0.01%
989,2023-09-08,1334.96,1334.78,1337.75,1331.49,,+0.11%
990,2023-09-10,1336.32,1336.31,1336.32,1336.31,,+0.10%
991,2023-09-11,1325.49,1336.34,1336.44,1325.18,,-0.71%
992,2023-09-12,1326.15,1326.05,1329.44,1323.05,,+0.05%
993,2023-09-13,1326.59,1326.72,1332.05,1323.66,,+0.03%
994,2023-09-14,1329.52,1328.2,1331.11,1323.11,,+0.22%
995,2023-09-15,1328.46,1330.02,1330.83,1324.49,,-0.08%
996,2023-09-17,1329.42,1329.41,1329.42,1329.41,,+0.07%
997,2023-09-18,1323.57,1329.42,1330.06,1322.69,,-0.37%
998,2023-09-19,1328.62,1324.05,1329.47,1319.43,,+0.38%
999,2023-09-20,1332.92,1328.99,1335.94,1323.63,,+0.32%
1000,2023-09-21,1339.0,1333.44,1344.65,1331.67,,+0.46%
1001,2023-09-22,1334.03,1339.57,1341.81,1330.74,,-0.37%
1002,2023-09-24,1335.66,1335.66,1335.66,1335.66,,+0.12%
1003,2023-09-25,1338.01,1335.56,1341.47,1330.14,,+0.30%
1004,2023-09-26,1352.93,1339.69,1354.97,1337.31,,+1.12%
1005,2023-09-27,1354.54,1354.1,1360.16,1347.32,,+0.12%
1006,2023-09-28,1349.56,1355.47,1357.75,1347.39,,-0.37%
1007,2023-09-29,1352.31,1350.56,1353.68,1341.73,,+0.20%
1008,2023-10-02,1355.84,1352.65,1359.72,1349.2,,+0.26%
1009,2023-10-03,1361.08,1357.14,1363.75,1354.97,,+0.39%
1010,2023-10-04,1351.62,1362.05,1364.12,1350.01,,-0.70%
1011,2023-10-05,1345.72,1352.55,1354.43,1344.94,,-0.44%
1012,2023-10-06,1344.61,1346.34,1357.1,1342.78,,-0.08%
1013,2023-10-08,1344.35,1344.35,1344.35,1344.35,,-0.02%
1014,2023-10-09,1346.51,1344.51,1354.99,1344.17,,+0.14%
1015,2023-10-10,1341.33,1347.67,1352.16,1341.92,,-0.38%
1016,2023-10-11,1338.42,1342.62,1343.91,1337.07,,-0.22%
1017,2023-10-12,1348.96,1339.54,1351.63,1335.28,,+0.79%
1018,2023-10-13,1352.21,1349.4,1353.95,1347.19,,+0.24%
1019,2023-10-15,1353.06,1353.06,1353.06,1353.06,,+0.06%
1020,2023-10-16,1347.91,1353.08,1356.62,1347.69,,-0.32%
1021,2023-10-17,1352.98,1348.25,1357.92,1347.13,,+0.38%
1022,2023-10-18,1353.86,1353.55,1358.31,1347.54,,+0.07%
1023,2023-10-19,1356.02,1355.48,1360.86,1352.65,,+0.16%
1024,2023-10-20,1349.08,1357.11,1359.78,1349.18,,-0.51%
1025,2023-10-22,1350.34,1350.33,1350.34,1350.33,,+0.09%
1026,2023-10-23,1342.12,1350.34,1355.31,1342.7,,-0.52%
1027,2023-10-24,1343.88,1343.69,1347.76,1340.23,,+0.13%
1028,2023-10-25,1352.44,1344.34,1354.15,1343.22,,+0.64%
1029,2023-10-26,1352.69,1352.9,1360.72,1351.7,,+0.02%
1030,2023-10-27,1354.91,1353.57,1358.34,1347.76,,+0.16%
1031,2023-10-29,1356.22,1356.22,1356.22,1356.22,,+0.10%
1032,2023-10-30,1345.63,1357.05,1357.45,1345.52,,-0.68%
1033,2023-10-31,1352.15,1346.49,1356.01,1345.26,,+0.48%
1034,2023-11-01,1347.79,1353.15,1359.76,1348.12,,-0.32%
1035,2023-11-02,1333.59,1348.82,1349.38,1328.52,,-1.05%
1036,2023-11-03,1308.23,1334.33,1336.92,1304.21,,-1.90%
1037,2023-11-05,1309.02,1309.02,1309.02,1309.02,,+0.06%
1038,2023-11-06,1298.29,1307.95,1312.9,1291.77,,-0.76%
1039,2023-11-07,1304.49,1299.31,1313.16,1298.6,,+0.48%
1040,2023-11-08,1307.71,1304.95,1315.23,1298.44,,+0.25%
1041,2023-11-09,1317.04,1309.11,1318.7,1302.31,,+0.71%
1042,2023-11-10,1316.51,1318.27,1321.94,1314.06,,-0.04%
1043,2023-11-12,1320.17,1320.17,1320.17,1320.17,,+0.28%
1044,2023-11-13,1319.11,1318.1,1326.35,1317.25,,+0.20%
1045,2023-11-14,1304.65,1319.47,1330.45,1302.83,,-1.10%
1046,2023-11-15,1304.61,1305.1,1308.53,1296.81,,0.00%
1047,2023-11-16,1292.34,1305.11,1310.16,1287.6,,-0.94%
1048,2023-11-17,1294.35,1292.84,1301.06,1289.45,,+0.16%
1049,2023-11-19,1296.38,1296.38,1296.38,1296.38,,+0.16%
1050,2023-11-20,1286.92,1295.75,1299.96,1285.6,,-0.57%
1051,2023-11-21,1294.52,1288.51,1296.63,1283.53,,+0.59%
1052,2023-11-22,1300.9,1296.03,1306.03,1290.8,,+0.49%
1053,2023-11-23,1300.2,1300.78,1303.52,1295.47,,-0.05%
1054,2023-11-24,1302.97,1301.22,1308.83,1296.65,,+0.21%
1055,2023-11-26,1306.61,1306.61,1306.61,1306.61,,+0.28%
1056,2023-11-27,1296.95,1301.95,1308.6,1297.65,,-0.46%
1057,2023-11-28,1287.25,1298.41,1298.91,1285.7,,-0.75%
1058,2023-11-29,1291.17,1288.35,1294.47,1285.14,,+0.30%
1059,2023-11-30,1299.35,1290.66,1301.61,1286.42,,+0.63%
1060,2023-12-01,1293.4,1300.91,1308.78,1293.97,,-0.46%
1061,2023-12-03,1298.33,1298.33,1298.33,1298.33,,+0.38%
1062,2023-12-04,1309.75,1293.95,1313.3,1293.73,,+1.26%
1063,2023-12-05,1313.58,1310.67,1318.74,1307.89,,+0.29%
1064,2023-12-06,1316.15,1313.69,1318.18,1309.91,,+0.20%
1065,2023-12-07,1313.0,1315.44,1327.93,1311.69,,-0.24%
1066,2023-12-08,1307.99,1317.08,1319.91,1304.86,,-0.38%
