,date,bkx,open,high,low,volume,bkx_cr
290,2023-02-22,108.5,108.63999938964844,109.16000366210938,107.87000274658203,0,-0.34%
291,2023-02-23,108.8499984741211,109.20999908447266,109.73999786376953,107.61000061035156,0,0.32%
292,2023-02-24,109.06999969482422,107.80000305175781,109.16999816894531,107.44999694824219,0,0.20%
293,2023-02-27,109.31999969482422,110.01000213623047,110.69999694824219,109.05000305175781,0,0.23%
294,2023-02-28,109.6500015258789,109.70999908447266,110.29000091552734,109.27999877929688,0,0.30%
295,2023-03-01,109.33000183105469,109.0199966430664,109.7699966430664,108.66000366210938,0,-0.29%
296,2023-03-02,107.37999725341797,108.27999877929688,108.43000030517578,106.19000244140625,0,-1.78%
297,2023-03-03,109.44000244140625,107.94999694824219,109.58000183105469,107.73999786376953,0,1.92%
298,2023-03-06,108.98999786376953,109.5199966430664,110.25,108.80000305175781,0,-0.41%
299,2023-03-07,104.77999877929688,108.30000305175781,108.30000305175781,104.51000213623047,0,-3.86%
300,2023-03-08,103.9800033569336,104.58000183105469,105.2300033569336,103.43000030517578,0,-0.76%
301,2023-03-09,95.97000122070312,101.9000015258789,101.9000015258789,95.55999755859375,0,-7.70%
302,2023-03-10,92.22000122070312,94.31999969482422,96.7699966430664,89.37000274658203,0,-3.91%
303,2023-03-13,81.47000122070312,88.66000366210938,88.66999816894531,79.58000183105469,0,-11.66%
304,2023-03-14,84.06999969482422,84.44999694824219,86.83000183105469,82.66999816894531,0,3.19%
305,2023-03-15,81.08000183105469,82.0199966430664,82.02999877929688,79.7699966430664,0,-3.56%
306,2023-03-16,83.16999816894531,79.98999786376953,84.5199966430664,78.16999816894531,0,2.58%
307,2023-03-17,78.80000305175781,82.33999633789062,82.33999633789062,78.52999877929688,0,-5.25%
308,2023-03-20,79.41999816894531,79.69000244140625,81.9000015258789,79.18000030517578,0,0.79%
309,2023-03-21,83.3499984741211,81.55000305175781,84.0,81.55000305175781,0,4.95%
310,2023-03-22,79.43000030517578,83.23999786376953,83.25,79.4000015258789,0,-4.70%
311,2023-03-23,78.05999755859375,79.94000244140625,80.66000366210938,77.56999969482422,0,-1.72%
312,2023-03-24,78.38999938964844,76.94000244140625,78.62000274658203,76.19999694824219,0,0.42%
313,2023-03-27,80.37999725341797,80.66000366210938,81.69000244140625,79.66000366210938,0,2.54%
314,2023-03-28,80.63999938964844,80.30999755859375,81.08999633789062,79.7699966430664,0,0.32%
315,2023-03-29,82.31999969482422,81.56999969482422,82.36000061035156,81.3499984741211,0,2.08%
316,2023-03-30,81.31999969482422,83.05000305175781,83.38999938964844,80.9000015258789,0,-1.21%
317,2023-03-31,82.04000091552734,81.94999694824219,82.19999694824219,80.95999908447266,0,0.89%
318,2023-04-03,81.58999633789062,82.37999725341797,82.69000244140625,81.02999877929688,0,-0.55%
319,2023-04-04,79.9800033569336,82.06999969482422,82.08000183105469,79.13999938964844,0,-1.97%
320,2023-04-05,79.58000183105469,79.1500015258789,79.9000015258789,78.55999755859375,0,-0.50%
321,2023-04-06,80.41999816894531,79.73999786376953,81.0,79.66000366210938,0,1.06%
322,2023-04-10,81.08000183105469,80.16000366210938,81.4800033569336,79.81999969482422,0,0.82%
323,2023-04-11,82.12000274658203,81.2300033569336,82.54000091552734,81.06999969482422,0,1.28%
324,2023-04-12,81.48999786376953,82.44000244140625,82.94000244140625,80.94000244140625,0,-0.77%
325,2023-04-13,82.08999633789062,81.41000366210938,82.2699966430664,80.68000030517578,0,0.74%
326,2023-04-14,82.9800033569336,83.16999816894531,84.08999633789062,82.5199966430664,0,1.08%
327,2023-04-17,84.13999938964844,82.62000274658203,84.16999816894531,80.79000091552734,0,1.40%
328,2023-04-18,84.29000091552734,84.22000122070312,84.41999816894531,83.05999755859375,0,0.18%
329,2023-04-19,85.70999908447266,84.23999786376953,85.94999694824219,83.91999816894531,0,1.68%
330,2023-04-20,84.16000366210938,85.0199966430664,85.04000091552734,83.73999786376953,0,-1.81%
331,2023-04-21,82.9000015258789,83.3499984741211,83.45999908447266,82.41000366210938,0,-1.50%
332,2023-04-24,82.54000091552734,82.79000091552734,83.08000183105469,82.13999938964844,0,-0.43%
333,2023-04-25,79.69999694824219,81.48999786376953,81.5199966430664,79.29000091552734,0,-3.44%
334,2023-04-26,78.87000274658203,79.4800033569336,80.2300033569336,78.2300033569336,0,-1.04%
335,2023-04-27,80.08000183105469,79.19999694824219,80.47000122070312,79.19000244140625,0,1.53%
336,2023-04-28,81.27999877929688,79.08000183105469,81.51000213623047,78.94000244140625,0,1.50%
337,2023-05-01,79.83000183105469,81.44999694824219,81.87000274658203,79.80999755859375,0,-1.78%
338,2023-05-02,76.26000213623047,79.37000274658203,79.37999725341797,75.36000061035156,0,-4.47%
339,2023-05-03,74.81999969482422,76.44999694824219,77.37000274658203,74.62999725341797,0,-1.89%
340,2023-05-04,71.95999908447266,73.44999694824219,73.80000305175781,70.37999725341797,0,-3.82%
341,2023-05-05,75.2699966430664,73.8499984741211,75.54000091552734,73.8499984741211,0,4.60%
342,2023-05-08,75.08000183105469,76.41000366210938,76.8499984741211,74.95999908447266,0,-0.25%
343,2023-05-09,75.0999984741211,74.37000274658203,75.51000213623047,73.80999755859375,0,0.03%
344,2023-05-10,74.16000366210938,75.86000061035156,76.04000091552734,73.30999755859375,0,-1.25%
345,2023-05-11,73.2300033569336,73.12000274658203,73.75,72.45999908447266,0,-1.25%
346,2023-05-12,72.63999938964844,73.69000244140625,73.69000244140625,71.9800033569336,0,-0.81%
347,2023-05-15,74.51000213623047,72.87000274658203,74.75,72.70999908447266,0,2.57%
348,2023-05-16,73.43000030517578,74.45999908447266,74.95999908447266,73.41999816894531,0,-1.45%
349,2023-05-17,77.16000366210938,74.4000015258789,77.19999694824219,74.38999938964844,0,5.08%
350,2023-05-18,77.62000274658203,76.95999908447266,77.75,76.19000244140625,0,0.60%
351,2023-05-19,76.86000061035156,77.88999938964844,78.08999633789062,76.05000305175781,0,-0.98%
352,2023-05-22,78.20999908447266,77.4800033569336,78.33000183105469,76.8499984741211,0,1.76%
353,2023-05-23,78.72000122070312,78.41000366210938,80.27999877929688,78.38999938964844,0,0.65%
354,2023-05-24,77.31999969482422,78.12000274658203,78.43000030517578,76.94000244140625,0,-1.78%
355,2023-05-25,77.18000030517578,76.95999908447266,77.6500015258789,76.38999938964844,0,-0.18%
356,2023-05-26,77.8499984741211,77.18000030517578,78.04000091552734,76.66000366210938,0,0.87%
357,2023-05-30,78.08999633789062,78.05000305175781,78.33999633789062,76.80999755859375,0,0.31%
358,2023-05-31,76.16000366210938,77.22000122070312,77.4000015258789,75.38999938964844,0,-2.47%
359,2023-06-01,77.37999725341797,76.69000244140625,77.9000015258789,75.73999786376953,0,1.60%
360,2023-06-02,80.27999877929688,78.51000213623047,80.68000030517578,78.44999694824219,0,3.75%
361,2023-06-05,79.37999725341797,80.4800033569336,80.55000305175781,78.73999786376953,0,-1.12%
362,2023-06-06,81.73999786376953,79.23999786376953,82.33000183105469,79.16000366210938,0,2.97%
363,2023-06-07,82.93000030517578,81.94999694824219,83.22000122070312,81.38999938964844,0,1.46%
364,2023-06-08,82.55999755859375,82.5999984741211,82.73999786376953,81.55000305175781,0,-0.45%
365,2023-06-09,82.08999633789062,82.5199966430664,82.81999969482422,81.87999725341797,0,-0.57%
366,2023-06-12,81.27999877929688,81.8499984741211,83.1500015258789,80.30000305175781,0,-0.99%
367,2023-06-13,82.5199966430664,81.05999755859375,83.19999694824219,80.80000305175781,0,1.53%
368,2023-06-14,81.01000213623047,82.81999969482422,83.37999725341797,80.6500015258789,0,-1.83%
369,2023-06-15,82.2300033569336,80.52999877929688,82.37000274658203,80.43000030517578,0,1.51%
370,2023-06-16,81.6500015258789,82.41999816894531,82.66000366210938,81.3499984741211,0,-0.71%
371,2023-06-20,80.81999969482422,81.2300033569336,81.25,80.05999755859375,0,-1.02%
372,2023-06-21,80.30999755859375,80.75,81.05000305175781,80.0999984741211,0,-0.63%
373,2023-06-22,78.44000244140625,80.08000183105469,80.08000183105469,78.33999633789062,0,-2.33%
374,2023-06-23,77.5999984741211,77.66000366210938,78.0,77.19999694824219,0,-1.07%
375,2023-06-26,78.08999633789062,77.87000274658203,78.86000061035156,77.8499984741211,0,0.63%
376,2023-06-27,78.93000030517578,78.12999725341797,79.18000030517578,77.63999938964844,0,1.08%
377,2023-06-28,78.5999984741211,78.6500015258789,78.6500015258789,78.02999877929688,0,-0.42%
378,2023-06-29,80.02999877929688,79.05999755859375,80.30999755859375,79.04000091552734,0,1.82%
379,2023-06-30,80.20999908447266,80.73999786376953,80.83999633789062,79.95999908447266,0,0.22%
380,2023-07-03,81.62999725341797,80.52999877929688,82.12000274658203,80.51000213623047,0,1.77%
381,2023-07-05,80.9000015258789,80.83999633789062,81.7300033569336,80.5199966430664,0,-0.89%
382,2023-07-06,79.62999725341797,79.97000122070312,79.9800033569336,78.51000213623047,0,-1.57%
383,2023-07-07,80.70999908447266,79.66000366210938,81.44000244140625,79.6500015258789,0,1.36%
384,2023-07-10,80.88999938964844,80.3499984741211,81.51000213623047,80.3499984741211,0,0.22%
385,2023-07-11,82.25,81.30999755859375,82.4000015258789,80.9000015258789,0,1.68%
386,2023-07-12,83.16000366210938,83.25,84.76000213623047,82.9000015258789,0,1.11%
387,2023-07-13,84.26000213623047,83.5199966430664,84.44999694824219,83.25,0,1.32%
388,2023-07-14,82.27999877929688,84.79000091552734,84.97000122070312,82.19999694824219,0,-2.35%
389,2023-07-17,83.16000366210938,82.12999725341797,83.4000015258789,82.02999877929688,0,1.07%
390,2023-07-18,85.68000030517578,83.36000061035156,85.75,83.19999694824219,0,3.03%
391,2023-07-19,87.91999816894531,85.91999816894531,88.33000183105469,85.7300033569336,0,2.61%
392,2023-07-20,88.52999877929688,88.04000091552734,88.55999755859375,87.20999908447266,0,0.69%
393,2023-07-21,87.66999816894531,88.80000305175781,88.86000061035156,87.4000015258789,0,-0.97%
394,2023-07-24,89.16999816894531,87.80000305175781,89.70999908447266,87.7699966430664,0,1.71%
395,2023-07-25,87.7300033569336,89.29000091552734,89.52999877929688,87.69999694824219,0,-1.61%
396,2023-07-26,89.37999725341797,88.33999633789062,89.81999969482422,88.33000183105469,0,1.88%
397,2023-07-27,88.30999755859375,89.52999877929688,90.54000091552734,88.08999633789062,0,-1.20%
398,2023-07-28,89.01000213623047,89.05999755859375,89.27999877929688,88.37000274658203,0,0.79%
399,2023-07-31,89.33999633789062,89.23999786376953,89.87000274658203,88.80000305175781,0,0.37%
400,2023-08-01,88.44999694824219,88.91999816894531,89.01000213623047,87.76000213623047,0,-1.00%
401,2023-08-02,87.4800033569336,87.27999877929688,87.58000183105469,86.37000274658203,0,-1.10%
402,2023-08-03,88.06999969482422,87.19999694824219,88.37999725341797,86.7300033569336,0,0.67%
403,2023-08-04,87.9000015258789,87.83999633789062,89.01000213623047,87.69999694824219,0,-0.19%
404,2023-08-07,88.70999908447266,88.22000122070312,88.94000244140625,88.16999816894531,0,0.92%
405,2023-08-08,87.62999725341797,87.13999938964844,87.69999694824219,85.2300033569336,0,-1.22%
406,2023-08-09,86.16999816894531,87.25,87.58000183105469,86.13999938964844,0,-1.67%
407,2023-08-10,86.33000183105469,86.58000183105469,87.30000305175781,86.0199966430664,0,0.19%
408,2023-08-11,86.66999816894531,85.86000061035156,86.91000366210938,85.86000061035156,0,0.39%
409,2023-08-14,85.2300033569336,85.77999877929688,85.77999877929688,84.93000030517578,0,-1.66%
410,2023-08-15,82.88999938964844,84.13999938964844,84.25,82.63999938964844,0,-2.75%
411,2023-08-16,82.1500015258789,82.61000061035156,82.91000366210938,82.0,0,-0.89%
412,2023-08-17,82.12999725341797,82.54000091552734,82.77999877929688,81.80999755859375,0,-0.02%
413,2023-08-18,81.77999877929688,81.3499984741211,82.25,81.3499984741211,0,-0.43%
414,2023-08-21,81.55999755859375,81.94000244140625,82.16999816894531,80.7699966430664,0,-0.27%
415,2023-08-22,79.41999816894531,81.54000091552734,81.66000366210938,79.36000061035156,0,-2.62%
416,2023-08-23,80.33000183105469,79.45999908447266,80.37999725341797,79.0,0,1.15%
417,2023-08-24,80.41000366210938,80.3499984741211,81.66999816894531,80.16999816894531,0,0.10%
418,2023-08-25,80.04000091552734,80.68000030517578,81.08000183105469,79.44999694824219,0,-0.46%
419,2023-08-28,81.01000213623047,80.51000213623047,81.52999877929688,80.4800033569336,0,1.21%
420,2023-08-29,82.12000274658203,81.06999969482422,82.3499984741211,80.79000091552734,0,1.37%
421,2023-08-30,81.5999984741211,82.02999877929688,82.25,81.44999694824219,0,-0.63%
422,2023-08-31,81.5,81.72000122070312,81.91999816894531,81.19999694824219,0,-0.12%
423,2023-09-01,82.37000274658203,82.08999633789062,82.86000061035156,82.05000305175781,0,1.07%
424,2023-09-05,81.58999633789062,82.22000122070312,82.94000244140625,81.58000183105469,0,-0.95%
425,2023-09-06,80.48999786376953,80.97000122070312,81.29000091552734,79.8499984741211,0,-1.35%
426,2023-09-07,79.51000213623047,80.12000274658203,80.69000244140625,79.33999633789062,0,-1.22%
427,2023-09-08,80.38999938964844,79.5999984741211,80.41000366210938,78.94999694824219,0,1.11%
428,2023-09-11,80.62999725341797,81.06999969482422,81.87999725341797,80.5,0,0.30%
