,date,ixbk,open,high,low,volume,ixbk_cr
74,2022-05-06,4282.89013671875,4336.509765625,4339.31005859375,4241.4599609375,65700,-1.45%
75,2022-05-09,4232.35009765625,4237.1201171875,4269.47021484375,4205.47998046875,68500,-1.18%
76,2022-05-10,4184.419921875,4265.41015625,4277.06005859375,4115.97021484375,73500,-1.13%
77,2022-05-11,4117.509765625,4193.14013671875,4251.52978515625,4114.68017578125,65800,-1.60%
78,2022-05-12,4114.9501953125,4101.18017578125,4120.02978515625,4038.909912109375,77900,-0.06%
79,2022-05-13,4143.4599609375,4155.509765625,4185.14013671875,4115.68017578125,60900,0.69%
80,2022-05-16,4094.4599609375,4132.58984375,4137.18017578125,4069.9599609375,58200,-1.18%
81,2022-05-17,4229.43017578125,4168.2998046875,4231.490234375,4159.35009765625,57100,3.30%
82,2022-05-18,4134.81982421875,4181.60009765625,4200.35986328125,4117.72998046875,66100,-2.24%
83,2022-05-19,4087.14990234375,4091.840087890625,4135.7099609375,4083.2900390625,75500,-1.15%
84,2022-05-20,4100.64013671875,4121.39990234375,4137.93994140625,4026.3701171875,64900,0.33%
85,2022-05-23,4194.77978515625,4171.3798828125,4228.77978515625,4141.330078125,61700,2.30%
86,2022-05-24,4162.10009765625,4179.14013671875,4179.58984375,4088.14990234375,60100,-0.78%
87,2022-05-25,4226.97021484375,4158.93017578125,4247.72021484375,4158.93017578125,54200,1.56%
88,2022-05-26,4314.18994140625,4258.27978515625,4330.1298828125,4258.27978515625,55900,2.06%
89,2022-05-27,4382.5498046875,4321.85986328125,4382.81005859375,4320.14013671875,47300,1.58%
90,2022-05-31,4386.31005859375,4344.6201171875,4403.580078125,4315.2001953125,78900,0.09%
91,2022-06-01,4332.6201171875,4387.419921875,4393.7001953125,4278.41015625,56500,-1.22%
92,2022-06-02,4411.14990234375,4332.9599609375,4411.66015625,4311.0498046875,55000,1.81%
93,2022-06-03,4357.5400390625,4382.35986328125,4383.31982421875,4343.60986328125,50400,-1.22%
94,2022-06-06,4383.18994140625,4396.419921875,4430.47998046875,4379.75,60300,0.59%
95,2022-06-07,4404.41015625,4343.0400390625,4406.39013671875,4336.93994140625,57700,0.48%
96,2022-06-08,4338.81982421875,4367.22998046875,4372.60009765625,4319.64013671875,50100,-1.49%
97,2022-06-09,4216.8798828125,4328.4501953125,4328.4501953125,4216.8798828125,56200,-2.81%
98,2022-06-10,4082.97998046875,4134.9599609375,4160.18994140625,4069.340087890625,78900,-3.18%
99,2022-06-13,3966.35009765625,3992.3798828125,4033.679931640625,3951.919921875,86400,-2.86%
100,2022-06-14,3987.02001953125,3986.6201171875,4016.93994140625,3956.590087890625,76600,0.52%
101,2022-06-15,4027.8701171875,4028.530029296875,4084.7099609375,3984.909912109375,86400,1.02%
102,2022-06-16,3886.14990234375,3955.639892578125,3955.89990234375,3874.5400390625,80400,-3.52%
103,2022-06-17,3948.10009765625,3917.2099609375,3974.300048828125,3916.639892578125,138900,1.59%
104,2022-06-21,4009.139892578125,4022.3798828125,4031.199951171875,3988.030029296875,65700,1.55%
105,2022-06-22,4011.25,3963.080078125,4024.7099609375,3962.75,63000,0.05%
106,2022-06-23,3962.199951171875,4004.64990234375,4010.81005859375,3915.18994140625,62000,-1.22%
107,2022-06-24,4077.8798828125,3983.340087890625,4083.89990234375,3982.179931640625,150200,2.92%
108,2022-06-27,4076.090087890625,4107.97998046875,4112.080078125,4059.260009765625,55600,-0.04%
109,2022-06-28,4053.300048828125,4109.22998046875,4142.2001953125,4053.300048828125,52300,-0.56%
110,2022-06-29,4018.72998046875,4055.27001953125,4055.5400390625,4003.5,54000,-0.85%
111,2022-06-30,3987.639892578125,3945.080078125,4018.550048828125,3909.06005859375,70400,-0.77%
112,2022-07-01,4048.639892578125,3969.85009765625,4053.820068359375,3955.330078125,70500,1.53%
113,2022-07-05,4061.610107421875,3976.389892578125,4062.070068359375,3934.929931640625,66600,0.32%
114,2022-07-06,4031.199951171875,4034.179931640625,4055.7900390625,3998.909912109375,57700,-0.75%
115,2022-07-07,4073.760009765625,4068.830078125,4094.469970703125,4068.830078125,50000,1.06%
116,2022-07-08,4062.3701171875,4081.9599609375,4083.860107421875,4038.580078125,47900,-0.28%
117,2022-07-11,4022.219970703125,4025.699951171875,4043.030029296875,4013.449951171875,45000,-0.99%
118,2022-07-12,4023.8798828125,3997.6298828125,4077.070068359375,3997.580078125,51600,0.04%
119,2022-07-13,3962.0400390625,3993.06005859375,3996.219970703125,3941.27001953125,56500,-1.54%
120,2022-07-14,3896.469970703125,3896.969970703125,3899.449951171875,3855.3798828125,56900,-1.65%
121,2022-07-15,4023.719970703125,3965.85009765625,4037.469970703125,3934.889892578125,60800,3.27%
122,2022-07-18,4039.9599609375,4067.14990234375,4102.68994140625,4027.739990234375,51100,0.40%
123,2022-07-19,4140.58984375,4069.35009765625,4154.7099609375,4068.72998046875,66900,2.49%
124,2022-07-20,4178.9599609375,4121.830078125,4181.97021484375,4119.91015625,81000,0.93%
125,2022-07-21,4179.91015625,4154.8701171875,4182.14013671875,4120.25,70900,0.02%
126,2022-07-22,4103.580078125,4147.509765625,4167.60986328125,4078.75,64200,-1.83%
127,2022-07-25,4186.06982421875,4140.0,4191.68017578125,4128.89013671875,60200,2.01%
128,2022-07-26,4146.97998046875,4152.14013671875,4192.10986328125,4139.14990234375,59300,-0.93%
129,2022-07-27,4221.93994140625,4163.9599609375,4241.83984375,4163.9599609375,180800,1.81%
130,2022-07-28,4231.10009765625,4216.7099609375,4233.06005859375,4177.7099609375,80500,0.22%
131,2022-07-29,4288.2099609375,4230.3701171875,4302.56005859375,4229.91015625,89300,1.35%
132,2022-08-01,4294.1298828125,4264.0498046875,4312.97021484375,4240.02001953125,61500,0.14%
133,2022-08-02,4249.990234375,4278.31005859375,4282.830078125,4244.85986328125,55300,-1.03%
134,2022-08-03,4295.58984375,4273.27001953125,4310.8701171875,4257.009765625,52000,1.07%
135,2022-08-04,4270.14990234375,4290.240234375,4291.97998046875,4261.4501953125,52100,-0.59%
136,2022-08-05,4305.66015625,4259.16015625,4314.81982421875,4255.9599609375,44600,0.83%
137,2022-08-08,4304.6201171875,4320.8701171875,4337.1201171875,4293.08984375,49400,-0.02%
138,2022-08-09,4327.68017578125,4304.22021484375,4329.259765625,4293.39013671875,53800,0.54%
139,2022-08-10,4424.33984375,4379.22021484375,4446.509765625,4379.22021484375,61900,2.23%
140,2022-08-11,4480.66015625,4461.93017578125,4484.740234375,4461.509765625,0,1.27%
141,2022-08-12,4545.169921875,4506.52978515625,4545.31005859375,4486.43994140625,56500,1.44%
142,2022-08-15,4568.25,4505.3701171875,4568.25,4505.2099609375,49200,0.51%
143,2022-08-16,4613.89013671875,4554.7099609375,4625.830078125,4554.64013671875,48400,1.00%
144,2022-08-17,4562.490234375,4566.009765625,4578.919921875,4534.14990234375,43200,-1.11%
145,2022-08-18,4571.0498046875,4566.56005859375,4573.43994140625,4541.66015625,38400,0.19%
146,2022-08-19,4497.7998046875,4536.330078125,4536.330078125,4476.83984375,57700,-1.60%
147,2022-08-22,4392.58984375,4434.3701171875,4435.7001953125,4385.009765625,48200,-2.34%
148,2022-08-23,4367.77001953125,4402.68994140625,4419.60986328125,4367.77001953125,40300,-0.57%
149,2022-08-24,4362.14013671875,4362.4501953125,4378.740234375,4344.83984375,40000,-0.13%
150,2022-08-25,4426.0498046875,4369.990234375,4427.9599609375,4366.43994140625,41100,1.47%
151,2022-08-26,4321.3798828125,4442.2001953125,4442.2099609375,4321.3798828125,43600,-2.36%
152,2022-08-29,4256.0498046875,4294.6201171875,4294.669921875,4255.60009765625,42900,-1.51%
153,2022-08-30,4256.39990234375,4271.60009765625,4272.4599609375,4221.89990234375,45600,0.01%
154,2022-08-31,4223.9599609375,4263.97021484375,4271.85986328125,4223.68994140625,57700,-0.76%
155,2022-09-01,4201.7998046875,4210.16015625,4210.16015625,4167.2998046875,52000,-0.52%
156,2022-09-02,4172.1298828125,4238.43994140625,4269.10986328125,4155.0,51700,-0.71%
157,2022-09-06,4106.72998046875,4188.5498046875,4188.93994140625,4085.35009765625,65900,-1.57%
158,2022-09-07,4186.56005859375,4093.860107421875,4188.5,4092.25,52300,1.94%
159,2022-09-08,4266.10986328125,4152.5400390625,4266.2900390625,4144.259765625,60300,1.90%
160,2022-09-09,4316.5498046875,4291.81005859375,4328.18017578125,4290.5498046875,50500,1.18%
161,2022-09-12,4348.60986328125,4310.2099609375,4363.580078125,4309.08984375,58600,0.74%
162,2022-09-13,4217.85009765625,4268.06982421875,4282.85986328125,4202.22021484375,66400,-3.01%
163,2022-09-14,4223.490234375,4225.0400390625,4234.08984375,4176.27978515625,63900,0.13%
164,2022-09-15,4273.0400390625,4222.10986328125,4314.72998046875,4221.81005859375,74900,1.17%
165,2022-09-16,4233.1201171875,4230.919921875,4234.10009765625,4173.43017578125,156100,-0.93%
166,2022-09-19,4301.89990234375,4191.22021484375,4307.830078125,4191.02001953125,63000,1.62%
167,2022-09-20,4292.52001953125,4272.6201171875,4303.10986328125,4258.080078125,57700,-0.22%
168,2022-09-21,4248.93017578125,4307.830078125,4344.47998046875,4248.7001953125,61500,-1.02%
169,2022-09-22,4157.47998046875,4260.31982421875,4260.31982421875,4146.93017578125,61600,-2.15%
170,2022-09-23,4098.10986328125,4114.64990234375,4115.68017578125,4043.8798828125,67400,-1.43%
171,2022-09-26,4064.169921875,4071.419921875,4121.14013671875,4054.89990234375,67800,-0.83%
172,2022-09-27,4012.260009765625,4086.1298828125,4104.9501953125,3984.610107421875,68100,-1.28%
173,2022-09-28,4078.840087890625,4022.840087890625,4108.169921875,4019.39990234375,71600,1.66%
174,2022-09-29,4017.81005859375,4031.3701171875,4035.47998046875,3980.159912109375,68600,-1.50%
175,2022-09-30,3992.1298828125,4017.43994140625,4075.090087890625,3990.409912109375,79500,-0.64%
176,2022-10-03,4088.14990234375,4038.159912109375,4098.2900390625,3996.110107421875,71800,2.41%
177,2022-10-04,4245.2900390625,4134.68017578125,4245.6298828125,4134.68017578125,82500,3.84%
178,2022-10-05,4204.56982421875,4178.5498046875,4210.990234375,4168.5400390625,63300,-0.96%
179,2022-10-06,4171.7099609375,4174.14990234375,4202.10986328125,4158.259765625,60900,-0.78%
180,2022-10-07,4079.239990234375,4143.64013671875,4145.080078125,4069.429931640625,64900,-2.22%
181,2022-10-10,4087.760009765625,4107.77001953125,4124.47998046875,4067.260009765625,51900,0.21%
182,2022-10-11,4078.18994140625,4073.949951171875,4115.47998046875,4050.280029296875,62800,-0.23%
183,2022-10-12,4070.389892578125,4071.800048828125,4110.4599609375,4043.159912109375,54300,-0.19%
184,2022-10-13,4243.85986328125,4015.840087890625,4252.06982421875,3993.090087890625,0,4.26%
185,2022-10-14,4184.81982421875,4274.740234375,4312.47021484375,4179.93017578125,0,-1.39%
186,2022-10-17,4285.509765625,4258.47998046875,4292.16015625,4236.93017578125,66800,2.41%
187,2022-10-18,4295.759765625,4329.9599609375,4360.64013671875,4270.16015625,71700,0.24%
188,2022-10-19,4228.77001953125,4259.759765625,4288.18994140625,4188.509765625,77900,-1.56%
189,2022-10-20,4083.489990234375,4215.43994140625,4226.83984375,4060.719970703125,84800,-3.44%
190,2022-10-21,4112.240234375,4077.81005859375,4126.77978515625,4056.27001953125,113200,0.70%
191,2022-10-24,4168.1201171875,4135.93017578125,4177.64990234375,4133.60009765625,86000,1.36%
192,2022-10-25,4216.9599609375,4152.5,4227.509765625,4152.39013671875,78900,1.17%
193,2022-10-26,4217.16015625,4228.56982421875,4256.93017578125,4210.7900390625,69700,0.00%
194,2022-10-27,4208.6201171875,4260.72998046875,4268.93017578125,4204.14990234375,72100,-0.20%
195,2022-10-28,4317.43994140625,4232.7099609375,4319.240234375,4230.7099609375,71200,2.59%
196,2022-10-31,4326.9501953125,4297.14013671875,4348.81982421875,4292.85009765625,78900,0.22%
197,2022-11-01,4327.5498046875,4353.169921875,4354.02001953125,4323.6201171875,57500,0.01%
198,2022-11-02,4224.830078125,4311.89013671875,4339.31982421875,4223.22021484375,76900,-2.37%
199,2022-11-03,4193.25,4187.25,4208.2998046875,4145.93017578125,55700,-0.75%
200,2022-11-04,4294.419921875,4239.43994140625,4295.35009765625,4227.1298828125,61200,2.41%
201,2022-11-07,4303.60986328125,4317.81005859375,4322.83984375,4273.91015625,51300,0.21%
202,2022-11-08,4297.259765625,4305.41015625,4336.14013671875,4267.97021484375,54900,-0.15%
203,2022-11-09,4235.1298828125,4266.72998046875,4280.18017578125,4227.85986328125,60600,-1.45%
204,2022-11-10,4402.2998046875,4346.419921875,4418.669921875,4345.89990234375,93700,3.95%
205,2022-11-11,4362.009765625,4413.77001953125,4428.43994140625,4359.14990234375,75600,-0.92%
206,2022-11-14,4312.669921875,4348.6201171875,4374.93994140625,4312.669921875,65400,-1.13%
207,2022-11-15,4356.97021484375,4368.14990234375,4395.259765625,4331.0498046875,67600,1.03%
208,2022-11-16,4286.68994140625,4347.08984375,4350.5400390625,4278.509765625,53700,-1.61%
209,2022-11-17,4235.56982421875,4241.64990234375,4246.68994140625,4210.759765625,51400,-1.19%
210,2022-11-18,4267.740234375,4307.43994140625,4307.43994140625,4240.3798828125,54800,0.76%
211,2022-11-21,4283.990234375,4262.9599609375,4286.83984375,4261.240234375,43000,0.38%
212,2022-11-22,4328.7099609375,4307.759765625,4333.330078125,4300.93017578125,0,1.04%
213,2022-11-23,4320.14013671875,4317.7001953125,4336.2998046875,4311.93994140625,38200,-0.20%
214,2022-11-25,4352.08984375,4332.41015625,4353.5,4329.7900390625,21300,0.74%
