,date,ixfn,open,high,low,volume,ixfn_cr
54,2022-03-15,10162.7197265625,10057.4599609375,10176.58984375,10023.6201171875,0,1.53%
55,2022-03-16,10505.9296875,10294.9404296875,10510.1201171875,10271.75,0,3.38%
56,2022-03-17,10665.26953125,10452.23046875,10665.26953125,10447.8095703125,0,1.52%
57,2022-03-18,10811.7099609375,10663.240234375,10830.4697265625,10651.400390625,0,1.37%
58,2022-03-21,10710.1201171875,10786.5703125,10823.75,10659.330078125,0,-0.94%
59,2022-03-22,10834.3095703125,10743.66015625,10853.6796875,10742.8798828125,585900,1.16%
60,2022-03-23,10692.7001953125,10766.75,10814.98046875,10689.48046875,335600,-1.31%
61,2022-03-24,10760.240234375,10728.6201171875,10760.240234375,10655.349609375,276000,0.63%
62,2022-03-25,10739.5,10781.2900390625,10795.1298828125,10674.33984375,269600,-0.19%
63,2022-03-28,10834.650390625,10769.1298828125,10834.650390625,10711.1396484375,264600,0.89%
64,2022-03-29,11076.6201171875,10926.4697265625,11099.58984375,10902.4404296875,466200,2.23%
65,2022-03-30,10933.98046875,11031.009765625,11059.58984375,10887.9599609375,311200,-1.29%
66,2022-03-31,10767.330078125,10947.91015625,10972.76953125,10765.66015625,311600,-1.52%
67,2022-04-01,10843.900390625,10821.5,10846.1796875,10763.1904296875,365400,0.71%
68,2022-04-04,10905.6396484375,10858.4697265625,10915.83984375,10851.1201171875,300300,0.57%
69,2022-04-05,10758.3203125,10878.5,10902.5703125,10736.08984375,282500,-1.35%
70,2022-04-06,10561.1796875,10650.3203125,10663.419921875,10515.6796875,351200,-1.83%
71,2022-04-07,10450.669921875,10525.330078125,10525.98046875,10327.16015625,370600,-1.05%
72,2022-04-08,10387.2998046875,10438.4697265625,10474.2099609375,10369.419921875,272300,-0.61%
73,2022-04-11,10267.419921875,10324.2802734375,10351.5,10255.7099609375,313500,-1.15%
74,2022-04-12,10165.169921875,10319.75,10383.6904296875,10147.5,303600,-1.00%
75,2022-04-13,10317.4404296875,10171.4404296875,10326.8095703125,10162.4599609375,253500,1.50%
76,2022-04-14,10183.0302734375,10322.2802734375,10342.73046875,10179.900390625,234200,-1.30%
77,2022-04-18,10111.76953125,10160.0498046875,10163.1796875,10070.990234375,258400,-0.70%
78,2022-04-19,10305.41015625,10130.8798828125,10320.7001953125,10129.900390625,249300,1.92%
79,2022-04-20,10298.669921875,10332.9404296875,10358.9599609375,10260.08984375,250500,-0.07%
80,2022-04-21,10054.7001953125,10362.7197265625,10391.3701171875,10039.1796875,343400,-2.37%
81,2022-04-22,9848.76953125,10045.5498046875,10056.3896484375,9845.5302734375,269600,-2.05%
82,2022-04-25,9908.0595703125,9797.7197265625,9909.98046875,9747.08984375,273900,0.60%
83,2022-04-26,9642.669921875,9893.2802734375,9893.2802734375,9642.1904296875,278500,-2.68%
