,date,spx_f,open,high,low,volume,spx_f_cr
362,2023-05-01,4409.0,4190.0,4206.25,4178.5,1.24M,0.0
363,2023-05-02,4354.0,4179.5,4191.5,4105.5,2.03M,-1.25
364,2023-05-03,4321.0,4133.25,4167.0,4095.0,1.66M,-0.76
365,2023-05-04,4281.0,4087.0,4118.0,4062.25,0.10K,-0.93
366,2023-05-05,4361.0,4077.25,4163.25,4076.75,1.55M,1.87
367,2023-05-08,4367.0,4151.0,4161.0,4137.5,1.03M,0.14
368,2023-05-09,4349.0,4150.5,4153.0,4131.0,1.00M,-0.41
369,2023-05-10,4366.0,4133.0,4173.25,4112.25,1.89M,0.39
370,2023-05-11,4356.0,4152.75,4168.5,4121.5,1.47M,-0.23
371,2023-05-12,4352.0,4144.5,4164.5,4111.75,1.43M,-0.09
372,2023-05-15,4364.0,4132.25,4156.25,4123.0,1.18M,0.28
373,2023-05-16,4339.0,4148.25,4151.5,4120.0,1.32M,-0.57
374,2023-05-17,4391.0,4126.0,4179.0,4122.0,1.58M,1.2
375,2023-05-18,4442.0,4171.25,4215.75,4161.25,1.76M,1.16
376,2023-05-19,4440.0,4215.5,4227.25,4191.5,1.71M,-0.05
377,2023-05-22,4442.0,4189.0,4221.75,4186.5,1.30M,0.05
378,2023-05-23,4402.0,4207.5,4222.75,4153.0,1.69M,-0.9
379,2023-05-24,4370.0,4158.0,4166.25,4114.0,1.91M,-0.73
380,2023-05-25,4410.0,4157.0,4175.5,4131.5,1.97M,0.92
381,2023-05-26,4462.0,4157.0,4221.25,4146.0,1.74M,1.18
382,2023-05-28,4230.75,4238.5,4238.5,4229.75,23.03K,-5.18
383,2023-05-29,4222.25,4230.5,4234.25,4220.25,151.27K,-0.2
384,2023-05-30,4463.0,4239.75,4243.25,4200.0,1.96M,5.7
385,2023-05-31,4430.0,4213.0,4217.75,4174.0,2.14M,-0.74
386,2023-06-01,4466.0,4188.5,4239.75,4178.0,1.87M,0.81
387,2023-06-02,4538.5,4231.75,4297.75,4229.0,1.96M,1.62
388,2023-06-05,4531.0,4288.0,4305.75,4273.0,1.67M,-0.17
389,2023-06-06,4540.0,4279.75,4294.75,4268.5,1.55M,0.2
390,2023-06-07,4527.0,4292.25,4304.75,4269.25,1.93M,-0.29
391,2023-06-08,4552.0,4273.25,4302.5,4262.75,1.66M,0.55
392,2023-06-09,4564.0,4297.75,4325.5,4284.0,0.18K,0.26
393,2023-06-12,4603.0,4306.5,4346.5,4305.25,1.67M,0.85
394,2023-06-13,4643.0,4345.0,4377.75,4335.75,1.32M,0.87
395,2023-06-14,4646.0,4372.0,4394.75,4339.75,758.32K,0.06
396,2023-06-15,4700.0,4378.75,4441.0,4350.0,486.41K,1.16
397,2023-06-16,4688.0,4424.75,4453.25,4415.25,39.00K,-0.26
398,2023-06-19,4446.75,4457.25,4460.25,4443.25,149.38K,-5.15
399,2023-06-20,4669.0,4458.0,4462.0,4410.5,1.54M,5.0
400,2023-06-21,4643.0,4430.25,4438.5,4403.5,1.47M,-0.56
401,2023-06-22,4658.0,4410.0,4427.0,4393.0,1.38M,0.32
402,2023-06-23,4622.0,4425.75,4426.25,4381.5,1.55M,-0.77
403,2023-06-26,4602.5,4390.0,4403.0,4368.5,1.62M,-0.42
404,2023-06-27,4657.25,4375.75,4424.75,4371.5,1.51M,1.19
405,2023-06-28,4644.5,4414.0,4430.25,4399.25,1.69M,-0.27
406,2023-06-29,4681.75,4423.75,4438.0,4409.75,1.63M,0.8
407,2023-06-30,4737.0,4435.25,4498.0,4433.0,1.77M,1.18
408,2023-07-03,4742.0,4485.5,4494.0,4479.5,0.10K,0.11
409,2023-07-04,4489.25,4488.0,4493.75,4486.25,82.99K,-5.33
410,2023-07-05,4733.0,4492.0,4493.75,4466.25,1.19M,5.43
411,2023-07-06,4696.0,4481.75,4483.5,4419.5,1.74M,-0.78
412,2023-07-07,4683.0,4441.25,4476.0,4431.5,0.12K,-0.28
413,2023-07-10,4692.0,4437.5,4448.25,4411.25,1.36M,0.19
414,2023-07-11,4722.0,4445.75,4478.5,4439.0,1.34M,0.64
415,2023-07-12,4771.0,4471.0,4523.75,4470.0,1.78M,1.04
416,2023-07-13,4801.0,4510.5,4551.5,4509.25,1.16M,0.63
417,2023-07-14,4797.75,4539.5,4560.5,4531.0,1.38M,-0.07
418,2023-07-17,4814.0,4536.0,4565.75,4528.0,1.06M,0.34
419,2023-07-18,4849.0,4550.25,4594.5,4544.75,1.30M,0.73
420,2023-07-19,4859.0,4582.75,4609.25,4582.25,1.54M,0.21
421,2023-07-20,4843.0,4593.25,4594.25,4557.25,1.53M,-0.33
422,2023-07-21,4843.0,4566.25,4590.0,4561.75,1.43M,0.0
423,2023-07-24,4871.0,4564.25,4592.5,4560.0,1.20M,0.58
424,2023-07-25,4884.0,4584.5,4608.75,4579.25,1.22M,0.27
425,2023-07-26,4884.0,4604.75,4610.75,4573.75,1.37M,0.0
426,2023-07-27,4854.0,4594.75,4634.5,4553.75,1.92M,-0.61
427,2023-07-28,4898.0,4566.0,4616.5,4558.0,1.57M,0.91
428,2023-07-31,4906.0,4608.75,4619.25,4595.25,1.30M,0.16
429,2023-08-01,4898.0,4617.75,4621.75,4591.0,1.21M,-0.16
430,2023-08-02,4831.0,4580.0,4593.5,4527.75,1.92M,-1.37
431,2023-08-03,4816.0,4534.25,4547.5,4505.75,1.76M,-0.31
432,2023-08-04,4791.0,4523.5,4560.75,4493.75,2.04M,-0.52
433,2023-08-07,4819.0,4500.5,4541.75,4500.5,1.40M,0.58
434,2023-08-08,4799.0,4539.5,4541.0,4482.0,1.70M,-0.42
435,2023-08-09,4766.0,4516.5,4536.25,4478.25,1.64M,-0.69
436,2023-08-10,4766.0,4493.25,4544.75,4473.5,2.23M,0.0
437,2023-08-11,4761.0,4487.75,4496.25,4459.0,1.51M,-0.1
438,2023-08-14,4787.0,4485.0,4507.75,4465.0,1.28M,0.55
439,2023-08-15,4734.0,4505.75,4517.75,4447.0,1.49M,-1.11
440,2023-08-16,4699.0,4453.25,4467.25,4417.0,1.50M,-0.74
441,2023-08-17,4663.0,4420.5,4436.75,4377.75,1.63M,-0.77
442,2023-08-18,4660.0,4379.25,4396.0,4350.0,1.75M,-0.06
443,2023-08-21,4691.0,4382.5,4421.0,4372.25,0.43K,0.67
444,2023-08-22,4678.0,4410.25,4440.0,4394.25,1.38M,-0.28
445,2023-08-23,4726.0,4400.0,4476.25,4399.5,1.31M,1.03
446,2023-08-24,4664.0,4470.5,4485.5,4378.5,1.78M,-1.31
447,2023-08-25,4695.0,4384.5,4429.0,4365.25,1.85M,0.66
448,2023-08-28,4723.0,4418.0,4449.5,4414.5,1.27M,0.6
449,2023-08-29,4788.0,4444.0,4509.5,4433.5,1.44M,1.38
450,2023-08-30,4805.0,4508.75,4530.75,4496.25,1.40M,0.36
451,2023-08-31,4797.0,4527.0,4541.25,4512.75,1.40M,-0.17
452,2023-09-01,4802.0,4516.75,4547.75,4507.25,0.01K,0.1
453,2023-09-03,4519.75,4521.5,4523.25,4517.5,5.95K,-5.88
454,2023-09-04,4520.0,4519.75,4531.25,4515.25,129.86K,0.01
455,2023-09-05,4790.25,4521.25,4531.25,4499.25,1.39M,5.98
456,2023-09-06,4758.0,4500.0,4503.75,4447.0,1.60M,-0.67
457,2023-09-07,4742.0,4469.5,4471.75,4434.25,1.60M,-0.34
458,2023-09-08,4748.0,4458.25,4477.5,4443.0,1.69M,0.13
459,2023-09-11,4777.0,4463.5,4493.5,4459.25,1.71M,0.61
460,2023-09-12,4751.0,4487.75,4491.0,4458.75,1.15M,-0.54
461,2023-09-13,4755.0,4464.5,4481.0,4446.75,690.87K,0.08
462,2023-09-14,4793.0,4471.75,4513.0,4470.25,454.91K,0.8
463,2023-09-15,4735.0,4508.0,4517.75,4480.0,43.85K,-1.21
464,2023-09-18,4739.0,4499.5,4514.5,4487.0,1.16M,0.08
465,2023-09-19,4735.0,4503.25,4509.5,4462.25,1.42M,-0.08
466,2023-09-20,4692.0,4491.25,4508.0,4443.25,1.48M,-0.91
467,2023-09-21,4614.0,4445.0,4447.0,4366.5,2.00M,-1.66
468,2023-09-22,4597.0,4370.25,4399.0,4357.25,1.74M,-0.37
469,2023-09-25,4615.0,4365.0,4383.5,4338.25,1.56M,0.39
470,2023-09-26,4550.0,4382.0,4382.0,4305.5,1.76M,-1.41
471,2023-09-27,4549.0,4510.0,4510.0,4510.0,0.00K,-0.02
472,2023-09-28,4573.0,4323.25,4355.75,4301.0,2.01M,0.53
473,2023-09-29,4561.0,4342.0,4371.25,4311.0,2.11M,-0.26
474,2023-10-02,4560.0,4349.0,4355.5,4295.5,1.95M,-0.02
475,2023-10-03,4500.0,4326.0,4335.75,4251.25,0.11K,-1.32
476,2023-10-04,4527.0,4262.75,4304.0,4235.5,2.17M,0.6
477,2023-10-05,4515.0,4291.5,4302.0,4258.0,0.19K,-0.27
478,2023-10-06,4574.0,4287.5,4358.5,4242.25,2.22M,1.31
479,2023-10-09,4600.0,4315.0,4375.75,4299.5,1.49M,0.57
480,2023-10-10,4617.0,4368.75,4419.0,4366.25,1.61M,0.37
481,2023-10-11,4636.0,4392.0,4419.75,4377.25,1.49M,0.41
482,2023-10-12,4609.0,4417.75,4430.5,4355.5,1.88M,-0.58
483,2023-10-13,4584.75,4380.75,4407.75,4340.75,2.16M,-0.53
484,2023-10-16,4630.75,4356.75,4414.25,4354.5,0.11K,1.0
485,2023-10-17,4638.0,4406.25,4423.25,4365.75,0.34K,0.16
486,2023-10-18,4574.75,4398.0,4399.25,4330.75,0.02K,-1.36
487,2023-10-19,4530.75,4346.5,4366.5,4292.75,0.02K,-0.96
488,2023-10-20,4470.75,4295.0,4304.25,4243.5,0.17K,-1.32
489,2023-10-23,4464.0,4256.25,4280.75,4213.25,0.08K,-0.15
490,2023-10-24,4496.0,4250.25,4290.5,4242.0,0.06K,0.72
491,2023-10-25,4432.0,4430.0,4430.0,4390.0,0.02K,-1.42
492,2023-10-26,4374.0,4202.0,4205.0,4146.25,0.09K,-1.31
493,2023-10-27,4355.0,4167.0,4185.0,4122.25,0.24K,-0.43
494,2023-10-30,4405.0,4148.0,4197.5,4143.5,0.06K,1.15
495,2023-10-31,4433.0,4184.25,4215.0,4166.75,0.15K,0.64
496,2023-11-01,4475.0,4205.0,4264.75,4191.25,0.36K,0.95
497,2023-11-02,4557.0,4475.0,4515.0,4475.0,0.07K,1.83
498,2023-11-03,4597.0,4559.0,4560.0,4559.0,0.12K,0.88
499,2023-11-06,4606.0,4379.25,4389.5,4364.25,0.09K,0.2
500,2023-11-07,4618.5,4380.0,4403.25,4366.0,0.17K,0.27
501,2023-11-08,4622.0,4590.0,4590.0,4577.5,0.07K,0.08
502,2023-11-09,4584.5,4393.25,4413.0,4357.75,0.00K,-0.81
503,2023-11-10,4661.25,4564.0,4564.0,4564.0,0.03K,1.67
504,2023-11-13,4656.25,4425.75,4436.75,4407.25,0.10K,-0.11
505,2023-11-14,4741.25,4675.0,4675.0,4675.0,0.50K,1.83
506,2023-11-15,4750.25,4515.5,4541.25,4510.75,0.21K,0.19
507,2023-11-16,4753.25,4514.25,4529.5,4501.75,0.03K,0.06
508,2023-11-17,4758.25,4527.75,4539.5,4512.75,1.33M,0.11
509,2023-11-20,4796.0,4730.0,4756.0,4730.0,0.01K,0.79
510,2023-11-21,4785.0,4561.75,4567.0,4536.75,0.07K,-0.23
511,2023-11-22,4801.75,4547.75,4580.5,4543.0,0.03K,0.35
512,2023-11-23,4570.75,4563.25,4572.75,4562.0,101.95K,-4.81
513,2023-11-24,4802.75,4564.0,4574.0,4562.0,572.70K,5.08
514,2023-11-27,4794.75,4568.5,4570.0,4552.0,1.12M,-0.17
515,2023-11-28,4794.75,4561.5,4577.25,4547.0,1.44M,0.0
516,2023-11-29,4781.0,4748.75,4748.75,4748.5,0.09K,-0.29
517,2023-11-30,4799.0,4562.25,4579.5,4544.75,0.08K,0.38
518,2023-12-01,4822.0,4789.0,4789.0,4785.0,0.27K,0.48
519,2023-12-04,4798.75,4770.25,4770.25,4765.0,0.09K,-0.48
520,2023-12-05,4796.75,4573.0,4585.5,4555.5,0.03K,-0.04
521,2023-12-06,4777.75,4735.0,4735.0,4735.0,0.01K,-0.4
522,2023-12-07,4812.25,4556.0,4596.0,4548.75,0.03K,0.72
523,2023-12-08,4838.25,4790.0,4798.0,4785.0,0.04K,0.54
524,2023-12-11,4858.0,4810.0,4810.0,4810.0,0.00K,0.41
525,2023-12-12,4878.0,4825.0,4829.75,4825.0,0.01K,0.41
526,2023-12-13,4929.0,4902.75,4902.75,4902.75,0.00K,1.05
527,2023-12-14,4941.0,4902.75,4902.75,4902.75,0.05K,0.24
528,2023-12-15,4939.75,4716.0,4736.5,4708.5,0.04K,-0.03
529,2023-12-18,4966.5,4970.0,4970.0,4970.0,0.03K,0.54
530,2023-12-19,4994.0,4982.75,4982.75,4982.75,0.06K,0.55
531,2023-12-20,4915.25,4921.5,4921.5,4878.0,0.17K,-1.58
532,2023-12-21,4957.5,4941.0,4941.0,4940.0,0.03K,0.86
533,2023-12-22,4970.75,4945.0,4945.0,4944.25,0.06K,0.27
534,2023-12-25,4810.0,4802.25,4811.25,4801.75,9.93K,-3.23
535,2023-12-26,4995.75,4945.0,4945.0,4945.0,0.00K,3.86
536,2023-12-27,5000.0,4991.25,4991.25,4991.25,0.01K,0.09
537,2023-12-28,5000.5,4976.0,4976.0,4972.0,0.00K,0.01
538,2023-12-29,4986.5,4834.75,4841.0,4796.75,1.28M,-0.28
539,2024-01-01,4821.0,4817.25,4822.5,4817.25,13.31K,-3.32
540,2024-01-02,4954.0,4915.0,4915.0,4915.0,0.00K,2.76
541,2024-01-03,4914.25,4900.5,4900.5,4877.0,0.19K,-0.8
542,2024-01-04,4900.0,4870.0,4870.0,4870.0,0.01K,-0.29
543,2024-01-05,4905.75,4851.0,4851.0,4851.0,0.00K,0.12
544,2024-01-08,4973.75,4919.5,4938.75,4919.5,0.00K,1.39
545,2024-01-09,4965.25,4797.75,4804.0,4767.5,0.07K,-0.17
546,2024-01-10,4993.75,4979.75,4979.75,4979.75,0.03K,0.57
547,2024-01-11,4984.5,4948.0,4948.0,4948.0,0.12K,-0.19
548,2024-01-12,4980.0,4934.75,4951.75,4934.75,0.00K,-0.09
549,2024-01-14,4810.25,4811.25,4812.75,4806.5,7.25K,-3.41
550,2024-01-15,4808.5,4810.25,4823.0,4807.0,163.24K,-0.04
551,2024-01-16,4964.0,4955.0,4955.0,4955.0,0.00K,3.23
552,2024-01-17,4937.0,4905.0,4905.0,4905.0,0.05K,-0.54
553,2024-01-18,4984.5,4768.0,4817.0,4763.5,0.08K,0.96
554,2024-01-19,5048.5,4960.0,5013.0,4960.0,0.01K,1.28
555,2024-01-22,5063.25,5019.5,5023.0,5019.5,0.25K,0.29
556,2024-01-23,5078.0,4881.75,4902.0,4874.25,0.01K,0.29
557,2024-01-24,5082.0,4900.25,4933.25,4889.0,1.59M,0.08
558,2024-01-25,5106.25,5049.75,5067.75,5046.75,0.02K,0.48
559,2024-01-26,5101.25,4919.25,4934.25,4898.5,0.03K,-0.1
560,2024-01-29,5139.5,4908.75,4956.0,4901.75,0.05K,0.75
561,2024-01-30,5138.5,4950.25,4957.25,4933.0,0.04K,-0.02
562,2024-01-31,5050.0,5042.25,5042.25,5022.5,0.03K,-1.72
563,2024-02-01,5105.75,4874.5,4963.75,4872.5,0.00K,1.1
564,2024-02-02,5170.5,5150.0,5180.0,5150.0,0.01K,1.27
565,2024-02-03,4972.75,4972.75,4972.75,4972.75,,-3.82
566,2024-02-05,5155.25,5150.5,5150.5,5150.5,0.00K,3.67
567,2024-02-06,5165.5,4959.5,4978.25,4954.5,0.04K,0.2
568,2024-02-07,5208.75,5130.0,5155.0,5125.0,0.01K,0.84
569,2024-02-08,5213.0,5015.75,5020.0,5003.75,0.00K,0.08
570,2024-02-09,5241.75,5200.0,5200.0,5200.0,0.18K,0.55
571,2024-02-12,5239.5,5042.5,5066.5,5031.5,0.02K,-0.04
572,2024-02-13,5174.0,5124.75,5124.75,5124.75,0.09K,-1.25
573,2024-02-14,5221.25,4974.25,5022.5,4968.75,0.13K,0.91
574,2024-02-15,5251.25,5017.5,5051.75,5011.0,0.00K,0.57
575,2024-02-16,5226.0,5211.0,5211.0,5211.0,0.01K,-0.48
576,2024-02-17,5014.5,5014.5,5014.5,5014.5,,-4.05
577,2024-02-18,5024.5,5014.5,5025.5,5014.5,8.46K,0.2
578,2024-02-19,5015.5,5024.5,5029.25,5013.25,125.91K,-0.18
579,2024-02-20,5194.75,5174.0,5174.0,5174.0,0.01K,3.57
580,2024-02-21,5200.0,4990.0,5020.5,4959.0,0.19K,0.1
581,2024-02-22,5311.0,5221.25,5235.0,5221.25,0.02K,2.13
582,2024-02-23,5315.75,5270.0,5270.0,5270.0,0.02K,0.09
583,2024-02-24,5094.75,5094.75,5094.75,5094.75,,-4.16
584,2024-02-26,5295.0,5095.0,5108.0,5076.25,0.04K,3.93
585,2024-02-27,5305.5,5077.5,5093.0,5067.0,0.14K,0.2
586,2024-02-28,5295.5,5245.25,5245.25,5245.25,0.16K,-0.19
587,2024-02-29,5318.75,5234.75,5274.25,5234.75,0.01K,0.44
588,2024-03-01,5360.0,5336.0,5336.0,5336.0,0.00K,0.78
589,2024-03-04,5355.25,5302.0,5320.0,5302.0,0.14K,-0.09
590,2024-03-05,5298.75,5293.0,5293.0,5262.25,0.06K,-1.06
591,2024-03-06,5326.75,5255.0,5299.0,5255.0,0.35K,0.53
592,2024-03-07,5378.25,5260.0,5333.0,5260.0,0.44K,0.97
593,2024-03-08,5344.25,5405.0,5405.0,5405.0,0.02K,-0.63
594,2024-03-09,5132.0,5132.0,5132.0,5132.0,,-3.97
595,2024-03-11,5339.5,5318.25,5318.25,5318.25,0.02K,4.04
596,2024-03-12,5399.0,5310.0,5347.0,5310.0,0.05K,1.11
597,2024-03-13,5392.0,5342.0,5346.5,5340.0,0.01K,-0.13
598,2024-03-14,5377.0,5340.0,5340.0,5300.0,0.07K,-0.28
599,2024-03-15,5343.5,5298.0,5300.5,5280.0,0.14K,-0.62
600,2024-03-18,5377.5,5299.0,5350.0,5295.0,0.06K,0.64
601,2024-03-19,5405.0,5323.5,5347.25,5305.5,0.24K,0.51
602,2024-03-20,5448.5,5357.0,5409.0,5351.25,0.16K,0.8
603,2024-03-21,5466.25,5478.0,5478.0,5478.0,0.00K,0.33
604,2024-03-22,5456.25,5411.75,5412.0,5409.5,0.05K,-0.18
605,2024-03-25,5441.75,5398.25,5403.75,5388.25,0.02K,-0.27
606,2024-03-26,5428.25,5393.0,5403.75,5393.0,0.07K,-0.25
607,2024-03-27,5472.5,5402.0,5423.0,5385.25,0.20K,0.82
608,2024-03-28,5475.0,5415.75,5430.0,5414.0,0.36K,0.05
609,2024-04-01,5463.5,5465.0,5465.0,5465.0,0.00K,-0.21
610,2024-04-02,5427.25,5420.0,5420.0,5420.0,0.00K,-0.66
611,2024-04-03,5432.25,5445.0,5445.0,5445.0,0.00K,0.09
612,2024-04-04,5358.0,5389.75,5418.25,5305.0,0.24K,-1.37
613,2024-04-05,5418.75,5310.0,5380.5,5308.75,0.09K,1.13
614,2024-04-08,5420.0,5376.0,5376.0,5376.0,0.03K,0.02
615,2024-04-09,5426.0,5380.0,5380.0,5322.75,0.02K,0.11
616,2024-04-10,5381.0,5375.0,5391.0,5296.75,0.03K,-0.83
617,2024-04-11,5398.0,5400.0,5400.0,5400.0,0.00K,0.32
618,2024-04-12,5335.75,5398.0,5398.0,5398.0,0.00K,-1.15
619,2024-04-13,5166.5,5166.5,5166.5,5166.5,,-3.17
620,2024-04-15,5270.75,5371.75,5371.75,5371.75,0.00K,2.02
621,2024-04-16,5259.5,5202.75,5230.0,5193.25,0.11K,-0.21
622,2024-04-17,5229.5,5200.0,5233.25,5160.75,0.13K,-0.57
623,2024-04-18,5215.75,5175.5,5190.25,5151.5,0.06K,-0.26
624,2024-04-19,5168.75,5160.0,5160.0,5160.0,0.00K,-0.9
625,2024-04-20,5003.5,5003.5,5003.5,5003.5,,-3.2
626,2024-04-22,5213.75,5120.0,5188.0,5118.75,0.56K,4.2
627,2024-04-23,5273.0,5250.0,5270.0,5250.0,0.01K,1.14
628,2024-04-24,5274.0,5232.75,5233.0,5190.25,0.45K,0.02
629,2024-04-25,5251.5,5190.0,5245.0,5141.25,0.11K,-0.43
630,2024-04-26,5301.0,5234.25,5256.25,5227.25,0.05K,0.94
631,2024-04-27,5131.75,5131.75,5131.75,5131.75,,-3.19
632,2024-04-29,5316.0,5260.25,5267.75,5243.75,0.04K,3.59
633,2024-04-30,5235.75,5255.25,5255.25,5168.0,0.00K,-1.51
634,2024-05-01,5213.75,5170.0,5230.0,5152.0,0.20K,-0.42
635,2024-05-02,5258.75,5195.0,5215.25,5158.25,0.07K,0.86
636,2024-05-03,5321.25,5219.75,5273.75,5219.75,0.12K,1.19
637,2024-05-04,5161.5,5161.5,5161.5,5161.5,,-3.0
638,2024-05-06,5374.5,5330.0,5330.0,5330.0,0.00K,4.13
639,2024-05-07,5382.0,5320.25,5340.0,5316.25,0.09K,0.14
640,2024-05-08,5381.0,5306.0,5322.25,5305.75,0.02K,-0.02
641,2024-05-09,5407.25,5317.25,5359.75,5317.25,0.04K,0.49
642,2024-05-10,5419.75,5360.0,5379.0,5350.0,0.07K,0.23
643,2024-05-11,5241.5,5241.5,5241.5,5241.5,,-3.29
644,2024-05-13,5418.5,5359.5,5371.5,5354.5,0.01K,3.38
645,2024-05-14,5443.0,5365.0,5388.25,5351.25,0.00K,0.45
646,2024-05-15,5508.0,5389.5,5455.0,5389.0,0.14K,1.19
647,2024-05-16,5496.75,5459.25,5463.75,5436.0,0.42K,-0.2
648,2024-05-17,5505.75,5444.0,5447.25,5430.0,0.05K,0.16
649,2024-05-18,5327.75,5327.75,5327.75,5327.75,,-3.23
650,2024-05-20,5512.25,5453.25,5468.0,5448.25,0.00K,3.46
651,2024-05-21,5526.5,5514.5,5515.5,5514.5,0.00K,0.26
652,2024-05-22,5509.5,5500.0,5504.75,5500.0,0.00K,-0.31
653,2024-05-23,5466.5,5537.5,5537.5,5537.5,0.25K,-0.78
654,2024-05-24,5503.5,5483.75,5483.75,5483.75,0.00K,0.68
655,2024-05-26,5315.75,5322.0,5324.0,5315.25,6.48K,-3.41
656,2024-05-27,5326.0,5315.75,5334.75,5312.75,94.93K,0.19
657,2024-05-28,5507.5,5503.0,5503.0,5503.0,0.00K,3.41
658,2024-05-29,5466.5,5424.0,5424.0,5401.0,0.23K,-0.74
659,2024-05-30,5433.5,5386.5,5395.0,5362.5,0.19K,-0.6
660,2024-05-31,5476.5,5366.5,5424.0,5330.0,0.30K,0.79
661,2024-06-03,5478.0,5414.25,5435.0,5369.0,0.19K,0.03
662,2024-06-04,5484.75,5422.25,5433.25,5387.5,0.08K,0.12
663,2024-06-05,5548.25,5520.0,5540.0,5520.0,0.01K,1.16
664,2024-06-06,5546.25,5494.5,5495.0,5473.25,0.12K,-0.04
665,2024-06-07,5541.25,5535.0,5552.0,5535.0,0.00K,-0.09
666,2024-06-10,5557.25,5526.0,5560.5,5526.0,0.00K,0.29
667,2024-06-11,5570.25,5491.0,5510.75,5465.5,0.15K,0.23
668,2024-06-12,5613.5,5630.0,5639.0,5630.0,0.00K,0.78
669,2024-06-13,5624.5,5625.0,5625.0,5625.0,0.17K,0.2
670,2024-06-14,5622.5,5585.0,5585.0,5585.0,0.00K,-0.04
671,2024-06-17,5666.25,5559.0,5622.0,5552.0,0.48K,0.78
672,2024-06-18,5678.0,5666.25,5688.5,5666.25,0.01K,0.21
673,2024-06-19,5563.0,5564.75,5566.5,5559.75,135.06K,-2.03
674,2024-06-20,5668.75,5666.5,5666.5,5666.5,0.01K,1.9
675,2024-06-21,5657.75,5660.0,5660.0,5660.0,0.00K,-0.19
676,2024-06-22,5536.5,5536.5,5536.5,5536.5,,-2.14
677,2024-06-24,5640.75,5663.0,5663.0,5659.75,0.00K,1.88
678,2024-06-25,5661.0,5647.25,5651.25,5647.25,0.01K,0.36
679,2024-06-26,5667.5,5651.0,5651.0,5644.0,0.01K,0.11
680,2024-06-27,5670.0,5598.0,5617.25,5580.25,1.10K,0.04
681,2024-06-28,5645.25,5640.0,5640.0,5640.0,0.00K,-0.44
682,2024-06-29,5532.25,5532.25,5532.25,5532.25,,-2.0
683,2024-07-01,5658.25,5596.75,5603.75,5570.0,0.01K,2.28
684,2024-07-02,5692.5,5669.0,5669.0,5669.0,0.01K,0.61
685,2024-07-03,5713.75,5625.75,5658.0,5624.0,0.94K,0.37
686,2024-07-04,5588.25,5590.75,5597.0,5585.25,96.98K,-2.2
687,2024-07-05,5745.25,5718.0,5748.0,5718.0,0.08K,2.81
688,2024-07-08,5749.75,5758.0,5758.0,5746.75,0.21K,0.08
689,2024-07-09,5756.0,5760.5,5763.0,5756.25,0.05K,0.11
690,2024-07-10,5813.75,5767.0,5814.5,5767.0,0.08K,1.0
691,2024-07-11,5762.25,5810.5,5833.0,5761.75,0.09K,-0.89
692,2024-07-12,5788.0,5773.25,5814.0,5773.25,0.12K,0.45
693,2024-07-13,5667.5,5667.5,5667.5,5667.5,,-2.08
694,2024-07-15,5805.25,5789.5,5836.0,5789.5,0.03K,2.43
695,2024-07-16,5841.5,5817.0,5836.25,5817.0,0.19K,0.62
696,2024-07-17,5761.5,5836.0,5836.0,5772.75,0.02K,-1.37
697,2024-07-18,5716.0,5773.0,5785.0,5700.25,0.03K,-0.79
698,2024-07-19,5674.0,5724.0,5724.0,5665.25,0.23K,-0.73
699,2024-07-20,5552.75,5552.75,5552.75,5552.75,,-2.14
700,2024-07-22,5732.75,5693.0,5735.5,5678.0,0.22K,3.24
701,2024-07-23,5721.25,5728.0,5747.75,5720.0,0.09K,-0.2
702,2024-07-24,5590.75,5703.0,5703.0,5581.5,0.07K,-2.28
703,2024-07-25,5560.0,5590.0,5647.25,5555.0,0.39K,-0.55
704,2024-07-26,5618.0,5566.5,5640.0,5566.5,0.04K,1.04
705,2024-07-27,5499.25,5499.25,5499.25,5499.25,,-2.11
706,2024-07-29,5621.25,5629.75,5650.0,5611.25,0.11K,2.22
707,2024-07-30,5590.25,5611.0,5640.0,5554.75,0.11K,-0.55
708,2024-07-31,5677.25,5578.0,5705.25,5578.0,0.11K,1.56
709,2024-08-01,5595.0,5698.0,5719.0,5560.0,0.16K,-1.45
710,2024-08-02,5479.5,5571.25,5571.25,5437.25,0.27K,-2.06
711,2024-08-03,5358.0,5358.0,5358.0,5358.0,,-2.22
712,2024-08-05,5315.25,5425.0,5429.5,5217.75,0.63K,-0.8
713,2024-08-06,5367.25,5370.0,5426.0,5325.0,0.93K,0.98
714,2024-08-07,5327.75,5359.75,5455.0,5323.75,0.66K,-0.74
715,2024-08-08,5452.0,5307.0,5463.25,5282.25,0.17K,2.33
716,2024-08-09,5475.5,5454.0,5476.5,5430.0,0.27K,0.43
717,2024-08-12,5475.75,5476.0,5501.0,5466.0,0.63K,0.0
718,2024-08-13,5565.75,5475.25,5559.25,5475.25,0.09K,1.64
719,2024-08-14,5585.0,5564.5,5593.25,5548.5,0.39K,0.35
720,2024-08-15,5681.25,5586.0,5682.0,5586.0,0.66K,1.72
721,2024-08-16,5692.25,5689.75,5697.5,5652.0,0.34K,0.19
722,2024-08-19,5744.25,5698.0,5732.0,5689.0,0.08K,0.91
723,2024-08-20,5734.0,5744.5,5757.0,5721.5,0.09K,-0.18
724,2024-08-21,5754.5,5741.75,5761.75,5734.0,0.10K,0.36
725,2024-08-22,5707.5,5748.5,5774.0,5698.75,0.09K,-0.82
726,2024-08-23,5766.0,5720.0,5773.25,5720.0,0.10K,1.02
