,date,spx_f,open,high,low,volume,spx_f_cr
45,2022-02-20,4322.75,4326.0,4332.5,4317.0,21.12K,-2.44
46,2022-02-21,4272.0,4321.75,4390.75,4250.25,479.36K,-1.17
47,2022-02-22,4395.75,4324.25,4391.25,4250.0,2.59M,2.9
48,2022-02-23,4316.25,4310.75,4345.5,4212.5,1.91M,-1.81
49,2022-02-24,4371.25,4215.5,4290.0,4101.75,0.50K,1.27
50,2022-02-25,4469.25,4266.75,4384.25,4227.5,1.95M,2.24
51,2022-02-28,4434.0,4299.5,4385.5,4251.5,2.19M,-0.79
52,2022-03-01,4344.5,4367.5,4399.0,4275.0,1.87M,-2.02
53,2022-03-02,4459.5,4308.75,4399.25,4278.25,1.71M,2.65
54,2022-03-03,4439.5,4373.75,4418.75,4341.0,1.55M,-0.45
55,2022-03-04,4408.0,4366.5,4374.5,4281.25,1.84M,-0.71
56,2022-03-07,4273.0,4308.75,4325.25,4185.25,1.90M,-3.06
57,2022-03-08,4258.0,4186.5,4275.0,4138.75,2.33M,-0.35
58,2022-03-09,4379.0,4153.0,4298.25,4152.0,1.66M,2.84
59,2022-03-10,4360.0,4279.0,4282.25,4207.0,1.75M,-0.43
60,2022-03-11,4305.0,4258.5,4335.5,4198.0,1.65M,-1.26
61,2022-03-14,4290.0,4216.0,4254.5,4160.75,1.44M,-0.35
62,2022-03-15,4379.0,4180.25,4271.5,4138.0,1.09M,2.07
63,2022-03-16,4492.5,4257.5,4376.0,4246.25,722.60K,2.59
64,2022-03-17,4544.5,4370.5,4415.25,4329.0,434.64K,1.16
65,2022-03-18,4597.0,4393.0,4402.75,4373.75,33.54K,1.16
66,2022-03-20,4452.25,4465.0,4465.0,4451.5,17.75K,-3.15
67,2022-03-21,4618.0,4460.0,4473.0,4415.0,1.38M,3.72
68,2022-03-22,4688.0,4456.75,4514.75,4433.0,1.21M,1.52
69,2022-03-23,4618.0,4504.0,4514.0,4444.75,1.34M,-1.49
70,2022-03-24,4686.0,4449.25,4517.5,4445.75,1.22M,1.47
71,2022-03-25,4734.0,4516.25,4539.0,4493.25,1.25M,1.02
72,2022-03-28,4772.0,4535.25,4572.25,4509.75,1.18M,0.8
73,2022-03-29,4832.25,4570.25,4631.0,4565.25,1.35M,1.26
74,2022-03-30,4797.25,4621.25,4627.5,4574.75,1.21M,-0.72
75,2022-03-31,4725.0,4599.0,4614.25,4526.25,1.65M,-1.51
76,2022-04-01,4739.5,4541.0,4555.5,4501.25,1.44M,0.31
77,2022-04-04,4778.5,4538.25,4580.0,4527.75,1.03M,0.82
78,2022-04-05,4739.5,4576.25,4588.75,4507.75,1.30M,-0.82
79,2022-04-06,4694.5,4526.25,4528.75,4444.5,1.80M,-0.95
80,2022-04-07,4704.5,4471.25,4517.25,4444.5,1.45M,0.21
81,2022-04-08,4711.75,4494.75,4519.75,4468.75,1.36M,0.15
82,2022-04-11,4626.75,4488.75,4491.25,4403.5,1.43M,-1.8
83,2022-04-12,4588.0,4411.0,4466.75,4375.5,1.74M,-0.84
84,2022-04-13,4638.0,4396.75,4449.5,4384.0,1.25M,1.09
85,2022-04-14,4599.0,4438.5,4455.75,4385.0,1.40M,-0.84
86,2022-04-18,4599.25,4390.0,4406.25,4355.5,1.15M,0.01
87,2022-04-19,4686.25,4399.0,4467.0,4371.75,1.47M,1.89
88,2022-04-20,4683.0,4441.0,4484.25,4432.75,1.42M,-0.07
89,2022-04-21,4625.0,4468.0,4509.0,4380.0,1.70M,-1.24
90,2022-04-22,4503.0,4385.75,4393.25,4247.5,2.04M,-2.64
91,2022-04-25,4512.0,4259.0,4296.5,4195.25,2.28M,0.2
92,2022-04-26,4372.0,4294.0,4303.5,4136.75,2.02M,-3.1
93,2022-04-27,4401.0,4149.5,4236.25,4149.0,2.04M,0.66
94,2022-04-28,4501.0,4213.0,4303.5,4182.5,1.80M,2.27
95,2022-04-29,4356.0,4244.0,4279.75,4118.75,2.12M,-3.22
96,2022-05-02,4368.0,4144.0,4165.75,4056.0,2.35M,0.28
97,2022-05-03,4388.0,4145.5,4195.75,4129.0,1.68M,0.46
98,2022-05-04,4513.0,4171.25,4303.0,4142.75,1.78M,2.85
99,2022-05-05,4341.0,4289.75,4300.75,4099.25,2.39M,-3.81
100,2022-05-06,4326.0,4146.5,4153.25,4062.0,2.31M,-0.35
101,2022-05-09,4183.0,4087.25,4099.0,3970.0,2.14M,-3.31
102,2022-05-10,4193.0,3993.25,4065.5,3953.0,2.25M,0.24
103,2022-05-11,4126.0,3990.5,4050.5,3923.75,0.16K,-1.6
104,2022-05-12,4106.0,3939.75,3961.75,3855.0,2.38M,-0.48
105,2022-05-13,4201.0,3916.25,4036.0,3915.5,1.86M,2.31
106,2022-05-16,4186.0,4025.0,4043.5,3979.5,1.70M,-0.36
107,2022-05-17,4279.0,4002.0,4091.5,4000.5,1.72M,2.22
108,2022-05-18,4114.0,4091.25,4095.0,3905.5,2.20M,-3.86
109,2022-05-19,4083.0,3916.5,3943.5,3856.0,2.32M,-0.75
110,2022-05-20,4074.0,3900.5,3949.5,3807.5,2.41M,-0.22
111,2022-05-23,4134.0,3910.5,3982.25,3906.5,1.74M,1.47
112,2022-05-24,4104.0,3951.75,3954.5,3872.0,2.02M,-0.73
113,2022-05-25,4141.0,3950.0,3997.75,3913.5,1.74M,0.9
114,2022-05-26,4221.0,3972.25,4073.5,3960.5,1.49M,1.93
115,2022-05-27,4322.0,4047.5,4168.25,4041.25,1.55M,2.39
116,2022-05-29,4167.5,4165.75,4173.0,4157.75,13.14K,-3.57
117,2022-05-30,4177.75,4167.25,4202.25,4161.5,210.47K,0.25
118,2022-05-31,4314.0,4164.5,4202.25,4102.75,2.22M,3.26
119,2022-06-01,4288.0,4138.5,4165.0,4071.5,1.91M,-0.6
120,2022-06-02,4365.0,4097.75,4179.0,4072.25,1.51M,1.8
121,2022-06-03,4297.0,4177.75,4189.0,4096.75,1.53M,-1.56
122,2022-06-06,4321.0,4110.5,4168.25,4104.5,1.46M,0.56
123,2022-06-07,4359.0,4122.0,4164.0,4076.0,1.68M,0.88
124,2022-06-08,4314.0,4150.75,4160.0,4105.25,1.71M,-1.03
125,2022-06-09,4215.0,4116.0,4144.25,4014.75,2.02M,-2.29
126,2022-06-10,4123.0,4025.25,4029.5,3895.25,2.12M,-2.18
127,2022-06-13,3983.0,3870.75,3876.5,3732.5,2.16M,-3.4
128,2022-06-14,3973.0,3758.25,3805.0,3705.25,1.34M,-0.25
129,2022-06-15,4013.0,3740.0,3839.0,3720.25,0.17K,1.01
130,2022-06-16,3885.0,3794.25,3828.75,3639.0,544.03K,-3.19
131,2022-06-17,3876.0,3677.5,3710.75,3665.75,40.26K,-0.23
132,2022-06-19,3705.5,3683.75,3707.5,3683.75,17.35K,-4.4
133,2022-06-20,3717.0,3705.75,3724.5,3662.25,243.02K,0.31
134,2022-06-21,3971.0,3684.0,3783.75,3661.5,1.57M,6.83
135,2022-06-22,3950.0,3766.25,3805.5,3693.25,1.66M,-0.53
136,2022-06-23,3981.0,3761.25,3805.75,3735.0,1.61M,0.78
137,2022-06-24,4098.0,3785.25,3919.75,3781.25,1.56M,2.94
138,2022-06-27,4086.0,3915.0,3948.0,3892.5,1.50M,-0.29
139,2022-06-28,4022.0,3911.25,3950.0,3821.75,1.79M,-1.57
140,2022-06-29,4002.0,3828.25,3840.0,3801.25,1.72M,-0.5
141,2022-06-30,3958.0,3822.75,3825.0,3741.25,2.39M,-1.1
142,2022-07-01,3985.0,3782.0,3833.5,3744.5,1.75M,0.68
143,2022-07-03,3812.0,3827.75,3827.75,3809.75,12.01K,-4.34
144,2022-07-04,3846.75,3812.0,3855.75,3793.25,169.38K,0.91
145,2022-07-05,3988.0,3828.5,3857.75,3744.0,0.16K,3.67
146,2022-07-06,4014.0,3838.0,3875.0,3808.75,1.68M,0.65
147,2022-07-07,4078.5,3853.75,3914.25,3832.5,1.31M,1.61
148,2022-07-08,4086.5,3897.0,3922.0,3868.0,1.49M,0.2
149,2022-07-11,4028.0,3900.0,3900.75,3850.0,1.49M,-1.43
150,2022-07-12,3984.0,3862.0,3876.5,3804.75,1.64M,-1.09
151,2022-07-13,3970.0,3825.0,3873.0,3752.0,2.16M,-0.35
152,2022-07-14,3959.0,3795.75,3806.25,3723.75,1.92M,-0.28
153,2022-07-15,4041.0,3797.75,3868.25,3780.25,1.52M,2.07
154,2022-07-18,4009.0,3878.5,3909.5,3820.25,1.44M,-0.79
155,2022-07-19,4125.0,3838.5,3948.0,3834.0,1.61M,2.89
156,2022-07-20,4151.0,3947.0,3977.25,3922.25,1.73M,0.63
157,2022-07-21,4189.0,3954.0,4004.75,3930.25,1.82M,0.92
158,2022-07-22,4136.0,3988.0,4016.25,3941.5,1.74M,-1.27
159,2022-07-25,4142.0,3967.75,3988.75,3946.0,1.49M,0.15
160,2022-07-26,4094.0,3959.0,3964.5,3913.25,1.59M,-1.16
161,2022-07-27,4194.0,3939.25,4042.75,3938.75,1.74M,2.44
162,2022-07-28,4243.0,4022.0,4111.0,3994.5,2.01M,1.17
163,2022-07-29,4304.0,4105.0,4144.0,4081.0,1.92M,1.44
164,2022-08-01,4301.0,4137.5,4147.25,4097.0,1.78M,-0.07
165,2022-08-02,4296.0,4119.75,4143.0,4080.5,1.89M,-0.12
166,2022-08-03,4349.0,4097.0,4170.0,4084.5,1.70M,1.23
167,2022-08-04,4344.0,4150.25,4173.25,4136.0,1.25M,-0.11
168,2022-08-05,4355.0,4152.0,4166.25,4103.75,1.72M,0.25
169,2022-08-08,4350.0,4149.75,4188.0,4129.25,1.54M,-0.11
170,2022-08-09,4343.0,4148.5,4155.0,4113.0,1.28M,-0.16
171,2022-08-10,4423.0,4128.75,4213.5,4113.75,1.63M,1.84
172,2022-08-11,4423.0,4210.75,4260.5,4202.75,1.60M,0.0
173,2022-08-12,4503.0,4219.25,4282.75,4208.25,1.30M,1.81
174,2022-08-15,4520.0,4277.0,4304.75,4249.0,0.14K,0.38
175,2022-08-16,4530.0,4294.5,4327.5,4278.75,0.18K,0.22
176,2022-08-17,4510.0,4309.25,4315.0,4255.0,1.64M,-0.44
177,2022-08-18,4519.0,4279.5,4295.5,4258.0,1.37M,0.2
178,2022-08-19,4463.0,4287.0,4288.0,4220.75,1.70M,-1.24
179,2022-08-22,4373.0,4221.0,4221.5,4131.5,1.72M,-2.02
180,2022-08-23,4362.0,4147.0,4161.75,4118.0,1.58M,-0.25
181,2022-08-24,4375.0,4128.25,4158.5,4110.75,1.35M,0.3
182,2022-08-25,4434.0,4148.75,4202.75,4143.0,1.64M,1.35
183,2022-08-26,4290.0,4198.25,4217.25,4042.75,2.24M,-3.25
184,2022-08-29,4263.0,4024.0,4064.0,4006.75,1.96M,-0.63
185,2022-08-30,4214.0,4035.75,4072.75,3964.5,2.56M,-1.15
186,2022-08-31,4193.0,3987.25,4018.25,3953.0,2.37M,-0.5
187,2022-09-01,4205.0,3958.0,3971.25,3903.5,2.21M,0.29
188,2022-09-02,4149.0,3967.5,4019.25,3906.0,2.51M,-1.33
189,2022-09-04,3933.0,3928.75,3933.75,3915.5,24.15K,-5.21
190,2022-09-05,3939.0,3932.75,3946.0,3918.75,231.16K,0.15
191,2022-09-06,4136.0,3929.0,3963.25,3886.75,2.36M,5.0
192,2022-09-07,4206.0,3907.5,3988.75,3883.5,1.96M,1.69
193,2022-09-08,4237.0,3980.0,4011.5,3942.75,2.36M,0.74
194,2022-09-09,4302.0,4010.25,4077.25,4005.75,1.68M,1.53
195,2022-09-12,4347.0,4077.25,4119.75,4062.25,1.72M,1.05
196,2022-09-13,4185.0,4118.25,4158.0,3919.75,1.42M,-3.73
197,2022-09-14,4201.0,3936.75,3962.75,3911.25,662.60K,0.38
198,2022-09-15,4155.0,3955.0,3959.5,3888.0,438.92K,-1.09
199,2022-09-16,4126.0,3888.5,3888.5,3846.0,44.59K,-0.7
200,2022-09-19,4154.0,3889.5,3927.0,3846.25,2.10M,0.68
201,2022-09-20,4109.0,3923.0,3936.25,3843.25,2.36M,-1.08
202,2022-09-21,4044.0,3878.75,3925.25,3792.0,2.44M,-1.58
203,2022-09-22,4010.0,3794.0,3833.0,3763.5,2.58M,-0.84
204,2022-09-23,3946.0,3777.25,3783.25,3660.25,2.91M,-1.6
205,2022-09-26,3906.0,3705.25,3730.5,3657.5,0.03K,-1.01
206,2022-09-27,3896.0,3668.0,3733.0,3635.25,2.96M,-0.26
207,2022-09-28,3956.0,3668.5,3751.25,3613.0,2.78M,1.54
208,2022-09-29,3877.0,3730.25,3736.0,3622.0,0.40K,-2.0
209,2022-09-30,3824.0,3656.5,3693.75,3595.25,2.98M,-1.37
210,2022-10-03,3914.0,3593.25,3711.75,3571.75,2.32M,2.35
211,2022-10-04,4031.0,3696.5,3808.75,3686.25,2.38M,2.99
212,2022-10-05,4022.0,3801.0,3820.0,3734.0,2.09M,-0.22
213,2022-10-06,3985.0,3795.75,3819.5,3750.0,2.16M,-0.92
214,2022-10-07,3900.0,3745.75,3770.5,3632.5,2.24M,-2.13
215,2022-10-10,3871.0,3638.75,3667.5,3600.0,2.02M,-0.74
216,2022-10-11,3844.0,3624.75,3653.25,3579.0,2.40M,-0.7
217,2022-10-12,3833.0,3607.0,3635.25,3585.5,1.95M,-0.29
218,2022-10-13,3928.0,3596.25,3697.75,3502.0,3.29M,2.48
219,2022-10-14,3853.0,3680.25,3733.75,3591.25,2.73M,-1.91
220,2022-10-17,3947.0,3591.0,3702.5,3590.5,1.95M,2.44
221,2022-10-18,3991.0,3706.25,3777.25,3697.25,2.75M,1.11
222,2022-10-19,3966.0,3759.75,3774.25,3676.75,2.35M,-0.63
223,2022-10-20,3934.0,3708.0,3748.0,3666.25,2.40M,-0.81
224,2022-10-21,4022.0,3677.75,3773.25,3641.5,2.68M,2.24
225,2022-10-24,4068.0,3771.0,3822.0,3736.5,2.11M,1.14
226,2022-10-25,4135.0,3803.25,3874.25,3790.0,1.84M,1.65
227,2022-10-26,4106.0,3841.0,3897.5,3824.25,2.12M,-0.7
228,2022-10-27,4083.0,3844.25,3870.75,3757.5,2.21M,-0.56
229,2022-10-28,4176.0,3798.25,3924.25,3776.75,2.08M,2.28
230,2022-10-31,4151.0,3911.5,3914.75,3872.25,2.00M,-0.6
231,2022-11-01,4140.5,3884.0,3928.0,3852.5,1.90M,-0.25
232,2022-11-02,4041.0,3863.0,3907.0,3760.25,2.21M,-2.4
233,2022-11-03,4000.0,3766.75,3782.5,3704.25,1.89M,-1.01
234,2022-11-04,4051.0,3724.0,3805.5,3711.0,2.49M,1.28
235,2022-11-07,4087.0,3750.0,3821.75,3738.25,1.48M,0.89
236,2022-11-08,4115.0,3812.75,3867.0,3792.75,1.88M,0.69
237,2022-11-09,4034.0,3832.5,3848.75,3750.0,1.89M,-1.97
238,2022-11-10,4210.0,3757.0,3973.5,3751.5,2.41M,4.36
239,2022-11-11,4264.0,3973.0,4009.75,3951.0,1.93M,1.28
240,2022-11-14,4230.0,3984.0,4017.5,3964.0,1.59M,-0.8
241,2022-11-15,4264.0,3974.75,4050.75,3960.0,2.23M,0.8
242,2022-11-16,4232.0,3992.0,4015.75,3962.0,1.50M,-0.75
243,2022-11-17,4219.0,3977.25,3990.25,3912.5,1.56M,-0.31
244,2022-11-18,4239.0,3960.5,3994.0,3942.5,1.53M,0.47
245,2022-11-21,4233.0,3972.5,3982.0,3937.5,1.18M,-0.14
246,2022-11-22,4286.0,3957.75,4012.5,3945.25,1.16M,1.25
247,2022-11-23,4315.0,4010.0,4039.5,4002.0,1.28M,0.68
248,2022-11-24,4044.0,4041.0,4049.0,4037.25,111.62K,-6.28
249,2022-11-25,4315.0,4038.75,4049.25,4024.75,608.80K,6.7
250,2022-11-28,4244.5,4020.25,4024.0,3960.25,1.48M,-1.63
251,2022-11-29,4235.0,3972.0,3990.25,3941.25,1.50M,-0.22
252,2022-11-30,4356.0,3962.25,4093.5,3942.75,2.48M,2.86
253,2022-12-01,4351.0,4094.5,4110.0,4054.5,1.83M,-0.11
254,2022-12-02,4342.0,4077.5,4085.5,4006.75,1.85M,-0.21
255,2022-12-05,4269.0,4074.0,4075.75,3987.25,1.50M,-1.68
256,2022-12-06,4209.0,4005.75,4014.75,3921.5,1.87M,-1.41
257,2022-12-07,4190.0,3944.5,3961.5,3914.0,1.76M,-0.45
258,2022-12-08,4220.0,3935.75,3977.25,3916.0,1.71M,0.72
259,2022-12-09,4196.0,3964.75,3990.0,3930.0,1.74M,-0.57
260,2022-12-12,4253.0,3933.0,3992.75,3924.5,1.62M,1.36
261,2022-12-13,4283.0,3989.25,4145.0,3985.0,1.42M,0.71
262,2022-12-14,4248.0,4021.75,4073.0,3965.25,712.44K,-0.82
263,2022-12-15,4138.0,4004.25,4010.25,3878.5,560.67K,-2.59
264,2022-12-16,4110.0,3890.5,3904.25,3842.0,40.98K,-0.68
265,2022-12-19,4076.0,3874.0,3899.0,3827.25,1.41M,-0.83
266,2022-12-20,4080.0,3842.75,3866.5,3803.5,1.54M,0.1
267,2022-12-21,4139.0,3857.25,3918.75,3855.5,1.52M,1.45
268,2022-12-22,4079.0,3915.0,3919.75,3788.5,1.84M,-1.45
269,2022-12-23,4100.0,3850.0,3872.5,3821.25,1.37M,0.51
270,2022-12-26,3893.5,3868.25,3895.0,3868.25,12.55K,-5.04
271,2022-12-27,4098.0,3878.0,3900.5,3837.25,1.01M,5.25
272,2022-12-28,4048.0,3858.0,3875.0,3804.5,1.28M,-1.22
273,2022-12-29,4117.5,3811.0,3882.75,3806.25,1.15M,1.72
274,2022-12-30,4107.0,3869.75,3871.0,3821.5,1.40M,-0.26
275,2023-01-02,3871.5,3868.0,3895.75,3868.0,25.04K,-5.73
276,2023-01-03,4091.0,3895.0,3906.75,3814.5,1.78M,5.67
277,2023-01-04,4115.0,3842.75,3896.25,3836.5,1.91M,0.59
278,2023-01-05,4070.0,3871.0,3885.5,3822.5,1.68M,-1.09
279,2023-01-06,4157.0,3833.0,3928.75,3819.0,2.03M,2.14
280,2023-01-09,4155.0,3918.5,3973.25,3909.75,1.70M,-0.05
281,2023-01-10,4183.0,3914.5,3943.75,3891.5,1.52M,0.67
282,2023-01-11,4233.0,3941.0,3992.5,3934.5,1.40M,1.2
283,2023-01-12,4246.0,3991.75,4021.5,3954.0,2.10M,0.31
284,2023-01-13,4261.0,4003.0,4024.25,3961.75,1.46M,0.35
285,2023-01-15,4013.5,4020.25,4022.25,4011.75,7.84K,-5.81
286,2023-01-16,4013.5,4013.0,4027.5,3997.0,153.56K,0.0
287,2023-01-17,4252.0,4020.0,4035.25,3996.75,1.42M,5.94
288,2023-01-18,4187.0,4008.5,4033.5,3943.75,0.10K,-1.53
289,2023-01-19,4157.0,3945.25,3948.75,3901.75,1.90M,-0.72
290,2023-01-20,4230.0,3925.0,3990.5,3911.75,1.62M,1.76
291,2023-01-23,4283.0,3987.0,4056.75,3980.25,1.59M,1.25
292,2023-01-24,4279.0,4036.5,4047.5,4005.25,1.47M,-0.09
293,2023-01-25,4278.0,4039.0,4040.5,3963.25,1.76M,-0.02
294,2023-01-26,4328.0,4031.0,4077.0,4027.25,0.16K,1.17
295,2023-01-27,4337.0,4065.0,4109.25,4057.25,1.59M,0.21
296,2023-01-30,4285.0,4077.0,4086.0,4029.5,1.79M,-1.2
297,2023-01-31,4343.0,4039.25,4091.25,4007.5,1.79M,1.35
298,2023-02-01,4386.0,4085.75,4163.25,4048.5,2.00M,0.99
299,2023-02-02,4447.0,4145.5,4208.5,4136.75,0.09K,1.39
300,2023-02-03,4415.0,4176.0,4194.0,4132.5,0.03K,-0.72
301,2023-02-06,4401.0,4134.25,4143.0,4104.0,1.56M,-0.32
302,2023-02-07,4454.0,4123.5,4188.25,4098.25,2.18M,1.2
303,2023-02-08,4407.0,4167.25,4179.25,4121.25,1.80M,-1.06
304,2023-02-09,4368.0,4132.25,4170.25,4078.25,1.83M,-0.88
305,2023-02-10,4377.0,4098.0,4104.25,4060.75,1.74M,0.21
306,2023-02-13,4426.0,4105.0,4150.75,4078.75,1.38M,1.12
307,2023-02-14,4446.0,4149.75,4186.5,4103.75,2.38M,0.45
308,2023-02-15,4459.0,4141.25,4161.75,4113.0,0.05K,0.29
309,2023-02-16,4400.0,4159.0,4168.5,4095.0,0.02K,-1.32
310,2023-02-17,4387.0,4095.5,4096.0,4055.75,2.01M,-0.3
311,2023-02-19,4079.0,4082.75,4085.75,4076.25,8.42K,-7.02
312,2023-02-20,4076.75,4079.0,4089.25,4073.25,121.99K,-0.06
313,2023-02-21,4304.0,4083.0,4089.25,4002.0,1.88M,5.57
314,2023-02-22,4297.0,4007.5,4025.0,3983.75,1.93M,-0.16
315,2023-02-23,4317.0,4010.0,4034.25,3974.25,1.96M,0.47
316,2023-02-24,4272.0,4015.25,4023.25,3947.5,2.06M,-1.04
317,2023-02-27,4282.5,3976.5,4024.75,3973.0,1.62M,0.25
318,2023-02-28,4269.0,3991.5,4003.75,3965.0,1.85M,-0.32
319,2023-03-01,4250.0,3968.5,3991.0,3943.0,2.04M,-0.45
320,2023-03-02,4278.0,3959.75,3995.25,3925.0,1.84M,0.66
321,2023-03-03,4346.0,3983.0,4053.0,3974.0,1.67M,1.59
322,2023-03-06,4349.0,4049.25,4082.5,4041.75,1.53M,0.07
323,2023-03-07,4296.0,4053.75,4064.5,3982.5,2.14M,-1.22
324,2023-03-08,4304.0,3990.0,4003.25,3971.5,1.83M,0.19
325,2023-03-09,4226.5,3997.0,4019.75,3909.5,0.04K,-1.8
326,2023-03-10,4136.5,3919.0,3941.75,3846.25,0.06K,-2.13
327,2023-03-13,4091.5,3887.75,3938.75,3808.75,2.75M,-1.09
328,2023-03-14,4161.5,3865.75,3938.0,3855.25,1.61M,1.71
329,2023-03-15,4131.5,3920.5,3931.0,3834.0,833.64K,-0.72
330,2023-03-16,4206.5,3892.75,3966.5,3863.25,466.91K,1.82
331,2023-03-17,4156.5,3962.25,3974.0,3923.0,38.53K,-1.19
332,2023-03-20,4186.0,3963.75,3989.5,3897.25,1.82M,0.71
333,2023-03-21,4246.0,3986.5,4043.25,3981.75,1.53M,1.43
334,2023-03-22,4181.0,4038.75,4073.75,3966.25,1.80M,-1.53
335,2023-03-23,4167.0,3972.75,4039.5,3948.5,2.24M,-0.33
336,2023-03-24,4190.0,3988.75,4010.75,3937.0,1.94M,0.55
337,2023-03-27,4201.0,4008.0,4034.25,3997.5,1.30M,0.26
338,2023-03-28,4195.0,4013.5,4023.75,3980.75,1.22M,-0.14
339,2023-03-29,4262.0,4006.5,4061.25,4006.0,1.39M,1.6
340,2023-03-30,4287.0,4058.0,4087.75,4052.5,1.33M,0.59
341,2023-03-31,4346.0,4081.0,4142.5,4078.0,1.70M,1.38
342,2023-04-03,4362.0,4127.0,4157.75,4122.75,0.05K,0.37
343,2023-04-04,4331.0,4152.5,4171.75,4115.25,0.19K,-0.71
344,2023-04-05,4329.0,4134.0,4135.5,4099.0,1.47M,-0.05
345,2023-04-06,4344.0,4113.75,4135.25,4096.5,1.30M,0.35
346,2023-04-07,4344.0,4129.0,4146.75,4121.0,73.01K,0.0
347,2023-04-10,4355.0,4139.0,4143.0,4098.75,1.17M,0.25
348,2023-04-11,4355.0,4138.5,4151.75,4128.75,1.22M,0.0
349,2023-04-12,4337.0,4137.5,4177.75,4113.5,1.85M,-0.41
350,2023-04-13,4392.0,4117.5,4177.0,4110.25,1.46M,1.27
351,2023-04-14,4386.0,4168.75,4189.0,4138.0,1.88M,-0.14
352,2023-04-17,4401.0,4174.25,4180.5,4148.0,1.30M,0.34
353,2023-04-18,4409.0,4177.0,4198.25,4164.5,1.43M,0.18
354,2023-04-19,4409.0,4176.0,4187.5,4150.5,1.29M,0.0
355,2023-04-20,4381.0,4172.25,4173.5,4137.0,1.77M,-0.64
356,2023-04-21,4385.0,4153.75,4161.0,4135.25,1.65M,0.09
357,2023-04-24,4388.0,4150.0,4164.25,4133.5,1.33M,0.07
358,2023-04-25,4306.0,4157.25,4158.5,4091.5,1.77M,-1.87
359,2023-04-26,4289.0,4110.25,4116.25,4068.75,1.81M,-0.39
360,2023-04-27,4374.0,4085.5,4166.5,4080.75,1.69M,1.98
361,2023-04-28,4409.0,4151.0,4193.75,4131.5,0.05K,0.8
