,date,mu,open,high,low,volume,mu_cr
50,2022-03-09,77.70045471191406,78.21884777438282,78.72745772369306,75.84205871522445,19647900,2.95%
51,2022-03-10,74.0619125366211,76.03767603756182,76.03767603756182,72.19373343087257,21692000,-4.68%
52,2022-03-11,71.22543334960938,74.98135133615592,75.02046887457699,71.04937457739109,22786500,-3.83%
53,2022-03-14,67.88031005859375,70.17884927405872,70.89286733058555,67.4499426019294,24893400,-4.70%
54,2022-03-15,71.50906372070312,68.516072904455,71.91986491855506,66.84351131173297,22851000,5.35%
55,2022-03-16,77.92543029785156,74.79550504525147,77.96455529630036,74.48251251999147,35742800,8.97%
56,2022-03-17,78.7568130493164,76.48761546042809,78.81550427596078,75.50951292276363,21612200,1.07%
57,2022-03-18,77.671142578125,77.3679256527279,79.42193992517822,76.35069790224176,28601200,-1.38%
58,2022-03-21,76.63433074951172,77.26031576369144,78.1406095218598,73.87608194880418,30878200,-1.33%
59,2022-03-22,77.38745880126953,75.99854782551333,77.9841018177458,75.81271345776051,16768000,0.98%
60,2022-03-23,73.99345397949219,76.1550595611617,76.50717705035336,73.43593586532702,28059800,-4.39%
61,2022-03-24,76.49739074707031,74.2379765042231,76.82016634242831,73.67067529947197,23348000,3.38%
62,2022-03-25,76.3897933959961,76.55606900748325,76.58541834685938,73.4848281710538,22491000,-0.14%
63,2022-03-28,78.11125183105469,76.86905770640485,78.42424427479673,75.57796294317784,26605300,2.25%
64,2022-03-29,80.25330352783203,80.30220416959547,80.7423547194402,77.52439698317897,41290700,2.74%
65,2022-03-30,77.42658233642578,82.45402760601571,84.35154101045687,76.87883996918592,70087000,-3.52%
66,2022-03-31,76.18439483642578,75.9692111158727,78.20906649257587,75.14760868721076,34588600,-1.60%
67,2022-04-01,74.51184844970703,76.7125790658823,77.18207154742481,72.43826847158316,33536100,-2.20%
68,2022-04-04,75.96920013427734,75.21606468353876,76.46803437233056,74.83460540218275,24305700,1.96%
69,2022-04-05,72.9762191772461,75.03023268301841,76.31154441302169,72.67300982735621,21171400,-3.94%
70,2022-04-06,72.16439819335938,71.57753821073177,73.25009251926873,69.90498390219481,28080100,-1.11%
71,2022-04-07,71.67533874511719,72.05679806319974,73.04468352244545,70.55051955437152,22658600,-0.68%
72,2022-04-08,70.65674591064453,71.00934463352361,71.35214687173149,69.37368290226856,20562600,-1.42%
73,2022-04-11,70.54899597167969,69.09943031306875,71.4109071473667,68.6488817589448,21127900,-0.15%
74,2022-04-12,70.48043060302734,71.29336677865687,72.07691350692221,70.09844998508608,18658500,-0.10%
75,2022-04-13,70.89179229736328,70.87220680522869,72.23362642064275,70.38248730407179,18892000,0.58%
76,2022-04-14,68.68806457519531,71.06810199736309,71.31296178370741,68.6488861126769,18543500,-3.11%
77,2022-04-18,69.6871109008789,68.80561399575134,70.61757528974572,68.60972911573597,17476700,1.45%
78,2022-04-19,71.23461151123047,69.50100005925255,71.90063042132168,69.31490423256413,15139000,2.22%
79,2022-04-20,71.69493865966797,72.29239710454247,74.66264539008127,71.39131493187273,19042600,0.65%
80,2022-04-21,69.4618148803711,72.4491069395316,72.95841195210434,69.1973696276467,17645300,-3.11%
81,2022-04-22,67.98286437988281,69.18757016177821,69.52058330652736,67.8849145021453,18682400,-2.13%
82,2022-04-25,68.67826843261719,67.01321757485316,68.72723590128483,66.53329453575982,20072100,1.02%
83,2022-04-26,65.70076751708984,67.2776648473775,67.73800235619176,65.66158906181562,18628700,-4.34%
84,2022-04-27,65.10330963134766,64.77029649532325,67.07198405637422,64.50585126092928,17123600,-0.91%
85,2022-04-28,68.73702239990234,66.25904317493746,69.35406621768179,65.68117033739175,21058400,5.58%
86,2022-04-29,66.78794860839844,67.67923422345659,69.86338650776564,66.62143829726584,16843500,-2.84%
87,2022-05-02,69.14839935302734,66.75857301695247,69.28552022999364,66.1904965423622,15342800,3.53%
88,2022-05-03,69.7948226928711,69.02106501432054,70.48042697891523,68.75661230932761,13539100,0.93%
89,2022-05-04,72.10631561279297,70.29434713943014,72.38055738945623,68.71745692361637,17201900,3.31%
90,2022-05-05,69.82421112060547,70.82323566869276,71.06809543241805,68.91333250064633,16603600,-3.16%
91,2022-05-06,68.9035415649414,69.09943387520833,70.43147169491313,67.47356132636692,15159800,-1.32%
92,2022-05-09,66.5333023071289,67.77718674997556,69.93195738126346,66.09255767500498,21770900,-3.44%
93,2022-05-10,67.49314880371094,68.13957469369207,69.13859924094544,66.21987504439153,17662700,1.44%
94,2022-05-11,65.58322143554688,67.24827188627853,69.42261975478154,65.44610060075456,17237300,-2.83%
95,2022-05-12,66.31783294677734,64.64299266976417,67.48336808460805,64.51566825310073,27022900,1.12%
96,2022-05-13,70.4412612915039,67.67924321026808,71.13666218554428,66.62144714361752,22872000,6.22%
97,2022-05-16,69.02108764648438,70.03970540013283,70.55880702585598,68.87417025915002,13394700,-2.02%
98,2022-05-17,72.94862365722656,70.76447129005086,73.19348341947587,70.66652887965652,17671500,5.69%
99,2022-05-18,69.58914947509766,71.67535202095361,72.69396955869178,68.64888138447232,20635100,-4.61%
100,2022-05-19,67.97307586669922,69.30511365680952,70.22578134076268,67.63027367200776,17558000,-2.32%
101,2022-05-20,67.48335266113281,69.1483960724597,69.23654947348574,64.75071678975772,20313300,-0.72%
102,2022-05-23,68.1591567993164,67.35601711378543,68.75661519041554,67.1111573624342,12356200,1.00%
103,2022-05-24,65.25023651123047,66.95445847849574,67.00343342324156,64.65277805346304,18764500,-4.27%
104,2022-05-25,66.47452545166016,64.57441146243482,67.43437145573438,64.54502948899753,16241200,1.88%
105,2022-05-26,69.14839935302734,65.02496161562138,69.57935495065132,64.98578315469852,14902500,4.02%
106,2022-05-27,71.81246185302734,70.28453951759889,71.92999721441646,70.16700415620979,13078700,3.85%
107,2022-05-31,72.3218002319336,71.9594124437547,72.94864830985676,70.45107490186061,15453000,0.71%
108,2022-06-01,72.0377426147461,72.96820669092168,73.83990681734666,71.05830359876057,13595400,-0.39%
109,2022-06-02,73.82032012939453,71.62637138889946,73.85949858610265,71.62637138889946,11373200,2.47%
110,2022-06-03,68.50198364257812,70.21600233273963,70.21600233273963,67.68904727040898,30306600,-7.20%
111,2022-06-06,69.00147247314453,69.28551067125329,70.65672672426838,68.5705244075022,13198700,0.73%
112,2022-06-07,69.30512237548828,67.23850499140124,69.41286128916322,66.71940339234656,14328000,0.44%
113,2022-06-08,67.18952941894531,68.40403196705546,68.9525230150151,66.36680405579826,16363000,-3.05%
114,2022-06-09,64.66256713867188,66.54309592017141,67.2776752570381,64.64298164426751,15073700,-3.76%
115,2022-06-10,61.33246994018555,63.50682200811278,64.21201929298826,60.999460526356934,26626900,-5.15%
116,2022-06-13,57.63019943237305,58.78593792219612,59.70660937329932,57.37554689866836,24278600,-6.04%
117,2022-06-14,57.493080139160156,58.139509843179084,58.63902217690392,56.53323019902683,17036000,-0.24%
118,2022-06-15,57.904441833496094,58.11012689573469,58.84470626244202,56.366722658089856,19726200,0.72%
119,2022-06-16,53.87894058227539,55.82802593883267,55.82802593883267,53.13456854704688,22706200,-6.95%
120,2022-06-17,54.603729248046875,54.75064660599998,55.162009230246895,52.49793371079164,24139800,1.35%
121,2022-06-21,55.632137298583984,55.651726527937655,56.72910798854531,55.18159623223995,15502800,1.88%
122,2022-06-22,55.18159484863281,54.80940697277212,55.96514532181581,54.456808325773935,13513800,-0.81%
123,2022-06-23,55.06406021118164,55.44604081252708,55.6615185820094,53.82996501393603,13366600,-0.21%
124,2022-06-24,57.23841857910156,55.97494500349827,57.78690580980888,55.955355773516196,15647600,3.95%
125,2022-06-27,57.57143020629883,58.35498449033401,58.815318335501395,57.169860317049476,16159900,0.58%
126,2022-06-28,56.67034912109375,57.76731990947301,59.34421751941658,56.62137791144771,19393600,-1.57%
127,2022-06-29,54.8681755065918,56.05329584909726,56.337334067594306,54.18256743087128,17351400,-3.18%
128,2022-06-30,54.14339065551758,53.85935616445513,55.25015785202896,53.10518763134656,29572400,-1.32%
129,2022-07-01,52.546905517578125,52.1943068685494,52.85052922603688,50.34316769741198,43681700,-2.95%
130,2022-07-05,55.56357955932617,51.10713241243234,55.720289665493965,51.018982744196485,33745900,5.74%
131,2022-07-06,56.1904182434082,55.68110948007362,56.924997543864386,55.29912884163857,23565000,1.13%
132,2022-07-07,57.63998031616211,57.88484005197633,58.0905250696202,56.650748627428406,22945500,2.58%
133,2022-07-08,58.037437438964844,57.13459102832603,59.30338854149783,57.01682552326792,19283000,0.69%
134,2022-07-11,56.73223114013672,57.02663739605227,57.51731573710441,56.634093225779104,13941800,-2.25%
135,2022-07-12,58.07669448852539,57.33086123998073,58.95991708717591,57.01682737014477,21523100,2.37%
136,2022-07-13,57.762657165527344,56.310249668468984,58.31221453309717,56.29062208483023,13987600,-0.54%
137,2022-07-14,58.24351501464844,56.859802303700214,58.54773692036104,56.251362235853506,14803800,0.83%
138,2022-07-15,60.38288497924805,60.33381788611668,60.549717588189814,58.292597611933374,20317800,3.67%
139,2022-07-18,59.32301712036133,60.93244161401894,61.16796888450543,59.01879517589523,13233000,-1.76%
140,2022-07-19,61.23666000366211,60.323997966823335,61.58994527351499,60.23567571346543,19103700,3.23%
141,2022-07-20,62.11988067626953,61.06001734743316,62.33578035626053,60.69691265952487,15176200,1.44%
142,2022-07-21,62.45354461669922,61.43293267134681,62.49279978619254,60.77542542843915,12924700,0.54%
143,2022-07-22,60.14735794067383,60.14735794067383,61.74696679659094,59.87257549665829,22201700,-3.69%
144,2022-07-25,59.02861022949219,60.20623533900931,60.67728987511087,58.58699894163381,14479400,-1.86%
145,2022-07-26,58.54774856567383,59.18563200519437,59.55854490673081,58.43979871496304,11044800,-0.81%
146,2022-07-27,60.73617172241211,59.36227444925211,61.22685012216478,58.49867941748528,14589800,3.74%
147,2022-07-28,60.912818908691406,61.089463439810935,61.138530533215416,59.0678669967648,10120300,0.29%
148,2022-07-29,60.70674133300781,60.20624719369408,60.93245298156079,59.63706211116475,14199700,-0.34%
149,2022-08-01,61.374053955078125,61.33479878539651,62.797022035615136,60.844120395113336,13347200,1.10%
150,2022-08-02,61.30535888671875,60.59878081129761,62.11988306270345,59.745001465883064,11535800,-0.11%
151,2022-08-03,63.05217361450195,61.33479923589684,63.32695231713347,61.275916480941916,12290100,2.85%
152,2022-08-04,63.6409797668457,62.92459357687939,63.778369104295614,62.46335473523012,11338400,0.93%
153,2022-08-05,61.2955436706543,61.688087880664284,62.04137692095747,60.64784834464314,15047100,-3.69%
154,2022-08-08,60.30438232421875,60.834315949297384,61.45256810164296,59.84314338273408,11454300,-1.62%
155,2022-08-09,58.04724884033203,57.90004384160836,59.41133402000074,56.66353607792827,33107200,-3.74%
156,2022-08-10,60.255313873291016,58.881412745139336,60.41233082420155,58.282784449924385,17418400,3.80%
157,2022-08-11,61.15814971923828,60.84411587228697,62.90496346085229,60.84411587228697,18298500,1.50%
158,2022-08-12,63.827449798583984,61.49181947021116,64.20036270256189,61.06983572934946,16194000,4.36%
159,2022-08-15,63.4937858581543,63.4937858581543,63.905961429666405,62.69888919730713,9689100,-0.52%
160,2022-08-16,62.669437408447266,62.92459223849462,63.35638408108568,62.041369739990095,9275400,-1.30%
161,2022-08-17,60.4712028503418,61.63901979734021,61.63901979734021,59.62723543292145,14728400,-3.51%
162,2022-08-18,61.805850982666016,60.598782564616506,62.23764662815051,60.10810416328358,11303900,2.21%
163,2022-08-19,59.38189697265625,60.68710328394164,61.089459413063636,59.15618536301015,14050300,-3.92%
164,2022-08-22,57.2229118347168,58.44960773780007,58.498674825207644,56.889250399335,13096800,-3.64%
165,2022-08-23,56.78129959106445,57.26216228045581,58.18463997970891,56.68316167434671,12769100,-0.77%
166,2022-08-24,57.2229118347168,56.80092814456985,57.47806293538345,56.290622199657754,9961300,0.78%
167,2022-08-25,60.05903625488281,57.50750635651259,60.12773093064864,57.48788251507584,12171600,4.96%
168,2022-08-26,56.55559158325195,59.931457517197586,60.07866252981671,56.53596399866414,15754000,-5.83%
169,2022-08-29,55.947147369384766,56.241557392926545,56.91869221119894,55.46628465228058,11607600,-1.08%
170,2022-08-30,55.250389099121094,56.40839046468998,56.72242435261586,54.54381472307749,12743700,-1.25%
171,2022-08-31,55.47609329223633,54.9461635170714,56.09434906410394,54.76951901082351,14172200,0.41%
172,2022-09-01,56.24155044555664,54.22976633656664,56.32987269299317,53.76853126091231,17594500,1.38%
173,2022-09-02,55.27983093261719,57.21310130367657,57.70377970892864,54.95598138823283,12809700,-1.71%
174,2022-09-06,54.20033264160156,55.27982730853315,55.63311259254718,54.102198464416375,12133300,-1.95%
175,2022-09-07,53.9746208190918,54.27884275685144,54.68119887139606,53.00307599717344,17030600,-0.42%
176,2022-09-08,54.35735321044922,53.47413432591464,54.87747112279444,52.738116717012915,18415300,0.71%
177,2022-09-09,56.36912536621094,55.12280195516654,56.604652612468655,55.12280195516654,13925600,3.70%
178,2022-09-12,56.859806060791016,56.38875529227676,57.056078150233304,55.96677161022839,10711500,0.87%
179,2022-09-13,52.6203498840332,54.66157379842689,55.19150736199976,52.149299075383674,22361800,-7.46%
180,2022-09-14,52.11985778808594,52.885314858028245,53.21897630403008,51.481974400748065,19984900,-0.95%
181,2022-09-15,51.70768356323242,51.717499226710146,52.45351675723189,51.01092119946407,15620800,-0.79%
182,2022-09-16,51.86471176147461,50.92261001606332,52.02172871904316,50.53006949393172,24901700,0.30%
183,2022-09-19,51.12868118286133,51.00110751070554,51.78619210065074,50.91278526036304,19251400,-1.42%
184,2022-09-20,49.8529167175293,50.56930661771639,50.62818936398683,49.64683272095051,19373800,-2.50%
185,2022-09-21,49.16596984863281,48.81268457638104,51.531039378410924,48.793056992881695,31117300,-1.38%
186,2022-09-22,48.73417663574219,48.87156598340604,49.43093903808256,48.429954691930114,21317000,-0.88%
187,2022-09-23,49.16596984863281,48.36125764305379,49.21504067917055,47.54673351751449,24591700,0.89%
188,2022-09-26,47.96871566772461,48.999139435181114,49.519257278732404,47.900020999466086,19266800,-2.44%
189,2022-09-27,49.63703155517578,48.89119824848517,49.705726235584216,48.47903016603455,17297500,3.48%
190,2022-09-28,50.049190521240234,49.17578367778333,50.23564694216047,49.16596801461042,17784300,0.83%
191,2022-09-29,49.0776481628418,49.10709141022105,49.36224251150877,48.30237919532596,25582100,-1.94%
192,2022-09-30,49.16596984863281,49.59776919846072,51.08943185220151,48.88137924683934,38917700,0.18%
193,2022-10-03,50.75577163696289,50.059005508554044,52.1002293184873,49.69590456405627,24632400,3.23%
194,2022-10-04,52.954002380371094,52.56146197804646,53.78815775452047,51.678239521553806,24275500,4.33%
195,2022-10-05,53.70965576171875,51.894147228266846,54.17089464318578,51.197381073996915,20418300,1.43%
196,2022-10-06,53.601707458496094,53.38581150776457,54.082573938484565,52.30631677979052,17149400,-0.20%
197,2022-10-07,52.033138275146484,52.672367520518854,53.744303427211364,51.63976585469004,21977700,-2.93%
198,2022-10-10,50.528499603271484,52.190490517323575,52.24949751038517,49.928608303984,17227400,-2.89%
199,2022-10-11,52.81988525390625,49.80076340743015,53.87215228175412,49.495903311488604,32813700,4.53%
200,2022-10-12,51.875797271728516,52.711709092103575,52.87889370706536,51.52176279437693,18131900,-1.79%
201,2022-10-13,53.950828552246094,50.49899622700081,54.993259210526105,49.89910865548017,27605000,4.00%
202,2022-10-14,51.846282958984375,54.32451994238335,54.5212023803463,51.72826899443416,20403000,-3.90%
203,2022-10-17,52.61336135864258,53.69512990467788,54.07866970881375,51.97413210322695,18261700,1.48%
204,2022-10-18,51.67910385131836,54.098334108337134,54.2261807077177,50.80385415478146,19774800,-1.78%
205,2022-10-19,52.151153564453125,51.22673316354197,52.544526023105156,51.1972315421603,14786100,0.91%
206,2022-10-20,52.81005096435547,52.613364738402346,54.186847043071886,52.28883190285803,15711800,1.26%
207,2022-10-21,55.12110137939453,52.60352980260589,55.347289216279286,52.45601420175699,20199200,4.38%
208,2022-10-24,55.307960510253906,55.298124135091335,55.86851384722625,54.15734846229945,15293600,0.34%
209,2022-10-25,54.944087982177734,55.74066552953093,56.08486362015883,54.422872658804685,17313000,-0.66%
210,2022-10-26,54.531044006347656,55.150604249751645,56.48806221353734,54.04916298337181,23511300,-0.75%
211,2022-10-27,51.34474182128906,54.45237214432695,55.298120278380914,51.256233208388586,27335800,-5.84%
212,2022-10-28,53.144412994384766,50.97103952893983,53.537781669434835,50.60716872138472,19171100,3.51%
213,2022-10-31,53.20342254638672,53.016572684923844,54.01966911528451,52.28883473492487,15932500,0.11%
214,2022-11-01,53.950828552246094,54.17701640737247,54.52121450180873,53.213257991473085,11729700,1.40%
215,2022-11-02,52.56419372558594,53.83281593441813,55.33745861144188,52.53468835345372,17302700,-2.57%
216,2022-11-03,52.59369659423828,51.83645705048952,53.468946374883096,51.04971588538619,12769200,0.06%
217,2022-11-04,55.229286193847656,54.344199976206646,55.96685679138915,53.91149324284774,18882700,5.01%
218,2022-11-07,55.62265396118164,55.49480735137281,55.87834342932155,54.54088159233682,11411300,0.71%
219,2022-11-08,56.5372428894043,56.429065275143444,56.91094260042457,55.54397911435265,14190100,1.64%
220,2022-11-09,55.04243087768555,55.28828771919534,55.7111617867104,54.59005143818449,19952500,-2.64%
221,2022-11-10,59.27116394042969,57.62883839535709,59.379341543883726,57.09779050341149,24982500,7.68%
222,2022-11-11,61.4838752746582,59.64486727322001,62.13293714289977,58.88762780169195,17579400,3.73%
223,2022-11-14,60.75613784790039,60.91348606701804,61.710063536507235,59.97923312621305,13988200,-1.18%
224,2022-11-15,62.054264068603516,62.44763650782654,63.372060614557356,61.385533172810945,16325000,2.14%
225,2022-11-16,57.894371032714844,59.52686039612598,60.3627759521029,57.156800469399975,25901900,-6.70%
226,2022-11-17,57.76652908325195,56.35039117834035,58.01238594157934,55.57348260567112,14212300,-0.22%
227,2022-11-18,57.60917663574219,58.57293499980748,58.671276235363614,57.13712820093525,9703700,-0.27%
228,2022-11-21,56.21270751953125,57.05845564593716,57.05845564593716,55.878342068428395,9968400,-2.42%
229,2022-11-22,57.64851379394531,56.59624676408291,57.70752078914915,56.03569343981894,8955700,2.55%
230,2022-11-23,57.953372955322266,57.27480944700316,58.08121955885284,56.792928403835646,8996800,0.53%
231,2022-11-25,57.44198989868164,57.69767935251146,58.15005877309887,57.422320902005886,4360500,-0.88%
232,2022-11-28,54.826072692871094,56.37005327396918,56.80275994110299,54.55071424573844,15512600,-4.55%
233,2022-11-29,54.206512451171875,54.78673471599758,55.58331219019211,53.862314392155554,12874200,-1.13%
234,2022-11-30,56.694583892822266,52.69203518450365,56.724085510593525,51.73810952747471,31461400,4.59%
235,2022-12-01,54.57038497924805,56.871605114690446,56.96010997424823,54.18684516377631,21764200,-3.75%
236,2022-12-02,53.77381134033203,53.43944586924745,54.501545526442214,52.495356451412576,15946500,-1.46%
237,2022-12-05,53.144412994384766,53.46894205751414,54.35402814146241,52.81004755727958,13806900,-1.17%
238,2022-12-06,52.790382385253906,52.96739961486774,53.72463915233185,52.357675685907736,17988000,-0.67%
239,2022-12-07,52.92805099487305,52.23965121249861,53.34109236488852,51.5709204240751,11367300,0.26%
240,2022-12-08,54.28519058227539,53.65579767721349,54.776904258289704,53.15424762685142,13609100,2.56%
241,2022-12-09,53.960655212402344,53.77380537485449,54.934249895678406,53.61645715600434,9932200,-0.60%
242,2022-12-12,54.43269729614258,52.63302736257431,54.46220266492313,52.45601015580009,13250600,0.87%
243,2022-12-13,54.32452392578125,56.242204096875035,56.93060393465406,53.7443016877003,14210500,-0.20%
244,2022-12-14,53.685306549072266,54.324535914828544,55.17028040057448,53.16409118256456,11235300,-1.18%
245,2022-12-15,51.177555084228516,52.672364957147686,52.829713167377214,50.990701505440335,17785000,-4.67%
246,2022-12-16,51.207061767578125,50.88253269314311,51.669273822128496,50.76451871018709,22951400,0.06%
247,2022-12-19,50.86286163330078,51.30540092126754,51.423414899437645,50.253134000520966,16470000,-0.67%
248,2022-12-20,49.8400993347168,50.48916124785491,51.10872154041146,49.61391149014357,16942000,-2.01%
249,2022-12-21,50.34164047241211,50.08595103351406,50.89236109273977,49.90893382524721,20400800,1.01%
250,2022-12-22,48.610809326171875,48.679648933636614,49.14186094216608,47.627382074987295,40959600,-3.44%
251,2022-12-23,49.3680534362793,48.18793987277301,49.71225150620806,48.17810724997973,17425700,1.56%
252,2022-12-27,49.191036224365234,48.787831163160504,49.476231054638184,47.715895207546325,15159100,-0.36%
253,2022-12-28,48.305946350097656,49.01401518347691,50.24329926838406,48.02075529352195,12518700,-1.80%
254,2022-12-29,49.81059265136719,48.5813085657113,50.085951086081366,48.52230157906799,13204300,3.11%
255,2022-12-30,49.263545989990234,48.741144639896866,49.302973500189744,48.42573207832944,11989800,-1.10%
256,2023-01-03,49.64796447753906,49.83524330743024,50.22950720611919,48.83971916120941,12422800,0.78%
257,2023-01-04,53.423057556152344,52.28954100925405,53.738470136851696,51.97412842855471,25077300,7.60%
258,2023-01-05,53.925743103027344,53.11749792613789,54.59599575118168,53.11749792613789,18030900,0.94%
259,2023-01-06,55.95622253417969,54.635430810920354,56.4687689688789,53.25549781288287,21069800,3.77%
260,2023-01-09,55.55209732055664,56.005502459507234,56.695468926614296,54.85227585478315,15715900,-0.72%
261,2023-01-10,56.3899040222168,55.35495633564508,56.45890028398729,55.05925753376948,10571300,1.51%
262,2023-01-11,57.22772979736328,56.52790456298544,57.631852427912406,56.10406817484675,12143000,1.49%
263,2023-01-12,56.44905090332031,57.27700988696308,57.40514742586418,55.621091919677546,14888100,-1.36%
264,2023-01-13,56.11391830444336,55.91678451887775,56.153345813559326,55.315528164909026,12520600,-0.59%
265,2023-01-17,56.03506851196289,56.34062609608617,57.75998271650018,55.73936968604512,10962700,-0.14%
266,2023-01-18,55.69994354248047,56.68560882644591,57.21786898219076,55.55209600589445,10035300,-0.60%
267,2023-01-19,55.55209732055664,54.9114133668112,56.27163254367773,54.48757698387464,12034200,-0.27%
268,2023-01-20,57.621986389160156,56.64617995185596,57.73041016219714,55.9463548058939,13826400,3.73%
269,2023-01-23,60.9338264465332,58.075395670976576,61.02253647087847,58.0162581614228,20175400,5.75%
270,2023-01-24,60.38185119628906,60.32271368805516,60.83526006616454,59.99744235271066,10183200,-0.91%
271,2023-01-25,60.6578369140625,59.80030548845532,60.78597068201494,59.55388919006541,10787200,0.46%
272,2023-01-26,61.899776458740234,61.68293266226406,62.14619276929256,60.4114235974106,12219500,2.05%
273,2023-01-27,62.95444107055664,61.24924056867536,63.41770120042239,61.071820515530284,15895800,1.70%
274,2023-01-30,60.825408935546875,61.86035681958096,62.37290326196302,60.80569517699199,16169000,-3.38%
275,2023-01-31,59.435611724853516,58.25281271460474,59.47503923586517,57.809266375774044,23856300,-2.28%
