,date,xbi,open,high,low,volume,xbi_cr
192,2022-09-30,78.89666748046875,78.37944606850691,81.71156554265833,78.23024510337373,13485500,0.58%
193,2022-10-03,79.55315399169922,80.30909244503167,81.05508973172223,78.34960502446951,10681600,0.83%
194,2022-10-04,82.55702209472656,81.03518904620468,82.61669944135853,80.87603933695165,11933100,3.78%
195,2022-10-05,82.22877502441406,81.50267540208284,82.79573253872174,79.87142895429672,8983400,-0.40%
196,2022-10-06,82.22877502441406,81.75134111166824,83.06429575473207,81.22417102153526,8021700,0.00%
197,2022-10-07,78.67784118652344,81.23412477362044,81.35348706464016,78.52864021991789,9281500,-4.32%
198,2022-10-10,77.23558807373047,78.52864549763693,78.638059041256,76.66863043346663,10523300,-1.83%
199,2022-10-11,77.85225677490234,77.02669238904964,79.78190510363619,75.85298993992419,11871200,0.80%
200,2022-10-12,78.27997589111328,78.0810463244833,78.67784261304978,76.41996091822571,7620200,0.55%
201,2022-10-13,79.64265441894531,76.20112185462915,79.96094622868914,75.92261746968772,12423600,1.74%
202,2022-10-14,77.40467834472656,80.61744333928182,81.52258276980734,77.30521355733693,9679500,-2.81%
203,2022-10-17,80.2693099975586,79.01603994193144,80.66717675957177,78.26009385297412,9481800,3.70%
204,2022-10-18,80.64727783203125,82.08953614603756,82.51724153942949,79.92117050327697,11298500,0.47%
205,2022-10-19,76.6984634399414,79.72223982732821,80.07037035461299,76.13150584159865,13573300,-4.90%
206,2022-10-20,76.31053924560547,76.63877982536481,78.53858202680304,76.00219617359406,9272300,-0.51%
207,2022-10-21,78.41923522949219,76.81783461868542,78.56843621235711,75.66402177911901,9275400,2.76%
208,2022-10-24,78.06114959716797,78.80714679000198,79.05581252094665,76.2508633794378,7864200,-0.46%
209,2022-10-25,80.14994049072266,78.35954418638914,80.8959376860823,78.34959543228844,10365000,2.68%
210,2022-10-26,81.48277282714844,80.43838146505968,83.79039016501207,80.1698182657549,12482000,1.66%
211,2022-10-27,80.47817993164062,82.39787206856003,82.87531360580698,80.1499393490756,8451900,-1.23%
212,2022-10-28,83.3129653930664,80.90587544337671,83.47210750859453,80.04052358996474,10388600,3.52%
213,2022-10-31,81.71156311035156,82.91510437289443,83.43232576946015,81.41316118896773,10764700,-1.92%
214,2022-11-01,82.37797546386719,82.55701507722021,83.71082760520086,82.02984499031274,9908500,0.82%
215,2022-11-02,80.74674224853516,82.31831160212941,84.62592944729352,80.67711614242282,12934500,-1.98%
216,2022-11-03,80.19966888427734,79.71228617601793,81.8906004094231,79.0359150836948,10138700,-0.68%
217,2022-11-04,79.53324127197266,81.31368869970824,81.56235441438623,77.62349040452766,13883800,-0.83%
218,2022-11-07,78.6977310180664,79.66254765214254,80.17977660742268,78.37943919507696,9308100,-1.05%
219,2022-11-08,79.43376922607422,79.31440696204167,80.83623978225192,78.45899637482844,10745500,0.94%
220,2022-11-09,76.7879638671875,78.92649036990579,79.28456957913653,76.69844785921723,11783600,-3.33%
221,2022-11-10,82.67638397216797,80.33892005817422,83.07424306600234,79.65260780923688,21049000,7.67%
222,2022-11-11,84.30762481689453,82.606752263597,85.21276405919514,82.04973591042906,14700300,1.97%
223,2022-11-14,83.62132263183594,84.06891797058813,85.58081006206687,83.41244430117312,11365900,-0.81%
224,2022-11-15,83.4024887084961,85.46144075758231,86.03834710279082,82.32825087714427,13946800,-0.26%
225,2022-11-16,81.05508422851562,83.21350866552255,83.69094264693028,80.89594209760516,10411700,-2.81%
226,2022-11-17,80.11015319824219,79.94106232162407,80.7566856197139,78.99612798603437,10604700,-1.17%
227,2022-11-18,80.57765197753906,81.29381055370669,81.61210241103936,80.0007456146622,7246400,0.58%
228,2022-11-21,79.4437255859375,80.29913625506299,80.56769188900918,79.1154850199224,5159800,-1.41%
229,2022-11-22,80.53785705566406,80.09025419285425,80.66716050207093,78.24018816140465,7885500,1.38%
230,2022-11-23,80.56769561767578,80.56769561767578,81.68172080752247,79.95100188225919,7289500,0.04%
231,2022-11-25,80.62737274169922,80.55774664181786,80.94566456811054,79.60287116258388,2701200,0.07%
232,2022-11-28,79.22490692138672,80.2891959936326,81.41316241558395,78.84693013678225,7277000,-1.74%
233,2022-11-29,79.55315399169922,79.42384293858635,80.37871855490906,78.9364601694447,6806700,0.41%
234,2022-11-30,83.17371368408203,80.57764293126765,83.3328558005436,79.88137435430586,12840800,4.55%
235,2022-12-01,82.64653778076172,83.09414064472055,83.62131077430861,81.91048935012986,9124800,-0.63%
236,2022-12-02,85.20283508300781,81.56236490913308,85.38186713548393,81.482790048915,10969100,3.09%
237,2022-12-05,82.43766784667969,84.93427413599143,85.04368767459674,81.552418371547,9022600,-3.25%
238,2022-12-06,80.15987396240234,81.64192704544935,81.94032134174779,79.75206614752527,9204500,-2.76%
239,2022-12-07,80.65721130371094,80.61743146555553,81.3435311363655,79.96095030585538,7224400,0.62%
240,2022-12-08,81.14461517333984,81.33359599657578,81.87071496568859,79.76203411140531,6416700,0.60%
241,2022-12-09,79.10555267333984,80.69701206620479,80.92578791112146,79.10555267333984,7940800,-2.51%
242,2022-12-12,81.09487915039062,78.9364621026539,81.22419020667041,78.42918181045115,7911800,2.51%
243,2022-12-13,82.37797546386719,83.17370876514178,83.55167790947587,80.79646520314476,9379400,1.58%
244,2022-12-14,82.64653778076172,82.33819470617455,83.73072430180905,81.52257142123767,9443900,0.33%
245,2022-12-15,80.25936126708984,81.59220606725499,82.10943508573443,80.00074675785012,7662000,-2.89%
246,2022-12-16,80.52790832519531,79.70233628818012,80.8660976608841,78.89666175903379,9165000,0.33%
247,2022-12-19,78.87677764892578,81.59220334497616,81.81103041559514,78.38938732302847,9267100,-2.05%
248,2022-12-20,80.34886169433594,78.4987882349288,80.6969921649394,78.33964612922797,6843600,1.87%
249,2022-12-21,82.13927459716797,80.79648102835152,82.95489797582272,79.97090889459655,10908300,2.23%
250,2022-12-22,82.37797546386719,81.38331263161152,82.41776288779843,80.3588111285762,6886300,0.29%
251,2022-12-23,80.4483413696289,82.25862774096841,82.57691960003876,79.85154508245655,6954700,-2.34%
252,2022-12-27,78.12083435058594,80.20962517081705,80.54781454307583,78.03131073284698,8818800,-2.89%
253,2022-12-28,78.4092788696289,78.1904518156509,79.43378045082068,77.693120361583,10239900,0.37%
254,2022-12-29,81.8309097290039,78.95633468559859,82.76589524093343,78.5485268612237,12613900,4.36%
255,2022-12-30,82.55702209472656,81.12470506615263,82.68632554198778,80.44833397917893,10351500,0.89%
256,2023-01-03,81.09487915039062,83.4820720439998,83.64121418961268,80.58759885818789,9332300,-1.77%
257,2023-01-04,82.79573822021484,81.74139796759941,83.13392755456884,81.41315738714059,9338000,2.10%
258,2023-01-05,82.07958221435547,82.40782280481623,82.55702376308713,81.32364384615462,6577500,-0.86%
259,2023-01-06,82.71617889404297,82.31831217548286,83.54174341836034,80.71690413506889,9968000,0.78%
260,2023-01-09,80.83625793457031,83.27318681557594,83.36270284219576,80.67711580213184,12849200,-2.27%
261,2023-01-10,83.13392639160156,80.7168952588385,83.13392639160156,80.66715907873417,8036900,2.84%
262,2023-01-11,83.92965698242188,83.61136514199416,84.07885794264526,81.79113771103229,8987700,0.96%
263,2023-01-12,87.45076751708984,84.2678490115823,87.50050370163815,82.89520924028268,13978900,4.20%
264,2023-01-13,87.41098022460938,86.54562828604834,89.15164044506832,85.87919831996433,18809400,-0.05%
265,2023-01-17,86.39642333984375,87.32146017506771,87.46071237919381,85.8294657691372,12748100,-1.16%
266,2023-01-18,85.32218933105469,87.01312095265536,88.42554056497347,85.23267330529252,14982700,-1.24%
267,2023-01-19,84.43694305419922,85.01384942635391,85.37192872019637,83.710843300174,8904000,-1.04%
268,2023-01-20,86.5257339477539,85.3122438496876,86.68488367345022,84.53640790860956,9741900,2.47%
269,2023-01-23,86.69482421875,86.55556442761488,87.480601251766,85.72999996694254,9306200,0.20%
270,2023-01-24,88.34596252441406,86.67492847226339,88.82340407731827,85.79962781206105,10480200,1.90%
271,2023-01-25,88.425537109375,87.58007512595279,88.43548586362967,86.51578608098403,7401600,0.09%
272,2023-01-26,88.1171875,89.12179920891317,89.5196659084638,87.21204815748155,6976000,-0.35%
273,2023-01-27,88.91292572021484,88.08735360190076,89.52961951739101,87.91826271174288,7826500,0.90%
274,2023-01-30,86.63514709472656,88.2365551560809,88.52500834109193,86.07813823466473,7239000,-2.56%
275,2023-01-31,88.425537109375,86.93354269556781,88.63441541666688,86.93354269556781,6684700,2.07%
