일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2023/01/06","688.94","9.02","1.33","677.28","691.17","676.40","818506.0","5526770.0","3.20090412E8"
"2023/01/05","679.92","-3.75","-0.55","685.78","688.35","677.77","885279.0","5386583.0","3.15902967E8"
"2023/01/04","683.67","8.72","1.29","670.18","683.67","667.30","901765.0","5078752.0","3.17540886E8"
"2023/01/03","674.95","3.44","0.51","672.18","675.75","660.32","935984.0","5089082.0","3.13443984E8"
"2023/01/02","671.51","-7.78","-1.15","683.84","688.77","670.38","742767.0","4368091.0","3.11897724E8"
"2022/12/29","679.29","-13.08","-1.89","691.35","693.12","675.80","952158.0","4811065.0","3.1549872E8"
"2022/12/28","692.37","-11.82","-1.68","699.24","699.39","691.01","834832.0","5137454.0","3.21475844E8"
"2022/12/27","704.19","9.51","1.37","697.25","704.21","697.25","901437.0","5092351.0","3.27910002E8"
"2022/12/26","694.68","3.43","0.50","691.94","696.96","686.80","797708.0","4331951.0","3.23390641E8"
"2022/12/23","691.25","-23.77","-3.32","704.93","704.93","691.25","1107302.0","5147798.0","3.2181328E8"
"2022/12/22","715.02","9.32","1.32","710.47","715.35","709.52","851988.0","4454191.0","3.32311677E8"
"2022/12/21","705.70","2.57","0.37","708.13","709.95","701.61","938032.0","5181367.0","3.27971512E8"
"2022/12/20","703.13","-14.09","-1.96","715.13","715.29","701.44","977951.0","5388784.0","3.26822623E8"
"2022/12/19","717.22","-0.19","-0.03","716.80","722.42","714.63","776383.0","4424672.0","3.33338382E8"
"2022/12/16","717.41","-5.27","-0.73","711.33","720.48","710.20","889444.0","4729866.0","3.33728482E8"
"2022/12/15","722.68","-6.32","-0.87","725.32","730.51","721.46","957408.0","4765903.0","3.35706651E8"
"2022/12/14","729.00","13.84","1.94","718.17","729.17","718.17","1082238.0","5359244.0","3.38621742E8"
"2022/12/13","715.16","-0.06","-0.01","717.64","719.33","712.21","1191298.0","4878762.0","3.32194007E8"
"2022/12/12","715.22","-4.27","-0.59","716.88","718.31","714.26","964001.0","4713130.0","3.3224803E8"
"2022/12/09","719.49","6.97","0.98","717.24","721.14","712.40","1278548.0","6153962.0","3.3417461E8"
"2022/12/08","712.52","-5.62","-0.78","718.37","719.69","711.08","1069811.0","5819829.0","3.3091712E8"
"2022/12/07","718.14","-1.30","-0.18","715.63","722.62","711.63","982851.0","5033009.0","3.33420327E8"
"2022/12/06","719.44","-13.88","-1.89","726.32","727.34","719.29","926869.0","5019200.0","3.33769907E8"
"2022/12/05","733.32","0.37","0.05","736.45","739.77","731.07","1058483.0","5258241.0","3.3991727E8"
"2022/12/02","732.95","-7.65","-1.03","740.13","740.18","732.41","856591.0","6105784.0","3.39643001E8"
"2022/12/01","740.60","11.06","1.52","740.97","744.56","739.16","825110.0","5758034.0","3.4307508E8"
"2022/11/30","729.54","2.00","0.27","726.56","729.54","722.40","813569.0","5003808.0","3.37947066E8"
"2022/11/29","727.54","9.64","1.34","715.02","727.60","713.26","794008.0","4828376.0","3.36927388E8"
"2022/11/28","717.90","-15.66","-2.13","731.81","731.81","717.13","878677.0","5419028.0","3.32414215E8"
"2022/11/25","733.56","-4.66","-0.63","737.46","737.53","732.48","710329.0","4723353.0","3.39637553E8"
"2022/11/24","738.22","12.63","1.74","729.41","738.70","729.41","793574.0","5222187.0","3.41717147E8"
"2022/11/23","725.59","13.33","1.87","718.29","725.64","718.29","830056.0","5035913.0","3.35667395E8"
"2022/11/22","712.26","-6.31","-0.88","716.24","719.80","711.92","895809.0","5004878.0","3.29829715E8"
"2022/11/21","718.57","-13.35","-1.82","733.00","733.65","717.55","981797.0","5315208.0","3.32699337E8"
"2022/11/18","731.92","-5.62","-0.76","738.34","742.17","731.53","1297151.0","6078255.0","3.3895169E8"
"2022/11/17","737.54","-5.56","-0.75","740.62","742.29","735.04","978991.0","5746482.0","3.40965032E8"
"2022/11/16","743.10","-1.86","-0.25","746.55","746.62","737.87","1186546.0","6517655.0","3.43209334E8"
"2022/11/15","744.96","15.42","2.11","730.33","744.96","730.33","1130886.0","6639307.0","3.44193559E8"
"2022/11/14","729.54","-1.68","-0.23","732.29","734.73","728.81","1100846.0","6717777.0","3.37140902E8"
"2022/11/11","731.22","23.44","3.31","727.22","732.12","724.53","1079377.0","7471802.0","3.37264814E8"
"2022/11/10","707.78","-6.82","-0.95","708.49","712.48","705.70","1041902.0","6157828.0","3.26431031E8"
"2022/11/09","714.60","1.27","0.18","715.19","717.09","711.15","931480.0","5824932.0","3.29414677E8"
"2022/11/08","713.33","12.85","1.83","703.36","713.33","703.36","846230.0","5810477.0","3.28769979E8"
"2022/11/07","700.48","6.59","0.95","696.22","700.49","695.10","722344.0","4651071.0","3.22884895E8"
"2022/11/04","693.89","-0.24","-0.03","691.69","694.17","684.99","737322.0","5424943.0","3.19806801E8"
"2022/11/03","694.13","-3.24","-0.46","685.42","695.63","683.74","707278.0","4750449.0","3.19615919E8"
"2022/11/02","697.37","-2.68","-0.38","697.40","699.24","694.94","858230.0","5906554.0","3.22379756E8"
"2022/11/01","700.05","4.72","0.68","695.45","700.07","693.92","920257.0","4783325.0","3.23475938E8"
"2022/10/31","695.33","7.70","1.12","694.69","695.62","689.97","751259.0","4111223.0","3.2131514E8"
"2022/10/28","687.63","-7.46","-1.07","690.71","695.51","687.19","847495.0","5273825.0","3.17743013E8"
"2022/10/27","695.09","11.92","1.74","686.41","695.22","686.41","852166.0","4815443.0","3.2117989E8"
"2022/10/26","683.17","-5.68","-0.82","690.67","691.13","683.14","963245.0","5482860.0","3.15561721E8"
"2022/10/25","688.85","0.35","0.05","690.77","695.95","686.21","973741.0","5479512.0","3.18350426E8"
"2022/10/24","688.50","14.02","2.08","686.43","693.44","686.43","817959.0","4941482.0","3.17589693E8"
"2022/10/21","674.48","-5.96","-0.88","678.16","682.49","674.48","1034394.0","5149618.0","3.11224519E8"
"2022/10/20","680.44","-10.12","-1.47","688.44","693.14","675.89","1052781.0","5294037.0","3.13890313E8"
"2022/10/19","690.56","-6.53","-0.94","697.94","705.84","689.67","1050552.0","6485036.0","3.18156853E8"
"2022/10/18","697.09","15.09","2.21","692.39","697.37","685.90","1068477.0","7041627.0","3.20639761E8"
"2022/10/17","682.00","3.76","0.55","667.61","682.39","664.83","814418.0","5447791.0","3.13338562E8"
"2022/10/14","678.24","26.65","4.09","665.17","679.92","665.17","893525.0","5253140.0","3.11385917E8"
"2022/10/13","651.59","-20.08","-2.99","669.36","669.71","650.39","1051923.0","5482305.0","2.99052153E8"
"2022/10/12","671.67","2.17","0.32","669.59","673.42","663.60","1140924.0","5053657.0","3.08456485E8"
"2022/10/11","669.50","-28.99","-4.15","685.30","685.30","667.63","1155753.0","5117909.0","3.07440393E8"
"2022/10/07","698.49","-7.52","-1.07","700.71","707.42","697.59","1149849.0","5316309.0","3.20796815E8"
"2022/10/06","706.01","20.67","3.02","690.48","706.43","690.48","1139543.0","5020144.0","3.24168977E8"
"2022/10/05","685.34","-11.45","-1.64","706.76","707.59","683.15","813666.0","5380244.0","3.14630996E8"
"2022/10/04","696.79","24.14","3.59","685.19","696.79","683.63","667596.0","4625879.0","3.19854569E8"
"2022/09/30","672.65","-2.42","-0.36","668.26","677.68","661.65","786871.0","5495664.0","3.08863848E8"
"2022/09/29","675.07","1.20","0.18","686.63","695.49","675.07","803932.0","5674039.0","3.08456808E8"
"2022/09/28","673.87","-24.24","-3.47","696.38","702.72","668.30","911993.0","6368439.0","3.07807312E8"
"2022/09/27","698.11","5.74","0.83","694.53","700.38","681.59","947764.0","6033947.0","3.19026175E8"
"2022/09/26","692.37","-36.99","-5.07","719.60","719.60","690.60","943308.0","6277768.0","3.16331853E8"
"2022/09/23","729.36","-22.05","-2.93","749.87","749.87","728.29","883278.0","6545898.0","3.32903849E8"
"2022/09/22","751.41","-3.48","-0.46","746.82","751.58","736.11","978686.0","6314293.0","3.42873657E8"
"2022/09/21","754.89","-5.46","-0.72","757.13","761.35","750.14","941673.0","5677078.0","3.44388093E8"
"2022/09/20","760.35","8.44","1.12","758.35","764.40","757.33","804841.0","5303730.0","3.4690223E8"
"2022/09/19","751.91","-18.13","-2.35","771.52","772.45","750.64","882638.0","6345057.0","3.42941151E8"
"2022/09/16","770.04","-11.34","-1.45","776.49","780.25","768.70","889033.0","7489956.0","3.51206467E8"
"2022/09/15","781.38","-1.55","-0.20","786.33","787.00","780.31","851719.0","7269660.0","3.55934998E8"
"2022/09/14","782.93","-13.86","-1.74","775.93","784.45","770.05","858083.0","6759115.0","3.56659511E8"
"2022/09/13","796.79","18.98","2.44","790.89","796.83","790.83","842463.0","6199033.0","3.62871798E8"
"2022/09/08","777.81","9.62","1.25","776.59","781.52","775.31","738189.0","6231333.0","3.54230892E8"
"2022/09/07","768.19","-11.27","-1.45","776.82","776.99","765.08","795843.0","6394707.0","3.49785644E8"
"2022/09/06","779.46","8.03","1.04","774.23","781.90","774.23","732725.0","5369171.0","3.54746927E8"
"2022/09/05","771.43","-14.45","-1.84","784.83","786.60","768.82","741715.0","5639235.0","3.5097275E8"
"2022/09/02","785.88","-2.44","-0.31","793.11","795.87","784.67","801799.0","5893632.0","3.57503274E8"
"2022/09/01","788.32","-18.72","-2.32","800.74","801.02","788.13","711356.0","6645920.0","3.58507548E8"
"2022/08/31","807.04","10.02","1.26","792.33","807.19","791.01","637456.0","5866887.0","3.66816015E8"
"2022/08/30","797.02","17.13","2.20","783.99","797.03","783.99","667241.0","6078637.0","3.62303883E8"
"2022/08/29","779.89","-22.56","-2.81","780.48","783.45","775.33","619621.0","5372133.0","3.54410894E8"
"2022/08/26","802.45","-4.92","-0.61","810.33","813.00","801.84","718361.0","6067799.0","3.64598714E8"
"2022/08/25","807.37","14.23","1.79","795.18","807.37","794.16","630310.0","5596399.0","3.667886E8"
"2022/08/24","793.14","9.72","1.24","788.36","793.14","782.97","714898.0","5801415.0","3.60258576E8"
"2022/08/23","783.42","-12.45","-1.56","789.95","793.81","781.92","855724.0","5956122.0","3.55825721E8"
"2022/08/22","795.87","-18.30","-2.25","806.90","806.92","795.87","811881.0","5828845.0","3.61316213E8"
"2022/08/19","814.17","-11.89","-1.44","827.25","827.32","814.17","887455.0","6614538.0","3.69234113E8"
"2022/08/18","826.06","-1.36","-0.16","822.71","826.75","817.52","950528.0","7063799.0","3.74250513E8"
"2022/08/17","827.42","-7.32","-0.88","834.91","834.96","825.46","1129912.0","7729891.0","3.75022273E8"
"2022/08/16","834.74","3.11","0.37","835.20","836.49","831.69","887226.0","7363288.0","3.78527165E8"
"2022/08/12","831.63","-0.52","-0.06","831.18","833.70","826.72","792427.0","7062541.0","3.76887724E8"
"2022/08/11","832.15","11.88","1.45","831.99","834.88","828.27","897833.0","7029242.0","3.76921675E8"
"2022/08/10","820.27","-13.38","-1.60","829.29","829.29","820.27","897225.0","6394377.0","3.71625462E8"
"2022/08/09","833.65","2.79","0.34","831.13","833.94","826.45","976696.0","7001643.0","3.77566289E8"
"2022/08/08","830.86","-0.78","-0.09","829.77","831.12","825.94","931451.0","6455354.0","3.7611715E8"
"2022/08/05","831.64","6.48","0.79","826.23","832.27","826.23","931759.0","6868939.0","3.7651434E8"
"2022/08/04","825.16","9.80","1.20","820.06","825.99","820.06","908491.0","7513813.0","3.73558759E8"
"2022/08/03","815.36","11.02","1.37","804.17","815.40","803.20","997273.0","6614199.0","3.68803438E8"
"2022/08/02","804.34","-3.27","-0.40","807.69","807.69","799.36","905937.0","6522128.0","3.63794093E8"
"2022/08/01","807.61","3.99","0.50","804.15","808.96","801.40","823058.0","5632186.0","3.65116134E8"
"2022/07/29","803.62","5.30","0.66","802.97","807.77","801.05","784398.0","5962099.0","3.6332709E8"
"2022/07/28","798.32","2.62","0.33","802.50","805.20","796.48","737058.0","5915931.0","3.6016155E8"
"2022/07/27","795.70","5.77","0.73","789.61","795.81","788.29","678541.0","5162361.0","3.57673315E8"
"2022/07/26","789.93","0.24","0.03","788.76","791.01","786.46","841386.0","5373790.0","3.55173674E8"
"2022/07/25","789.69","-0.06","-0.01","787.71","791.25","783.78","871220.0","5494818.0","3.55144878E8"
"2022/07/22","789.75","-5.40","-0.68","796.58","800.65","789.73","892760.0","6130997.0","3.55384476E8"
"2022/07/21","795.15","4.43","0.56","792.95","795.67","790.97","937755.0","6900705.0","3.57733546E8"
"2022/07/20","790.72","8.39","1.07","792.94","795.92","788.02","939573.0","7152742.0","3.55312983E8"
"2022/07/19","782.33","5.61","0.72","773.73","782.33","771.69","743424.0","6177792.0","3.51550343E8"
"2022/07/18","776.72","14.33","1.88","770.29","776.72","766.89","720021.0","5831127.0","3.49013968E8"
"2022/07/15","762.39","-3.69","-0.48","768.41","769.29","754.33","850290.0","6235061.0","3.42387086E8"
"2022/07/14","766.08","2.90","0.38","762.54","768.13","757.99","823120.0","6300322.0","3.34610537E8"
"2022/07/13","763.18","12.40","1.65","751.34","763.73","747.74","896499.0","6872496.0","3.33169863E8"
"2022/07/12","750.78","-16.26","-2.12","762.18","762.18","747.74","766363.0","6368335.0","3.28272562E8"
"2022/07/11","767.04","0.56","0.07","767.89","774.35","763.14","779199.0","6013544.0","3.35524647E8"
"2022/07/08","766.48","8.51","1.12","764.98","770.92","764.02","850956.0","6438572.0","3.34753996E8"
"2022/07/07","757.97","13.34","1.79","750.98","759.03","750.67","809542.0","5797632.0","3.30995391E8"
"2022/07/06","744.63","-6.32","-0.84","750.04","759.88","743.61","742268.0","6386480.0","3.24728173E8"
"2022/07/05","750.95","28.22","3.90","729.40","750.98","728.32","936691.0","5932357.0","3.27057896E8"
"2022/07/04","722.73","-6.75","-0.93","733.35","736.73","712.53","867468.0","5294938.0","3.15450102E8"
"2022/07/01","729.48","-15.96","-2.14","748.20","753.45","724.20","798819.0","5722053.0","3.18801893E8"
"2022/06/30","745.44","-16.91","-2.22","762.45","762.45","744.24","910029.0","6318523.0","3.25164482E8"
"2022/06/29","762.35","-7.16","-0.93","759.21","765.79","753.32","819568.0","5970952.0","3.31666597E8"
"2022/06/28","769.51","-1.09","-0.14","770.69","774.80","759.83","978287.0","6455444.0","3.34683635E8"
"2022/06/27","770.60","20.30","2.71","758.00","774.57","754.62","893324.0","6699471.0","3.34545525E8"
"2022/06/24","750.30","35.92","5.03","719.47","750.41","719.47","837119.0","6287370.0","3.3469354E8"
"2022/06/23","714.38","-32.58","-4.36","747.49","751.99","714.38","1260212.0","8862112.0","3.18142287E8"
"2022/06/22","746.96","-31.34","-4.03","783.21","785.23","746.94","1093478.0","8098718.0","3.32276497E8"
"2022/06/21","778.30","8.38","1.09","774.80","782.55","764.69","1032713.0","6923152.0","3.45680333E8"
"2022/06/20","769.92","-28.77","-3.60","804.48","804.89","763.22","989356.0","7253469.0","3.4176195E8"
"2022/06/17","798.69","-3.46","-0.43","787.97","798.85","780.96","972926.0","7637003.0","3.54177657E8"
"2022/06/16","802.15","2.74","0.34","812.95","822.31","800.56","997608.0","7316267.0","3.54964982E8"
"2022/06/15","799.41","-24.17","-2.93","822.27","826.30","795.42","1203160.0","8453536.0","3.53596003E8"
"2022/06/14","823.58","-5.19","-0.63","816.25","826.50","804.38","1269494.0","8533401.0","3.6406022E8"
"2022/06/13","828.77","-41.09","-4.72","852.74","852.74","828.76","1264039.0","8489789.0","3.66175792E8"
"2022/06/10","869.86","-7.32","-0.83","869.10","872.09","865.96","1206284.0","7398896.0","3.83891942E8"
"2022/06/09","877.18","2.23","0.25","873.22","877.18","867.20","1265672.0","7606511.0","3.87105517E8"
"2022/06/08","874.95","1.17","0.13","877.77","880.73","873.61","1336530.0","7241277.0","3.86754987E8"
"2022/06/07","873.78","-17.73","-1.99","889.07","889.09","873.09","1115605.0","7162937.0","3.86405375E8"
"2022/06/03","891.51","0.37","0.04","897.08","899.01","890.20","1199287.0","6980064.0","3.94581901E8"
"2022/06/02","891.14","-2.22","-0.25","890.47","892.98","888.45","1182037.0","6622207.0","3.94538694E8"
"2022/05/31","893.36","6.92","0.78","888.44","893.42","884.11","1316943.0","7322460.0","3.95862739E8"
"2022/05/30","886.44","12.47","1.43","882.17","886.44","881.46","1020992.0","6718335.0","3.94013364E8"
"2022/05/27","873.97","2.54","0.29","881.41","883.36","873.21","1275326.0","7608486.0","3.88509325E8"
"2022/05/26","871.43","-1.26","-0.14","876.19","885.12","868.81","947423.0","7415183.0","3.87316345E8"
"2022/05/25","872.69","7.62","0.88","869.19","877.71","861.92","989300.0","7382597.0","3.880082E8"
"2022/05/24","865.07","-18.52","-2.10","881.55","883.11","865.05","1099072.0","8234351.0","3.84756657E8"
"2022/05/23","883.59","3.71","0.42","883.78","884.39","878.90","1077069.0","8240949.0","3.92992008E8"
"2022/05/20","879.88","16.08","1.86","866.76","880.17","866.76","1076079.0","8204681.0","3.91352319E8"
"2022/05/19","863.80","-7.77","-0.89","853.23","866.61","849.59","1167570.0","8426404.0","3.83985321E8"
"2022/05/18","871.57","5.59","0.65","872.19","876.82","868.28","1061167.0","7629686.0","3.87421014E8"
"2022/05/17","865.98","9.73","1.14","857.28","866.21","856.30","913815.0","5934234.0","3.85619998E8"
"2022/05/16","856.25","3.17","0.37","862.24","866.47","855.45","1010957.0","6320150.0","3.81318247E8"
"2022/05/13","853.08","19.42","2.33","839.52","853.34","839.52","1011783.0","7354715.0","3.79686572E8"
"2022/05/12","833.66","-32.68","-3.77","855.46","857.75","833.24","1065855.0","7245357.0","3.71074971E8"
"2022/05/11","866.34","10.20","1.19","853.73","866.81","852.23","1078453.0","6648178.0","3.85206699E8"
"2022/05/10","856.14","-4.70","-0.55","848.08","858.43","831.59","1268868.0","7626686.0","3.80482533E8"
