,date,spx,open,high,low,volume,spx_cr
91,2022-05-06,4123.33984375,4128.169921875,4157.68994140625,4067.909912109375,5116940000,-0.57%
92,2022-05-09,3991.239990234375,4081.27001953125,4081.27001953125,3975.47998046875,5954520000,-3.20%
93,2022-05-10,4001.050048828125,4035.179931640625,4068.820068359375,3958.169921875,5885820000,0.25%
94,2022-05-11,3935.179931640625,3990.080078125,4049.090087890625,3928.820068359375,5816140000,-1.65%
95,2022-05-12,3930.080078125,3903.949951171875,3964.800048828125,3858.8701171875,6286450000,-0.13%
96,2022-05-13,4023.889892578125,3963.89990234375,4038.8798828125,3963.89990234375,5183340000,2.39%
97,2022-05-16,4008.010009765625,4013.02001953125,4046.4599609375,3983.989990234375,4415030000,-0.39%
98,2022-05-17,4088.85009765625,4052.0,4090.719970703125,4033.929931640625,4841410000,2.02%
99,2022-05-18,3923.679931640625,4051.97998046875,4051.97998046875,3911.909912109375,5103220000,-4.04%
100,2022-05-19,3900.7900390625,3899.0,3945.9599609375,3876.580078125,5113550000,-0.58%
101,2022-05-20,3901.360107421875,3927.760009765625,3943.419921875,3810.320068359375,5130730000,0.01%
102,2022-05-23,3973.75,3919.419921875,3981.8798828125,3909.0400390625,4420030000,1.86%
103,2022-05-24,3941.47998046875,3942.93994140625,3955.679931640625,3875.1298828125,4923190000,-0.81%
104,2022-05-25,3978.72998046875,3929.590087890625,3999.330078125,3925.030029296875,4802560000,0.95%
105,2022-05-26,4057.840087890625,3984.60009765625,4075.139892578125,3984.60009765625,4709970000,1.99%
106,2022-05-27,4158.240234375,4077.429931640625,4158.490234375,4077.429931640625,4375620000,2.47%
107,2022-05-31,4132.14990234375,4151.08984375,4168.33984375,4104.8798828125,6822640000,-0.63%
108,2022-06-01,4101.22998046875,4149.77978515625,4166.5400390625,4073.85009765625,4531800000,-0.75%
109,2022-06-02,4176.81982421875,4095.409912109375,4177.509765625,4074.3701171875,4405790000,1.84%
110,2022-06-03,4108.5400390625,4137.56982421875,4142.669921875,4098.669921875,3711110000,-1.63%
111,2022-06-06,4121.43017578125,4134.72021484375,4168.77978515625,4109.18017578125,4332700000,0.31%
112,2022-06-07,4160.68017578125,4096.47021484375,4164.85986328125,4080.18994140625,4248210000,0.95%
113,2022-06-08,4115.77001953125,4147.1201171875,4160.14013671875,4107.2001953125,4159470000,-1.08%
114,2022-06-09,4017.820068359375,4101.64990234375,4119.10009765625,4017.169921875,4134170000,-2.38%
115,2022-06-10,3900.860107421875,3974.389892578125,3974.389892578125,3900.159912109375,4889640000,-2.91%
116,2022-06-13,3749.6298828125,3838.14990234375,3838.14990234375,3734.300048828125,5636890000,-3.88%
117,2022-06-14,3735.47998046875,3763.52001953125,3778.179931640625,3705.679931640625,5153890000,-0.38%
118,2022-06-15,3789.989990234375,3764.050048828125,3837.56005859375,3722.300048828125,5530480000,1.46%
119,2022-06-16,3666.77001953125,3728.179931640625,3728.179931640625,3639.77001953125,5644930000,-3.25%
120,2022-06-17,3674.840087890625,3665.89990234375,3707.7099609375,3636.8701171875,8520740000,0.22%
121,2022-06-21,3764.7900390625,3715.31005859375,3779.64990234375,3715.31005859375,5292260000,2.45%
122,2022-06-22,3759.889892578125,3733.889892578125,3801.7900390625,3717.68994140625,5058990000,-0.13%
123,2022-06-23,3795.72998046875,3774.7099609375,3802.580078125,3743.52001953125,5098640000,0.95%
124,2022-06-24,3911.739990234375,3821.75,3913.64990234375,3821.75,8120260000,3.06%
125,2022-06-27,3900.110107421875,3920.760009765625,3927.719970703125,3889.659912109375,4325310000,-0.30%
126,2022-06-28,3821.550048828125,3913.0,3945.860107421875,3820.139892578125,4270120000,-2.01%
127,2022-06-29,3818.830078125,3825.090087890625,3836.5,3799.02001953125,4211240000,-0.07%
128,2022-06-30,3785.3798828125,3785.989990234375,3818.989990234375,3738.669921875,4840070000,-0.88%
129,2022-07-01,3825.330078125,3781.0,3829.820068359375,3752.10009765625,4046950000,1.06%
130,2022-07-05,3831.389892578125,3792.610107421875,3832.18994140625,3742.06005859375,5076590000,0.16%
131,2022-07-06,3845.080078125,3831.97998046875,3870.909912109375,3809.3701171875,4417720000,0.36%
132,2022-07-07,3902.6201171875,3858.85009765625,3910.6298828125,3858.85009765625,4057770000,1.50%
133,2022-07-08,3899.3798828125,3888.260009765625,3918.5,3869.340087890625,3521620000,-0.08%
134,2022-07-11,3854.429931640625,3880.93994140625,3880.93994140625,3847.219970703125,3423480000,-1.15%
135,2022-07-12,3818.800048828125,3851.949951171875,3873.409912109375,3802.360107421875,3817210000,-0.92%
136,2022-07-13,3801.780029296875,3779.669921875,3829.43994140625,3759.070068359375,4109390000,-0.45%
137,2022-07-14,3790.3798828125,3763.989990234375,3796.409912109375,3721.56005859375,4199690000,-0.30%
138,2022-07-15,3863.159912109375,3818.0,3863.6201171875,3817.179931640625,4143800000,1.92%
139,2022-07-18,3830.85009765625,3883.7900390625,3902.43994140625,3818.6298828125,4046870000,-0.84%
140,2022-07-19,3936.68994140625,3860.72998046875,3939.81005859375,3860.72998046875,4041070000,2.76%
141,2022-07-20,3959.89990234375,3935.320068359375,3974.1298828125,3922.030029296875,4185300000,0.59%
142,2022-07-21,3998.949951171875,3955.469970703125,3999.2900390625,3927.639892578125,4132790000,0.99%
143,2022-07-22,3961.6298828125,3998.429931640625,4012.43994140625,3938.860107421875,3979240000,-0.93%
144,2022-07-25,3966.840087890625,3965.719970703125,3975.300048828125,3943.4599609375,3568340000,0.13%
145,2022-07-26,3921.050048828125,3953.219970703125,3953.219970703125,3910.739990234375,3778950000,-1.15%
146,2022-07-27,4023.610107421875,3951.429931640625,4039.56005859375,3951.429931640625,4112180000,2.62%
147,2022-07-28,4072.429931640625,4026.1298828125,4078.949951171875,3992.969970703125,4413000000,1.21%
148,2022-07-29,4130.2900390625,4087.330078125,4140.14990234375,4079.219970703125,4616360000,1.42%
149,2022-08-01,4118.6298828125,4112.3798828125,4144.9501953125,4096.02001953125,4202810000,-0.28%
150,2022-08-02,4091.18994140625,4104.2099609375,4140.47021484375,4079.81005859375,4727710000,-0.67%
151,2022-08-03,4155.169921875,4107.9599609375,4167.66015625,4107.9599609375,4351760000,1.56%
152,2022-08-04,4151.93994140625,4154.85009765625,4161.2900390625,4135.419921875,4283320000,-0.08%
153,2022-08-05,4145.18994140625,4115.8701171875,4151.580078125,4107.31005859375,4085940000,-0.16%
154,2022-08-08,4140.06005859375,4155.93017578125,4186.6201171875,4128.97021484375,4221090000,-0.12%
155,2022-08-09,4122.47021484375,4133.10986328125,4137.2998046875,4112.08984375,3913090000,-0.42%
156,2022-08-10,4210.240234375,4181.02001953125,4211.02978515625,4177.259765625,4546010000,2.13%
157,2022-08-11,4207.27001953125,4227.39990234375,4257.91015625,4201.41015625,4630200000,-0.07%
158,2022-08-12,4280.14990234375,4225.02001953125,4280.47021484375,4219.77978515625,3788010000,1.73%
159,2022-08-15,4297.14013671875,4269.3701171875,4301.7900390625,4256.89990234375,3696830000,0.40%
160,2022-08-16,4305.2001953125,4290.4599609375,4325.27978515625,4277.77001953125,4329820000,0.19%
161,2022-08-17,4274.0400390625,4280.39990234375,4302.18017578125,4253.080078125,3885030000,-0.72%
162,2022-08-18,4283.740234375,4273.1298828125,4292.52978515625,4261.97998046875,3340330000,0.23%
163,2022-08-19,4228.47998046875,4266.31005859375,4266.31005859375,4218.7001953125,3761340000,-1.29%
164,2022-08-22,4137.990234375,4195.080078125,4195.080078125,4129.85986328125,3907430000,-2.14%
165,2022-08-23,4128.72998046875,4133.08984375,4159.77001953125,4124.02978515625,3823520000,-0.22%
166,2022-08-24,4140.77001953125,4126.5498046875,4156.56005859375,4119.97021484375,3583630000,0.29%
167,2022-08-25,4199.1201171875,4153.259765625,4200.5400390625,4147.58984375,3566870000,1.41%
168,2022-08-26,4057.659912109375,4198.740234375,4203.0400390625,4057.659912109375,3832750000,-3.37%
169,2022-08-29,4030.610107421875,4034.580078125,4062.989990234375,4017.419921875,3396510000,-0.67%
170,2022-08-30,3986.159912109375,4041.25,4044.97998046875,3965.2099609375,3835860000,-1.10%
171,2022-08-31,3955.0,4000.669921875,4015.3701171875,3954.530029296875,4542490000,-0.78%
172,2022-09-01,3966.85009765625,3936.72998046875,3970.22998046875,3903.64990234375,4152250000,0.30%
173,2022-09-02,3924.260009765625,3994.659912109375,4018.429931640625,3906.2099609375,3665850000,-1.07%
174,2022-09-06,3908.18994140625,3930.889892578125,3942.550048828125,3886.75,4127340000,-0.41%
175,2022-09-07,3979.8701171875,3909.429931640625,3987.889892578125,3906.030029296875,3890320000,1.83%
176,2022-09-08,4006.179931640625,3959.93994140625,4010.5,3944.81005859375,3966850000,0.66%
177,2022-09-09,4067.360107421875,4022.93994140625,4076.81005859375,4022.93994140625,3901940000,1.53%
178,2022-09-12,4110.41015625,4083.669921875,4119.27978515625,4083.669921875,3814200000,1.06%
179,2022-09-13,3932.68994140625,4037.1201171875,4037.1201171875,3921.280029296875,4224550000,-4.32%
180,2022-09-14,3946.010009765625,3940.72998046875,3961.93994140625,3912.179931640625,4293240000,0.34%
181,2022-09-15,3901.35009765625,3932.409912109375,3959.139892578125,3888.280029296875,4441830000,-1.13%
182,2022-09-16,3873.330078125,3880.949951171875,3880.949951171875,3837.080078125,7954650000,-0.72%
183,2022-09-19,3899.889892578125,3849.909912109375,3900.449951171875,3838.5,3766850000,0.69%
184,2022-09-20,3855.929931640625,3875.22998046875,3876.010009765625,3827.5400390625,4058050000,-1.13%
185,2022-09-21,3789.929931640625,3871.39990234375,3907.070068359375,3789.489990234375,4078330000,-1.71%
186,2022-09-22,3757.989990234375,3782.360107421875,3790.89990234375,3749.449951171875,4284600000,-0.84%
187,2022-09-23,3693.22998046875,3727.139892578125,3727.139892578125,3647.469970703125,5144270000,-1.72%
188,2022-09-26,3655.0400390625,3682.719970703125,3715.669921875,3644.760009765625,4886140000,-1.03%
189,2022-09-27,3647.2900390625,3686.43994140625,3717.530029296875,3623.2900390625,4577740000,-0.21%
190,2022-09-28,3719.0400390625,3651.93994140625,3736.739990234375,3640.610107421875,4684850000,1.97%
191,2022-09-29,3640.469970703125,3687.010009765625,3687.010009765625,3610.39990234375,4681810000,-2.11%
192,2022-09-30,3585.6201171875,3633.47998046875,3671.43994140625,3584.1298828125,5645360000,-1.51%
193,2022-10-03,3678.429931640625,3609.780029296875,3698.35009765625,3604.929931640625,4806680000,2.59%
194,2022-10-04,3790.929931640625,3726.4599609375,3791.919921875,3726.4599609375,5146580000,3.06%
195,2022-10-05,3783.280029296875,3753.25,3806.909912109375,3722.659912109375,4293180000,-0.20%
196,2022-10-06,3744.52001953125,3771.969970703125,3797.929931640625,3739.219970703125,4252100000,-1.02%
197,2022-10-07,3639.659912109375,3706.739990234375,3706.739990234375,3620.72998046875,4449660000,-2.80%
198,2022-10-10,3612.389892578125,3647.510009765625,3652.169921875,3588.10009765625,3834320000,-0.75%
199,2022-10-11,3588.840087890625,3595.860107421875,3640.659912109375,3568.449951171875,4759030000,-0.65%
200,2022-10-12,3577.030029296875,3590.830078125,3608.340087890625,3573.860107421875,4006830000,-0.33%
201,2022-10-13,3669.909912109375,3520.3701171875,3685.409912109375,3491.580078125,5021680000,2.60%
202,2022-10-14,3583.070068359375,3690.409912109375,3712.0,3579.679931640625,4243030000,-2.37%
203,2022-10-17,3677.949951171875,3638.64990234375,3689.72998046875,3638.64990234375,4352780000,2.65%
204,2022-10-18,3719.97998046875,3746.260009765625,3762.7900390625,3686.530029296875,4483740000,1.14%
205,2022-10-19,3695.159912109375,3703.110107421875,3728.580078125,3666.510009765625,4223800000,-0.67%
206,2022-10-20,3665.780029296875,3689.050048828125,3736.0,3656.43994140625,4496620000,-0.80%
207,2022-10-21,3752.75,3657.10009765625,3757.889892578125,3647.419921875,5078020000,2.37%
208,2022-10-24,3797.340087890625,3762.010009765625,3810.739990234375,3741.64990234375,4747930000,1.19%
209,2022-10-25,3859.110107421875,3799.43994140625,3862.85009765625,3799.43994140625,4843120000,1.63%
210,2022-10-26,3830.60009765625,3825.969970703125,3886.14990234375,3824.070068359375,4817310000,-0.74%
211,2022-10-27,3807.300048828125,3834.68994140625,3859.949951171875,3803.7900390625,4687320000,-0.61%
212,2022-10-28,3901.06005859375,3808.260009765625,3905.419921875,3808.260009765625,4459410000,2.46%
213,2022-10-31,3871.97998046875,3881.85009765625,3893.72998046875,3863.179931640625,4820620000,-0.75%
214,2022-11-01,3856.10009765625,3901.7900390625,3911.7900390625,3843.800048828125,4481210000,-0.41%
215,2022-11-02,3759.68994140625,3852.89990234375,3894.43994140625,3758.679931640625,4899000000,-2.50%
216,2022-11-03,3719.889892578125,3733.25,3750.590087890625,3698.14990234375,4625290000,-1.06%
217,2022-11-04,3770.550048828125,3766.97998046875,3796.340087890625,3708.840087890625,5400180000,1.36%
218,2022-11-07,3806.800048828125,3780.7099609375,3813.949951171875,3764.699951171875,4341620000,0.96%
219,2022-11-08,3828.110107421875,3817.02001953125,3859.39990234375,3786.280029296875,4607640000,0.56%
220,2022-11-09,3748.570068359375,3810.93994140625,3818.199951171875,3744.219970703125,4645010000,-2.08%
221,2022-11-10,3956.3701171875,3859.889892578125,3958.330078125,3859.889892578125,5781260000,5.54%
222,2022-11-11,3992.929931640625,3963.719970703125,4001.47998046875,3944.820068359375,5593310000,0.92%
223,2022-11-14,3957.25,3977.969970703125,4008.969970703125,3956.39990234375,4561930000,-0.89%
224,2022-11-15,3991.72998046875,4006.409912109375,4028.840087890625,3953.169921875,5015310000,0.87%
225,2022-11-16,3958.7900390625,3976.820068359375,3983.090087890625,3954.340087890625,4165320000,-0.83%
226,2022-11-17,3946.56005859375,3919.260009765625,3954.330078125,3906.5400390625,4051780000,-0.31%
227,2022-11-18,3965.340087890625,3966.389892578125,3979.889892578125,3935.97998046875,4037360000,0.48%
228,2022-11-21,3949.93994140625,3956.22998046875,3962.0,3933.340087890625,3850690000,-0.39%
229,2022-11-22,4003.580078125,3965.510009765625,4005.8798828125,3956.8798828125,3887990000,1.36%
230,2022-11-23,4027.260009765625,4000.300048828125,4033.780029296875,3998.659912109375,3279720000,0.59%
231,2022-11-25,4026.1201171875,4023.340087890625,4034.02001953125,4020.760009765625,1706460000,-0.03%
232,2022-11-28,3963.93994140625,4005.360107421875,4012.27001953125,3955.77001953125,3615430000,-1.54%
233,2022-11-29,3957.6298828125,3964.18994140625,3976.77001953125,3937.64990234375,3546040000,-0.16%
234,2022-11-30,4080.110107421875,3957.179931640625,4080.110107421875,3938.580078125,6579360000,3.09%
235,2022-12-01,4076.570068359375,4087.139892578125,4100.509765625,4050.8701171875,4527130000,-0.09%
236,2022-12-02,4071.699951171875,4040.169921875,4080.47998046875,4026.6298828125,4012620000,-0.12%
237,2022-12-05,3998.840087890625,4052.02001953125,4052.449951171875,3984.489990234375,4280820000,-1.79%
238,2022-12-06,3941.260009765625,3996.6298828125,4001.510009765625,3918.389892578125,4368380000,-1.44%
239,2022-12-07,3933.919921875,3933.280029296875,3957.570068359375,3922.679931640625,4118050000,-0.19%
240,2022-12-08,3963.510009765625,3947.7900390625,3974.18994140625,3935.830078125,4006900000,0.75%
241,2022-12-09,3934.3798828125,3954.169921875,3977.02001953125,3933.0400390625,3888260000,-0.73%
242,2022-12-12,3990.56005859375,3939.2900390625,3990.7099609375,3935.300048828125,3904130000,1.43%
243,2022-12-13,4019.64990234375,4069.3798828125,4100.9599609375,3993.030029296875,5079360000,0.73%
244,2022-12-14,3995.320068359375,4015.5400390625,4053.760009765625,3965.64990234375,4472340000,-0.61%
245,2022-12-15,3895.75,3958.3701171875,3958.3701171875,3879.449951171875,4493900000,-2.49%
246,2022-12-16,3852.360107421875,3890.909912109375,3890.909912109375,3827.909912109375,7493660000,-1.11%
247,2022-12-19,3817.659912109375,3853.7900390625,3854.860107421875,3800.0400390625,3969610000,-0.90%
248,2022-12-20,3821.6201171875,3810.469970703125,3838.239990234375,3795.6201171875,3985370000,0.10%
249,2022-12-21,3878.43994140625,3839.489990234375,3889.820068359375,3839.489990234375,3775200000,1.49%
250,2022-12-22,3822.389892578125,3853.260009765625,3853.260009765625,3764.489990234375,3956950000,-1.45%
251,2022-12-23,3844.820068359375,3815.110107421875,3845.800048828125,3797.010009765625,2819280000,0.59%
252,2022-12-27,3829.25,3843.340087890625,3846.64990234375,3813.219970703125,3030300000,-0.40%
253,2022-12-28,3783.219970703125,3829.56005859375,3848.320068359375,3780.780029296875,3083520000,-1.20%
254,2022-12-29,3849.280029296875,3805.449951171875,3858.18994140625,3805.449951171875,3003680000,1.75%
255,2022-12-30,3839.5,3829.06005859375,3839.85009765625,3800.340087890625,2979870000,-0.25%
256,2023-01-03,3824.139892578125,3853.2900390625,3878.4599609375,3794.330078125,3959140000,-0.40%
257,2023-01-04,3852.969970703125,3840.360107421875,3873.159912109375,3815.77001953125,4414080000,0.75%
258,2023-01-05,3808.10009765625,3839.739990234375,3839.739990234375,3802.419921875,3893450000,-1.16%
259,2023-01-06,3895.080078125,3823.3701171875,3906.18994140625,3809.56005859375,3923560000,2.28%
260,2023-01-09,3892.090087890625,3910.820068359375,3950.570068359375,3890.419921875,4311770000,-0.08%
261,2023-01-10,3919.25,3888.570068359375,3919.830078125,3877.2900390625,3851030000,0.70%
262,2023-01-11,3969.610107421875,3932.35009765625,3970.070068359375,3928.5400390625,4303360000,1.28%
263,2023-01-12,3983.169921875,3977.570068359375,3997.760009765625,3937.56005859375,4440260000,0.34%
264,2023-01-13,3999.090087890625,3960.60009765625,4003.949951171875,3947.669921875,3939700000,0.40%
265,2023-01-17,3990.969970703125,3999.280029296875,4015.389892578125,3984.570068359375,4235560000,-0.20%
266,2023-01-18,3928.860107421875,4002.25,4014.159912109375,3926.590087890625,4298710000,-1.56%
267,2023-01-19,3898.85009765625,3911.840087890625,3922.93994140625,3885.5400390625,3991500000,-0.76%
268,2023-01-20,3972.610107421875,3909.0400390625,3972.9599609375,3897.860107421875,4013360000,1.89%
269,2023-01-23,4019.81005859375,3978.139892578125,4039.31005859375,3971.639892578125,3945210000,1.19%
270,2023-01-24,4016.949951171875,4001.739990234375,4023.919921875,3989.7900390625,3320430000,-0.07%
271,2023-01-25,4016.219970703125,3982.7099609375,4019.550048828125,3949.06005859375,3724020000,-0.02%
272,2023-01-26,4060.429931640625,4036.080078125,4061.570068359375,4013.2900390625,3809590000,1.10%
273,2023-01-27,4070.56005859375,4053.719970703125,4094.2099609375,4048.699951171875,3907760000,0.25%
274,2023-01-30,4017.77001953125,4049.27001953125,4063.85009765625,4015.550048828125,3802000000,-1.30%
275,2023-01-31,4076.60009765625,4020.85009765625,4077.159912109375,4020.43994140625,4679320000,1.46%
