,date,spx,open,high,low,volume,spx_cr
0,2021-12-27,4791.18994140625,4733.990234375,4791.490234375,4733.990234375,2770290000,nan%
1,2021-12-28,4786.35009765625,4795.490234375,4807.02001953125,4780.0400390625,2707920000,-0.10%
2,2021-12-29,4793.06005859375,4788.64013671875,4804.06005859375,4778.080078125,2963310000,0.14%
3,2021-12-30,4778.72998046875,4794.22998046875,4808.93017578125,4775.330078125,3124950000,-0.30%
4,2021-12-31,4766.18017578125,4775.2099609375,4786.830078125,4765.75,2677820000,-0.26%
5,2022-01-03,4796.56005859375,4778.14013671875,4796.64013671875,4758.169921875,3831020000,0.64%
6,2022-01-04,4793.5400390625,4804.509765625,4818.6201171875,4774.27001953125,4683170000,-0.06%
7,2022-01-05,4700.580078125,4787.990234375,4797.7001953125,4699.43994140625,4887960000,-1.94%
8,2022-01-06,4696.0498046875,4693.39013671875,4725.009765625,4671.259765625,4295280000,-0.10%
9,2022-01-07,4677.02978515625,4697.66015625,4707.9501953125,4662.740234375,4181510000,-0.41%
10,2022-01-10,4670.2900390625,4655.33984375,4673.02001953125,4582.240234375,4511810000,-0.14%
11,2022-01-11,4713.06982421875,4669.14013671875,4714.1298828125,4638.27001953125,4101590000,0.92%
12,2022-01-12,4726.35009765625,4728.58984375,4748.830078125,4706.7099609375,4048220000,0.28%
13,2022-01-13,4659.02978515625,4733.56005859375,4744.1298828125,4650.2900390625,4251730000,-1.42%
14,2022-01-14,4662.85009765625,4637.990234375,4665.1298828125,4614.75,4338490000,0.08%
15,2022-01-18,4577.10986328125,4632.240234375,4632.240234375,4568.7001953125,4748700000,-1.84%
16,2022-01-19,4532.759765625,4588.02978515625,4611.5498046875,4530.2001953125,4465740000,-0.97%
17,2022-01-20,4482.72998046875,4547.35009765625,4602.10986328125,4477.9501953125,4640870000,-1.10%
18,2022-01-21,4397.93994140625,4471.3798828125,4494.52001953125,4395.33984375,5589100000,-1.89%
19,2022-01-24,4410.1298828125,4356.31982421875,4417.35009765625,4222.6201171875,6928110000,0.28%
20,2022-01-25,4356.4501953125,4366.64013671875,4411.009765625,4287.10986328125,5145050000,-1.22%
21,2022-01-26,4349.93017578125,4408.43017578125,4453.22998046875,4304.7998046875,5570640000,-0.15%
22,2022-01-27,4326.509765625,4380.580078125,4428.740234375,4309.5,5214200000,-0.54%
23,2022-01-28,4431.85009765625,4336.18994140625,4432.72021484375,4292.4599609375,5031090000,2.43%
24,2022-01-31,4515.5498046875,4431.7900390625,4516.89013671875,4414.02001953125,5098610000,1.89%
25,2022-02-01,4546.5400390625,4519.56982421875,4550.490234375,4483.52978515625,4816830000,0.69%
26,2022-02-02,4589.3798828125,4566.39013671875,4595.31005859375,4544.31982421875,4481580000,0.94%
27,2022-02-03,4477.43994140625,4535.41015625,4542.8798828125,4470.39013671875,4401970000,-2.44%
28,2022-02-04,4500.52978515625,4482.7900390625,4539.66015625,4451.5,4706290000,0.52%
29,2022-02-07,4483.8701171875,4505.75,4521.85986328125,4471.47021484375,4228480000,-0.37%
30,2022-02-08,4521.5400390625,4480.02001953125,4531.31982421875,4465.39990234375,4459620000,0.84%
31,2022-02-09,4587.18017578125,4547.0,4590.02978515625,4547.0,4524350000,1.45%
32,2022-02-10,4504.080078125,4553.240234375,4588.919921875,4484.31005859375,5314860000,-1.81%
33,2022-02-11,4418.64013671875,4506.27001953125,4526.330078125,4401.41015625,5251500000,-1.90%
34,2022-02-14,4401.669921875,4412.60986328125,4426.22021484375,4364.83984375,4600390000,-0.38%
35,2022-02-15,4471.06982421875,4429.27978515625,4472.77001953125,4429.27978515625,4430830000,1.58%
36,2022-02-16,4475.009765625,4455.75,4489.5498046875,4429.68017578125,4283640000,0.09%
37,2022-02-17,4380.259765625,4456.06005859375,4456.06005859375,4373.81005859375,4539420000,-2.12%
38,2022-02-18,4348.8701171875,4384.56982421875,4394.60009765625,4327.22021484375,4708060000,-0.72%
39,2022-02-22,4304.759765625,4332.740234375,4362.1201171875,4267.10986328125,5121900000,-1.01%
40,2022-02-23,4225.5,4324.93017578125,4341.509765625,4221.509765625,4797430000,-1.84%
41,2022-02-24,4288.7001953125,4155.77001953125,4294.72998046875,4114.64990234375,6752130000,1.50%
42,2022-02-25,4384.64990234375,4298.3798828125,4385.33984375,4286.830078125,5177060000,2.24%
43,2022-02-28,4373.93994140625,4354.169921875,4388.83984375,4315.1201171875,6071370000,-0.24%
44,2022-03-01,4306.259765625,4363.14013671875,4378.4501953125,4279.5400390625,5846230000,-1.55%
45,2022-03-02,4386.5400390625,4322.56005859375,4401.47998046875,4322.56005859375,5337870000,1.86%
46,2022-03-03,4363.490234375,4401.31005859375,4416.77978515625,4345.56005859375,5039890000,-0.53%
47,2022-03-04,4328.8701171875,4342.1201171875,4342.1201171875,4284.97998046875,5797380000,-0.79%
48,2022-03-07,4201.08984375,4327.009765625,4327.009765625,4199.85009765625,6940470000,-2.95%
49,2022-03-08,4170.7001953125,4202.66015625,4276.93994140625,4157.8701171875,7243120000,-0.72%
50,2022-03-09,4277.8798828125,4223.10009765625,4299.39990234375,4223.10009765625,5662670000,2.57%
51,2022-03-10,4259.52001953125,4252.5498046875,4268.27978515625,4209.7998046875,4980830000,-0.43%
52,2022-03-11,4204.31005859375,4279.5,4291.009765625,4200.490234375,4938640000,-1.30%
53,2022-03-14,4173.10986328125,4202.75,4247.56982421875,4161.72021484375,5574920000,-0.74%
54,2022-03-15,4262.4501953125,4188.81982421875,4271.0498046875,4187.89990234375,5392470000,2.14%
55,2022-03-16,4357.85986328125,4288.14013671875,4358.89990234375,4251.990234375,6309750000,2.24%
56,2022-03-17,4411.669921875,4345.10986328125,4412.669921875,4335.64990234375,4985090000,1.23%
57,2022-03-18,4463.1201171875,4407.33984375,4465.39990234375,4390.56982421875,8278430000,1.17%
58,2022-03-21,4461.18017578125,4462.39990234375,4481.75,4424.2998046875,4869820000,-0.04%
59,2022-03-22,4511.60986328125,4469.10009765625,4522.0,4469.10009765625,4754840000,1.13%
60,2022-03-23,4456.240234375,4493.10009765625,4501.06982421875,4455.81005859375,4550670000,-1.23%
61,2022-03-24,4520.16015625,4469.97998046875,4520.580078125,4465.169921875,4131390000,1.43%
62,2022-03-25,4543.06005859375,4522.91015625,4546.02978515625,4501.06982421875,4305020000,0.51%
63,2022-03-28,4575.52001953125,4541.08984375,4575.64990234375,4517.68994140625,4312260000,0.71%
64,2022-03-29,4631.60009765625,4602.85986328125,4637.2998046875,4589.66015625,5085910000,1.23%
65,2022-03-30,4602.4501953125,4624.2001953125,4627.77001953125,4581.31982421875,4385570000,-0.63%
66,2022-03-31,4530.41015625,4599.02001953125,4603.06982421875,4530.41015625,4823020000,-1.57%
67,2022-04-01,4545.85986328125,4540.31982421875,4548.7001953125,4507.56982421875,4562940000,0.34%
68,2022-04-04,4582.64013671875,4547.97021484375,4583.5,4539.2099609375,4547350000,0.81%
69,2022-04-05,4525.1201171875,4572.4501953125,4593.4501953125,4514.169921875,4800620000,-1.26%
70,2022-04-06,4481.14990234375,4494.169921875,4503.93994140625,4450.0400390625,4986830000,-0.97%
71,2022-04-07,4500.2099609375,4474.64990234375,4521.16015625,4450.2998046875,4821490000,0.43%
72,2022-04-08,4488.27978515625,4494.14990234375,4520.41015625,4474.60009765625,4083200000,-0.27%
73,2022-04-11,4412.52978515625,4462.64013671875,4464.35009765625,4408.3798828125,4266290000,-1.69%
74,2022-04-12,4397.4501953125,4437.58984375,4471.0,4381.33984375,4152090000,-0.34%
75,2022-04-13,4446.58984375,4394.2998046875,4453.919921875,4392.7001953125,3828150000,1.12%
76,2022-04-14,4392.58984375,4449.1201171875,4460.4599609375,4390.77001953125,4083090000,-1.21%
77,2022-04-18,4391.68994140625,4385.6298828125,4410.31005859375,4370.2998046875,3910490000,-0.02%
78,2022-04-19,4462.2099609375,4390.6298828125,4471.02978515625,4390.6298828125,4108120000,1.61%
79,2022-04-20,4459.4501953125,4472.259765625,4488.2900390625,4448.759765625,4290450000,-0.06%
80,2022-04-21,4393.66015625,4489.169921875,4512.93994140625,4384.47021484375,4636890000,-1.48%
81,2022-04-22,4271.77978515625,4385.830078125,4385.830078125,4267.6201171875,4651940000,-2.77%
82,2022-04-25,4296.1201171875,4255.33984375,4299.02001953125,4200.81982421875,5240040000,0.57%
83,2022-04-26,4175.2001953125,4278.14013671875,4278.14013671875,4175.0400390625,4689970000,-2.81%
84,2022-04-27,4183.9599609375,4186.52001953125,4240.7099609375,4162.89990234375,4769680000,0.21%
85,2022-04-28,4287.5,4222.580078125,4308.4501953125,4188.6298828125,4854180000,2.47%
86,2022-04-29,4131.93017578125,4253.75,4269.68017578125,4124.27978515625,5084030000,-3.63%
87,2022-05-02,4155.3798828125,4130.60986328125,4169.81005859375,4062.510009765625,5163790000,0.57%
88,2022-05-03,4175.47998046875,4159.77978515625,4200.10009765625,4147.080078125,4582050000,0.48%
89,2022-05-04,4300.169921875,4181.18017578125,4307.66015625,4148.91015625,5136360000,2.99%
90,2022-05-05,4146.8701171875,4270.43017578125,4270.43017578125,4106.009765625,5077030000,-3.56%
