,date,ixic,open,high,low,volume,ixic_cr
283,2023-02-10,11718.1201171875,11714.599609375,11775.7998046875,11630.5400390625,4885030000,-0.61%
284,2023-02-13,11891.7900390625,11759.08984375,11910.919921875,11719.73046875,4752880000,1.48%
285,2023-02-14,11960.150390625,11808.2001953125,11999.849609375,11760.5595703125,5032430000,0.57%
286,2023-02-15,12070.58984375,11905.1201171875,12071.2900390625,11876.8203125,5056640000,0.92%
287,2023-02-16,11855.830078125,11896.3095703125,12040.33984375,11853.3603515625,5159410000,-1.78%
288,2023-02-17,11787.26953125,11777.5,11803.2197265625,11673.2099609375,4925230000,-0.58%
289,2023-02-21,11492.2998046875,11640.3701171875,11684.1396484375,11491.1796875,5002540000,-2.50%
290,2023-02-22,11507.0703125,11517.2001953125,11582.51953125,11445.169921875,4671270000,0.13%
291,2023-02-23,11590.400390625,11636.9296875,11638.98046875,11432.580078125,4714580000,0.72%
292,2023-02-24,11394.9404296875,11404.1796875,11434.3603515625,11334.4697265625,4432650000,-1.69%
293,2023-02-27,11466.98046875,11517.1904296875,11565.23046875,11444.599609375,4494000000,0.63%
294,2023-02-28,11455.5400390625,11451.0498046875,11548.23046875,11435.3896484375,5340950000,-0.10%
295,2023-03-01,11379.48046875,11447.580078125,11479.0,11349.8701171875,4927530000,-0.66%
296,2023-03-02,11462.98046875,11273.76953125,11487.58984375,11273.6103515625,5313760000,0.73%
297,2023-03-03,11689.009765625,11524.650390625,11699.6298828125,11514.740234375,5102210000,1.97%
298,2023-03-06,11675.740234375,11736.8701171875,11827.919921875,11667.48046875,4982880000,-0.11%
299,2023-03-07,11530.330078125,11670.98046875,11705.9599609375,11512.0302734375,5422820000,-1.25%
300,2023-03-08,11576.0,11553.08984375,11601.23046875,11487.75,5085970000,0.40%
301,2023-03-09,11338.349609375,11578.3095703125,11667.1201171875,11319.98046875,5061790000,-2.05%
302,2023-03-10,11138.8896484375,11325.3603515625,11373.8095703125,11093.8603515625,6193500000,-1.76%
303,2023-03-13,11188.83984375,11041.4599609375,11326.73046875,10982.7998046875,6201490000,0.45%
304,2023-03-14,11428.150390625,11357.73046875,11467.01953125,11284.9296875,5533120000,2.14%
305,2023-03-15,11434.0498046875,11291.169921875,11447.900390625,11238.4404296875,5912430000,0.05%
306,2023-03-16,11717.2802734375,11384.8701171875,11733.7998046875,11365.490234375,5498920000,2.48%
307,2023-03-17,11630.509765625,11696.33984375,11773.1103515625,11562.6298828125,7903090000,-0.74%
308,2023-03-20,11675.5400390625,11614.3896484375,11695.5498046875,11550.6904296875,4970630000,0.39%
309,2023-03-21,11860.1103515625,11764.7900390625,11879.16015625,11724.91015625,4829870000,1.58%
310,2023-03-22,11669.9599609375,11857.5,12013.990234375,11666.849609375,4981590000,-1.60%
311,2023-03-23,11787.400390625,11811.3203125,11962.6904296875,11684.51953125,4917460000,1.01%
312,2023-03-24,11823.9599609375,11747.6201171875,11826.23046875,11670.669921875,4363650000,0.31%
313,2023-03-27,11768.83984375,11868.5400390625,11903.2099609375,11739.0498046875,4330320000,-0.47%
314,2023-03-28,11716.080078125,11752.759765625,11752.759765625,11635.0302734375,4036910000,-0.45%
315,2023-03-29,11926.240234375,11855.58984375,11941.599609375,11823.349609375,4493540000,1.79%
316,2023-03-30,12013.4697265625,12010.4501953125,12044.7900390625,11953.3701171875,4738880000,0.73%
317,2023-03-31,12221.91015625,12031.5400390625,12227.9296875,12030.4404296875,5521150000,1.74%
318,2023-04-03,12189.4501953125,12146.08984375,12196.33984375,12086.51953125,4816440000,-0.27%
319,2023-04-04,12126.330078125,12208.490234375,12224.6796875,12081.8095703125,4298760000,-0.52%
320,2023-04-05,11996.8603515625,12081.759765625,12086.75,11931.849609375,4378590000,-1.07%
321,2023-04-06,12087.9599609375,11939.080078125,12098.5,11898.3603515625,3862800000,0.76%
322,2023-04-10,12084.3603515625,11975.1298828125,12084.9501953125,11924.2001953125,4334070000,-0.03%
323,2023-04-11,12031.8798828125,12080.240234375,12091.26953125,12011.400390625,4676960000,-0.43%
324,2023-04-12,11929.33984375,12110.8701171875,12134.5,11916.5400390625,4909770000,-0.85%
325,2023-04-13,12166.26953125,11997.419921875,12178.7998046875,11995.9404296875,4942990000,1.99%
326,2023-04-14,12123.4697265625,12117.91015625,12205.7197265625,12026.5498046875,4655740000,-0.35%
327,2023-04-17,12157.7197265625,12108.23046875,12159.01953125,12064.099609375,4823180000,0.28%
328,2023-04-18,12153.41015625,12234.5595703125,12245.4296875,12110.23046875,4851810000,-0.04%
329,2023-04-19,12157.23046875,12063.6796875,12191.099609375,12060.169921875,4972700000,0.03%
330,2023-04-20,12059.5595703125,12039.080078125,12155.9599609375,12011.9501953125,4590530000,-0.80%
331,2023-04-21,12072.4599609375,12046.0302734375,12097.150390625,11986.8203125,4868050000,0.11%
332,2023-04-24,12037.2001953125,12053.4697265625,12103.580078125,11960.2998046875,4854050000,-0.29%
333,2023-04-25,11799.16015625,11968.8095703125,11990.4599609375,11798.76953125,4806020000,-1.98%
334,2023-04-26,11854.349609375,11913.23046875,11967.990234375,11833.0703125,5281970000,0.47%
335,2023-04-27,12142.240234375,11972.150390625,12154.009765625,11950.919921875,5253710000,2.43%
336,2023-04-28,12226.580078125,12117.5400390625,12227.7197265625,12082.5703125,5331380000,0.69%
337,2023-05-01,12212.599609375,12210.0498046875,12261.3203125,12181.080078125,5168430000,-0.11%
338,2023-05-02,12080.509765625,12198.01953125,12206.580078125,12015.23046875,5501410000,-1.08%
339,2023-05-03,12025.330078125,12097.0400390625,12212.5498046875,12022.4599609375,5782160000,-0.46%
340,2023-05-04,11966.400390625,11997.33984375,12033.150390625,11925.3701171875,4745780000,-0.49%
341,2023-05-05,12235.41015625,12073.0302734375,12264.830078125,12065.7197265625,4574790000,2.25%
342,2023-05-08,12256.919921875,12231.6796875,12264.990234375,12178.259765625,4216360000,0.18%
343,2023-05-09,12179.5498046875,12195.7802734375,12216.1298828125,12174.0595703125,4126780000,-0.63%
344,2023-05-10,12306.4404296875,12286.66015625,12337.6904296875,12180.8603515625,4948260000,1.04%
345,2023-05-11,12328.509765625,12321.259765625,12347.3798828125,12255.4404296875,4489490000,0.18%
346,2023-05-12,12284.740234375,12350.51953125,12364.650390625,12209.580078125,4170000000,-0.36%
347,2023-05-15,12365.2099609375,12301.169921875,12376.400390625,12263.349609375,3979290000,0.66%
348,2023-05-16,12343.0498046875,12327.0498046875,12403.8095703125,12324.51953125,4067510000,-0.18%
349,2023-05-17,12500.5703125,12388.580078125,12514.0703125,12335.01953125,4501820000,1.28%
350,2023-05-18,12688.83984375,12513.8701171875,12698.5,12512.259765625,4532890000,1.51%
351,2023-05-19,12657.900390625,12709.4599609375,12731.73046875,12624.0595703125,3935780000,-0.24%
352,2023-05-22,12720.7802734375,12664.4404296875,12756.23046875,12655.259765625,4278920000,0.50%
353,2023-05-23,12560.25,12652.8798828125,12709.740234375,12554.4296875,4347440000,-1.26%
354,2023-05-24,12484.16015625,12481.8896484375,12529.6298828125,12415.849609375,4088270000,-0.61%
355,2023-05-25,12698.08984375,12706.4404296875,12736.919921875,12604.8896484375,4651640000,1.71%
356,2023-05-26,12975.6904296875,12736.419921875,13001.91015625,12729.740234375,4434070000,2.19%
357,2023-05-30,13017.4296875,13109.099609375,13154.2900390625,12968.1201171875,4843470000,0.32%
358,2023-05-31,12935.2900390625,12968.3798828125,13029.080078125,12889.3701171875,5905760000,-0.63%
359,2023-06-01,13100.98046875,12944.4599609375,13141.830078125,12903.6298828125,4610310000,1.28%
360,2023-06-02,13240.76953125,13190.48046875,13256.2099609375,13125.8603515625,4426760000,1.07%
361,2023-06-05,13229.4296875,13238.48046875,13330.650390625,13194.9501953125,4344280000,-0.09%
362,2023-06-06,13276.419921875,13199.58984375,13306.2099609375,13165.650390625,4810910000,0.36%
363,2023-06-07,13104.900390625,13295.259765625,13361.900390625,13089.48046875,5270600000,-1.29%
364,2023-06-08,13238.51953125,13113.26953125,13248.599609375,13101.1796875,4280160000,1.02%
365,2023-06-09,13259.1396484375,13312.3896484375,13385.9501953125,13229.330078125,4412710000,0.16%
366,2023-06-12,13461.919921875,13326.3701171875,13465.91015625,13302.580078125,4722680000,1.53%
367,2023-06-13,13573.3203125,13566.5302734375,13594.400390625,13473.1904296875,5522100000,0.83%
368,2023-06-14,13626.48046875,13570.5595703125,13661.740234375,13455.990234375,5772550000,0.39%
369,2023-06-15,13782.8203125,13572.8798828125,13828.169921875,13561.3701171875,5667520000,1.15%
370,2023-06-16,13689.5703125,13859.0703125,13864.0595703125,13680.9501953125,8076530000,-0.68%
371,2023-06-20,13667.2900390625,13642.2900390625,13711.1796875,13561.83984375,5237710000,-0.16%
372,2023-06-21,13502.2001953125,13620.8701171875,13638.5703125,13460.9404296875,5194640000,-1.21%
373,2023-06-22,13630.6103515625,13443.41015625,13631.849609375,13441.5595703125,4499550000,0.95%
374,2023-06-23,13492.51953125,13484.099609375,13572.1904296875,13442.650390625,7734500000,-1.01%
375,2023-06-26,13335.7802734375,13468.740234375,13573.5703125,13334.419921875,4430600000,-1.16%
376,2023-06-27,13555.669921875,13389.25,13578.7998046875,13366.9697265625,5053660000,1.65%
377,2023-06-28,13591.75,13506.01953125,13654.1396484375,13495.73046875,4533270000,0.27%
378,2023-06-29,13591.330078125,13592.3603515625,13618.5302734375,13540.259765625,4388140000,-0.00%
379,2023-06-30,13787.919921875,13719.98046875,13816.6796875,13716.16015625,4661120000,1.45%
380,2023-07-03,13816.76953125,13798.7001953125,13839.08984375,13773.41015625,2902300000,0.21%
381,2023-07-05,13791.650390625,13772.099609375,13844.5,13764.25,5339340000,-0.18%
382,2023-07-06,13679.0400390625,13653.169921875,13689.51953125,13567.25,6113080000,-0.82%
383,2023-07-07,13660.7197265625,13668.0703125,13804.509765625,13656.73046875,5098120000,-0.13%
384,2023-07-10,13685.48046875,13645.3701171875,13692.41015625,13584.8701171875,5275390000,0.18%
385,2023-07-11,13760.7001953125,13709.8095703125,13774.830078125,13643.3203125,4840950000,0.55%
386,2023-07-12,13918.9599609375,13915.6396484375,13963.4501953125,13842.1298828125,5230620000,1.15%
387,2023-07-13,14138.5703125,14021.150390625,14163.7998046875,14012.240234375,5183560000,1.58%
388,2023-07-14,14113.7001953125,14166.66015625,14232.1103515625,14081.9599609375,5366890000,-0.18%
389,2023-07-17,14244.9501953125,14149.919921875,14274.41015625,14138.009765625,4593160000,0.93%
390,2023-07-18,14353.6396484375,14212.25,14396.6904296875,14176.1103515625,4824070000,0.76%
391,2023-07-19,14358.01953125,14398.5302734375,14446.5498046875,14317.08984375,5112420000,0.03%
392,2023-07-20,14063.3095703125,14273.2900390625,14309.919921875,14030.6201171875,5128020000,-2.05%
393,2023-07-21,14032.8095703125,14148.1796875,14179.009765625,14020.4501953125,5254180000,-0.22%
394,2023-07-24,14058.8701171875,14081.6298828125,14110.150390625,13997.1298828125,4083070000,0.19%
395,2023-07-25,14144.5595703125,14093.240234375,14201.91015625,14092.51953125,3812470000,0.61%
396,2023-07-26,14127.2802734375,14123.51953125,14187.349609375,14041.9501953125,4322000000,-0.12%
397,2023-07-27,14050.1103515625,14319.16015625,14360.2001953125,14006.9296875,5115840000,-0.55%
398,2023-07-28,14316.66015625,14199.830078125,14344.349609375,14188.099609375,4453520000,1.90%
399,2023-07-31,14346.01953125,14337.900390625,14370.91015625,14292.75,4934440000,0.21%
400,2023-08-01,14283.91015625,14274.9296875,14309.2099609375,14215.6396484375,4633770000,-0.43%
401,2023-08-02,13973.4501953125,14132.73046875,14133.849609375,13914.8095703125,5481960000,-2.17%
402,2023-08-03,13959.7197265625,13899.759765625,14032.2802734375,13881.349609375,6036970000,-0.10%
403,2023-08-04,13909.240234375,14025.9599609375,14119.2197265625,13897.9296875,5349450000,-0.36%
404,2023-08-07,13994.400390625,13972.4501953125,13997.150390625,13864.919921875,4892330000,0.61%
405,2023-08-08,13884.3203125,13875.4501953125,13899.740234375,13769.33984375,5284550000,-0.79%
406,2023-08-09,13722.01953125,13897.6103515625,13898.5400390625,13698.3896484375,5591360000,-1.17%
407,2023-08-10,13737.990234375,13818.25,13947.16015625,13686.509765625,5299080000,0.12%
408,2023-08-11,13644.849609375,13633.650390625,13720.330078125,13609.98046875,4638880000,-0.68%
409,2023-08-14,13788.330078125,13599.0,13789.16015625,13582.490234375,4272020000,1.05%
410,2023-08-15,13631.0498046875,13760.48046875,13774.98046875,13611.9404296875,4473320000,-1.14%
411,2023-08-16,13474.6298828125,13593.169921875,13644.3203125,13473.0302734375,6243760000,-1.15%
412,2023-08-17,13316.9296875,13527.2998046875,13535.08984375,13303.4501953125,5280180000,-1.17%
413,2023-08-18,13290.7802734375,13190.01953125,13335.8701171875,13161.759765625,4801910000,-0.20%
414,2023-08-21,13497.58984375,13347.259765625,13516.8603515625,13325.58984375,4363070000,1.56%
415,2023-08-22,13505.8701171875,13593.9501953125,13598.76953125,13484.3798828125,4282430000,0.06%
416,2023-08-23,13721.0302734375,13532.4296875,13757.0,13532.4296875,4127850000,1.59%
417,2023-08-24,13463.9697265625,13834.3095703125,13834.6904296875,13462.83984375,4383820000,-1.87%
418,2023-08-25,13590.650390625,13514.3701171875,13633.419921875,13376.349609375,3970060000,0.94%
419,2023-08-28,13705.1298828125,13695.3603515625,13735.98046875,13626.6396484375,3666680000,0.84%
420,2023-08-29,13943.759765625,13687.23046875,13959.8095703125,13677.0595703125,4748180000,1.74%
421,2023-08-30,14019.3095703125,13961.76953125,14050.8203125,13924.2001953125,4364600000,0.54%
422,2023-08-31,14034.9697265625,14041.5400390625,14114.669921875,14010.48046875,4568610000,0.11%
423,2023-09-01,14031.8095703125,14129.9599609375,14149.6201171875,13982.419921875,4033960000,-0.02%
424,2023-09-05,14020.9501953125,13994.5400390625,14060.849609375,13945.650390625,4379790000,-0.08%
425,2023-09-06,13872.4697265625,13988.8095703125,14001.9501953125,13802.419921875,4215320000,-1.06%
426,2023-09-07,13748.830078125,13675.1103515625,13774.6298828125,13642.4697265625,4320830000,-0.89%
427,2023-09-08,13761.5302734375,13754.7099609375,13843.3701171875,13733.1796875,4160360000,0.09%
428,2023-09-11,13917.8896484375,13884.0302734375,13937.4697265625,13805.1298828125,4538870000,1.14%
429,2023-09-12,13773.6103515625,13858.9404296875,13913.599609375,13763.6904296875,4595490000,-1.04%
430,2023-09-13,13813.58984375,13773.669921875,13868.5703125,13733.8203125,4840310000,0.29%
431,2023-09-14,13926.0498046875,13889.759765625,13957.5703125,13810.66015625,4649010000,0.81%
432,2023-09-15,13708.330078125,13889.2001953125,13895.75,13684.240234375,8162210000,-1.56%
433,2023-09-18,13710.240234375,13669.9599609375,13751.2802734375,13663.4599609375,4855880000,0.01%
434,2023-09-19,13678.1904296875,13649.4404296875,13705.150390625,13578.8701171875,4453460000,-0.23%
435,2023-09-20,13469.1298828125,13710.259765625,13727.8095703125,13467.2802734375,4782440000,-1.53%
436,2023-09-21,13223.98046875,13328.0595703125,13362.23046875,13222.5595703125,5014890000,-1.82%
437,2023-09-22,13211.8095703125,13287.169921875,13353.2197265625,13200.6396484375,4302700000,-0.09%
438,2023-09-25,13271.3203125,13172.5400390625,13277.830078125,13132.0,4100290000,0.45%
439,2023-09-26,13063.6103515625,13180.9599609375,13199.1298828125,13033.400390625,4693540000,-1.57%
440,2023-09-27,13092.849609375,13115.3603515625,13156.3701171875,12963.16015625,4841410000,0.22%
441,2023-09-28,13201.2802734375,13043.3701171875,13270.9697265625,13025.1103515625,4648390000,0.83%
442,2023-09-29,13219.3203125,13337.7099609375,13382.98046875,13177.08984375,5138500000,0.14%
443,2023-10-02,13307.76953125,13217.98046875,13364.0302734375,13204.080078125,4554700000,0.67%
444,2023-10-03,13059.4697265625,13229.6796875,13280.0400390625,13008.599609375,4684310000,-1.87%
445,2023-10-04,13236.009765625,13092.919921875,13258.759765625,13072.509765625,4308070000,1.35%
446,2023-10-05,13219.830078125,13228.1201171875,13251.1796875,13087.5703125,4167470000,-0.12%
447,2023-10-06,13431.33984375,13127.6796875,13472.26953125,13099.0302734375,4309420000,1.60%
448,2023-10-09,13484.240234375,13326.2197265625,13509.2998046875,13277.48046875,3835930000,0.39%
449,2023-10-10,13562.83984375,13505.8095703125,13659.6298828125,13491.8095703125,4301350000,0.58%
450,2023-10-11,13659.6796875,13619.2099609375,13671.1103515625,13549.2900390625,4160440000,0.71%
451,2023-10-12,13574.2197265625,13672.4697265625,13714.1396484375,13491.5595703125,4858620000,-0.63%
452,2023-10-13,13407.23046875,13613.58984375,13619.5400390625,13361.849609375,4251550000,-1.23%
453,2023-10-16,13567.98046875,13453.8095703125,13598.0498046875,13447.169921875,4308690000,1.20%
454,2023-10-17,13533.75,13419.8701171875,13602.25,13364.740234375,4417640000,-0.25%
455,2023-10-18,13314.2998046875,13439.6796875,13499.740234375,13275.2998046875,4617140000,-1.62%
456,2023-10-19,13186.1796875,13354.7998046875,13404.73046875,13157.330078125,5014790000,-0.96%
457,2023-10-20,12983.8095703125,13157.76953125,13177.349609375,12977.4296875,4622840000,-1.53%
458,2023-10-23,13018.330078125,12930.849609375,13143.2197265625,12848.830078125,4669060000,0.27%
459,2023-10-24,13139.8701171875,13084.990234375,13170.3896484375,13022.849609375,4604720000,0.93%
460,2023-10-25,12821.2197265625,13039.8603515625,13042.51953125,12804.2998046875,4599850000,-2.43%
461,2023-10-26,12595.6103515625,12768.9697265625,12818.1396484375,12543.8603515625,4894900000,-1.76%
462,2023-10-27,12643.009765625,12718.6904296875,12772.4296875,12600.5703125,4172100000,0.38%
463,2023-10-30,12789.48046875,12750.4697265625,12842.9599609375,12691.5595703125,4149320000,1.16%
464,2023-10-31,12851.240234375,12786.6201171875,12859.400390625,12697.0400390625,4315630000,0.48%
465,2023-11-01,13061.4697265625,12887.0595703125,13072.419921875,12875.2001953125,4545120000,1.64%
466,2023-11-02,13294.1904296875,13230.490234375,13302.1796875,13177.6396484375,4962950000,1.78%
467,2023-11-03,13478.2802734375,13362.849609375,13520.2802734375,13344.73046875,4918750000,1.38%
468,2023-11-06,13518.7802734375,13514.080078125,13551.6201171875,13435.990234375,4345850000,0.30%
469,2023-11-07,13639.8603515625,13555.7900390625,13675.4599609375,13516.5595703125,4354460000,0.90%
470,2023-11-08,13650.41015625,13660.2197265625,13684.8701171875,13573.580078125,4685550000,0.08%
471,2023-11-09,13521.4501953125,13693.7001953125,13697.8203125,13506.01953125,5313970000,-0.94%
472,2023-11-10,13798.1103515625,13571.1904296875,13802.5302734375,13556.349609375,4722140000,2.05%
473,2023-11-13,13767.740234375,13745.9599609375,13805.1103515625,13687.7802734375,4349590000,-0.22%
474,2023-11-14,14094.3798828125,14015.3701171875,14124.0595703125,14003.1396484375,5332490000,2.37%
475,2023-11-15,14103.83984375,14147.26953125,14194.3603515625,14060.7001953125,5063830000,0.07%
476,2023-11-16,14113.669921875,14066.8798828125,14130.4501953125,14033.7900390625,4545180000,0.07%
477,2023-11-17,14125.48046875,14101.4404296875,14154.3203125,14063.9296875,4408640000,0.08%
478,2023-11-20,14284.5302734375,14134.75,14309.7998046875,14134.2001953125,4561810000,1.13%
479,2023-11-21,14199.98046875,14217.23046875,14237.5,14146.3095703125,4128600000,-0.59%
480,2023-11-22,14265.8603515625,14283.8203125,14359.6103515625,14226.6298828125,3855240000,0.46%
481,2023-11-24,14250.849609375,14238.0400390625,14270.2802734375,14214.1298828125,2541840000,-0.11%
482,2023-11-27,14241.01953125,14239.3095703125,14305.7099609375,14205.240234375,4205880000,-0.07%
483,2023-11-28,14281.759765625,14224.6298828125,14303.66015625,14195.7197265625,4474400000,0.29%
484,2023-11-29,14258.490234375,14367.1103515625,14423.2197265625,14247.8896484375,4890220000,-0.16%
485,2023-11-30,14226.2197265625,14265.0498046875,14289.2001953125,14127.0498046875,5678070000,-0.23%
486,2023-12-01,14305.0302734375,14181.349609375,14311.9501953125,14135.0,5607000000,0.55%
487,2023-12-04,14185.490234375,14168.66015625,14197.51953125,14058.51953125,6270020000,-0.84%
488,2023-12-05,14229.91015625,14126.400390625,14285.66015625,14121.759765625,6179120000,0.31%
489,2023-12-06,14146.7099609375,14325.6201171875,14327.6298828125,14138.509765625,5167030000,-0.58%
490,2023-12-07,14339.990234375,14230.4296875,14353.1103515625,14220.8701171875,5694310000,1.37%
491,2023-12-08,14403.9697265625,14279.4599609375,14416.919921875,14264.9599609375,5430840000,0.45%
492,2023-12-11,14432.490234375,14340.1298828125,14436.080078125,14324.5703125,5607820000,0.20%
493,2023-12-12,14533.400390625,14423.009765625,14533.400390625,14385.3896484375,4950100000,0.70%
494,2023-12-13,14733.9599609375,14555.6796875,14743.5498046875,14517.51953125,6732040000,1.38%
495,2023-12-14,14761.5595703125,14798.7197265625,14855.6201171875,14642.23046875,8033170000,0.19%
496,2023-12-15,14813.919921875,14797.4599609375,14848.400390625,14753.16015625,8377630000,0.35%
497,2023-12-18,14904.8095703125,14814.01953125,14938.0400390625,14811.8203125,5866080000,0.61%
498,2023-12-19,15003.2197265625,14923.01953125,15003.7998046875,14921.599609375,5757180000,0.66%
499,2023-12-20,14777.9404296875,14973.3603515625,15069.2900390625,14776.2900390625,6294700000,-1.50%
500,2023-12-21,14963.8701171875,14923.1396484375,14970.8095703125,14837.4697265625,5465640000,1.26%
501,2023-12-22,14992.9697265625,15006.1796875,15047.1904296875,14927.1201171875,4796600000,0.19%
502,2023-12-26,15074.5703125,15028.6904296875,15101.1796875,15024.0595703125,6120600000,0.54%
503,2023-12-27,15099.1796875,15089.66015625,15114.080078125,15051.669921875,7480170000,0.16%
504,2023-12-28,15095.1396484375,15142.08984375,15150.0703125,15087.2197265625,5090570000,-0.03%
505,2023-12-29,15011.349609375,15099.2001953125,15111.41015625,14955.3701171875,5441060000,-0.56%
506,2024-01-02,14765.9404296875,14873.7001953125,14887.7998046875,14682.3798828125,5791170000,-1.63%
507,2024-01-03,14592.2099609375,14641.4697265625,14694.580078125,14577.4404296875,5449950000,-1.18%
508,2024-01-04,14510.2998046875,14532.23046875,14632.76953125,14504.7802734375,5289220000,-0.56%
509,2024-01-05,14524.0703125,14500.1103515625,14625.1904296875,14477.5703125,5232820000,0.09%
510,2024-01-08,14843.76953125,14564.4697265625,14846.900390625,14560.2001953125,6337770000,2.20%
511,2024-01-09,14857.7099609375,14744.1298828125,14894.3203125,14716.7099609375,5068410000,0.09%
512,2024-01-10,14969.650390625,14877.7001953125,14998.2001953125,14842.7001953125,4404590000,0.75%
513,2024-01-11,14970.1904296875,15020.9501953125,15063.6103515625,14800.3798828125,5044690000,0.00%
514,2024-01-12,14972.759765625,15001.009765625,15047.25,14931.8798828125,4958940000,0.02%
515,2024-01-16,14944.349609375,14908.259765625,15004.349609375,14863.8095703125,6386180000,-0.19%
516,2024-01-17,14855.6201171875,14814.76953125,14865.759765625,14706.23046875,5181740000,-0.59%
517,2024-01-18,15055.650390625,14994.51953125,15066.8095703125,14911.1103515625,5587440000,1.35%
518,2024-01-19,15310.9697265625,15122.3798828125,15310.9697265625,15087.2001953125,5604950000,1.70%
519,2024-01-22,15360.2900390625,15393.0498046875,15438.849609375,15333.6298828125,5456240000,0.32%
520,2024-01-23,15425.9404296875,15391.41015625,15432.349609375,15337.23046875,5207680000,0.43%
521,2024-01-24,15481.919921875,15560.6103515625,15629.0703125,15468.91015625,4983210000,0.36%
522,2024-01-25,15510.5,15555.6201171875,15597.25,15430.6796875,5281570000,0.18%
523,2024-01-26,15455.3603515625,15474.849609375,15538.83984375,15433.0400390625,4510530000,-0.36%
524,2024-01-29,15628.0400390625,15470.66015625,15630.580078125,15449.8701171875,4979310000,1.12%
525,2024-01-30,15509.900390625,15604.080078125,15619.23046875,15484.669921875,4719240000,-0.76%
526,2024-01-31,15164.009765625,15324.1904296875,15405.5595703125,15158.490234375,5875610000,-2.23%
527,2024-02-01,15361.6396484375,15254.01953125,15372.1298828125,15208.8798828125,5046920000,1.30%
528,2024-02-02,15628.9501953125,15403.16015625,15664.2099609375,15366.7802734375,4800690000,1.74%
529,2024-02-05,15597.6796875,15613.990234375,15637.8798828125,15471.6796875,4831020000,-0.20%
530,2024-02-06,15609.0,15638.1904296875,15652.75,15515.25,4759640000,0.07%
531,2024-02-07,15756.6396484375,15690.349609375,15770.6796875,15645.8095703125,4567580000,0.95%
532,2024-02-08,15793.7099609375,15762.23046875,15813.26953125,15739.1796875,5675850000,0.24%
533,2024-02-09,15990.66015625,15842.3798828125,16007.2900390625,15831.759765625,5797260000,1.25%
534,2024-02-12,15942.5498046875,15980.6201171875,16080.0703125,15917.8701171875,5458490000,-0.30%
535,2024-02-13,15655.599609375,15598.8798828125,15770.419921875,15551.4404296875,5599860000,-1.80%
536,2024-02-14,15859.150390625,15781.7099609375,15865.509765625,15683.9404296875,5092660000,1.30%
537,2024-02-15,15906.169921875,15865.2998046875,15911.2197265625,15779.7197265625,6049100000,0.30%
538,2024-02-16,15775.650390625,15910.4296875,15917.41015625,15752.01953125,5223800000,-0.82%
539,2024-02-20,15630.7802734375,15679.83984375,15730.4697265625,15508.5,5595700000,-0.92%
540,2024-02-21,15580.8701171875,15532.1201171875,15583.6796875,15451.650390625,4845740000,-0.32%
541,2024-02-22,16041.6201171875,15904.48046875,16061.8203125,15869.240234375,5653930000,2.96%
542,2024-02-23,15996.8203125,16094.7998046875,16134.2197265625,15954.5,5077910000,-0.28%
543,2024-02-26,15976.25,16014.4501953125,16054.900390625,15973.900390625,5417630000,-0.13%
544,2024-02-27,16035.2998046875,16013.98046875,16046.099609375,15940.509765625,5423020000,0.37%
545,2024-02-28,15947.740234375,15969.1396484375,16003.5595703125,15924.7197265625,5581690000,-0.55%
546,2024-02-29,16091.919921875,16059.33984375,16115.9599609375,15931.7001953125,6265340000,0.90%
547,2024-03-01,16274.9404296875,16109.830078125,16302.240234375,16096.599609375,5457910000,1.14%
548,2024-03-04,16207.509765625,16264.2099609375,16289.0595703125,16199.0595703125,5725470000,-0.41%
549,2024-03-05,15939.58984375,16077.740234375,16087.5703125,15862.6298828125,6356800000,-1.65%
550,2024-03-06,16031.5400390625,16092.0,16128.5595703125,15956.66015625,5511370000,0.58%
551,2024-03-07,16273.3798828125,16147.3203125,16309.01953125,16096.009765625,5072790000,1.51%
552,2024-03-08,16085.1103515625,16322.099609375,16449.69921875,16059.5,5411790000,-1.16%
553,2024-03-11,16019.26953125,16052.6298828125,16085.9501953125,15978.0400390625,4917620000,-0.41%
554,2024-03-12,16265.6396484375,16116.98046875,16275.4501953125,15992.98046875,5100330000,1.54%
555,2024-03-13,16177.76953125,16220.1103515625,16233.2998046875,16143.33984375,4839000000,-0.54%
556,2024-03-14,16128.5302734375,16209.1904296875,16245.3203125,16039.6796875,5450980000,-0.30%
557,2024-03-15,15973.169921875,16043.580078125,16055.330078125,15925.91015625,8261950000,-0.96%
558,2024-03-18,16103.4501953125,16154.919921875,16247.58984375,16094.169921875,5025040000,0.82%
559,2024-03-19,16166.7900390625,16031.9296875,16175.58984375,15951.8603515625,4758740000,0.39%
560,2024-03-20,16369.41015625,16185.759765625,16377.4404296875,16127.48046875,5298380000,1.25%
561,2024-03-21,16401.83984375,16517.240234375,16538.859375,16393.900390625,5134740000,0.20%
562,2024-03-22,16428.8203125,16387.830078125,16467.619140625,16361.0,4339930000,0.16%
563,2024-03-25,16384.470703125,16335.2998046875,16441.169921875,16315.7197265625,4636940000,-0.27%
564,2024-03-26,16315.7001953125,16446.849609375,16476.380859375,16312.9501953125,5144260000,-0.42%
565,2024-03-27,16399.51953125,16424.759765625,16431.8203125,16279.169921875,4768930000,0.51%
566,2024-03-28,16379.4599609375,16377.23046875,16420.919921875,16347.3798828125,5174450000,-0.12%
567,2024-04-01,16396.830078125,16397.05078125,16490.650390625,16327.8896484375,4798390000,0.11%
