,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4
39,26,0.5073809523809525,0.058622595622857744,12,0.4923809523809524,0.33840495538954446,6,0.5027972027972029,0.0447443168476822,18,0.4998686946055367,0.024685462661338864
40,17,0.5037787120130074,0.05344788383082661,18,0.37,0.31240998703626616,47,0.49754319754319754,0.029749135126608244,16,0.46471861471861464,0.14440263315642854
41,33,0.4897680097680098,0.05607182199380451,44,0.3,0.39999999999999997,18,0.49333333333333335,0.1867988949659334,27,0.307843137254902,0.37917736083883335
42,32,0.4333333333333333,0.23475755815545346,38,0.27,0.3340658617698013,16,0.4916666666666666,0.3295619988880865,24,0.18666666666666668,0.2436755584332942
43,41,0.3676190476190476,0.30174699197429106,24,0.26666666666666666,0.38873012632302006,37,0.4791666666666667,0.11550235628204039,7,0.0,0.0
44,7,0.0,0.0,42,0.19111111111111112,0.23917553861464377,21,0.4333333333333333,0.38873012632302,37,0.0,0.0
45,30,0.0,0.0,40,0.0,0.0,29,0.0,0.0,43,0.0,0.0
46,13,0.0,0.0,1,0.0,0.0,23,0.0,0.0,1,0.0,0.0
47,29,0.0,0.0,26,0.0,0.0,7,0.0,0.0,34,0.0,0.0
48,1,0.0,0.0,13,0.0,0.0,11,0.0,0.0,33,0.0,0.0
49,18,0.0,0.0,7,0.0,0.0,1,0.0,0.0,25,0.0,0.0
