,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
0,40,0.6109161490683229,0.07352020586545459,36,0.6829059829059829,0.1735358482490322,41,0.616965811965812,0.09879798435354724,48,0.6880952380952381,0.17109756403068266
1,22,0.6047435897435898,0.08682582866486163,22,0.6594871794871795,0.0883838380422996,49,0.5822619047619048,0.06616349227293376,49,0.6575091575091574,0.19789714177753626
2,49,0.5954625439919558,0.09234701723046806,34,0.6242424242424242,0.08484848484848484,32,0.5781562881562883,0.0880009251315934,41,0.6321204122674711,0.11521586916858116
3,25,0.5919444444444444,0.04972454991447916,28,0.6241269841269841,0.0685479089588103,20,0.5772256728778468,0.09696339849054994,47,0.6310947712418301,0.11606474500513463
4,47,0.5835364635364635,0.05584047067773349,20,0.6142857142857142,0.37142857142857144,3,0.5674247491638796,0.09655182112835702,44,0.6291101924640824,0.07686073131063402
5,43,0.5759174159174159,0.03406918351244669,45,0.5942857142857143,0.17549153515644175,43,0.5672161172161172,0.1376061333896021,32,0.6277593575007367,0.08067755357331727
6,36,0.5757885763000852,0.07888051914431154,43,0.5912698412698413,0.12274676145511877,19,0.5666666666666667,0.10491398593345143,45,0.6155392156862745,0.12272179976845313
7,12,0.5754085982218975,0.04729708788737246,41,0.5796425796425797,0.08525047720910695,30,0.5615189166550328,0.03435796168746726,38,0.6102716727716728,0.08258374806316128
8,23,0.5641111111111111,0.05959907199542665,37,0.57763715587245,0.06312212497846645,35,0.5595743771192688,0.07081334422504121,11,0.6048818501759679,0.08342913867613617
9,38,0.56333722901418,0.03170165816112772,10,0.5748535979657261,0.03038307149874851,2,0.5571816908581615,0.07000703254300426,40,0.6034903381642511,0.06217684549537173
10,44,0.5590909090909091,0.05032493134040916,48,0.5694372294372295,0.036697702765702236,22,0.5534278266536331,0.05223029357086577,15,0.6025777759616433,0.07585114869426975
11,31,0.5578778677462888,0.09834287022448039,3,0.5674247491638796,0.09655182112835702,40,0.553384724437356,0.07711016851226012,21,0.5834307992202727,0.0625351338918102
12,2,0.5577489177489178,0.07428228329395983,2,0.562987012987013,0.07260890181446054,36,0.547193675889328,0.09571049735940808,31,0.5820357420357419,0.08116607390960168
13,3,0.5552631578947368,0.0634738684741247,16,0.5489324618736383,0.08040208711127586,0,0.5439717695059663,0.03121214116731054,19,0.5803496503496504,0.049251028889180246
14,34,0.5518433179723502,0.05122274655446451,27,0.5480769230769231,0.32167737154009873,8,0.5401470588235295,0.03502223712765371,3,0.5707580824972129,0.1023364834037356
15,35,0.5506959706959706,0.09310533909237034,19,0.5469043965412252,0.046794484441025325,17,0.5383579294268949,0.03393078843146811,20,0.5667037158112673,0.06602726807408665
16,24,0.5463709493121257,0.04031839993327936,33,0.546676267281106,0.029715483593109052,12,0.5334498834498834,0.08502396906014004,2,0.5641269841269841,0.0593879932011307
17,21,0.5455530129672006,0.08043409939819769,30,0.5444367245657569,0.049213452489549774,31,0.5330085703769915,0.060376250579546244,26,0.5636363636363636,0.061657545301138796
18,16,0.540003081464182,0.025140910718085146,0,0.5401343698117891,0.030762333998588357,25,0.5314285714285714,0.02806697529198357,39,0.5504716416481122,0.02960438282477863
19,11,0.5355555555555556,0.15546028828793512,25,0.5374703223973086,0.02795560117404742,33,0.5305115936694884,0.09441068100494938,10,0.5504554655870445,0.042365766081647806
20,10,0.5339712918660287,0.04177776067548915,21,0.5314035087719298,0.0959165773010091,44,0.5303805683563747,0.01090558864333819,23,0.5467377422399912,0.03734199029912731
21,48,0.5324941198375733,0.017221013021013316,31,0.5312207281965347,0.04167392440793638,46,0.5286422597712921,0.040635707595228956,22,0.5418860679550335,0.03674740109906358
22,0,0.5308802308802308,0.03329755143006396,8,0.5301470588235294,0.058909376133403475,24,0.5283489683729563,0.04935445020372836,17,0.5407379594660148,0.039545220862802974
23,45,0.5305632002406196,0.022323294527886815,35,0.5286183493925429,0.04179093030332687,10,0.5274561403508772,0.04224173788827211,0,0.539010752688172,0.042745268983429625
24,15,0.5279519500107736,0.05409191754958397,5,0.5251282051282051,0.20162815254836253,26,0.5269293614881849,0.02965176100799017,35,0.5337152553329023,0.0411540466818288
25,8,0.527649556326027,0.05747464443131645,29,0.5226262626262627,0.06678165779138441,38,0.525942713528526,0.04963949557673412,36,0.5309999999999999,0.08218948297143079
26,37,0.5251610845295056,0.06372495071117606,47,0.5224253444067685,0.07965461416246089,5,0.5251282051282051,0.20162815254836253,46,0.5279255994122755,0.031630599745596344
27,39,0.5246195084276044,0.031947413793427255,23,0.5218627450980392,0.03841286068760443,14,0.5234587251828631,0.05772916391081691,5,0.5251282051282051,0.20162815254836253
28,46,0.524264705882353,0.03231896611796634,46,0.5192634759997189,0.01840592854224607,27,0.5233187134502923,0.02302852026948599,28,0.5222533868631872,0.048546033465462816
29,27,0.523255672626382,0.03681961675363429,11,0.5163844600996993,0.034063441001733405,13,0.5232085561497326,0.04729304768554897,14,0.5197712418300654,0.046211507645264153
30,5,0.5217948717948718,0.197144306821251,9,0.5155511563599798,0.032243237357208084,39,0.5229986540776626,0.034540055059770695,12,0.5185599186052906,0.04305347132113706
31,20,0.5205794779932711,0.021681165021142115,49,0.515477107245739,0.03004477378357241,9,0.5229671797034225,0.028278124410610974,13,0.5181547619047618,0.015303523966883857
32,14,0.519056001207031,0.055908252547588,15,0.5110098307489612,0.03918001092054884,34,0.5227569324343517,0.026982447763519754,4,0.5157000247504331,0.02879601301367683
33,28,0.5175778522552716,0.03427577483403246,4,0.5109898798228969,0.021248159464755525,45,0.5222222222222223,0.11439589045541111,6,0.5151748146663995,0.04133724473984657
34,42,0.5161616161616162,0.10123207932418223,6,0.5097267129525194,0.04512078823263427,48,0.5172528653649935,0.08179736490449374,9,0.5150103217465646,0.031095383540269868
35,9,0.5155511563599798,0.032243237357208084,39,0.5093343343343343,0.01911027315025125,15,0.5113505987190198,0.04538663472298298,30,0.5141774042950513,0.025188191621690142
36,19,0.5129773162031226,0.018148776348542787,32,0.5071548436308162,0.04006417033494448,4,0.5109898798228969,0.021248159464755525,42,0.5116385048643113,0.01056937344522712
37,4,0.5109898798228969,0.021248159464755525,14,0.5030220685111989,0.045637808774200296,28,0.5075355054302422,0.03596994871669899,29,0.5112820512820513,0.09278509028019397
38,6,0.5099099974099974,0.04424544213946309,17,0.5015873015873016,0.16010515566887942,42,0.5039432436891602,0.0784770999897468,8,0.5031313131313131,0.06432717870235025
