,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9,iter10,iter10,iter10,iter11,iter11,iter11,iter12,iter12,iter12,iter13,iter13,iter13,iter14,iter14,iter14
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
0,23.0,0.6531996434937611,0.04320026408377239,17.0,0.6544125465178097,0.20232105665283656,45.0,0.655229476405947,0.10147192197330243,45,0.655229476405947,0.10147192197330243,48.0,0.7046425796425796,0.1576610254747049,34.0,0.6583333333333333,0.1939358427705181,33.0,0.6571047008547009,0.06834567967872815,20.0,0.6082142857142858,0.12262043457375565,24.0,0.6372777549248136,0.10459416818632464,47.0,0.6501282051282051,0.12795257175224914,38.0,0.65,0.13581032524975575,33.0,0.6517008318478906,0.10554860368073689,30.0,0.6695951107715813,0.12282799065740353,34.0,0.6447619047619046,0.13457247328816327
1,36.0,0.6488539238539238,0.07726596875019678,41.0,0.6166499078263784,0.08661517813373827,36.0,0.6166666666666666,0.14948471163415236,64,0.6333333333333333,0.22110831935702666,34.0,0.6721428571428572,0.1292126865572686,20.0,0.6186147186147186,0.22601548772902777,13.0,0.6157575757575757,0.15745216598384018,41.0,0.5838453600063508,0.11390221303689035,36.0,0.6210652349263965,0.10799097414540397,35.0,0.6147435897435897,0.07999630168966354,39.0,0.6299618029029793,0.10527858796713611,35.0,0.6517008318478906,0.10554860368073689,34.0,0.6650063661828367,0.1033073807292466,42.0,0.6387581699346405,0.0999152023098199
2,37.0,0.6274708624708625,0.06173094939742396,19.0,0.6009073279661515,0.06519463203921874,48.0,0.5754448217317487,0.05473948446861211,59,0.6283272283272284,0.0867054021783592,37.0,0.6388888888888888,0.11915339216404008,41.0,0.6163034188034189,0.11143566176686678,25.0,0.6152777777777778,0.10790513666419463,38.0,0.5784057971014492,0.09820990355665933,26.0,0.6177272727272728,0.10920827020419169,41.0,0.6044444444444445,0.15612593840222486,47.0,0.6279545454545454,0.07819503059605103,47.0,0.6471256684491978,0.10768307865587969,39.0,0.6309095860566449,0.11841356949043193,35.0,0.6233874458874459,0.06117696857360007
3,11.0,0.6268648018648018,0.07469389539479072,42.0,0.5927020202020202,0.10591549717381964,12.0,0.5754085982218975,0.04729708788737246,53,0.6230158730158729,0.09417394904248458,40.0,0.626330042506513,0.025692401589139536,30.0,0.6084126984126985,0.13204746545000864,24.0,0.5985714285714285,0.14133795397401255,22.0,0.568860153256705,0.04383906555869398,19.0,0.5803899240855763,0.042780203077081795,37.0,0.5992156862745097,0.06051934658466014,33.0,0.6255012531328321,0.07405039607702024,38.0,0.6399999999999999,0.04656817627223891,41.0,0.6298290598290598,0.10274357516795647,27.0,0.6041060606060606,0.13152088033884812
4,47.0,0.6185256410256411,0.08466208889766097,15.0,0.5889522882370113,0.06568504811577819,26.0,0.5653235653235653,0.07926639868707067,36,0.6166666666666666,0.14948471163415236,12.0,0.6235653235653236,0.1292691470853276,42.0,0.5959124209124209,0.09658366825069661,41.0,0.5883838383838385,0.09499783854183015,18.0,0.5628389154704944,0.08783000119107189,13.0,0.5776526878694062,0.13667499585032014,45.0,0.5922237076648841,0.06963197501998054,27.0,0.6208441558441558,0.06574443638694767,14.0,0.6334533035141555,0.1015666410027767,42.0,0.6176470588235293,0.11276640889812241,17.0,0.5903387881468377,0.08294460235205152
5,32.0,0.6179181929181929,0.09129911610249229,12.0,0.5811688311688311,0.07915096396155848,20.0,0.5617382021519952,0.03081309907476556,56,0.6074960127591706,0.07912421993969514,29.0,0.6084615384615384,0.0676534464986276,25.0,0.5894784158722778,0.07497223183010972,19.0,0.5857142857142856,0.23406106147513348,29.0,0.5619047619047619,0.14033487645991788,31.0,0.5764294134983791,0.04527556072560716,20.0,0.5772256728778468,0.09696339849054994,36.0,0.62004662004662,0.10763774684680794,42.0,0.6323898323898324,0.09609423663443817,47.0,0.5838023684973082,0.05462093246359982,48.0,0.5878496503496503,0.07546800044653437
6,13.0,0.6121335597057158,0.07976895782769002,28.0,0.5788180182042075,0.12387178027514567,2.0,0.5577489177489178,0.07428228329395983,61,0.6038621509209745,0.11513330209215848,18.0,0.5910955710955712,0.09941624104184225,22.0,0.5850344284871138,0.05697684712187205,35.0,0.5847291025780729,0.0707315652198895,2.0,0.5611574390521759,0.05967339621802636,30.0,0.5667244582043344,0.06773153371265785,29.0,0.5760805860805861,0.0895404443697413,37.0,0.6172222222222222,0.15018918111321064,36.0,0.6238795518207283,0.08229658984018029,37.0,0.5824242424242424,0.12674348837605046,43.0,0.5872727272727273,0.13454545454545455
7,3.0,0.6104753416518123,0.0908991672221207,24.0,0.5706209150326798,0.0863406114369453,3.0,0.5552631578947368,0.0634738684741247,69,0.5761278195488722,0.07167054384548574,46.0,0.5813986013986014,0.10527748486268634,29.0,0.5769896666800691,0.051814541180670276,38.0,0.5707206518971224,0.09016036667369862,43.0,0.5581949934123848,0.0333443612080716,25.0,0.5630012531328321,0.049204855459269316,49.0,0.5711890838206627,0.06487807374807049,44.0,0.6153496503496503,0.06481657444024129,41.0,0.6171212121212121,0.08669474010245665,13.0,0.5814393939393939,0.11797146305482695,46.0,0.5770918623859801,0.12321736191302657
8,17.0,0.6095604395604395,0.10846178897061824,2.0,0.5635497835497836,0.06057166618355004,32.0,0.5549846288976723,0.03494006671587429,48,0.5754448217317487,0.05473948446861211,3.0,0.5707580824972129,0.1023364834037356,10.0,0.5748535979657261,0.03038307149874851,43.0,0.5636566162881952,0.046047890925577685,30.0,0.556978021978022,0.041167598459261996,2.0,0.5611574390521759,0.05967339621802636,3.0,0.5674247491638796,0.09655182112835702,48.0,0.5914463761212987,0.06666099337266376,48.0,0.6074197860962567,0.06239664450195062,2.0,0.5757936507936507,0.05288954629062266,3.0,0.575826330532213,0.13069859918883647
9,46.0,0.5917277167277167,0.03344239650446198,30.0,0.56342175066313,0.040932636431784276,28.0,0.5499280131633073,0.055420018372917705,12,0.5754085982218975,0.04729708788737246,17.0,0.5688528138528138,0.1785028649692599,37.0,0.5694444444444444,0.15065699739539992,11.0,0.5578900964100205,0.07599697852613461,3.0,0.5561335403726708,0.10604339567793526,3.0,0.5562123980026794,0.11041356567531826,19.0,0.5666666666666667,0.10491398593345143,20.0,0.5890495469442838,0.12982759321035298,46.0,0.6062068004459309,0.09414862562904579,44.0,0.5741197399092135,0.03801330856515344,49.0,0.572356082020909,0.06984579142114952
10,24.0,0.5885364635364635,0.036633007023933566,49.0,0.563414882081865,0.09435982454331474,40.0,0.5492156862745098,0.06688085546233756,26,0.5653235653235653,0.07926639868707067,2.0,0.5653679653679654,0.06149502642608398,3.0,0.5674247491638796,0.09655182112835702,2.0,0.5577489177489178,0.07428228329395983,44.0,0.555419254658385,0.04884779242281463,16.0,0.5525552338052337,0.035878391458830275,2.0,0.5571816908581615,0.07000703254300426,26.0,0.5770256916996047,0.078376628664967,13.0,0.5943589743589743,0.08977142425490844,32.0,0.5729456975772764,0.03735678836887701,31.0,0.5722775923766636,0.07932341909232152
11,9.0,0.5885314685314685,0.08459006729840932,3.0,0.5561335403726708,0.10604339567793526,33.0,0.5484224938222134,0.05433276981117494,51,0.5652454984628897,0.0185524566338554,43.0,0.5627450980392157,0.08935705942848787,2.0,0.562987012987013,0.07260890181446054,3.0,0.5561335403726708,0.10604339567793526,39.0,0.5551432880844646,0.07059491273156884,0.0,0.54767547320967,0.026520758465627063,22.0,0.5534278266536331,0.05223029357086577,2.0,0.5757936507936507,0.05288954629062266,23.0,0.5913871635610766,0.03901790209559425,18.0,0.5728609110188058,0.04584049887484666,22.0,0.5708582310152114,0.029672839617365197
12,40.0,0.582346686681052,0.05074458307499062,20.0,0.5531468531468532,0.1336451274786415,27.0,0.5472732745596314,0.034046381797421796,20,0.5617382021519952,0.03081309907476556,11.0,0.5563097263783764,0.06198787167270935,43.0,0.5555555555555556,0.06085806194501844,47.0,0.5516666666666666,0.2820756399738671,10.0,0.5551226551226551,0.05499399709623687,15.0,0.5457516339869282,0.0698154258469364,0.0,0.5439717695059663,0.03121214116731054,34.0,0.5743492063492063,0.07000454219867058,3.0,0.5692156862745098,0.08752129416290214,35.0,0.5726851851851852,0.06469168198015202,2.0,0.5611574390521759,0.05967339621802636
13,48.0,0.5747237076648841,0.07657637829940861,8.0,0.5519383394383394,0.06858227154643805,46.0,0.542480469721849,0.0330737738326912,54,0.5616325238229263,0.09101435584945945,27.0,0.5432234432234433,0.07693224717313511,48.0,0.5555025671595869,0.041625350503290734,34.0,0.5508744431611945,0.026106636225896103,46.0,0.5516941391941392,0.04611794711195512,42.0,0.5418432444748233,0.028478049581377795,33.0,0.5404761904761906,0.16316039713344585,13.0,0.5725108225108225,0.1435213471643978,2.0,0.5691269841269841,0.06313211461045563,23.0,0.5717406260749914,0.04334919507437613,19.0,0.5591478696741854,0.059628058031558594
14,14.0,0.570248447204969,0.08249315019994413,18.0,0.5506007704737288,0.020873779710057445,37.0,0.5424704314509412,0.028844939577522308,60,0.5606349206349206,0.04554642903990083,15.0,0.5427380952380952,0.03955965098929157,23.0,0.5517857142857142,0.07787388781631566,40.0,0.5507341100691484,0.028646205255559026,25.0,0.5497680097680098,0.20220853138763914,44.0,0.5415239181045632,0.042247591874471295,8.0,0.5401470588235295,0.03502223712765371,3.0,0.5674247491638796,0.09655182112835702,40.0,0.566886446886447,0.04289475823356891,3.0,0.5692156862745098,0.08752129416290214,23.0,0.5557115009746589,0.043414706493187044
15,35.0,0.5681801428705453,0.05118954583867278,38.0,0.548317135549872,0.05647871063569828,16.0,0.540003081464182,0.025140910718085146,2,0.5577489177489178,0.07428228329395983,10.0,0.5424242424242424,0.32275216862289324,39.0,0.5516867616611862,0.06896182743929433,45.0,0.5471362714364743,0.053846845080538004,28.0,0.5470133012782741,0.048871896011292104,21.0,0.5407589020861332,0.05165482883110679,32.0,0.5400067895491236,0.06885280749204722,14.0,0.5622089117778772,0.03272503358710255,30.0,0.5595454418539718,0.0630570279255807,31.0,0.5615556617295747,0.04683737147217102,24.0,0.5531288156288156,0.08940906499779226
16,49.0,0.5603585787751285,0.04107121103313068,44.0,0.5427609427609428,0.03804266831109218,29.0,0.5356392890362748,0.033653759756789546,63,0.5556613756613757,0.03201018846231471,8.0,0.5421756383712906,0.06967753191675942,36.0,0.5512770562770563,0.03852475786520342,23.0,0.5470344583934847,0.016910631147156727,8.0,0.5404365079365079,0.06808584868851364,34.0,0.5367968477882272,0.020171486631007995,48.0,0.5387043610547668,0.021435508758064915,42.0,0.5617883022774327,0.07334404601093923,18.0,0.5574834702464435,0.020741963035546714,26.0,0.5559706959706959,0.14956693019390765,16.0,0.5504802162410858,0.053634508364021456
17,27.0,0.558820276497696,0.028100921504063923,35.0,0.5424876847290641,0.043721428129797214,11.0,0.5355555555555556,0.15546028828793512,3,0.5552631578947368,0.0634738684741247,36.0,0.5421351206264999,0.038472064201803935,16.0,0.5489324618736383,0.08040208711127586,28.0,0.5462314388120839,0.05919177752801507,42.0,0.54016653934301,0.0412239573900866,8.0,0.5347222222222222,0.0639184590939923,17.0,0.5383579294268949,0.03393078843146811,31.0,0.5492683839458034,0.049847217204826114,12.0,0.547516460148039,0.017800321236499127,11.0,0.5475621118012423,0.06898566258784168,40.0,0.55,0.26666666666666666
18,12.0,0.5540934065934066,0.07695076032471272,39.0,0.5368864468864468,0.09214908753326087,39.0,0.5346464646464646,0.14101661297226645,32,0.5549846288976723,0.03494006671587429,13.0,0.5396522690665304,0.05360171323223102,19.0,0.5469043965412252,0.046794484441025325,0.0,0.5407784921950419,0.030333714911250392,36.0,0.5398766233766235,0.02654686821152558,46.0,0.5334482758620689,0.04004910960411004,30.0,0.5359648649620599,0.04522812701049708,10.0,0.5441976414390207,0.0332903530391706,31.0,0.5465517241379311,0.06627510853925934,36.0,0.5430916248404563,0.017211277636952082,0.0,0.54767547320967,0.026520758465627063
19,7.0,0.5510706736513187,0.03573852387768568,32.0,0.5356663953567977,0.021118950415474076,22.0,0.534236842105263,0.03220306262187463,57,0.5536361737677528,0.027813263995882055,41.0,0.5376256157635468,0.04349789287381781,0.0,0.5401343698117891,0.030762333998588357,15.0,0.5395894428152492,0.05115600217817185,0.0,0.5390722192810788,0.03776256114033828,37.0,0.5296581736013714,0.04627761285193334,31.0,0.5343566095740008,0.021448807767821643,21.0,0.5430331262939958,0.041517190055107095,29.0,0.5429153605015674,0.07300202129433833,0.0,0.5426666666666666,0.044149508076091665,20.0,0.5451486807203685,0.05425950425817793
20,5.0,0.5483541941150637,0.03959983536592027,10.0,0.5353641456582633,0.08911939801704004,10.0,0.5339712918660287,0.04177776067548915,28,0.5499280131633073,0.055420018372917705,21.0,0.5330999323257387,0.012598725550835126,21.0,0.5376984126984127,0.05148096488536168,8.0,0.5347222222222222,0.0639184590939923,11.0,0.5383550757234968,0.05314149494621086,5.0,0.5295238095238095,0.20542859350508744,12.0,0.5334498834498834,0.08502396906014004,22.0,0.5385185185185185,0.04957578785411912,19.0,0.5399575409111013,0.030386688933605358,27.0,0.5377233877233877,0.14256833645249142,10.0,0.5434551042639277,0.021397685664864302
21,41.0,0.5465934065934066,0.08501148902656457,48.0,0.5349339922972461,0.06178509206327964,0.0,0.5308802308802308,0.03329755143006396,40,0.5492156862745098,0.06688085546233756,47.0,0.530995670995671,0.06128903976493216,8.0,0.5301470588235294,0.058909376133403475,29.0,0.5327264239028946,0.035828801594431504,21.0,0.5383478260869565,0.05958173339256178,45.0,0.5291720859083288,0.030416623126075706,24.0,0.5283489683729563,0.04935445020372836,35.0,0.5342857142857141,0.010497813183356483,34.0,0.5379321905637695,0.023872352142780266,12.0,0.5372706696844627,0.020679185849824318,47.0,0.5430119825708061,0.05861903553601304
22,0.0,0.5456261870524378,0.016867941497809867,37.0,0.5337566137566137,0.06877036919799275,15.0,0.5279519500107736,0.05409191754958397,33,0.5484224938222134,0.05433276981117494,0.0,0.5308802308802308,0.03329755143006396,45.0,0.5280952380952381,0.2830366594045609,5.0,0.5295238095238095,0.20542859350508744,48.0,0.5306861471861472,0.028167967949347308,20.0,0.5273504273504274,0.3275144085051958,28.0,0.527485380116959,0.032610460327054905,0.0,0.5339338793601301,0.03160554126611402,15.0,0.5362655474675935,0.05246955602242754,49.0,0.5371414550361919,0.11566516472210699,8.0,0.5411051693404635,0.048400215796057716
23,8.0,0.5411291413116971,0.049044574556375904,16.0,0.5325914698328491,0.02214446617702042,8.0,0.527649556326027,0.05747464443131645,27,0.5472732745596314,0.034046381797421796,35.0,0.5302901337792643,0.019702696318322943,35.0,0.5276656217345872,0.05237414635141485,26.0,0.5292610837438424,0.024109966710778055,12.0,0.5302970259874284,0.024928834890494626,47.0,0.5270354994492925,0.02439951966400548,10.0,0.5274561403508772,0.04224173788827211,32.0,0.5335748792270532,0.12159298892524571,25.0,0.5338677248677248,0.030519031057419627,16.0,0.5369534948482316,0.06817976476878057,29.0,0.5374402068519716,0.08779065130522598
24,44.0,0.5402499113789435,0.03710850622354565,43.0,0.5317287784679088,0.0238497724442235,35.0,0.5223730076826052,0.04577210010508137,46,0.542480469721849,0.0330737738326912,5.0,0.5295238095238095,0.20542859350508744,46.0,0.5255826526414762,0.07493257944112634,14.0,0.5278339189273724,0.03848275285609296,5.0,0.5295238095238095,0.20542859350508744,40.0,0.5265466537966537,0.04278171903147454,25.0,0.5270114942528735,0.02297125789744517,43.0,0.530909090909091,0.17483981912247717,11.0,0.5328822055137845,0.08736834915743089,45.0,0.5352813852813852,0.1625043876886579,30.0,0.5372859025032938,0.031960730555677025
25,38.0,0.538605381546558,0.03512193261547509,27.0,0.5310636731689363,0.08952910209795856,44.0,0.5218588494450563,0.02553979335207216,37,0.5424704314509412,0.028844939577522308,33.0,0.5254761904761904,0.15614691610925538,5.0,0.5251282051282051,0.20162815254836253,37.0,0.5272283272283274,0.12621963921410453,47.0,0.5289131839610148,0.04797368447118657,35.0,0.5255572314395843,0.07719371796318822,26.0,0.5259775171065494,0.042421286120311374,16.0,0.5305555555555556,0.11798200323108499,24.0,0.5324869724971144,0.037854527728565436,8.0,0.5338888888888889,0.06777777777777778,21.0,0.5352090241224621,0.04203958870121927
26,45.0,0.5362637362637362,0.0681889555626325,0.0,0.5308802308802308,0.03329755143006396,5.0,0.5217948717948718,0.197144306821251,16,0.540003081464182,0.025140910718085146,28.0,0.523779537456008,0.07262991869962736,47.0,0.5195726495726496,0.14876372220224107,30.0,0.5269152652161806,0.06203443112658005,34.0,0.5261650630071684,0.1118923085481224,43.0,0.5244444444444445,0.030143688813890086,5.0,0.5251282051282051,0.20162815254836253,30.0,0.5304029304029305,0.13487913659675016,45.0,0.5321161599651302,0.02085766796567281,33.0,0.5333472639414915,0.04755970176231361,11.0,0.5325072705072704,0.04617703378043398
27,43.0,0.5293690217828149,0.035588167236361365,11.0,0.5303768115942029,0.029946616369267383,14.0,0.519056001207031,0.055908252547588,29,0.5356392890362748,0.033653759756789546,16.0,0.52325423524582,0.04704985057502515,32.0,0.5177073906485671,0.10365521121851626,10.0,0.5263087016182991,0.05615695351316462,27.0,0.5249269005847953,0.14226660696020466,23.0,0.5237662337662338,0.05092432849089198,34.0,0.5238850004278258,0.04249171899019277,19.0,0.5283535636476813,0.09056252332324334,0.0,0.5304856034980612,0.034082155953024246,20.0,0.5327501999915792,0.02588636610590812,36.0,0.5318265200618142,0.028852837443703906
28,6.0,0.5285654562828477,0.09155431439584152,34.0,0.5293309763897999,0.02399700112818875,43.0,0.5181471861471861,0.05401186406931814,11,0.5355555555555556,0.15546028828793512,30.0,0.5210095647050916,0.05665923711416148,49.0,0.5176262626262627,0.06562555600261985,39.0,0.5261904761904762,0.018673576088701908,31.0,0.5231442577030812,0.02963111813700478,12.0,0.5231691919191919,0.01435123471919798,14.0,0.5234587251828631,0.05772916391081691,8.0,0.527766106442577,0.06306095313884189,43.0,0.5235714285714286,0.1454339039157076,40.0,0.5314066795405074,0.032840988416738326,32.0,0.5315822036863992,0.02074760590825373
29,2.0,0.5280995280995281,0.02399978476265487,29.0,0.5282137881275812,0.04577772871140563,19.0,0.5172754465404193,0.056700834960383806,39,0.5346464646464646,0.14101661297226645,45.0,0.5157742257742257,0.08615740956469978,11.0,0.5163844600996993,0.034063441001733405,32.0,0.5242718332392245,0.03422120834374016,9.0,0.5229671797034225,0.028278124410610974,33.0,0.5230252100840336,0.0516287305496698,13.0,0.5232085561497326,0.04729304768554897,23.0,0.5263705674044699,0.03423137537063043,9.0,0.5222074818849012,0.0266833705163938,21.0,0.5296270396270397,0.07376391962415389,5.0,0.5295238095238095,0.20542859350508744
30,10.0,0.52663906142167,0.057526745006665554,5.0,0.5261904761904762,0.2268086790022558,38.0,0.5166666666666666,0.16532795690182991,22,0.534236842105263,0.03220306262187463,9.0,0.5155511563599798,0.032243237357208084,9.0,0.5155511563599798,0.032243237357208084,48.0,0.5222324414715719,0.045441373849037056,23.0,0.5186324786324786,0.1890704932001116,9.0,0.5229671797034225,0.028278124410610974,9.0,0.5229671797034225,0.028278124410610974,11.0,0.5255742913000978,0.0567539973190122,8.0,0.5215909090909091,0.0687626772684424,48.0,0.5290305010893246,0.05322094952232952,14.0,0.5262519936204146,0.057658059022863875
31,25.0,0.5263294004470475,0.026511773676794206,40.0,0.5240641711229946,0.029338162979101436,31.0,0.5159700879213074,0.021898600011756676,10,0.5339712918660287,0.04177776067548915,25.0,0.5141176470588236,0.04442637079646871,26.0,0.5151922151922153,0.06078253351982841,12.0,0.5221252415978582,0.014991575737189487,4.0,0.5141984359726295,0.024715964779177972,17.0,0.5216346153846153,0.017859784250967983,27.0,0.5218820544682614,0.020270150953879587,15.0,0.5241958041958041,0.08829662064468966,37.0,0.520995670995671,0.08369842580292369,14.0,0.5273596585969811,0.07488265464641947,9.0,0.5229671797034225,0.028278124410610974
32,18.0,0.5241586414000207,0.0172221461917952,33.0,0.5233778677462888,0.09122349659937538,9.0,0.5155511563599798,0.032243237357208084,62,0.5332005839124145,0.025008862879127996,4.0,0.5109898798228969,0.021248159464755525,33.0,0.5126411109019804,0.039552623897610974,42.0,0.5199599599599599,0.021192771043118466,14.0,0.5119334719334719,0.01221517863673835,29.0,0.5215470803706098,0.07148927070513551,46.0,0.5218487551096247,0.07520167416590345,25.0,0.5233696695461401,0.02803002174207856,6.0,0.5193823882989381,0.03497792518009961,38.0,0.5192923595101454,0.02032767495171649,37.0,0.5223598161098161,0.02278010184565068
33,28.0,0.5213803740119529,0.07976217605211702,25.0,0.5218355108160206,0.020196726357843486,21.0,0.5147984773846843,0.040879374816455954,0,0.5308802308802308,0.03329755143006396,26.0,0.5070780399274047,0.037341611295406626,15.0,0.5110098307489612,0.03918001092054884,6.0,0.5161783258557452,0.04780156209404625,15.0,0.5113033089190171,0.03725718475330999,11.0,0.5211250435388366,0.015054679605172625,43.0,0.5203217503217503,0.03428853552381262,45.0,0.5233082706766916,0.06063712828167206,20.0,0.5185236399531729,0.010431727532970078,9.0,0.5150103217465646,0.031095383540269868,26.0,0.521832512315271,0.026726621754677996
34,20.0,0.5194618108892303,0.0344496507121665,26.0,0.5210160098522167,0.031662377158108136,34.0,0.5125601407859472,0.018617312832303924,15,0.5279519500107736,0.05409191754958397,20.0,0.5061111111111111,0.09041058607305937,4.0,0.5109898798228969,0.021248159464755525,9.0,0.5155511563599798,0.032243237357208084,35.0,0.5056592938178616,0.049310174585837044,39.0,0.5151138716356107,0.05814765310202798,40.0,0.516593304179511,0.020110711461534404,12.0,0.522089209952987,0.09610842866349403,4.0,0.5170728291316526,0.016418508909674587,46.0,0.514969464659867,0.02002605848097364,33.0,0.5208961758961759,0.019829052295214124
35,31.0,0.5179824561403509,0.15594803847702687,9.0,0.5195397603485838,0.02593051681675809,4.0,0.5109898798228969,0.021248159464755525,8,0.527649556326027,0.05747464443131645,6.0,0.505580993080993,0.041531617586171965,6.0,0.5097267129525194,0.04512078823263427,21.0,0.5144400527009222,0.02381935938269738,6.0,0.5027972027972029,0.0447443168476822,6.0,0.5131358038616103,0.048228331839369816,42.0,0.516284969510776,0.032748099735387885,4.0,0.5157000247504331,0.02879601301367683,22.0,0.5166896551724138,0.029523041647320045,6.0,0.5131458291591532,0.03510425235616538,38.0,0.5191146487920681,0.05327884910120387
36,30.0,0.5175662572721397,0.0919671260421403,4.0,0.5115670995670996,0.035531167963543046,6.0,0.5099099974099974,0.04424544213946309,35,0.5223730076826052,0.04577210010508137,22.0,0.5050304571216696,0.05358069135166414,14.0,0.5030220685111989,0.045637808774200296,4.0,0.5109898798228969,0.021248159464755525,17.0,0.4980054890643125,0.02010844154036643,38.0,0.5123056986872776,0.04299196090274851,39.0,0.5156193693693694,0.02144977930472505,46.0,0.5154219948849106,0.05619724029070639,27.0,0.5120849221111369,0.03957476853242913,4.0,0.5109898798228969,0.021248159464755525,4.0,0.5128428818932902,0.030847655564948
37,15.0,0.5116460989097251,0.02481533288277752,6.0,0.5098544973544973,0.03305697540518322,17.0,0.5037787120130074,0.05344788383082661,44,0.5218588494450563,0.02553979335207216,19.0,0.5005158730158731,0.08776173825154232,40.0,0.4942735042735043,0.04094150917642229,22.0,0.509368439680453,0.04402485260475671,37.0,0.49672877846790886,0.03642042632352909,28.0,0.5120746403355099,0.057194055723626853,15.0,0.5113505987190198,0.04538663472298298,9.0,0.5150103217465646,0.031095383540269868,44.0,0.5112900432900432,0.07381319969011198,10.0,0.5021072796934866,0.02875095376973887,45.0,0.5119941616493341,0.029237961967784946
38,42.0,0.5099843741723608,0.03689558559944043,36.0,0.4974968071519796,0.05154465493371873,47.0,0.5006349206349207,0.05244680804850947,5,0.5217948717948718,0.197144306821251,49.0,0.5001065970282832,0.03156234102018378,17.0,0.4927777777777778,0.17273758017564758,17.0,0.5051282051282052,0.11369127834561725,45.0,0.4948573667711599,0.03945699552771517,4.0,0.5081378299120234,0.019466400929264084,4.0,0.5109898798228969,0.021248159464755525,6.0,0.5110389610389611,0.030978858290588454,28.0,0.5092510316194527,0.051394788230222845,15.0,0.49782913165266096,0.046418800278148147,44.0,0.5104632496273364,0.05260745364008603
39,34.0,0.5041322669418645,0.05551451832786483,14.0,0.49187739463601526,0.050665465426464176,41.0,0.4995221027479092,0.010972139998966655,14,0.519056001207031,0.055908252547588,38.0,0.49926739926739927,0.25961782337621014,12.0,0.4923809523809524,0.33840495538954446,16.0,0.5046606334841629,0.07956902606729278,26.0,0.49337662337662336,0.2566900118545053,22.0,0.49777777777777776,0.252435054598452,6.0,0.5027972027972029,0.0447443168476822,18.0,0.4943507641783504,0.06400666472056406,10.0,0.48888888888888893,0.3170076137263801,24.0,0.49035964035964036,0.0502408120701275,6.0,0.507590685176892,0.03291478167112777
