,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9,iter10,iter10,iter10,iter11,iter11,iter11,iter12,iter12,iter12,iter13,iter13,iter13
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
0,31,0.6563644688644689,0.06697592726208046,17,0.6928571428571428,0.09741558354989897,49,0.6404650904650904,0.09350887095594407,38,0.6441697191697191,0.10484466360915075,42,0.698051948051948,0.19188552797444072,33,0.6638278388278388,0.17834267305214352,0.0,0.6304029304029305,0.10731812400812346,8.0,0.6563852813852814,0.25804029738599904,13.0,0.6362773029439696,0.09102206174372626,12.0,0.6321428571428571,0.09763356454196512,17.0,0.6928571428571428,0.09741558354989897,17.0,0.6555555555555556,0.12272623352430291,8.0,0.6783333333333333,0.2607734222994701
1,17,0.6555555555555556,0.12272623352430291,34,0.6746031746031746,0.11618245266771622,35,0.6377551020408163,0.1278793958986902,13,0.6362773029439696,0.09102206174372626,45,0.6742424242424242,0.19583589764454387,29,0.653021978021978,0.19118949280182154,12.0,0.6260073260073261,0.18393166607982905,10.0,0.6474747474747475,0.2173630822366963,10.0,0.6269298602631935,0.11323047002947025,15.0,0.6018118785975929,0.10393122182280572,5.0,0.6585714285714286,0.13251107000348836,8.0,0.6355614973262033,0.08141905140103076,17.0,0.6641666666666666,0.24314347616170992
2,29,0.65,0.035355339059327355,5,0.6585714285714286,0.13251107000348836,12,0.6321428571428571,0.09763356454196512,23,0.634337267670601,0.11125622124566056,23,0.6646103896103898,0.1395136246422001,44,0.6413003663003664,0.18194216996849116,11.0,0.6230158730158729,0.10970415687202577,2.0,0.6414141414141414,0.2156264024514145,0.0,0.6234635734635734,0.11013819807770243,18.0,0.6014217808335456,0.0842465935185206,6.0,0.6199346405228757,0.06904757801248647,2.0,0.6031746031746033,0.03607984575922185,10.0,0.6508333333333333,0.20299664748189536
3,8,0.6355614973262033,0.08141905140103076,27,0.6333333333333333,0.1130388330520878,40,0.6258503401360545,0.11201274693928648,10,0.6269298602631935,0.11323047002947025,25,0.6621933621933621,0.08774926064202927,48,0.634981684981685,0.1715109300927316,9.0,0.6155233655233656,0.12549773102008255,11.0,0.6347402597402598,0.19297775339771842,2.0,0.6223104056437389,0.09489757203941825,5.0,0.6,0.06900655593423541,16.0,0.6085858585858586,0.07794812776048676,5.0,0.587121212121212,0.0617784334481064,2.0,0.6466666666666667,0.2735365098523819
4,37,0.6217948717948718,0.10216267596480275,35,0.6261904761904761,0.11202571421329453,32,0.6234848484848484,0.10826481955413464,35,0.6262724929391597,0.10900503322733106,26,0.6613275613275612,0.22719243181777765,28,0.6333333333333334,0.18350807523161936,8.0,0.6106227106227106,0.27298828169023,0.0,0.6344488844488844,0.1693092926834297,19.0,0.6121150454483788,0.09720578741372855,0.0,0.5927411769517033,0.09536692165380205,0.0,0.601139613740233,0.06658425323975324,6.0,0.5808928571428571,0.04489855345154025,14.0,0.6458333333333333,0.22185299186623558
5,35,0.6195169082125603,0.08050854722102513,36,0.6214896214896214,0.062263879496683314,21,0.6224751439037154,0.11132499941544029,27,0.6259499759499759,0.0998194850274946,8,0.6563852813852814,0.25804029738599904,0,0.6304029304029305,0.10731812400812346,13.0,0.6097680097680096,0.14550369857681086,19.0,0.6275613275613275,0.18329322190996805,9.0,0.6000561167227834,0.08894066840905404,16.0,0.5917175961293609,0.05798547256082047,19.0,0.5957575757575758,0.02970856298135096,19.0,0.5793650793650794,0.06827242275430655,12.0,0.6458333333333333,0.18717507750015283
6,34,0.6061302681992337,0.04712487926903232,6,0.6199346405228757,0.06904757801248647,44,0.6149659863945578,0.09866056541653055,33,0.6258136924803591,0.11551727909378932,10,0.6474747474747475,0.2173630822366963,41,0.6279304029304029,0.19285749072042488,18.0,0.6062271062271063,0.15427095546675854,6.0,0.6055003077730351,0.13376137401850602,11.0,0.5879910213243547,0.10174724788975102,4.0,0.5885204081632655,0.09468948830139465,13.0,0.5879551820728292,0.05716207728611022,12.0,0.5722222222222223,0.11732617823301596,0.0,0.6439285714285715,0.2009211708442494
7,38,0.603360796909184,0.0828677958855002,46,0.6162837162837163,0.08410164536682047,42,0.6074829931972789,0.10391229140974978,25,0.6244687411354077,0.12146423332328776,48,0.6424242424242425,0.15753204521903066,12,0.6260073260073261,0.18393166607982905,10.0,0.6017094017094018,0.18983716988567428,12.0,0.59494671994672,0.10566224003298445,8.0,0.5861111111111111,0.19122208453393835,6.0,0.584427268637795,0.08590584226644835,2.0,0.5867954267954267,0.1131959678166314,15.0,0.571551724137931,0.08413310236756567,19.0,0.6255952380952381,0.19096347640249925
8,2,0.6031746031746033,0.03607984575922185,21,0.6143722943722943,0.06696755621905498,37,0.6020408163265306,0.10444780193555248,47,0.6237654320987654,0.10300971161704278,2,0.6414141414141414,0.2156264024514145,20,0.6245115995115995,0.12838703009280186,2.0,0.6,0.18708286933869708,9.0,0.5934015479470024,0.08458586575185725,6.0,0.584992784992785,0.1345620617249669,3.0,0.5792826221397649,0.06123948018355707,11.0,0.5796825396825398,0.07026315578395682,0.0,0.5669817927170868,0.09018195482875603,6.0,0.6216666666666666,0.19013645297075285
9,39,0.6,0.10801234497346433,40,0.610995670995671,0.10887066339893978,15,0.6018118785975929,0.10393122182280572,0,0.6234635734635734,0.11013819807770243,49,0.6387085137085137,0.17579705986260935,38,0.624084249084249,0.17885213215083112,4.0,0.5993169223938455,0.11217151340843334,5.0,0.5909090909090909,0.25979436665882194,4.0,0.5760942760942762,0.07208667252891836,14.0,0.5786678234046655,0.09604536904273381,9.0,0.5762588288904078,0.056918535403049836,3.0,0.5666666666666665,0.10023121418149286,13.0,0.613095238095238,0.17932934396088715
