,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8
33,,,,,,,,,,,,,,,,,,,33,0.7389855072463767,0.17039953298104907,46,0.7119006211180123,0.07957676711765307
34,,,,,,,,,,,,,,,,,,,14,0.7355555555555556,0.1730481985238381,99,0.7118363118363119,0.06705388154522875
35,,,,,,,,,,,,,,,,,,,95,0.7304106280193237,0.07301003439053058,38,0.7105629877369009,0.03972687991081214
36,,,,,,,,,,,,,,,,,,,64,0.7260061919504645,0.10472339301356408,12,0.71052237617455,0.038179744330152296
37,,,,,,,,,,,,,,,,,,,67,0.7232879439401179,0.10163110501676349,3,0.7098532578532579,0.05806612217652332
38,,,,,,,,,,,,,,,,,,,66,0.723207729468599,0.06899201311694986,69,0.7087301587301588,0.1161987159885155
39,,,,,,,,,,,,,,,,,,,36,0.7228905597326649,0.10814232209449559,96,0.7082706766917293,0.12561742333506626
40,,,,,,,,,,,,,,,,,,,13,0.7214638908002752,0.10305465552240425,88,0.7072761055369751,0.0816659043669624
41,,,,,,,,,,,,,,,,,,,15,0.7204201680672269,0.18626596724372627,25,0.7064435564435565,0.07702705843643215
42,,,,,,,,,,,,,,,,,,,55,0.7144761904761905,0.07015732240202242,6,0.7059979296066252,0.09212697161599144
43,,,,,,,,,,,,,,,,,,,20,0.7108879511293305,0.08777157805551858,11,0.7044888096652803,0.06948806912763457
44,,,,,,,,,,,,,,,,,,,6,0.7089110165197121,0.09354698965404294,27,0.7034918414918415,0.0857138738834789
45,,,,,,,,,,,,,,,,,,,76,0.7074902231423971,0.08027921166527599,22,0.7033725618393811,0.09939543431699538
46,,,,,,,,,,,,,,,,,,,3,0.7070449550449551,0.06041240806526803,24,0.6986363636363637,0.1141386877300197
47,,,,,,,,,,,,,,,,,,,70,0.706940170940171,0.0736153880885681,63,0.6983439319301388,0.05168817979964462
48,,,,,,,,,,,,,,,,,,,89,0.7040484724355691,0.07451164218251452,13,0.6972998805256869,0.0605832365198803
49,,,,,,,,,,,,,,,,,,,96,0.7026688963210702,0.06660024490950817,95,0.6963486811873908,0.06337494286045492
50,,,,,,,,,,,,,,,,,,,41,0.700237842617153,0.061716931162299385,16,0.6952549366342471,0.05449677113610216
51,,,,,,,,,,,,,,,,,,,43,0.696311846518743,0.06768388085545018,47,0.6943778110944528,0.06690585441419686
52,,,,,,,,,,,,,,,,,,,44,0.6928628408628409,0.058555263246149764,87,0.6934825174825174,0.07663113577214926
53,,,,,,,,,,,,,,,,,,,68,0.6900662539372217,0.061279832279749806,51,0.6929832486354226,0.08468361541531261
54,,,,,,,,,,,,,,,,,,,61,0.6897259062776304,0.06778161311104162,19,0.6927341496307013,0.04149274549590295
55,,,,,,,,,,,,,,,,,,,29,0.6879404761904763,0.059787838235773605,61,0.6918032266419363,0.06009399927390662
56,,,,,,,,,,,,,,,,,,,50,0.6861421784282934,0.07959970300597043,89,0.6916487867177522,0.05706718574019809
57,,,,,,,,,,,,,,,,,,,38,0.6834942528735632,0.06589283749013236,15,0.6898461538461539,0.061619261084340037
58,,,,,,,,,,,,,,,,,,,17,0.6817435897435897,0.04757205683713892,26,0.6895608586684101,0.09920434635129935
59,,,,,,,,,,,,,,,,,,,62,0.6768815397126592,0.06173939937724089,97,0.6893295062371814,0.06292589322462344
60,,,,,,,,,,,,,,,,,,,99,0.6764178350385246,0.06459647162228199,83,0.6870353669319187,0.047557367043584674
61,,,,,,,,,,,,,,,,,,,10,0.6702290126284106,0.061010705897969565,10,0.6837591575091576,0.0549350296104138
62,,,,,,,,,,,,,,,,,,,32,0.6701837062368373,0.064294249529062,35,0.6830236191526514,0.05654604353183201
63,,,,,,,,,,,,,,,,,,,34,0.6698412698412698,0.19392382521856968,68,0.6806787228404876,0.05663364680801228
64,,,,,,,,,,,,,,,,,,,69,0.6691905074684961,0.06629690127573638,54,0.6800060154898865,0.06450064342199639
65,,,,,,,,,,,,,,,,,,,60,0.6688499593385742,0.05993842623654733,21,0.6769556650246306,0.05505060797770399
66,,,,,,,,,,,,,,,,,,,51,0.6649310959493515,0.06155284708401024,71,0.6760718390804598,0.07643292035014376
67,,,,,,,,,,,,,,,,,,,79,0.6631993115864083,0.06416256725083987,64,0.6720407896701,0.06173663610945751
68,,,,,,,,,,,,,,,,,,,87,0.6610822128063507,0.06529561703485415,76,0.6707173874512584,0.05020149845525291
69,,,,,,,,,,,,,,,,,,,11,0.6599475919400019,0.04672187054857213,78,0.6704466501240695,0.07137488314123823
70,,,,,,,,,,,,,,,,,,,88,0.6479985542604138,0.044776503328234823,34,0.6700979924784152,0.0644785482933471
71,,,,,,,,,,,,,,,,,,,22,0.6454911691723836,0.06535368374373739,20,0.665794618511087,0.05147035873971202
72,,,,,,,,,,,,,,,,,,,47,0.6443594618730735,0.03340293523682324,74,0.664484710136884,0.07753624971503845
73,,,,,,,,,,,,,,,,,,,23,0.6433154813799974,0.05582167275533326,50,0.6639734054541356,0.041825784667850925
74,,,,,,,,,,,,,,,,,,,78,0.6353527406241805,0.031811951086477115,17,0.6590967092079439,0.05834638195962555
75,,,,,,,,,,,,,,,,,,,0,0.6302631578947369,0.06139268924979659,62,0.6534587251828631,0.06065755028207112
76,,,,,,,,,,,,,,,,,,,72,0.6277340203655993,0.0639561445231926,31,0.6501538461538461,0.06965182500005482
77,,,,,,,,,,,,,,,,,,,71,0.6256936357742809,0.037427673718324575,14,0.6496170496170495,0.04950110154083096
78,,,,,,,,,,,,,,,,,,,98,0.6249702999703,0.053606248721519686,37,0.6493862743198606,0.05000826888154622
79,,,,,,,,,,,,,,,,,,,5,0.6197837705877255,0.05359591340947786,79,0.6484295886001575,0.05083735813691751
80,,,,,,,,,,,,,,,,,,,52,0.6171498841588701,0.044542354860477584,60,0.6465425179824369,0.04946547722201509
81,,,,,,,,,,,,,,,,,,,54,0.6150666212430919,0.04399178631027858,5,0.6434925997425996,0.05801177261732797
82,,,,,,,,,,,,,,,,,,,86,0.6131448943213649,0.03202350557741334,18,0.6429308904445021,0.03507495551121308
83,,,,,,,,,,,,,,,,,,,49,0.6042728773152393,0.04831025794796274,0,0.6404228521875581,0.05582699113726506
84,,,,,,,,,,,,,,,,,,,8,0.6020783247099036,0.04663623052223032,36,0.6383173635307782,0.0694740351095347
85,,,,,,,,,,,,,,,,,,,65,0.6008551867473562,0.03776165848436745,59,0.6372573662896243,0.03500432801381035
86,,,,,,,,,,,,,,,,,,,2,0.6000059469956774,0.041306161571099294,44,0.6339745144498964,0.040413697348991244
87,,,,,,,,,,,,,,,,,,,30,0.5952661064425772,0.03591451533228392,49,0.6314175883141401,0.030009133581857396
88,,,,,,,,,,,,,,,,,,,7,0.592553560110005,0.02986315398234873,72,0.6293127937245584,0.05386997879921605
89,,,,,,,,,,,,,,,,,,,53,0.5884666210982,0.03239276493826441,40,0.6212022228246137,0.07368955900790321
90,,,,,,,,,,,,,,,,,,,18,0.5723353881890467,0.04033424213306089,2,0.6111883746094272,0.052775548371689886
91,,,,,,,,,,,,,,,,,,,1,0.5379336349924586,0.023805998992253472,8,0.6090719752010074,0.04991549954731072
92,,,,,,,,,,,,,,,,,,,37,0.5271493212669683,0.00726099843252541,58,0.6041988111647554,0.04547074297310565
93,,,,,,,,,,,,,,,,,,,12,0.5271493212669683,0.00726099843252541,7,0.6015485869144406,0.03862874707673163
94,,,,,,,,,,,,,,,,,,,25,0.5271493212669683,0.00726099843252541,86,0.5989661215977005,0.045738777981340066
95,,,,,,,,,,,,,,,,,,,40,0.5271493212669683,0.00726099843252541,67,0.5916912259507119,0.04113119264406391
96,,,,,,,,,,,,,,,,,,,4,0.42126696832579186,0.2107555624088235,48,0.5556578536382698,0.035248605002819365
97,,,,,,,,,,,,,,,,,,,24,0.11111111111111112,0.22222222222222224,9,0.24761904761904763,0.30476190476190473
98,,,,,,,,,,,,,,,,,,,9,0.0,0.0,1,0.24324009324009327,0.30316287220329646
99,,,,,,,,,,,,,,,,,,,75,0.0,0.0,4,0.0,0.0
