,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
0,6.0,0.7161835748792271,0.09579967157029924,6.0,0.7161835748792271,0.09579967157029924,6.0,0.7161835748792271,0.09579967157029924,6.0,0.7092995169082126,0.08862265843843314,6.0,0.7272173913043478,0.09858144786824954,6.0,0.7089110165197121,0.09354698965404294,42,0.8043290043290042,0.11944130104823257,28,0.7491282554211616,0.08887965307699759
1,3.0,0.7070449550449551,0.06041240806526803,3.0,0.7070449550449551,0.06041240806526803,3.0,0.7070449550449551,0.06041240806526803,3.0,0.7070449550449551,0.06041240806526803,3.0,0.7070449550449551,0.06041240806526803,3.0,0.7070449550449551,0.06041240806526803,84,0.8042388167388168,0.10069513872090241,94,0.7417421419160549,0.07519248286278495
2,0.0,0.6366795366795368,0.05659586941198827,0.0,0.6366795366795368,0.05659586941198827,0.0,0.6366795366795368,0.05659586941198827,0.0,0.6338345864661654,0.06150194075411726,0.0,0.6229102167182663,0.06373950619439714,0.0,0.6302631578947369,0.06139268924979659,58,0.7975396825396825,0.09869723331964977,52,0.7415983436853002,0.07934482864635657
3,5.0,0.6197837705877255,0.05359591340947786,5.0,0.6197837705877255,0.05359591340947786,5.0,0.6197837705877255,0.05359591340947786,5.0,0.6197837705877255,0.05359591340947786,5.0,0.6197837705877255,0.05359591340947786,5.0,0.6197837705877255,0.05359591340947786,73,0.7955849705849706,0.10146962677105653,23,0.7415972752737459,0.09357419941514297
4,8.0,0.6080143491908199,0.039673606887704084,8.0,0.6080143491908199,0.039673606887704084,8.0,0.6080143491908199,0.039673606887704084,8.0,0.6055317781633571,0.04855540230259207,8.0,0.6020783247099036,0.04663623052223032,8.0,0.6020783247099036,0.04663623052223032,63,0.7922875816993464,0.1387219546575189,91,0.7409090909090909,0.09975175799523786
5,2.0,0.6000059469956774,0.041306161571099294,2.0,0.6000059469956774,0.041306161571099294,2.0,0.6000059469956774,0.041306161571099294,2.0,0.6000059469956774,0.041306161571099294,2.0,0.5986300870832322,0.04001120143733826,2.0,0.6000059469956774,0.041306161571099294,39,0.790989010989011,0.0969482723724383,53,0.7386666666666667,0.1258276545098723
6,7.0,0.592553560110005,0.02986315398234873,7.0,0.592553560110005,0.02986315398234873,7.0,0.592553560110005,0.02986315398234873,7.0,0.592553560110005,0.02986315398234873,7.0,0.5863129243208056,0.028762290280296695,7.0,0.592553560110005,0.02986315398234873,28,0.7905952380952381,0.1558534764528818,65,0.7362271062271063,0.11363369467443983
7,1.0,0.5576324546912781,0.040031354847619105,1.0,0.5576324546912781,0.040031354847619105,1.0,0.5576324546912781,0.040031354847619105,1.0,0.5355526826115062,0.01931870299119928,1.0,0.5271493212669683,0.00726099843252541,1.0,0.5379336349924586,0.023805998992253472,21,0.7904761904761904,0.1369513378329703,90,0.7353333333333334,0.07781316655225445
8,4.0,0.31742081447963805,0.25924442883223386,4.0,0.31742081447963805,0.25924442883223386,4.0,0.31742081447963805,0.25924442883223386,4.0,0.42126696832579186,0.2107555624088235,4.0,0.42126696832579186,0.2107555624088235,4.0,0.42126696832579186,0.2107555624088235,74,0.7904761904761904,0.1307574306451998,84,0.734669678147939,0.09101781798948208
9,9.0,0.11111111111111112,0.22222222222222224,9.0,0.11111111111111112,0.22222222222222224,9.0,0.11111111111111112,0.22222222222222224,9.0,0.11111111111111112,0.22222222222222224,9.0,0.0,0.0,9.0,0.0,0.0,83,0.7846212121212122,0.14256513018712147,80,0.7324175824175825,0.09323837470468016
10,,,,,,,,,,,,,,,,,,,45,0.7817307692307692,0.15215550758298876,39,0.7311602870813397,0.09749244126611521
11,,,,,,,,,,,,,,,,,,,19,0.781025641025641,0.157575316201917,81,0.7300571602310733,0.08522815227346804
12,,,,,,,,,,,,,,,,,,,57,0.7795321637426901,0.10041805845668998,30,0.7295454545454545,0.08629715676301904
13,,,,,,,,,,,,,,,,,,,56,0.7791666666666667,0.15115297622680882,66,0.7295112781954887,0.12159902786769917
14,,,,,,,,,,,,,,,,,,,94,0.7761363636363636,0.15018545315629356,42,0.7290876997398736,0.09759721789641441
15,,,,,,,,,,,,,,,,,,,31,0.7743113912231558,0.12303701912625402,56,0.729033189033189,0.10537026956035896
16,,,,,,,,,,,,,,,,,,,35,0.7698669467787116,0.11915810411061258,32,0.7284502164502165,0.10171188314009615
17,,,,,,,,,,,,,,,,,,,46,0.7665079365079366,0.16974956729213767,33,0.7257073844030366,0.09272113923109254
18,,,,,,,,,,,,,,,,,,,26,0.7608333333333334,0.12465507967543438,75,0.723958041958042,0.08730799448796814
19,,,,,,,,,,,,,,,,,,,27,0.7594949494949494,0.14561032623202727,85,0.7235713561800519,0.1056222613296136
20,,,,,,,,,,,,,,,,,,,48,0.7555935292777398,0.0686427959602132,92,0.7230213626952757,0.09979512221702098
21,,,,,,,,,,,,,,,,,,,80,0.7555555555555555,0.15653632830553954,29,0.7228483835005572,0.08180387181619257
22,,,,,,,,,,,,,,,,,,,16,0.7544375644994841,0.1057439595105309,98,0.7210511227902533,0.07576022225928704
23,,,,,,,,,,,,,,,,,,,90,0.7538888888888888,0.08762292952063276,57,0.7208245480010186,0.09926539388246282
24,,,,,,,,,,,,,,,,,,,77,0.7531422825540471,0.09870345170473277,43,0.7172705314009662,0.08866432197965443
25,,,,,,,,,,,,,,,,,,,97,0.7531045751633987,0.0849365203100443,77,0.7170488931358496,0.08137795840251603
26,,,,,,,,,,,,,,,,,,,91,0.752971342383107,0.12656778603617155,93,0.7164063815665646,0.11359652749844425
27,,,,,,,,,,,,,,,,,,,59,0.751890756302521,0.06900192236764056,82,0.7161057287733306,0.07407950754311698
28,,,,,,,,,,,,,,,,,,,85,0.7502564102564103,0.16772915771700211,70,0.715631469979296,0.1146162367285406
29,,,,,,,,,,,,,,,,,,,92,0.7496395400265369,0.11336237625452417,55,0.7144400527009223,0.1308119340216841
30,,,,,,,,,,,,,,,,,,,82,0.7478224974200206,0.1025234762666479,45,0.7121797687015079,0.11711823294534379
31,,,,,,,,,,,,,,,,,,,93,0.7406168831168831,0.09518763175057271,73,0.712037037037037,0.11135775095091045
32,,,,,,,,,,,,,,,,,,,81,0.7390009337068161,0.0869785041153579,41,0.7119120879120879,0.072066118388847
