,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9,iter10,iter10,iter10,iter11,iter11,iter11,iter12,iter12,iter12,iter13,iter13,iter13
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
9,38.0,0.7207875457875458,0.17768739568072797,27.0,0.6577777777777778,0.2885810325466298,63,0.7056709956709957,0.14027980723320574,59,0.7159090909090909,0.23858224494564928,7.0,0.0,0.0,7.0,0.0,0.0,37.0,0.6818648018648019,0.1321894466442754,63,0.7056709956709957,0.14027980723320574,80,0.9,0.1224744871391589,21,0.9,0.13333333333333336,96,0.95,0.09999999999999999,81,0.8109090909090909,0.19937091144542254,46,0.9333333333333332,0.13333333333333336
10,12.0,0.7174603174603174,0.16667422507426524,23.0,0.6333333333333333,0.3711842908553348,60,0.7041758241758241,0.09077056114822087,44,0.6933333333333334,0.10572501018102472,,,,,,,48.0,0.6653520499108734,0.10916249085994664,60,0.7041758241758241,0.09077056114822087,92,0.9,0.1224744871391589,32,0.9,0.13333333333333333,33,0.95,0.09999999999999999,66,0.8099999999999999,0.1854723699099141,87,0.9333333333333332,0.13333333333333336
11,35.0,0.7012265512265512,0.1375461981466021,3.0,0.6076190476190476,0.1139916852598909,28,0.7013986013986013,0.19474460778446884,33,0.6909090909090909,0.2607047029663261,,,,,,,41.0,0.6610714285714285,0.05799415483878397,28,0.7013986013986013,0.19474460778446884,69,0.9,0.2,76,0.9,0.20000000000000004,26,0.95,0.09999999999999999,19,0.8099999999999999,0.1854723699099141,82,0.8666666666666666,0.16329931618554522
12,41.0,0.7,0.14869805348796974,35.0,0.6033333333333333,0.09683892697555965,66,0.7013431013431013,0.10867487054458895,89,0.6871794871794872,0.12753994101809085,,,,,,,40.0,0.6599999999999999,0.37735924528226417,66,0.7013431013431013,0.10867487054458895,5,0.8833333333333334,0.1452966314513558,51,0.8933333333333333,0.13727506854649335,88,0.95,0.09999999999999999,72,0.8,0.18708286933869706,92,0.8666666666666666,0.16329931618554522
13,39.0,0.697985347985348,0.16175012919615372,12.0,0.6016666666666668,0.22350739485653612,83,0.6987024087024087,0.0841182979015589,57,0.6840170940170941,0.09729469450631978,,,,,,,11.0,0.6575757575757576,0.3844545824764535,83,0.6987024087024087,0.0841182979015589,66,0.8833333333333332,0.1452966314513558,71,0.8833333333333332,0.1452966314513558,90,0.95,0.09999999999999999,86,0.7944444444444445,0.17881641043812313,80,0.8333333333333333,0.21081851067789198
14,36.0,0.6924242424242425,0.10773568990685564,15.0,0.6,0.3391164991562634,30,0.6971916971916972,0.10435668218865213,92,0.6786324786324787,0.06469357183322225,,,,,,,49.0,0.6553113553113553,0.09354252839396897,30,0.6971916971916972,0.10435668218865213,71,0.8833333333333332,0.1452966314513558,90,0.8699999999999999,0.1661324772583615,43,0.9333333333333332,0.13333333333333336,36,0.7916666666666667,0.16666666666666666,60,0.8300000000000001,0.23579652245103191
15,16.0,0.6916450216450217,0.1420398766169294,43.0,0.5931313131313131,0.14241836795679264,26,0.6840187590187591,0.15487338608478685,94,0.6780901451489687,0.09373621028610475,,,,,,,14.0,0.6488888888888888,0.38268705585118684,26,0.6840187590187591,0.15487338608478685,98,0.8833333333333332,0.1452966314513558,73,0.8666666666666666,0.16329931618554522,93,0.9142857142857143,0.17142857142857146,41,0.7914285714285715,0.20634822954591758,54,0.8300000000000001,0.23579652245103191
16,43.0,0.680952380952381,0.2717208117654687,2.0,0.5840573152337859,0.09938010513682727,39,0.683974358974359,0.14624757155267734,99,0.6726190476190477,0.11652080288802051,,,,,,,45.0,0.6473015873015873,0.13385536506003035,39,0.683974358974359,0.14624757155267734,99,0.8833333333333332,0.1452966314513558,41,0.8666666666666666,0.16329931618554522,97,0.9142857142857143,0.17142857142857146,43,0.7877777777777778,0.14326010187809954,57,0.8133333333333332,0.2436755584332942
17,25.0,0.6758333333333333,0.14113626197559734,29.0,0.5833333333333334,0.1367753011080483,67,0.6834765234765235,0.1154562634607002,88,0.6693056943056943,0.04645075346356436,,,,,,,29.0,0.6433333333333333,0.38580363456614103,67,0.6834765234765235,0.1154562634607002,93,0.8642857142857142,0.17554579610635013,10,0.861111111111111,0.18087578440110785,30,0.9099999999999999,0.11135528725660043,67,0.7833333333333334,0.16329931618554522,18,0.8011904761904762,0.16476809787424723
18,23.0,0.6650849150849151,0.11968703231180512,37.0,0.5700983227299016,0.060694749359951526,35,0.6833333333333333,0.2603416558635552,47,0.6676190476190476,0.08049732041567789,,,,,,,47.0,0.6327272727272728,0.3925588864601628,35,0.6833333333333333,0.2603416558635552,60,0.8342857142857142,0.20315872953864203,96,0.861111111111111,0.18087578440110785,99,0.9,0.2,90,0.7833333333333333,0.19436506316151003,90,0.8,0.4
19,27.0,0.6416666666666667,0.2220932165226953,18.0,0.5691193670450636,0.07974406734145303,90,0.6825757575757575,0.17696165403059835,41,0.6652958152958153,0.10936351716539577,,,,,,,5.0,0.6266666666666666,0.3968766950969924,90,0.6825757575757575,0.17696165403059835,59,0.8342857142857142,0.20315872953864203,87,0.85,0.2,80,0.9,0.20000000000000004,13,0.7833333333333333,0.19436506316151003,5,0.78,0.2712931993250107
20,31.0,0.6399999999999999,0.1341336525063486,48.0,0.5581818181818181,0.0807767616074964,37,0.6818648018648019,0.1321894466442754,50,0.6648076923076924,0.07425069481475156,,,,,,,15.0,0.6143939393939394,0.10503836371173947,37,0.6818648018648019,0.1321894466442754,85,0.779047619047619,0.14905902892581982,49,0.85,0.2,24,0.9,0.1224744871391589,22,0.7766666666666667,0.16179548132682128,72,0.78,0.22045407685048604
21,47.0,0.6380952380952382,0.3109490993774192,40.0,0.5556060606060605,0.10633686963557597,52,0.6813492063492064,0.13063694573060528,55,0.6621212121212122,0.08227705217718888,,,,,,,16.0,0.599439775910364,0.10437322105030031,52,0.6813492063492064,0.13063694573060528,58,0.7766666666666666,0.12274635093014646,23,0.8433333333333334,0.13482498944104457,20,0.8933333333333333,0.13727506854649335,73,0.775,0.16583123951777,74,0.7666666666666666,0.2
22,5.0,0.6266666666666666,0.3968766950969924,6.0,0.5556015037593985,0.07082714748650579,98,0.6787878787878787,0.08774284155565508,43,0.6522602397602397,0.05590830459079442,,,,,,,33.0,0.5954288358700123,0.07500518333564041,98,0.6787878787878787,0.08774284155565508,46,0.775,0.2,82,0.8333333333333333,0.13944333775567927,83,0.8833333333333332,0.1452966314513558,34,0.7703174603174603,0.1831828558565681,39,0.7666666666666666,0.2
23,26.0,0.622689075630252,0.19277244986809638,49.0,0.5396250808015515,0.03610003529786427,54,0.6764346764346765,0.16227974410167262,70,0.6520992732757438,0.06476503481611691,,,,,,,2.0,0.5785994397759103,0.06463286651202821,54,0.6764346764346765,0.16227974410167262,43,0.7616666666666667,0.1462114146630754,48,0.8333333333333333,0.13944333775567927,28,0.8666666666666666,0.16329931618554522,39,0.7703174603174603,0.1831828558565681,66,0.7633333333333333,0.22519127672072714
24,33.0,0.620534367593191,0.0882051888418002,16.0,0.5282091592617909,0.08418245264441944,51,0.674025974025974,0.0889097818439946,32,0.6487662337662338,0.10531146329290991,,,,,,,31.0,0.5766666666666667,0.09404490653110589,51,0.674025974025974,0.0889097818439946,56,0.7578571428571429,0.12774336517776091,54,0.8261904761904763,0.144357203725944,38,0.861111111111111,0.18087578440110785,83,0.77,0.20396078054371142,71,0.7633333333333333,0.22519127672072714
25,24.0,0.6199999999999999,0.4019950248448356,8.0,0.5266666666666666,0.2735771270491092,70,0.6738095238095239,0.12131180193197141,58,0.6473776223776223,0.08563105889994065,,,,,,,42.0,0.5751770731175766,0.09109808664245675,70,0.6738095238095239,0.12131180193197141,79,0.75,0.3872983346207417,50,0.825,0.15,29,0.8533333333333333,0.1808621328833405,79,0.77,0.20396078054371142,40,0.7633333333333333,0.22519127672072714
26,28.0,0.6061965811965813,0.14331156917262014,38.0,0.5136721611721612,0.06276836011578824,89,0.6673193473193473,0.07867309330663588,85,0.6456654456654457,0.09140284981997857,,,,,,,34.0,0.5646711518615544,0.05255302271390774,89,0.6673193473193473,0.07867309330663588,72,0.75,0.3872983346207417,65,0.8166666666666667,0.1527525231651947,72,0.85,0.2,69,0.768974358974359,0.1751310207379623,93,0.7628571428571428,0.16152336028688652
27,14.0,0.6028571428571429,0.10317411477295879,10.0,0.5057600732600733,0.09808105455706076,48,0.6653520499108734,0.10916249085994664,60,0.644941724941725,0.06760427598293835,,,,,,,6.0,0.5518688024408849,0.0787966960402317,48,0.6653520499108734,0.10916249085994664,65,0.7261904761904762,0.16148404721726828,92,0.8111111111111111,0.16978563099929025,39,0.8433333333333334,0.13482498944104457,50,0.7647619047619048,0.17019663164715182,64,0.75,0.23237900077244503
28,45.0,0.578716577540107,0.09743215717070285,33.0,0.5038339920948617,0.047251571667110796,41,0.6610714285714285,0.05799415483878397,63,0.6439160839160839,0.08375672514370053,,,,,,,3.0,0.550952380952381,0.17202014331239066,41,0.6610714285714285,0.05799415483878397,76,0.72,0.3919183588453085,63,0.8,0.4,15,0.8333333333333333,0.21081851067789198,71,0.7633333333333333,0.22519127672072714,23,0.7466666666666667,0.25174943451332277
29,2.0,0.5785994397759103,0.06463286651202821,14.0,0.5017027417027417,0.05799317777839369,40,0.6599999999999999,0.37735924528226417,45,0.6438886113886115,0.06522492919070705,,,,,,,36.0,0.5315094219505984,0.07803667103086206,40,0.6599999999999999,0.37735924528226417,36,0.711111111111111,0.1594902436454663,60,0.8,0.18708286933869706,95,0.8166666666666667,0.1527525231651947,48,0.7623076923076922,0.21445403363979587,89,0.7333333333333333,0.38873012632302
30,6.0,0.5518688024408849,0.0787966960402317,28.0,0.5009329004329004,0.05520316734890059,11,0.6575757575757576,0.3844545824764535,68,0.6437429237429237,0.06234479724417428,,,,,,,8.0,0.52,0.1127435635019184,11,0.6575757575757576,0.3844545824764535,91,0.7,0.4,64,0.8,0.4,61,0.8142857142857143,0.22857142857142856,46,0.757979797979798,0.1511532377945843,14,0.73,0.24819347291981714
31,3.0,0.550952380952381,0.17202014331239066,0.0,0.4992784992784993,0.058381848249066295,49,0.6553113553113553,0.09354252839396897,64,0.6414851814851815,0.10786101186874955,,,,,,,44.0,0.5194934640522876,0.04112844746014968,49,0.6553113553113553,0.09354252839396897,19,0.6964285714285715,0.10977713973393216,66,0.8,0.4,60,0.8099999999999999,0.1854723699099141,98,0.75,0.161245154965971,76,0.7166666666666667,0.20439612955674524
32,21.0,0.5387007110536521,0.06940310520118305,46.0,0.48777777777777775,0.07139160592583038,73,0.6503081232492997,0.09121243057193176,77,0.640995670995671,0.06834202301361257,,,,,,,21.0,0.514841628959276,0.06919876230520296,73,0.6503081232492997,0.09121243057193176,90,0.6874242424242424,0.16113948010264348,69,0.8,0.4,37,0.8,0.4,51,0.75,0.15811388300841897,61,0.7166666666666667,0.20439612955674524
33,19.0,0.5349816849816851,0.05883965088579945,45.0,0.48741407867494824,0.05005599203621954,91,0.6495815295815296,0.0973122599621446,98,0.6401470588235294,0.07209122920799535,,,,,,,13.0,0.5120823138214441,0.06324121208128995,91,0.6495815295815296,0.0973122599621446,44,0.6575757575757576,0.1510143237813691,93,0.8,0.18708286933869706,40,0.8,0.4,27,0.7477777777777779,0.09972802521029722,65,0.7166666666666667,0.20439612955674524
34,20.0,0.5333333333333333,0.45215533220835125,24.0,0.4815097945532728,0.0529823744521405,53,0.6494949494949495,0.14348201743640085,78,0.6389592760180995,0.07762764895731149,,,,,,,17.0,0.49831649831649827,0.09799857654050577,53,0.6494949494949495,0.14348201743640085,8,0.6508730158730158,0.17333602242230606,67,0.8,0.4,18,0.7999999999999999,0.16329931618554525,58,0.7457142857142858,0.19084725760922386,35,0.71,0.2009975124224178
35,8.0,0.52,0.1127435635019184,9.0,0.48086134453781515,0.059097068082694465,14,0.6488888888888888,0.38268705585118684,79,0.6368347338935575,0.07271268432417957,,,,,,,25.0,0.49609494751371186,0.06908353665695116,14,0.6488888888888888,0.38268705585118684,54,0.6446464646464647,0.12215859434033705,91,0.7944444444444445,0.17881641043812313,56,0.7766666666666666,0.16179548132682128,5,0.7433333333333334,0.1638427430325934,94,0.6706349206349207,0.12412454834617365
36,18.0,0.518095238095238,0.2971428571428571,4.0,0.4440993788819876,0.04814165471837446,45,0.6473015873015873,0.13385536506003035,18,0.635,0.391024295920343,,,,,,,24.0,0.48452380952380947,0.26270440697136554,45,0.6473015873015873,0.13385536506003035,16,0.6365079365079364,0.19636402659291577,70,0.7833333333333333,0.19436506316151003,13,0.7714285714285715,0.17208867618659668,84,0.7368686868686869,0.17218000608212133,96,0.6635714285714286,0.09439387735246739
37,0.0,0.48433583959899745,0.0524911601003598,42.0,0.4367686172862532,0.05278745624704276,69,0.6472922502334267,0.1139564209952621,69,0.6345238095238095,0.25972032751803836,,,,,,,0.0,0.48433583959899745,0.0524911601003598,69,0.6472922502334267,0.1139564209952621,61,0.6251948051948052,0.11295969217378363,77,0.7833333333333333,0.19436506316151,11,0.7666666666666667,0.16158932858054428,56,0.7357575757575758,0.11327660223279476,28,0.6614285714285715,0.14124808107780884
38,32.0,0.4805959595959596,0.048175532698885075,22.0,0.2,0.4,75,0.6468181818181818,0.063499853582183,5,0.6266666666666666,0.3968766950969924,,,,,,,9.0,0.47799589471416104,0.06013535407534498,75,0.6468181818181818,0.063499853582183,45,0.625,0.37080992435478316,95,0.78,0.22045407685048604,63,0.7666666666666666,0.2,54,0.7333333333333333,0.16996731711975951,85,0.6514285714285715,0.16303248705928122
39,13.0,0.4788619224222475,0.06552051400694983,32.0,0.0,0.0,29,0.6433333333333333,0.38580363456614103,12,0.6164285714285714,0.29168406167758754,,,,,,,4.0,0.4498569546395633,0.05620370824367496,29,0.6433333333333333,0.38580363456614103,28,0.6242424242424243,0.12462984680411389,56,0.77,0.20396078054371142,47,0.7623015873015874,0.1858922631109345,29,0.7322222222222222,0.18095767188032033,73,0.6503968253968254,0.14015522474898826
40,9.0,0.47799589471416104,0.06013535407534498,5.0,0.0,0.0,71,0.6369658119658119,0.08953067947371235,91,0.6157142857142857,0.278641016949283,,,,,,,12.0,0.4271512113617377,0.0722577636016516,71,0.6369658119658119,0.08953067947371235,38,0.6074242424242424,0.05771991522348933,99,0.7523076923076923,0.18004017376216433,5,0.75,0.16666666666666669,75,0.7266666666666667,0.16653327995729064,19,0.6388888888888888,0.11915339216404008
41,4.0,0.4498569546395633,0.05620370824367496,7.0,0.0,0.0,84,0.6341450216450216,0.08863504219662041,66,0.6102631578947368,0.08689064742910728,,,,,,,23.0,0.22666666666666666,0.31439536326804257,84,0.6341450216450216,0.08863504219662041,63,0.6,0.37416573867739417,18,0.75,0.3872983346207417,84,0.7373015873015873,0.17725973273584805,77,0.7266666666666666,0.16653327995729061,24,0.6194805194805195,0.1478239301312436
42,15.0,0.4463337025950455,0.096205797980579,11.0,0.0,0.0,47,0.6327272727272728,0.3925588864601628,62,0.61,0.41036569057366384,,,,,,,32.0,0.0,0.0,47,0.6327272727272728,0.3925588864601628,81,0.6,0.37416573867739417,68,0.7333333333333333,0.38873012632302,98,0.7333333333333333,0.38873012632302,31,0.7261904761904762,0.16148404721726828,62,0.6104761904761904,0.07452951446290991
43,46.0,0.35,0.43588989435406733,31.0,0.0,0.0,55,0.6323076923076922,0.1008263034046729,20,0.61,0.1717879830230017,,,,,,,27.0,0.0,0.0,55,0.6323076923076922,0.1008263034046729,88,0.6,0.48989794855663565,61,0.7333333333333333,0.1615893285805443,55,0.7255555555555555,0.1704605236512454,2,0.7256410256410256,0.19023023180185436,38,0.6041269841269841,0.12664080573017894
44,49.0,0.20833333333333331,0.2713136766016617,13.0,0.0,0.0,5,0.6266666666666666,0.3968766950969924,73,0.6092106036378482,0.09318631888210244,,,,,,,1.0,0.0,0.0,5,0.6266666666666666,0.3968766950969924,77,0.6,0.48989794855663565,98,0.7283333333333333,0.14506703431325962,51,0.7222222222222222,0.17829785039868015,94,0.7255555555555555,0.1704605236512454,69,0.6,0.48989794855663565
45,29.0,0.13617021276595745,0.16677376972140787,21.0,0.0,0.0,94,0.6244289044289044,0.09085700498198283,90,0.6081746031746033,0.15830649810383565,,,,,,,22.0,0.0,0.0,94,0.6244289044289044,0.09085700498198283,48,0.596111111111111,0.06711883693572868,79,0.7142857142857142,0.1475422227126635,2,0.7065934065934065,0.19971337086825802,37,0.7166666666666666,0.16329931618554522,12,0.598015873015873,0.041611830885455
46,1.0,0.0,0.0,1.0,0.0,0.0,78,0.6223685628097393,0.1005704968926616,21,0.6080570409982174,0.07298496863674264,,,,,,,19.0,0.0,0.0,78,0.6223685628097393,0.1005704968926616,30,0.5914646464646465,0.11226994412141303,2,0.7103535353535353,0.2011528096023957,45,0.7029137529137529,0.14066029850504855,92,0.7061904761904761,0.1916369394278879,30,0.5926190476190476,0.01857142857142857
47,22.0,0.0,0.0,30.0,0.0,0.0,57,0.6167948717948718,0.06660302682398922,86,0.6071335200746965,0.0833660087581353,,,,,,,43.0,0.0,0.0,57,0.6167948717948718,0.06660302682398922,47,0.5904761904761905,0.08702698515474794,8,0.7100000000000001,0.1190704739966117,62,0.7,0.15327120894696267,25,0.7036507936507937,0.14390760172140787,10,0.586002886002886,0.059293840599808925
48,10.0,0.0,0.0,34.0,0.0,0.0,86,0.6166958041958042,0.07533423495225369,2,0.6049197860962566,0.074841656241143,,,,,,,10.0,0.0,0.0,86,0.6166958041958042,0.07533423495225369,24,0.5886002886002886,0.1659880740059775,42,0.71,0.3693237062523878,59,0.6995238095238095,0.14400736242761525,64,0.6936507936507936,0.1481897145013817,3,0.5720202020202021,0.10170347876096687
49,7.0,0.0,0.0,25.0,0.0,0.0,85,0.6157342657342657,0.09066993825714885,54,0.6025396825396825,0.29259716597552865,,,,,,,7.0,0.0,0.0,85,0.6157342657342657,0.09066993825714885,41,0.5710678210678211,0.12270222336455922,62,0.7083333333333333,0.16666666666666669,81,0.6976190476190476,0.1732705276062881,8,0.6933333333333334,0.11813363431112903,37,0.567930402930403,0.0327010228376976
50,,,,,,,15,0.6143939393939394,0.10503836371173947,51,0.5999999999999999,0.38873012632302,,,,,,,,,,15,0.6143939393939394,0.10503836371173947,57,0.5684188034188035,0.08577301019272959,52,0.707857142857143,0.16310757687076669,69,0.6939743589743589,0.15762039450750523,70,0.6922222222222223,0.18363947503225841,67,0.5600432900432901,0.03489016356263481
51,,,,,,,61,0.603988413547237,0.07526774906007222,80,0.5974853801169591,0.05400685716689866,,,,,,,,,,61,0.603988413547237,0.07526774906007222,67,0.560394133730047,0.09768706575320006,37,0.7040909090909091,0.10190742841884567,67,0.690909090909091,0.12233945458747286,42,0.6816666666666666,0.11930353445448853,68,0.557063492063492,0.041577304020638355
52,,,,,,,16,0.599439775910364,0.10437322105030031,75,0.5939102564102564,0.08018971997710538,,,,,,,,,,16,0.599439775910364,0.10437322105030031,94,0.553409090909091,0.0917136118207367,81,0.6942857142857143,0.1634769603133358,44,0.6857142857142857,0.1407785285628046,89,0.6793506493506494,0.13267134816931367,41,0.5560495060495061,0.0544148776380583
53,,,,,,,33,0.5954288358700123,0.07500518333564041,81,0.5933899433899433,0.19798757642302117,,,,,,,,,,33,0.5954288358700123,0.07500518333564041,22,0.5513122171945701,0.07844473723005156,72,0.6942424242424242,0.1293779707696697,74,0.6833333333333333,0.36666666666666664,60,0.673051948051948,0.14592918847363884,36,0.5443084693084692,0.13525498050270165
54,,,,,,,59,0.5945148315736551,0.04926834932025083,84,0.5907946336429308,0.04447443344291332,,,,,,,,,,59,0.5945148315736551,0.04926834932025083,2,0.5511111111111111,0.08265219024682088,26,0.6900000000000001,0.12509996003196805,8,0.6766666666666666,0.10198039027185571,47,0.67,0.3682390527904394,32,0.5435353535353535,0.027318330746516045
55,,,,,,,58,0.5864102564102563,0.0902243532814135,65,0.5903627847900293,0.0769409817024748,,,,,,,,,,58,0.5864102564102563,0.0902243532814135,18,0.543525641025641,0.07237528664556893,19,0.6833333333333333,0.36666666666666664,41,0.6666666666666666,0.09128709291752769,76,0.6638528138528138,0.13088635593597678,42,0.5333333333333333,0.45215533220835125
56,,,,,,,92,0.5821428571428571,0.08112726208286106,48,0.5894419306184012,0.08237868682375021,,,,,,,,,,92,0.5821428571428571,0.08112726208286106,42,0.5414957264957265,0.1139252760139994,84,0.6780952380952382,0.16737536399259997,89,0.6656709956709956,0.13613267047650615,28,0.6611111111111111,0.3703518513888657,43,0.5333333333333333,0.45215533220835125
57,,,,,,,2,0.5785994397759103,0.06463286651202821,71,0.5873626373626374,0.09247107466554474,,,,,,,,,,2,0.5785994397759103,0.06463286651202821,6,0.5372873471557682,0.10939630690357798,3,0.6757575757575757,0.1750245948871958,36,0.6622222222222222,0.11338778648274597,80,0.6567460317460319,0.13061524664288143,8,0.5309090909090909,0.08635885154209393
58,,,,,,,31,0.5766666666666667,0.09404490653110589,74,0.582905982905983,0.1346659957769008,,,,,,,,,,31,0.5766666666666667,0.09404490653110589,13,0.5333333333333333,0.11837375418145843,88,0.6683333333333333,0.10413666234542206,50,0.6611111111111111,0.11706281947614156,52,0.6561111111111112,0.13737396018995596,22,0.5253968253968254,0.031507036890919375
59,,,,,,,42,0.5751770731175766,0.09109808664245675,95,0.5735633647398354,0.10342359521955302,,,,,,,,,,42,0.5751770731175766,0.09109808664245675,12,0.5329603729603729,0.10774149977916744,45,0.653968253968254,0.10533154413551661,31,0.6555555555555556,0.11194134266449937,88,0.6509090909090909,0.15302760273645205,15,0.5177777777777778,0.07844161153210127
60,,,,,,,80,0.5732067932067932,0.11048153264559424,38,0.5710873337189126,0.08163746015622385,,,,,,,,,,80,0.5732067932067932,0.11048153264559424,32,0.5284245166598108,0.08947586939686313,5,0.6476190476190476,0.3671301955694549,75,0.6529426129426129,0.1301060904672761,33,0.6487156634215457,0.17702416418913347,27,0.5154248366013072,0.04879442833449573
61,,,,,,,64,0.5648051948051948,0.07860256022844529,8,0.5666666666666667,0.08164965809277258,,,,,,,,,,64,0.5648051948051948,0.07860256022844529,37,0.5247619047619049,0.11071858101698064,29,0.6423776223776224,0.14043472879591778,57,0.65,0.10954451150103323,97,0.6478282828282828,0.14464752270929537,17,0.5076923076923077,0.02878197989826107
