,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6
33,70,0.7061632208371338,0.10415713209120127,31.0,0.5797691197691198,0.07242190638602526,7,0.6916980894922071,0.14231987846910527,30,0.689547952047952,0.06593407066418415,84,0.6832196788718529,0.13337351727372196,39.0,0.685042735042735,0.10316419885262139
34,95,0.7056015037593986,0.12383874068019143,6.0,0.5730424560447049,0.06229743854650326,57,0.6914285714285715,0.3299474293314754,50,0.6888888888888889,0.14207457613938243,57,0.6826340326340327,0.09761140103441657,32.0,0.6788044772564896,0.11949209500322278
35,63,0.7045098039215686,0.10560894256870762,30.0,0.5696846046110752,0.05349069109978057,53,0.6880952380952381,0.3289163131300786,89,0.6885768217289956,0.12301382000070864,62,0.6817876567876567,0.12014705943007861,64.0,0.6774304127245304,0.11266915844784725
36,99,0.7035714285714285,0.16812288994199742,9.0,0.5660070618285629,0.061898748665973106,81,0.6877564102564102,0.0979524935505366,39,0.6878431372549019,0.12768545550635832,38,0.6796681749622926,0.10792967237670954,7.0,0.6774304127245304,0.11266915844784725
37,72,0.7029059829059829,0.09789604944254393,24.0,0.5617652699118217,0.045896967111084465,46,0.6850793650793651,0.13058621244729593,69,0.6872727272727273,0.12010708414608733,47,0.6785858585858586,0.08880327705454198,83.0,0.6748880105401844,0.12398487984452398
38,34,0.700825593395253,0.08786526433802534,37.0,0.5616678713452907,0.05612721560293318,78,0.6833333333333333,0.3666666666666667,37,0.6844802256566963,0.16383907422591718,92,0.6769117647058824,0.12248747474197473,18.0,0.6717460317460318,0.2620584445688909
39,40,0.6995021645021644,0.1524153161272477,4.0,0.5597586918499042,0.04024357374178056,14,0.6825974025974026,0.11372926320156691,57,0.6840909090909091,0.16093091788273164,22,0.6743512627723154,0.14953512695607657,41.0,0.67,0.1863091814997616
40,22,0.6984126984126984,0.2153120629563577,14.0,0.5572895622895623,0.07619149208465618,21,0.6823570632266284,0.10548133409292185,87,0.6825436328377504,0.08743872831503859,85,0.67397504456328,0.1319463255875945,76.0,0.6699999999999999,0.14149117670872538
41,91,0.6928571428571428,0.09741558354989897,17.0,0.5572095356496325,0.0660865589274112,89,0.6797364953886692,0.12893917432959306,74,0.6815151515151515,0.13111235622200645,10,0.6733511586452763,0.1351718215981118,79.0,0.6680952380952381,0.1872561150075205
42,42,0.6921654815772463,0.07983425563670832,29.0,0.526984126984127,0.2792297652092011,35,0.6797132253711202,0.1389258666884405,35,0.6784126984126984,0.18946184943420796,40,0.6729545454545455,0.07567252801899803,58.0,0.6672459893048128,0.09895974419069588
43,65,0.690930735930736,0.13187515029406124,13.0,0.46933760683760684,0.26767876162362103,67,0.6772727272727272,0.21425335362804282,20,0.6779761904761904,0.13589691137602042,52,0.6726085679026855,0.13526612757758721,57.0,0.6661867880403349,0.07889837705960268
44,87,0.6873414304993253,0.11923592512453651,25.0,0.2,0.4000000000000001,5,0.6764323395902343,0.12399890972577908,81,0.6719780219780219,0.1325637938552277,67,0.6714138035877166,0.14021082239886387,82.0,0.6633333333333333,0.16034684627740925
45,46,0.6850768512533219,0.11236574068597763,1.0,0.0,0.0,33,0.674910858063032,0.10307198281213774,22,0.6715921981654247,0.12888679821177582,32,0.6708333333333333,0.15938248893080373,55.0,0.6621940418679548,0.08527629492342786
46,39,0.685042735042735,0.10316419885262139,36.0,0.0,0.0,34,0.6738909641083554,0.12824723864338292,33,0.6715508021390375,0.14527607799378345,82,0.6706182706182705,0.13266679401108203,74.0,0.662157548334019,0.1290502046191203
47,32,0.6788044772564896,0.11949209500322278,38.0,0.0,0.0,64,0.6733333333333333,0.2617462723920077,86,0.6709781267326025,0.1297408397449849,93,0.6705555555555556,0.13879828734567579,12.0,0.6615079365079366,0.17472758915146397
48,7,0.6774304127245304,0.11266915844784725,15.0,0.0,0.0,51,0.6729270729270729,0.14300565832426415,61,0.6694261294261293,0.1496947018904528,63,0.6703356216628528,0.09768717758084808,3.0,0.6602073655559296,0.0980634640448757
49,64,0.6774304127245304,0.11266915844784725,11.0,0.0,0.0,86,0.67,0.3682390527904394,77,0.6677018633540373,0.12479124963511823,64,0.6672222222222223,0.14606357486120408,21.0,0.6583333333333333,0.10671873729054748
50,97,0.6751282051282051,0.21629174054565947,,,,62,0.666883116883117,0.19712471897806427,80,0.667049247049247,0.10887656803972048,94,0.6670915032679738,0.1222103206256618,66.0,0.6574094465372355,0.1165138613002777
51,83,0.6748880105401844,0.12398487984452398,,,,11,0.6662719633307869,0.15026427261320244,40,0.6652450980392157,0.10994278130983995,80,0.6665834165834166,0.1381338003648076,28.0,0.6571380090497738,0.055568466476359275
52,18,0.6717460317460318,0.2620584445688909,,,,30,0.6660320389255922,0.11727433640199904,82,0.6600590062111802,0.12368719919095109,20,0.6663585434173669,0.13270301545418647,10.0,0.6543881118881119,0.1552043354424547
53,41,0.67,0.1863091814997616,,,,47,0.6573616198616199,0.12795965162834197,62,0.6598734598734599,0.2134512497292683,7,0.6649304127245304,0.13324826296601158,44.0,0.6537659508247743,0.10292418885056202
54,76,0.6699999999999999,0.14149117670872538,,,,2,0.6547682283615787,0.15525280012016468,59,0.6584848484848485,0.1451752368798554,23,0.6646809331019856,0.07233332633250193,2.0,0.6520757020757021,0.1559331858661029
55,79,0.6680952380952381,0.1872561150075205,,,,70,0.6537643678160919,0.10940966576892369,19,0.6553065774804906,0.12176681624576771,2,0.6623769240137527,0.1469887705419071,56.0,0.6516736694677872,0.1329186485897882
56,58,0.6672459893048128,0.09895974419069588,,,,48,0.6489729225023342,0.11429639343989519,2,0.6520757020757021,0.1559331858661029,81,0.657979797979798,0.07624717215816014,20.0,0.6357894736842105,0.12704758780087214
57,57,0.6661867880403349,0.07889837705960268,,,,8,0.6444420677361854,0.11408567418314305,44,0.6483585858585859,0.15284976182123172,54,0.6578502415458937,0.08184581990826044,35.0,0.6299362503622138,0.11218033059282606
58,82,0.6633333333333333,0.16034684627740925,,,,16,0.6424242424242425,0.21632203997060298,3,0.6470064049011418,0.09421335945416544,28,0.6577751196172249,0.07633266151182956,8.0,0.6297147950089127,0.1383334892372527
59,55,0.6621940418679548,0.08527629492342786,,,,3,0.6405736563631301,0.09748583954581092,43,0.6461204013377927,0.15229824756306504,3,0.6554250738407886,0.09266064556343613,0.0,0.6197590814982119,0.08461021320921587
60,74,0.662157548334019,0.1290502046191203,,,,17,0.6371237458193979,0.07110526875993306,91,0.6458088578088578,0.08838544921643175,15,0.6541433566433567,0.12872613514296327,54.0,0.615871094849423,0.06934685556921485
61,12,0.6615079365079366,0.17472758915146397,,,,82,0.6344438018122229,0.12782223181900867,56,0.6433333333333333,0.25982900359873434,89,0.6537764866712235,0.06965271762785592,53.0,0.6037290969899666,0.10931897954860965
62,3,0.6602073655559296,0.0980634640448757,,,,71,0.6311904761904762,0.22727359719478946,66,0.6408547008547009,0.17938979857277804,90,0.6510738803530566,0.14032036243901916,62.0,0.5984242005981137,0.04414396705991496
63,96,0.6585615622767326,0.14235888477087236,,,,26,0.6303287544374132,0.09490793038977356,28,0.6397892720306514,0.06321059977534493,53,0.6471449792038027,0.14667140683955973,33.0,0.590766563146998,0.09559788193835031
64,21,0.6583333333333333,0.10671873729054748,,,,23,0.6262626262626263,0.11120290056180109,8,0.6373558206499383,0.1213360207094996,45,0.6441582571419697,0.17301886732655133,23.0,0.5853195823784059,0.07430352035445498
65,66,0.6574094465372355,0.1165138613002777,,,,22,0.6209705469845722,0.07324162600406316,24,0.6332067932067932,0.11825658196069583,18,0.6437629399585922,0.06744611488470877,31.0,0.5797691197691198,0.07242190638602526
66,28,0.6571380090497738,0.055568466476359275,,,,38,0.615072463768116,0.06838737162805465,42,0.6309255961429874,0.07784260627402444,16,0.6393013784461152,0.06285658105589696,6.0,0.5730424560447049,0.06229743854650326
67,10,0.6543881118881119,0.1552043354424547,,,,42,0.6150063983680283,0.07519163684354419,27,0.6296925425518254,0.10259331511117928,37,0.6376068376068376,0.0937603331534789,30.0,0.5696846046110752,0.05349069109978057
68,44,0.6537659508247743,0.10292418885056202,,,,0,0.6140184453227931,0.08388459782511544,51,0.6247619047619047,0.09771307898632946,49,0.6354692003843281,0.07825552959483789,75.0,0.5684126984126985,0.290577829386058
69,2,0.6520757020757021,0.1559331858661029,,,,31,0.6112491750536215,0.07027472983957188,0,0.6221246728960614,0.08512047072650678,79,0.633133971291866,0.14944572240896767,9.0,0.5660070618285629,0.061898748665973106
70,56,0.6516736694677872,0.1329186485897882,,,,32,0.6059516170104405,0.08282939776717041,26,0.6157163488685228,0.04738448923847084,87,0.6313468013468013,0.09030478785666275,24.0,0.5617652699118217,0.045896967111084465
71,20,0.6357894736842105,0.12704758780087214,,,,69,0.6035286971093423,0.06806712249115728,14,0.6121374910630808,0.07660206033892014,8,0.624095747389865,0.12833317029684932,37.0,0.5616678713452907,0.05612721560293318
72,35,0.6299362503622138,0.11218033059282606,,,,63,0.6,0.37416573867739417,21,0.6101662852784134,0.11001277576721817,0,0.6221246728960614,0.08512047072650678,4.0,0.5597586918499042,0.04024357374178056
73,8,0.6297147950089127,0.1383334892372527,,,,29,0.5904799223764741,0.06935475378933513,46,0.6084795321637426,0.08333168038669359,31,0.6184615384615384,0.07323464760253479,14.0,0.5572895622895623,0.07619149208465618
74,0,0.6197590814982119,0.08461021320921587,,,,18,0.58962805991962,0.06454572586218323,29,0.606635407786303,0.09201276277748346,14,0.6080497333032829,0.10428634639359366,17.0,0.5572095356496325,0.0660865589274112
75,54,0.615871094849423,0.06934685556921485,,,,37,0.5866896551724138,0.06782934908608741,85,0.5985776397515528,0.06909363895484318,61,0.6042568542568543,0.21515533795839833,29.0,0.526984126984127,0.2792297652092011
76,53,0.6037290969899666,0.10931897954860965,,,,52,0.584908424908425,0.08121056952607224,15,0.5952342782665363,0.08308698769323952,72,0.6033907269201386,0.08534636856322356,80.0,0.5011111111111111,0.2590676540649489
77,62,0.5984242005981137,0.04414396705991496,,,,43,0.5825530249320572,0.07305935455133399,70,0.5845155105844762,0.07029658552033984,27,0.6022895622895622,0.07271149598175247,13.0,0.46933760683760684,0.26767876162362103
78,33,0.590766563146998,0.09559788193835031,,,,6,0.5811868686868686,0.06056869639476254,6,0.5842084639498433,0.06294308648361285,55,0.5883986928104575,0.15740341190999976,25.0,0.2,0.4000000000000001
79,23,0.5853195823784059,0.07430352035445498,,,,40,0.5778735048060385,0.07509521869415235,9,0.5822963848825917,0.07000726499421782,35,0.5843015873015872,0.05433137409578655,38.0,0.0,0.0
80,31,0.5797691197691198,0.07242190638602526,,,,9,0.5758991008991009,0.07792409510952389,18,0.5597619047619047,0.05232897854406153,33,0.5842423490488007,0.08250750823092326,1.0,0.0,0.0
81,6,0.5730424560447049,0.06229743854650326,,,,92,0.5714285714285714,0.33806170189140666,4,0.5557239057239057,0.04439595354916271,6,0.582627436281859,0.0732427924933308,36.0,0.0,0.0
82,30,0.5696846046110752,0.05349069109978057,,,,4,0.5696171846116228,0.043631027643303864,32,0.5383333333333333,0.14734690736866893,9,0.5807446607446607,0.06300443512832507,11.0,0.0,0.0
83,75,0.5684126984126985,0.290577829386058,,,,10,0.5678571428571428,0.28758317341710565,41,0.5303131703131704,0.03148260620314644,68,0.5782982702197288,0.061967043924756264,59.0,0.0,0.0
84,9,0.5660070618285629,0.061898748665973106,,,,27,0.5571428571428572,0.13434986647300842,13,0.5288215634989828,0.04001333327911542,39,0.576488413547237,0.049438893916476025,15.0,0.0,0.0
85,24,0.5617652699118217,0.045896967111084465,,,,1,0.5455128205128206,0.2768785576750161,25,0.5170993993087015,0.03312165768569647,36,0.5667622699880764,0.06075629471952056,,,
86,37,0.5616678713452907,0.05612721560293318,,,,45,0.5283333333333333,0.269031183653081,45,0.4766666666666667,0.39009970235540786,50,0.5654466501240695,0.05358965408579868,,,
87,4,0.5597586918499042,0.04024357374178056,,,,94,0.5166666666666666,0.34318767136623335,67,0.46012987012987017,0.3030066904838729,4,0.5572679172679174,0.04646182411109623,,,
88,14,0.5572895622895623,0.07619149208465618,,,,54,0.5066666666666666,0.26280537792569364,95,0.44952380952380955,0.2928257822930047,71,0.5521242959549411,0.04855921769513804,,,
89,17,0.5572095356496325,0.0660865589274112,,,,13,0.4833333333333333,0.2808716591058786,68,0.43619047619047624,0.3587026257168257,95,0.5425317693059628,0.03778764103232914,,,
90,29,0.526984126984127,0.2792297652092011,,,,12,0.4788461538461538,0.2797957600181405,60,0.41666666666666663,0.4013864859597432,91,0.5317571203020119,0.058467015401583486,,,
91,80,0.5011111111111111,0.2590676540649489,,,,44,0.4666666666666667,0.45215533220835125,48,0.36,0.44542114902640173,17,0.5315850612624805,0.02769528657224216,,,
92,13,0.46933760683760684,0.26767876162362103,,,,68,0.4666666666666666,0.45215533220835125,94,0.3384615384615385,0.30399487867238834,43,0.4294017094017094,0.35629344864893286,,,
93,25,0.2,0.4000000000000001,,,,25,0.36666666666666664,0.3711842908553348,71,0.14666666666666667,0.1808621328833405,86,0.3333333333333333,0.36514837167011077,,,
94,59,0.0,0.0,,,,66,0.3,0.39999999999999997,54,0.06666666666666667,0.13333333333333333,65,0.0,0.0,,,
95,38,0.0,0.0,,,,74,0.2,0.4000000000000001,17,0.06666666666666667,0.13333333333333333,59,0.0,0.0,,,
96,11,0.0,0.0,,,,84,0.1,0.2,65,0.04,0.08,1,0.0,0.0,,,
97,15,0.0,0.0,,,,58,0.0,0.0,10,0.0,0.0,12,0.0,0.0,,,
98,1,0.0,0.0,,,,55,0.0,0.0,36,0.0,0.0,11,0.0,0.0,,,
99,36,0.0,0.0,,,,72,0.0,0.0,1,0.0,0.0,99,0.0,0.0,,,
