,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9,iter10,iter10,iter10,iter11,iter11,iter11,iter12,iter12,iter12,iter13,iter13,iter13,iter14,iter14,iter14,iter15,iter15,iter15,iter16,iter16,iter16
9,26.0,0.6964170692431562,0.07025835205151354,12.0,0.6131830927066321,0.026778174250195658,28.0,0.6614336917562723,0.07070717161199035,15.0,0.6565862242332831,0.04751652579256606,29.0,0.6337349156534215,0.03967514750825138,10.0,0.6702157401422107,0.04523970498328535,21.0,0.7024420866489832,0.07178524420079142,23.0,0.6234626251867631,0.055174632783645594,10.0,0.6477941176470589,0.03309595044403355,10.0,0.6702157401422107,0.04523970498328535,19,0.6879416594223897,0.06002681362407136,9.0,0.0,0.0,,,,19,0.6879416594223897,0.06002681362407136,12.0,0.6697613810920262,0.03738190632985523,20.0,0.6552181535696715,0.058741448932855926
10,28.0,0.6947407407407408,0.06551113791312249,23.0,0.6113901930333252,0.04166786399413357,0.0,0.6457353694165838,0.05675682129662616,0.0,0.6457353694165838,0.05675682129662616,12.0,0.6090640806919876,0.018391040396253014,18.0,0.662850511557408,0.07649947312937867,12.0,0.6815652623674608,0.06570970362783216,13.0,0.620168097915099,0.05499551428475634,26.0,0.6475935828877005,0.03757548698181255,18.0,0.662850511557408,0.07649947312937867,41,0.6879098228663445,0.06040350711986212,,,,,,,41,0.6879098228663445,0.06040350711986212,5.0,0.6518024302397032,0.06416660307219889,5.0,0.6518024302397032,0.06416660307219889
11,12.0,0.6930453384418901,0.039317611173537256,22.0,0.6066089466089466,0.03901275494504298,5.0,0.6402406255228835,0.05618436153949402,5.0,0.6402406255228835,0.05618436153949402,7.0,0.6042368742368743,0.03943829407603889,12.0,0.662518992872163,0.043486928762683695,16.0,0.6789420224952459,0.043562588476684774,29.0,0.6168560606060606,0.03687090619317526,11.0,0.6460299246447598,0.024497490979374485,12.0,0.662518992872163,0.043486928762683695,14,0.6875183007574555,0.06164132598432416,,,,,,,14,0.6875183007574555,0.06164132598432416,0.0,0.646019716987459,0.0461714566402274,27.0,0.647989787022045,0.058752572830354226
12,11.0,0.6922592095005887,0.07638043778876517,7.0,0.6042368742368743,0.03943829407603889,29.0,0.6360329394181387,0.04896436133457702,23.0,0.6295602648543824,0.032424852501857705,25.0,0.6000162000162,0.03938194999380327,0.0,0.646019716987459,0.0461714566402274,10.0,0.6681789599446646,0.05587056886577,15.0,0.6126796026796026,0.039940859387766064,0.0,0.646019716987459,0.0461714566402274,0.0,0.646019716987459,0.0461714566402274,37,0.6871584732471829,0.05743998447616411,,,,,,,37,0.6871584732471829,0.05743998447616411,20.0,0.6322084367245657,0.05718610036612729,0.0,0.646019716987459,0.0461714566402274
13,16.0,0.6896969696969697,0.03428303925724767,18.0,0.5987347940836314,0.04224456612269565,20.0,0.6358576548899129,0.03361281853429712,18.0,0.6191655941655941,0.030463493851255585,15.0,0.5989661215977005,0.045738777981340066,5.0,0.6447865214089122,0.06583785484560774,11.0,0.6640337941628265,0.04461415499376173,19.0,0.6042669042669043,0.0438767009161792,18.0,0.6400657240825022,0.058449513048813996,5.0,0.6447865214089122,0.06583785484560774,36,0.6859557913351017,0.07344275672121266,,,,,,,36,0.6859557913351017,0.07344275672121266,7.0,0.6117946000298942,0.03827410111820837,14.0,0.6422730422730423,0.021638495823151246
14,10.0,0.6850091575091575,0.052906375650994535,24.0,0.5903841203841204,0.05406780639201161,12.0,0.630169228168721,0.038180362936580794,19.0,0.6175580125580126,0.04967995023056626,24.0,0.5988435116909309,0.03965886586217499,21.0,0.6437258008628977,0.06483024009079148,5.0,0.6527113237639554,0.06319795581555562,7.0,0.6042368742368743,0.03943829407603889,20.0,0.6340638901929224,0.028907495562778218,21.0,0.6437258008628977,0.06483024009079148,22,0.6849417871709307,0.07321773481713678,,,,,,,22,0.6849417871709307,0.07321773481713678,23.0,0.6106187918687918,0.0430388210144752,17.0,0.6250107129364095,0.05713626000444503
15,22.0,0.6735220935220936,0.04542504138608246,2.0,0.5686320793530458,0.008554271007285572,25.0,0.6145736291949386,0.03705821187031226,7.0,0.6042368742368743,0.03943829407603889,2.0,0.5686320793530458,0.008554271007285572,28.0,0.6148426746326221,0.04525414972079856,27.0,0.6487633394327106,0.049257900606308504,5.0,0.5874833588649377,0.056649949907447546,5.0,0.6244228748872713,0.05287141314608417,28.0,0.6148426746326221,0.04525414972079856,24,0.6821988304093568,0.09546532312678666,,,,,,,24,0.6821988304093568,0.09546532312678666,17.0,0.5929323700168851,0.03622699485347602,7.0,0.6089496498165229,0.04362006747780999
16,18.0,0.672770935158032,0.04567966831959989,27.0,0.5271493212669683,0.00726099843252541,11.0,0.6062047898338221,0.04706193675479613,12.0,0.5916661632940703,0.022157907221836238,13.0,0.5458958482178297,0.024519440913439397,7.0,0.6142128077112597,0.03381838999710707,0.0,0.6411817011817011,0.06058319492151056,17.0,0.5737469257798139,0.04480631965186713,7.0,0.6132007943561217,0.04431132261802078,7.0,0.6142128077112597,0.03381838999710707,26,0.6800764452938366,0.09290189581221094,,,,,,,26,0.6800764452938366,0.09290189581221094,11.0,0.5803117831606205,0.02462555826892131,28.0,0.6064908668567206,0.03645283505752169
17,14.0,0.6646277741865976,0.0819620053771305,20.0,0.5271493212669683,0.00726099843252541,7.0,0.6042368742368743,0.03943829407603889,28.0,0.5856365856365857,0.06123757768889207,11.0,0.5271493212669683,0.00726099843252541,11.0,0.5967298547325908,0.03149492428980554,18.0,0.6314920634920634,0.04659973604372588,2.0,0.5485879200164915,0.014946416983782088,22.0,0.6081977600943118,0.04277658417742955,11.0,0.5967298547325908,0.03149492428980554,20,0.6719340874179583,0.06281165747784326,,,,,,,20,0.6719340874179583,0.06281165747784326,2.0,0.5677967397469729,0.012163462802512254,26.0,0.5957158335764673,0.044527525932835314
18,25.0,0.6476854567177147,0.0328496872391306,6.0,0.5271493212669683,0.00726099843252541,17.0,0.6015963203463203,0.038105574957777034,2.0,0.5686320793530458,0.008554271007285572,4.0,0.5271493212669683,0.00726099843252541,25.0,0.595286272866918,0.02648322457413856,8.0,0.6236987642560398,0.03975210058552281,22.0,0.5271493212669683,0.00726099843252541,23.0,0.5820512820512821,0.08717948717948716,25.0,0.595286272866918,0.02648322457413856,10,0.6702157401422107,0.04523970498328535,,,,,,,10,0.6702157401422107,0.04523970498328535,8.0,0.5285840414965236,0.008212656910256607,15.0,0.5705128205128205,0.3087534032362764
19,29.0,0.64755123449852,0.06304506959902438,4.0,0.5271493212669683,0.00726099843252541,2.0,0.5686320793530458,0.008554271007285572,4.0,0.5271493212669683,0.00726099843252541,21.0,0.5271493212669683,0.00726099843252541,15.0,0.5940085165032966,0.042188273345727265,7.0,0.6180913945619828,0.048812583929842134,4.0,0.5271493212669683,0.00726099843252541,17.0,0.571151868117268,0.042322415385154424,15.0,0.5940085165032966,0.042188273345727265,35,0.6637700418471209,0.07248704714620459,,,,,,,35,0.6637700418471209,0.07248704714620459,4.0,0.5271493212669683,0.00726099843252541,2.0,0.5677967397469729,0.012163462802512254
20,5.0,0.6434925997425996,0.05801177261732797,16.0,0.5271493212669683,0.00726099843252541,16.0,0.5592887043764054,0.03043675573726695,6.0,0.5271493212669683,0.00726099843252541,20.0,0.5271493212669683,0.00726099843252541,2.0,0.5733858018476629,0.013027585125302412,2.0,0.6114324428958575,0.04097974291691211,26.0,0.5271493212669683,0.00726099843252541,2.0,0.565935096524617,0.011596728443893943,2.0,0.5733858018476629,0.013027585125302412,18,0.662850511557408,0.07649947312937867,,,,,,,18,0.662850511557408,0.07649947312937867,24.0,0.5271493212669683,0.00726099843252541,21.0,0.5334620902770114,0.015514215229591196
21,0.0,0.6404228521875581,0.05582699113726506,1.0,0.5271493212669683,0.00726099843252541,14.0,0.5271493212669683,0.00726099843252541,20.0,0.5271493212669683,0.00726099843252541,6.0,0.5271493212669683,0.00726099843252541,8.0,0.5285840414965236,0.008212656910256607,14.0,0.5916839886060132,0.03948495196117704,6.0,0.5271493212669683,0.00726099843252541,8.0,0.5307907778496015,0.011056224559807022,8.0,0.5285840414965236,0.008212656910256607,40,0.6625501790201472,0.0682883735269009,,,,,,,40,0.6625501790201472,0.0682883735269009,6.0,0.5271493212669683,0.00726099843252541,8.0,0.5285840414965236,0.008212656910256607
22,2.0,0.6111883746094272,0.052775548371689886,14.0,0.5271493212669683,0.00726099843252541,1.0,0.5271493212669683,0.00726099843252541,21.0,0.5271493212669683,0.00726099843252541,8.0,0.5271493212669683,0.00726099843252541,1.0,0.5271493212669683,0.00726099843252541,22.0,0.5890962331474201,0.04196097874990294,8.0,0.5271493212669683,0.00726099843252541,1.0,0.5271493212669683,0.00726099843252541,1.0,0.5271493212669683,0.00726099843252541,12,0.662518992872163,0.043486928762683695,,,,,,,12,0.662518992872163,0.043486928762683695,18.0,0.5271493212669683,0.00726099843252541,19.0,0.5271493212669683,0.00726099843252541
23,8.0,0.6090719752010074,0.04991549954731072,8.0,0.5271493212669683,0.00726099843252541,8.0,0.5271493212669683,0.00726099843252541,8.0,0.5271493212669683,0.00726099843252541,1.0,0.5271493212669683,0.00726099843252541,13.0,0.5271493212669683,0.00726099843252541,17.0,0.5818765476893071,0.02195368156457852,1.0,0.5271493212669683,0.00726099843252541,4.0,0.5271493212669683,0.00726099843252541,13.0,0.5271493212669683,0.00726099843252541,46,0.6503925908667287,0.062078403996692996,,,,,,,46,0.6503925908667287,0.062078403996692996,1.0,0.5271493212669683,0.00726099843252541,1.0,0.5271493212669683,0.00726099843252541
24,7.0,0.6015485869144406,0.03862874707673163,11.0,0.5271493212669683,0.00726099843252541,6.0,0.5271493212669683,0.00726099843252541,1.0,0.5271493212669683,0.00726099843252541,22.0,0.42126696832579186,0.2107555624088235,6.0,0.5271493212669683,0.00726099843252541,19.0,0.5760459695343417,0.015345295310306201,20.0,0.5265301262205286,0.007173138833093025,6.0,0.5271493212669683,0.00726099843252541,6.0,0.5271493212669683,0.00726099843252541,0,0.646019716987459,0.0461714566402274,,,,,,,0,0.646019716987459,0.0461714566402274,29.0,0.5271493212669683,0.00726099843252541,13.0,0.5271493212669683,0.00726099843252541
25,17.0,0.5985951248278515,0.045467754162813644,25.0,0.5271493212669683,0.00726099843252541,4.0,0.5271493212669683,0.00726099843252541,14.0,0.5271493212669683,0.00726099843252541,19.0,0.20860805860805862,0.2554957527507729,4.0,0.5271493212669683,0.00726099843252541,6.0,0.5271493212669683,0.00726099843252541,10.0,0.5233946279002599,0.00959809484240835,14.0,0.1,0.2,4.0,0.5271493212669683,0.00726099843252541,5,0.6447865214089122,0.06583785484560774,,,,,,,5,0.6447865214089122,0.06583785484560774,22.0,0.0,0.0,11.0,0.5271493212669683,0.00726099843252541
26,13.0,0.5974403374403374,0.03248408100416853,9.0,0.0,0.0,9.0,0.0,0.0,22.0,0.0,0.0,23.0,0.0,0.0,29.0,0.5271493212669683,0.00726099843252541,4.0,0.5271493212669683,0.00726099843252541,18.0,0.0,0.0,16.0,0.0,0.0,29.0,0.5271493212669683,0.00726099843252541,21,0.6437258008628977,0.06483024009079148,,,,,,,21,0.6437258008628977,0.06483024009079148,9.0,0.0,0.0,6.0,0.5271493212669683,0.00726099843252541
27,9.0,0.24761904761904763,0.30476190476190473,21.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,0.0,27.0,0.0,0.0,17.0,0.0,0.0,1.0,0.5271493212669683,0.00726099843252541,9.0,0.0,0.0,13.0,0.0,0.0,17.0,0.0,0.0,42,0.639861111111111,0.04562156464320164,,,,,,,42,0.639861111111111,0.04562156464320164,14.0,0.0,0.0,4.0,0.5271493212669683,0.00726099843252541
28,1.0,0.24324009324009327,0.30316287220329646,10.0,0.0,0.0,23.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,13.0,0.5271493212669683,0.00726099843252541,14.0,0.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,33,0.6368243023081732,0.06396832092041314,,,,,,,33,0.6368243023081732,0.06396832092041314,27.0,0.0,0.0,9.0,0.0,0.0
29,4.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,27.0,0.0,0.0,28,0.6148426746326221,0.04525414972079856,,,,,,,28,0.6148426746326221,0.04525414972079856,28.0,0.0,0.0,29.0,0.0,0.0
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.6142128077112597,0.03381838999710707,,,,,,,7,0.6142128077112597,0.03381838999710707,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.5967298547325908,0.03149492428980554,,,,,,,11,0.5967298547325908,0.03149492428980554,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.5957609933925723,0.04316844790406868,,,,,,,34,0.5957609933925723,0.04316844790406868,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.595286272866918,0.02648322457413856,,,,,,,25,0.595286272866918,0.02648322457413856,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.5940085165032966,0.042188273345727265,,,,,,,15,0.5940085165032966,0.042188273345727265,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5733858018476629,0.013027585125302412,,,,,,,2,0.5733858018476629,0.013027585125302412,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.5330316742081449,0.014756265935855486,,,,,,,31,0.5330316742081449,0.014756265935855486,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.5285840414965236,0.008212656910256607,,,,,,,8,0.5285840414965236,0.008212656910256607,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.5271493212669683,0.00726099843252541,,,,,,,13,0.5271493212669683,0.00726099843252541,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.5271493212669683,0.00726099843252541,,,,,,,6,0.5271493212669683,0.00726099843252541,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.5271493212669683,0.00726099843252541,,,,,,,29,0.5271493212669683,0.00726099843252541,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5271493212669683,0.00726099843252541,,,,,,,4,0.5271493212669683,0.00726099843252541,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.5271493212669683,0.00726099843252541,,,,,,,47,0.5271493212669683,0.00726099843252541,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0.5271493212669683,0.00726099843252541,,,,,,,48,0.5271493212669683,0.00726099843252541,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5271493212669683,0.00726099843252541,,,,,,,1,0.5271493212669683,0.00726099843252541,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.1,0.2,,,,,,,30,0.1,0.2,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.0,0.0,,,,,,,17,0.0,0.0,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,,,,,,,9,0.0,0.0,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,,,,,,,27,0.0,0.0,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.0,0.0,,,,,,,44,0.0,0.0,,,,,,
