,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9,iter10,iter10,iter10,iter11,iter11,iter11,iter12,iter12,iter12,iter13,iter13,iter13,iter14,iter14,iter14,iter15,iter15,iter15,iter16,iter16,iter16
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
0,27.0,0.7360476190476191,0.06976793408042366,28.0,0.7173747733747733,0.08771992538058536,24.0,0.7632679738562091,0.1058003394145788,27.0,0.774993894993895,0.13537734292011064,18.0,0.7789743589743591,0.21608189939287695,3.0,0.7326341215357234,0.07660456683520542,23.0,0.7481650668172406,0.07637509723698396,27.0,0.7193193473193473,0.06157573639765886,24.0,0.8,0.4000000000000001,3.0,0.7326341215357234,0.07660456683520542,3,0.7326341215357234,0.07660456683520542,3.0,0.7326341215357234,0.07660456683520542,3.0,0.7326341215357234,0.07660456683520542,3,0.7326341215357234,0.07660456683520542,26.0,0.8,0.18708286933869706,3.0,0.7403196726995354,0.0834882568975541
1,21.0,0.7188691260430391,0.07777985818655954,19.0,0.6914133163832831,0.06662931859356004,15.0,0.7610681114551083,0.10721584221995897,25.0,0.7313622291021671,0.0985142730338737,26.0,0.7655952380952381,0.12388642300506,23.0,0.7284502164502165,0.09709291182346011,28.0,0.7464369256474519,0.12279790542408407,25.0,0.7074189095928227,0.07757046555286247,12.0,0.7743113912231558,0.12303701912625402,23.0,0.7284502164502165,0.09709291182346011,23,0.7284502164502165,0.09709291182346011,0.0,0.646019716987459,0.0461714566402274,0.0,0.646019716987459,0.0461714566402274,23,0.7284502164502165,0.09709291182346011,3.0,0.7403196726995354,0.0834882568975541,18.0,0.7297628458498023,0.07649580620905509
2,23.0,0.7119120879120879,0.072066118388847,26.0,0.6852062857460159,0.0722880535871021,26.0,0.7511085972850678,0.10499054957125022,26.0,0.7298412698412698,0.16336225390680587,28.0,0.7475324675324675,0.09272052230674459,16.0,0.7185122445992012,0.06531594251272622,3.0,0.7316666666666667,0.06587867636800242,3.0,0.6751697577784534,0.09536174881918416,3.0,0.7578446115288221,0.09458264758606248,16.0,0.7185122445992012,0.06531594251272622,49,0.7265942028985507,0.1010737355647054,5.0,0.6447865214089122,0.06583785484560774,2.0,0.5733858018476629,0.013027585125302412,49,0.7265942028985507,0.1010737355647054,21.0,0.7122564102564103,0.03482732836134512,23.0,0.7221687979539643,0.07855987279101707
3,3.0,0.7098532578532579,0.05806612217652332,3.0,0.6771460423634337,0.09744274609626494,19.0,0.7510671936758893,0.09906983541527327,29.0,0.7261904761904762,0.24781128069360014,17.0,0.6859290354822589,0.055634833005924665,19.0,0.6879416594223897,0.06002681362407136,26.0,0.7202417582417582,0.0856107122893424,11.0,0.6721290322580644,0.05903946133853143,25.0,0.7502756892230578,0.08270370617865064,19.0,0.6879416594223897,0.06002681362407136,45,0.721948051948052,0.07071950298571679,7.0,0.6142128077112597,0.03381838999710707,1.0,0.5271493212669683,0.00726099843252541,45,0.721948051948052,0.07071950298571679,16.0,0.7061072261072261,0.05320640347534787,25.0,0.7209026915113872,0.0945442740460589
4,19.0,0.7093846153846153,0.09332101056655283,17.0,0.662471461303497,0.03939902790061993,27.0,0.7253181974544203,0.08608801754702822,16.0,0.6972442396313363,0.06312960665238507,3.0,0.6771460423634337,0.09744274609626494,14.0,0.6875183007574555,0.06164132598432416,25.0,0.7161609895480863,0.0613935118647066,0.0,0.6563916749495496,0.06607078980834107,21.0,0.7082919694684401,0.11785649174223617,14.0,0.6875183007574555,0.06164132598432416,43,0.7191480017566974,0.09614829559598423,2.0,0.5733858018476629,0.013027585125302412,4.0,0.5271493212669683,0.00726099843252541,43,0.7191480017566974,0.09614829559598423,19.0,0.6860307219662058,0.0523372779891916,24.0,0.7163582311408399,0.0756516419980082
5,6.0,0.7059979296066252,0.09212697161599144,13.0,0.6593603640937279,0.06986328290726207,22.0,0.6919745845552298,0.058263186226075264,17.0,0.6846531986531986,0.05153955716858688,16.0,0.67362012987013,0.037613830595364085,22.0,0.6849417871709307,0.07321773481713678,20.0,0.7118550724637681,0.06831192281418912,24.0,0.6480798771121351,0.042443483187683796,15.0,0.6788081072585879,0.07560010583810689,22.0,0.6849417871709307,0.07321773481713678,16,0.7185122445992012,0.06531594251272622,8.0,0.5285840414965236,0.008212656910256607,,,,16,0.7185122445992012,0.06531594251272622,25.0,0.683536439665472,0.06076118235460904,12.0,0.705952380952381,0.061352851079643465
6,15.0,0.7052535612535612,0.06892277544063462,0.0,0.6457353694165838,0.05675682129662616,18.0,0.6889462365591397,0.07163190035087977,24.0,0.6814750442878917,0.061314516982227445,14.0,0.6701465890431407,0.06553512292223553,24.0,0.6821988304093568,0.09546532312678666,24.0,0.7112535612535613,0.07121310440780834,28.0,0.6475955099484512,0.06591719673564911,29.0,0.6561178974554269,0.07202377194943677,24.0,0.6821988304093568,0.09546532312678666,39,0.7181145617667356,0.07988135024914836,1.0,0.5271493212669683,0.00726099843252541,,,,39,0.7181145617667356,0.07988135024914836,10.0,0.6809109195402299,0.04808502544813441,16.0,0.6968929690998656,0.04145142308036729
7,24.0,0.7000821018062398,0.0849401019918671,5.0,0.6402406255228835,0.05618436153949402,3.0,0.6771460423634337,0.09744274609626494,3.0,0.6771460423634337,0.09744274609626494,0.0,0.6457353694165838,0.05675682129662616,26.0,0.6800764452938366,0.09290189581221094,29.0,0.7072677322677323,0.07469487521256522,21.0,0.6359920587668266,0.020416972828959105,28.0,0.6500459387959389,0.07224611923362062,26.0,0.6800764452938366,0.09290189581221094,38,0.7110152810152811,0.07159130799388452,4.0,0.5271493212669683,0.00726099843252541,,,,38,0.7110152810152811,0.07159130799388452,15.0,0.6754489247311828,0.06777505782665313,22.0,0.6870244473722735,0.08175188806186207
8,20.0,0.6965225371999566,0.08212085354306548,29.0,0.6355356218733828,0.044913749998804174,13.0,0.6688044662309368,0.04519523202425694,13.0,0.665097355419936,0.07426053675820347,5.0,0.6402406255228835,0.05618436153949402,20.0,0.6719340874179583,0.06281165747784326,15.0,0.7041444991789818,0.06690681350710305,16.0,0.6347323907491689,0.05697701260909382,19.0,0.6480560224089635,0.04125179794085283,20.0,0.6719340874179583,0.06281165747784326,32,0.6884159190246147,0.0938125394620672,6.0,0.5271493212669683,0.00726099843252541,,,,32,0.6884159190246147,0.0938125394620672,13.0,0.6742679662034501,0.03888056398973788,10.0,0.683007535606011,0.03648700421925677
