,date,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc
0,2022-01-03,-10032,-11975,21139,-4918,10166,3100,10874,-21,1843,95,868,0
1,2022-01-04,-36594,-14105,51319,-3942,7600,37464,4252,-140,5961,124,-866,247
2,2022-01-05,-29547,12111,18379,-5604,7085,23823,-7489,0,538,26,-976,34
3,2022-01-06,-22125,22965,-2590,-5098,-3438,3349,-1033,-56,1301,2386,1762,-12
4,2022-01-07,-1598,1465,1161,-8215,3514,2226,268,2,2339,1026,-948,-80
5,2022-01-10,-7217,7274,-87,-3350,2903,-32,-1519,0,1842,68,33,-3
6,2022-01-11,-12929,26886,-14253,-8068,1548,-2489,-4541,1,-704,0,375,-79
7,2022-01-12,-145318,12170,129009,32690,16653,46184,26853,-1022,7522,129,4739,-601
8,2022-01-13,-46922,-351,40082,-9110,8830,-1566,39038,294,2464,130,7125,66
9,2022-01-14,3019,-23642,23075,5605,6692,8461,414,0,2033,-129,-2456,4
10,2022-01-17,1874,-22799,21355,4760,1567,13441,-694,-139,2406,14,-448,18
11,2022-01-18,-47926,-11690,58872,3343,12798,26214,11747,1,4767,1,722,22
12,2022-01-19,-19147,1108,14291,6207,4509,1417,1452,-832,1553,-16,3834,-85
13,2022-01-20,19161,17131,-30986,-7012,-473,-1075,-23736,0,1244,66,-5289,-18
14,2022-01-21,17967,33140,-45498,-17723,-2549,-14456,-7837,673,-3592,-14,-4469,-1141
15,2022-01-24,-20676,18294,3386,12157,-2009,4459,-9778,34,-1158,-320,-1075,71
16,2022-01-25,3760,10579,-14988,4872,-6753,-2465,-10195,66,-322,-192,977,-328
17,2022-01-26,9480,-7945,-4592,3352,-85,-4603,-2978,0,-290,12,3029,27
18,2022-01-27,33577,16087,-52078,-6528,-7458,-30705,-768,17,-6684,48,2574,-161
19,2022-01-28,57325,-54993,-6512,5004,1455,-12078,-6319,85,3134,2207,4109,71
20,2022-02-03,7821,-27924,20228,7942,2518,7050,2048,14,640,18,207,-332
21,2022-02-04,-14636,-6784,22106,-1417,10447,7117,3788,-29,2191,9,-572,-115
22,2022-02-07,6892,-8083,-14,-13494,6743,-2462,6951,-31,2279,0,1219,-14
23,2022-02-08,59321,-27826,-33664,1326,-17656,4417,-20922,0,-830,0,1845,324
24,2022-02-09,10419,860,-10843,3763,-4622,-8354,-2391,53,381,328,-373,-63
25,2022-02-10,34972,4909,-41733,-26012,-5721,-9246,14,167,-856,-79,1644,207
26,2022-02-11,8126,-1997,-5797,-3694,-1178,-739,-216,1,75,-47,-411,79
27,2022-02-14,-6469,3321,3474,5263,-4522,2488,77,31,232,-95,-354,27
28,2022-02-15,13196,-9189,-4005,164,-1338,-2808,185,0,-153,-56,37,-38
29,2022-02-16,6678,-14605,6220,2987,1421,554,-289,134,1454,-43,1742,-35
30,2022-02-17,-34939,16733,18559,4143,6416,-4720,8069,74,3799,778,-321,-32
31,2022-02-18,9243,-9583,-1568,905,116,-2053,-8,0,-528,-1,1896,13
32,2022-02-21,6193,-1171,-4382,1032,-1710,1694,-5396,0,-1,0,-509,-131
33,2022-02-22,30862,-11221,-20279,-6264,-2311,-5076,-6213,19,-434,0,361,277
34,2022-02-23,19108,-8425,-10232,4071,-4611,1981,-9361,7,-2287,-33,-523,73
35,2022-02-24,9798,-1271,-7934,4392,-1472,-2954,-8034,183,-16,-33,-557,-36
36,2022-02-25,-5408,315,5704,4669,-497,908,174,0,491,-41,-603,-8
37,2022-02-28,5324,-5253,112,-342,249,225,-15,0,-5,0,-145,-37
38,2022-03-02,-13892,-2931,16294,-385,2672,9990,1094,30,2785,108,609,-81
39,2022-03-03,-2185,-3132,5643,-724,2754,-251,4787,-59,-864,0,-350,24
40,2022-03-04,938,-9877,8311,3,-232,5373,1215,19,1921,13,641,-13
41,2022-03-07,31246,-37669,5612,-7962,15,12003,-679,0,2228,9,792,19
42,2022-03-08,-4233,3456,299,2361,-2968,1642,-462,14,-287,-2,586,-107
43,2022-03-10,15412,-6878,-9246,3527,-12082,413,-1025,285,-378,14,676,37
44,2022-03-11,33906,-17129,-18163,-2214,-9831,-1437,-4976,30,266,0,1188,198
45,2022-03-14,7477,15689,-22956,6056,-33726,8392,-2061,0,-1618,0,-249,40
46,2022-03-15,6738,3730,-10541,2365,-8849,-2862,-1176,56,-75,0,65,8
47,2022-03-16,-3709,-5921,9811,3505,530,3341,2689,-8,-245,0,-129,-52
48,2022-03-17,-1940,1145,1176,3384,-1543,-1709,544,203,297,0,-302,-80
49,2022-03-18,16573,-2984,-13660,-3217,-4792,-3114,-624,0,-1914,0,-33,104
50,2022-03-21,-24849,12238,14487,1793,3335,2431,5873,-122,1176,0,-1771,-105
51,2022-03-22,-30099,11248,18423,2418,3701,8696,1281,17,2292,18,508,-79
52,2022-03-23,18703,-5329,-14165,-1010,-3837,-1515,-5764,-2,-1982,-56,777,14
53,2022-03-24,-5138,2707,2931,-3731,674,6090,-419,16,301,0,-527,28
54,2022-03-25,21115,-12374,-11506,-3037,-4240,3608,-5212,-9,-2598,-18,2806,-41
55,2022-03-28,-16814,7217,10839,2780,924,3472,3060,0,603,0,-1253,11
56,2022-03-29,-3757,4597,-656,3682,-1079,-1837,-1345,0,-77,0,-130,-55
57,2022-03-30,-2296,-1573,1484,1244,958,-993,341,-10,-57,0,2398,-13
58,2022-03-31,-28239,17615,9890,3540,80,1927,4852,-81,-457,30,854,-120
59,2022-04-01,740,4125,-5950,-7340,248,3479,-2656,-128,446,0,1117,-31
60,2022-04-04,-14402,5871,9847,1990,1479,1126,6051,0,-750,-49,-1268,-48
61,2022-04-05,10670,9527,-19093,-7314,-2814,-5863,-454,0,-2650,1,-1103,0
62,2022-04-06,23286,-4663,-18185,-8099,-4498,-1462,-2063,0,-1986,-76,-428,-10
63,2022-04-07,26284,-2325,-23743,-1913,-4336,-10394,-5763,18,-1340,-15,-191,-25
64,2022-04-08,-3727,9738,-6322,996,-570,-2691,-1852,265,-2470,0,302,9
65,2022-04-11,-1150,8980,-7067,-772,-3555,2702,-5434,0,88,-96,-713,-50
66,2022-04-12,18468,-2974,-15353,-6484,-5847,549,-2569,734,-1735,0,-228,88
67,2022-04-13,-7649,190,7702,4674,12,4706,-161,8,-1642,106,-120,-123
68,2022-04-14,-18524,7576,10902,-2304,10794,1714,686,560,-385,-164,112,-67
69,2022-04-15,-2875,5336,-1832,-11180,4746,4294,506,115,-313,0,-618,-12
70,2022-04-18,-56972,22017,32947,7704,8218,11821,2115,452,2637,0,2121,-114
71,2022-04-19,-31069,20182,10741,3819,1968,3531,65,-31,1403,-14,183,-37
72,2022-04-20,1678,4147,-5961,59,-324,-5063,-256,-446,60,10,90,46
73,2022-04-21,-16850,8642,8392,5894,1126,-690,1552,-59,-431,999,-153,-31
74,2022-04-22,-1600,779,-328,-4095,3367,-2709,2865,23,222,0,1054,95
75,2022-04-25,1924,10723,-11022,-2645,-4564,-3204,124,-1,-660,-71,-1653,29
76,2022-04-26,-7684,6145,1304,-340,33,-3900,5807,490,-779,-7,238,-4
77,2022-04-27,1230,6753,-8574,-1906,-3993,-8328,6301,38,-674,-12,657,-66
78,2022-04-28,3202,-1545,736,-3624,1489,-335,2965,88,149,4,-2362,-31
79,2022-04-29,55068,-26057,-34888,1338,-3185,675,-30197,-182,-5475,2138,5631,246
80,2022-05-02,14102,-267,-14027,-170,-5035,-1845,-5177,-24,-1722,-54,283,-91
81,2022-05-03,-1851,8288,-5693,-1759,-3142,3145,-2389,-964,-599,15,-754,10
82,2022-05-04,4219,-1196,-2535,-1090,-316,-506,-135,14,-310,-192,-483,-4
83,2022-05-06,59,-8729,8522,-45,1099,1826,6166,114,-637,-1,98,50
84,2022-05-09,-17416,1062,16128,2322,3497,7843,1491,15,968,-9,204,22
85,2022-05-10,8331,-9958,1428,-633,780,1308,-194,-2,282,-114,212,-13
86,2022-05-11,6130,-572,-5583,-548,-775,-2990,-869,-29,-281,-92,-10,35
87,2022-05-12,3616,-3675,-356,3127,-4329,1245,-203,0,-66,-129,405,10
88,2022-05-13,-27539,22535,12849,7731,2060,3518,6,75,-411,-131,-7747,-98
89,2022-05-16,-5518,5405,26,-2198,-227,1761,444,0,430,-184,93,-6
90,2022-05-17,-10049,3690,6350,5619,440,-205,221,0,326,-51,-4,14
91,2022-05-18,198,8486,-8749,-5256,-108,-4353,1134,4,-95,-74,36,29
92,2022-05-19,-1982,7296,-5827,-4015,-1586,708,362,-770,-442,-83,430,83
93,2022-05-20,-27913,16636,11139,5805,2275,2429,790,30,161,-350,161,-23
94,2022-05-23,5386,3089,-10265,-2117,-2243,-4138,-1034,0,-864,130,1847,-57
95,2022-05-24,4669,-3428,-1489,-1294,-472,-77,41,-37,410,-60,198,50
96,2022-05-25,-6041,-2185,8159,6982,512,348,-202,0,442,76,-74,141
97,2022-05-26,-7723,4761,3074,1704,133,-755,3175,0,-1183,0,81,-193
98,2022-05-27,-23937,8282,16412,9428,2812,1913,114,0,2075,71,-632,-125
99,2022-05-30,-2082,1563,374,3247,-1096,-3908,2116,56,-77,35,235,-90
