,date,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc
0,2022-01-03,25918,8982,-35754,-12090,-5221,-12969,-3779,0,-1256,-439,868,-14
1,2022-01-04,31716,-10477,-20368,-18285,985,-4245,1563,0,-409,23,-922,51
2,2022-01-05,17261,-1655,-13926,-19704,2738,-616,4022,0,-368,3,-1735,55
3,2022-01-06,192,634,1994,-3739,9227,-7720,2790,0,-731,2167,-2907,87
4,2022-01-07,72242,-25989,-42999,-24322,1602,-16690,-4937,-19,-123,1490,-3310,57
5,2022-01-10,44479,-30820,-14128,-10294,-1031,1481,-3685,-14,-494,-90,364,104
6,2022-01-11,8726,-10623,2711,-11399,9769,2266,1815,0,260,0,-830,15
7,2022-01-12,-43278,-39248,82635,25520,15169,33720,2529,118,5418,161,52,-161
8,2022-01-13,-7813,-7920,14955,-3372,4491,9816,1436,22,2544,17,653,125
9,2022-01-14,29676,-15159,-14720,-13886,-1094,1805,-1055,0,-78,-413,48,154
10,2022-01-17,19476,-30057,9267,5108,-294,7619,-3875,0,752,-43,1269,45
11,2022-01-18,-79409,43136,41804,127,8933,21323,4601,27,6606,186,-5194,-337
12,2022-01-19,576,-13956,13286,9120,2975,-263,-1006,-516,2827,148,217,-123
13,2022-01-20,-59471,21476,37960,13169,8499,7349,6827,33,2008,76,120,-85
14,2022-01-21,1345,1066,-1689,-8065,5704,2977,-3578,34,1205,35,-772,51
15,2022-01-24,3131,-23539,17026,17131,-2708,2798,291,36,-570,48,3419,-38
16,2022-01-25,73927,-56992,-16370,-10998,589,1102,-6530,32,-577,11,-1897,1332
17,2022-01-26,29398,-43099,12044,16508,137,2752,-5356,0,-1994,-3,1449,207
18,2022-01-27,92049,331,-97685,-22152,-10960,-51983,-5463,118,-7262,17,4726,579
19,2022-01-28,116118,-80037,-43918,-4578,-11516,-22588,3067,-533,-7655,-115,7236,601
20,2022-02-03,61196,-52449,-10457,11579,-675,-19177,12,58,-2253,0,1487,223
21,2022-02-04,39017,-26500,-14422,8703,-3543,-16469,1074,-38,-4150,0,1896,7
22,2022-02-07,62598,-9761,-56924,-25221,-6799,-18284,-3247,35,-3408,0,3904,183
23,2022-02-08,73041,-69445,-9489,-6531,5853,-12452,4686,41,-1689,602,5586,307
24,2022-02-09,2441,-16688,13797,9640,-3831,2505,5879,0,169,-565,456,-6
25,2022-02-10,5232,-5326,-46,-1971,611,1506,89,0,-280,0,65,74
26,2022-02-11,51107,-39308,-13917,-3241,-2823,-5047,-1934,131,-922,-81,1908,210
27,2022-02-14,16040,-8661,-12980,-1903,-4078,-5850,-794,113,-282,-186,5412,188
28,2022-02-15,-24409,17618,6439,3604,622,1667,894,-54,-293,0,263,89
29,2022-02-16,3746,-22991,18406,9468,4715,4127,-492,0,459,128,830,8
30,2022-02-17,-50117,16206,34500,18292,10338,3117,1978,207,568,0,-1619,1030
31,2022-02-18,4764,-6740,2709,4031,-178,-2664,287,-32,1338,-72,-794,61
32,2022-02-21,-2579,12436,-9118,-1331,-2242,-5074,-493,0,22,0,-650,-89
33,2022-02-22,14451,1022,-14583,-6972,-1316,-5495,-707,0,-112,20,-953,63
34,2022-02-23,-7727,140,9348,5784,154,4606,-237,-89,-708,-162,-2238,478
35,2022-02-24,72455,-40151,-33551,-14262,-6396,-7498,-4131,443,-1645,-61,1002,245
36,2022-02-25,-37724,29334,9186,7531,1038,-1294,1926,2,-17,0,-866,70
37,2022-02-28,-12758,22630,-8126,-12713,638,4024,381,-11,-334,-112,-1752,6
38,2022-03-02,12839,-31000,18123,-2103,3456,13228,1857,-4,1699,-9,118,-80
39,2022-03-03,2536,-6600,4450,1786,-377,1550,515,0,976,0,-418,32
40,2022-03-04,71826,-39519,-34604,-7825,-3346,-22438,-322,0,-651,-21,2257,41
41,2022-03-07,55113,-17887,-37978,-20189,-6454,-9435,-2002,166,53,-117,549,203
42,2022-03-08,50529,-28750,-24820,-5843,-4842,-11430,256,-34,-3131,203,2738,303
43,2022-03-10,17772,-36246,18690,12787,13325,-8216,2496,-49,-1769,115,-304,87
44,2022-03-11,93463,-67761,-29504,-13816,10505,-33706,8688,297,-1442,-30,3429,372
45,2022-03-14,-8298,-25710,33262,10114,19744,-216,2048,-37,1677,-67,712,33
46,2022-03-15,9540,-33200,23080,-512,20843,-270,2172,5,842,0,524,56
47,2022-03-16,3541,-12988,11737,12983,691,-3040,949,0,154,0,-2394,104
