,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5
,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score,best_index,mean_test_score,std_test_score
9,12.0,0.6013587509982197,0.03858546460054695,46,0.6405349036927984,0.0664161611032961,57,0.6071862635801255,0.07224663213137547,57,0.6366631054131054,0.021160709746301784,3,0.6453791266470316,0.04748220496262634
10,39.0,0.592925925925926,0.029125903319383858,52,0.6204784688995215,0.12387906319481239,28,0.6069206558336993,0.022740328697592925,82,0.6352546378352829,0.02503051423392299,78,0.6420516740121643,0.05020509456718384
11,6.0,0.5901664030214963,0.038957687442684345,34,0.6082828282828283,0.12830811808300932,30,0.6039637161084529,0.08047571678314507,93,0.6345708639186901,0.01712802207999508,81,0.6401327365334156,0.10642955696768715
12,43.0,0.5885135135135136,0.014262999785901368,38,0.6059496567505721,0.07062602004363398,69,0.6026649799704829,0.01850446106210656,81,0.6341883892690344,0.0329820345407779,72,0.6387468671679197,0.03425198769140899
13,14.0,0.5864042994042994,0.05590947819391498,1,0.6040935672514619,0.10981453410370505,65,0.6021846671846671,0.033726164934575135,43,0.6339006778661951,0.04619954486880015,58,0.6382180338402227,0.03991684124268343
14,47.0,0.5839314194577352,0.019326516375693138,20,0.6035203222703223,0.032311078087941,56,0.6011538461538461,0.021939190359622825,94,0.6323361823361824,0.023794547049993873,87,0.636910811784855,0.051286801936358116
15,22.0,0.5838310191798564,0.028935303364097456,12,0.6013587509982197,0.03858546460054695,49,0.598885918003565,0.08243874348937012,25,0.632008177008177,0.01063413199114123,88,0.636910811784855,0.051286801936358116
16,37.0,0.5828655348779188,0.019125754489149955,51,0.6,0.13333333333333336,40,0.5987726669615215,0.03133007340450706,54,0.6318031505531506,0.015722753805846448,47,0.6344598884598884,0.03540919307958205
17,5.0,0.5801581196581196,0.09729818916168348,74,0.599785448469659,0.09104651528222424,45,0.5987262737262737,0.02142114425988687,53,0.6316832092638544,0.024964844154908867,13,0.6344158473105842,0.047130867464308925
18,42.0,0.5783348434511225,0.029833826639775546,79,0.5986574074074074,0.07033143415999259,97,0.5983259652225168,0.029184577991482483,90,0.6305181099953068,0.0340857178794049,67,0.634324411220963,0.01820152880521215
19,2.0,0.5761063330028847,0.030556051906868685,91,0.5966593687283342,0.0285719390963338,76,0.5979757085020243,0.031730895059197226,95,0.6289849358814876,0.010010787949702548,93,0.6341820466285076,0.05524474950174018
20,35.0,0.571683287403266,0.029628841387915307,39,0.592925925925926,0.029125903319383858,75,0.5968096712369159,0.0876277987609587,56,0.6289210789210788,0.014841470319623422,76,0.6335918982977806,0.07373233335615476
21,0.0,0.5714911552136155,0.03469662565895489,6,0.5901664030214963,0.038957687442684345,15,0.596156076465674,0.11011693863225243,26,0.6287263613579402,0.06345285916391592,46,0.6335667408231369,0.039701780665153175
22,4.0,0.5666062660743512,0.02546527254092647,53,0.5892230576441102,0.11719746856437645,80,0.5949871615312791,0.031529694591466324,46,0.6266997354497355,0.018388855396665515,16,0.6330005120327702,0.0610257359179125
23,18.0,0.565531206171108,0.05254995396627899,43,0.5885135135135136,0.014262999785901368,17,0.5937950048962285,0.03274259662508481,44,0.6261106612685559,0.029671777739685126,32,0.6311342088838886,0.0372920979851077
24,33.0,0.560883560883561,0.18123534413151063,92,0.588462255358807,0.03599988498780262,59,0.5931715960201718,0.07628528508338472,55,0.6259960803008633,0.03522325825670538,94,0.6276006774747206,0.03604014543857334
25,36.0,0.5603515585575042,0.01919535119690037,14,0.5864042994042994,0.05590947819391498,98,0.5916339869281046,0.03410337016286604,75,0.6251861042183623,0.019189662301220798,61,0.6272676444583138,0.0300897369704134
26,40.0,0.5597688684973677,0.026684668320763494,80,0.5848820818650041,0.03534827841680667,16,0.5913775766716944,0.035518680729922134,89,0.6244639376218324,0.02730715166914221,65,0.6255571117405905,0.02496631023003526
27,9.0,0.5588703612073231,0.015223485421849875,84,0.5840026180715835,0.031095807051103996,43,0.591360153256705,0.09781648214853748,65,0.6244484900406939,0.0217867368622492,95,0.6230690362269309,0.02560175395081493
28,30.0,0.5571428571428572,0.3510915922127002,47,0.5839314194577352,0.019326516375693138,37,0.5910989010989012,0.01416858150442743,70,0.6242279942279942,0.03465945283096286,69,0.6227855105252804,0.028340277584780006
29,41.0,0.5564715659190977,0.025952930166278754,22,0.5838310191798564,0.028935303364097456,84,0.5894717444717444,0.029088253903737215,68,0.6239965437788019,0.03095732874695801,56,0.6188438637823944,0.023931342079578487
30,27.0,0.5551512792690789,0.011719761205470284,37,0.5828655348779188,0.019125754489149955,62,0.5882117882117882,0.14310409483066316,69,0.6228433331374508,0.03985421713520668,6,0.6183611116519663,0.05438251075693563
31,28.0,0.5548023022920144,0.008188771854820911,97,0.5826633408613386,0.014966723113870279,48,0.5874676236542362,0.019337424428863947,98,0.6226429269025618,0.0201254247968326,21,0.6160747947704469,0.019181431861745868
32,21.0,0.553968253968254,0.13416220069279644,68,0.5818109852636707,0.02412991899894722,24,0.5867728758169934,0.04010391487918417,36,0.622107142857143,0.02201124480712494,53,0.6144419306184011,0.03141412649824888
33,3.0,0.5458148506061391,0.046340753576028466,89,0.5817390920332096,0.045207062177301235,72,0.5867099567099567,0.11819716691475375,59,0.6207327586206897,0.030067675351948247,86,0.6133148986090162,0.02516153536781072
34,24.0,0.5453959532530961,0.016596507992487373,5,0.5801581196581196,0.09729818916168348,6,0.5861308933722726,0.0460897561565005,92,0.6205531505531506,0.014261867854006589,96,0.6113425925925926,0.03378678201947952
35,8.0,0.544078091783467,0.061200937038567875,42,0.5783348434511225,0.029833826639775546,95,0.5858593042803569,0.040277385505397396,79,0.618504995868079,0.02212888663397735,68,0.6100973258326199,0.02458935039183779
36,15.0,0.5376003016591252,0.004262146679691828,90,0.577578876511845,0.0339791422791072,93,0.5848133848133849,0.014571901214474312,71,0.6183918778239266,0.026901212143163315,77,0.6078246555340125,0.04502007250688485
37,11.0,0.5371493212669683,0.007593725500741433,69,0.5769219523166892,0.030460524110007173,88,0.5842214660128283,0.02867049258540167,73,0.6174402771141903,0.03495581035007265,70,0.6077309941520468,0.041937586858064674
38,25.0,0.5330316742081448,0.004433465597797591,94,0.5767418546365916,0.020731316922346994,73,0.5839811948171082,0.07452942615669197,62,0.6170117601696549,0.03177321942182584,62,0.6077152417474998,0.036616104613641516
39,16.0,0.5330316742081448,0.004433465597797591,2,0.5761063330028847,0.030556051906868685,94,0.5836881419234361,0.026378095058241183,58,0.6150096961861667,0.03352766583940333,57,0.6040755481078061,0.03868885093925332
40,10.0,0.5330316742081448,0.004433465597797591,86,0.5760661433075226,0.013559486360084269,42,0.5823464844154499,0.04613272782662119,83,0.6141634590454916,0.02691383319726057,97,0.6039743038483468,0.04787006731411857
41,7.0,0.5330316742081448,0.004433465597797591,35,0.571683287403266,0.029628841387915307,54,0.5822167669728645,0.028856568743324547,33,0.6137844611528822,0.0838622107778154,44,0.6032695467700006,0.03757720249070154
42,13.0,0.5247863247863248,0.12980905524943087,0,0.5714911552136155,0.03469662565895489,68,0.5820695970695972,0.033047541094002014,60,0.6131406228180422,0.0452113517994922,82,0.6024490279753438,0.041377162934085915
43,48.0,0.44666666666666666,0.1641137816678823,75,0.5714282600572923,0.006202053995340244,32,0.5817099567099567,0.021643289974020433,47,0.61307696007696,0.026696351212951563,50,0.6010105818270132,0.049383340856185155
44,32.0,0.3,0.39999999999999997,82,0.5713349875930521,0.03730591568287503,74,0.581174089068826,0.05690954046822373,19,0.6130769230769231,0.10186427912151906,66,0.6001848686368809,0.048009730321004175
45,17.0,0.3,0.39999999999999997,73,0.5709575409111013,0.032093353328367144,78,0.579458481204866,0.02354018079886249,63,0.6092511814413342,0.0252834504504153,54,0.5976036866359447,0.04119711936668757
46,26.0,0.21357466063348415,0.26159012469427195,65,0.5707392607392607,0.03064716892023449,67,0.5794422808253898,0.019428840296067437,22,0.6088888888888889,0.1147679420572726,80,0.5974288182706033,0.038370875473223015
47,44.0,0.2,0.4,76,0.5703488606573905,0.031213974163038647,86,0.5793243881767931,0.0492250078218049,86,0.6074102368220016,0.03694305060536826,20,0.596091301385419,0.04598843149851942
48,45.0,0.2,0.4,87,0.5678832497911446,0.09549669573520739,44,0.5782585266411464,0.0647712202874167,99,0.6072299027137736,0.04700765808181614,33,0.5946141215106732,0.03868805925365016
49,49.0,0.0,0.0,4,0.5666062660743512,0.02546527254092647,9,0.578076923076923,0.1009540290247564,35,0.6061448493027439,0.039397288021508055,84,0.5933934937611407,0.038894062486797935
50,,,,95,0.5664946616307779,0.01916502281052284,66,0.5773735659163912,0.04717600130164478,84,0.6059205044024779,0.031371700561717474,40,0.5927849654757601,0.04752715057411711
51,,,,18,0.565531206171108,0.05254995396627899,87,0.5773628625802539,0.011938022191253915,87,0.6056302521008404,0.03614187924486787,37,0.5915476190476191,0.022004174001070506
52,,,,72,0.5640604067714042,0.06970664347361441,27,0.5772380952380953,0.033030460757738155,48,0.6033333333333333,0.09683892697555967,42,0.5913399503722084,0.06274909129474421
53,,,,93,0.562142857142857,0.10708569903948663,31,0.5754856537209478,0.06455858287862935,34,0.6028541828541828,0.026565899858633918,17,0.588948444242562,0.03921809831199841
54,,,,33,0.560883560883561,0.18123534413151063,20,0.5750445632798574,0.06866212433489954,39,0.5973469809760132,0.03666784982764087,45,0.5873626373626374,0.04796769381365701
55,,,,60,0.5605365818033271,0.02077415326382797,0,0.5727410325360507,0.03093107403547882,3,0.5955641097808281,0.08650880409582677,49,0.5868801890541021,0.0561526704221811
56,,,,36,0.5603515585575042,0.01919535119690037,58,0.5705302297154918,0.03696739240670819,31,0.5954443698716145,0.08491116974599891,90,0.5864586665568317,0.018526879097071517
57,,,,71,0.5603049571916789,0.030233713070587784,71,0.5700451722190853,0.0536676247533941,88,0.5939420166712766,0.04980482569593413,14,0.583473420513923,0.03958708948073859
58,,,,70,0.5601051821741476,0.018744976642197122,89,0.5699189949697216,0.028859002358976385,42,0.5927085346215781,0.026448182733677328,79,0.5830718954248366,0.07586667292805883
59,,,,40,0.5597688684973677,0.026684668320763494,81,0.5699104329560043,0.05053007036936383,10,0.5907239819004525,0.04731780243442239,30,0.5817597438287093,0.026114899186548902
60,,,,67,0.5593804745978659,0.03028778412261293,38,0.565727839522906,0.011761836677687395,45,0.5893131868131867,0.016845028384732792,29,0.5805126160389318,0.039480812402616694
61,,,,9,0.5588703612073231,0.015223485421849875,23,0.564015444015444,0.06015582723256366,97,0.5846639784946237,0.04063984010764274,60,0.5745738507604633,0.011712708483983064
62,,,,30,0.5571428571428572,0.3510915922127002,50,0.5637078139252052,0.01350939897196119,72,0.583551081602056,0.026486060002804783,74,0.5710491463979835,0.03369602683020826
63,,,,41,0.5564715659190977,0.025952930166278754,41,0.5636868686868687,0.021669197657732626,14,0.582039072039072,0.05885373315476893,39,0.5701636364714533,0.04536849454031597
64,,,,78,0.556419473660853,0.017659490469595633,47,0.5623688878084795,0.03789868034702278,38,0.5813636363636363,0.05135357906363128,22,0.5680434782608695,0.03792544376093767
65,,,,83,0.5554275056250739,0.015082724981704198,79,0.561969696969697,0.02074989412781862,28,0.5805855730084405,0.045745070506937206,98,0.5653160489001803,0.02390191567908529
66,,,,27,0.5551512792690789,0.011719761205470284,91,0.5611965337771789,0.03757070692722168,27,0.5791375291375291,0.13481297116938049,48,0.5653021335346281,0.02708575381739761
67,,,,88,0.5548081841432225,0.08987117659661449,82,0.5606879390632251,0.013921197824506445,85,0.5789835812990515,0.03561495512519553,35,0.5645446042642839,0.016086376143947388
68,,,,28,0.5548023022920144,0.008188771854820911,5,0.5590102366610711,0.020369179208516004,80,0.5788466602612007,0.05446071848069459,0,0.5604121362409339,0.028150805634699252
69,,,,21,0.553968253968254,0.13416220069279644,77,0.5546413255360624,0.03229183801844872,61,0.5767925696594427,0.043491484298109034,64,0.560130371558943,0.02700980710911468
70,,,,66,0.5522655122655122,0.12789162802560253,46,0.5532092309466466,0.014223980339077992,77,0.5735930735930735,0.09272561548391542,92,0.5592683966481609,0.022517529229101097
71,,,,58,0.5515873015873016,0.21775556367800022,55,0.5529363088562919,0.019820794814939414,32,0.5719284229415654,0.03852132205747522,34,0.5581489459050435,0.018311536835851423
72,,,,96,0.5509273182957394,0.1030411314214171,92,0.5522144999906835,0.02927088333387905,66,0.5718013252896974,0.03707970242858245,41,0.5567028209885353,0.029422643028764118
73,,,,81,0.5489593405900836,0.033895953930695395,64,0.5516772585960572,0.027908721039794193,49,0.5717391304347826,0.04854323974317851,5,0.5565219572393174,0.026083578415251753
74,,,,50,0.5476689317010865,0.01846333152310359,22,0.5508627473359203,0.016977841550645252,52,0.5696099290780141,0.026051655487506216,75,0.5528520499108734,0.022625685034968413
75,,,,77,0.5476540388995327,0.018489648498918862,21,0.5488476352509655,0.02635224080771346,76,0.5695401726173138,0.03385934166960767,55,0.5497951125481905,0.020805040897446444
76,,,,3,0.5458148506061391,0.046340753576028466,85,0.5480616424724716,0.025166000904646397,11,0.5692708363508353,0.03414276057694411,25,0.5477268654436893,0.01386188756626799
77,,,,24,0.5453959532530961,0.016596507992487373,14,0.5449133738601823,0.02114430628053145,74,0.566614906832298,0.01378561754419611,24,0.5465862470862471,0.03456920239518905
78,,,,8,0.544078091783467,0.061200937038567875,90,0.5448875973390311,0.01524773854897661,24,0.566440413931234,0.03378509466279372,51,0.5446460892049126,0.011144147624246675
79,,,,98,0.5383306055646482,0.010606110187823875,19,0.5445083014048532,0.04888441135674042,50,0.5648662491409603,0.028719931128324543,8,0.5442483347854191,0.0143279873878141
80,,,,15,0.5376003016591252,0.004262146679691828,60,0.5438310708898944,0.0936268286469228,0,0.5639358667435216,0.029197229406455073,18,0.5438589743589743,0.029309621490221684
81,,,,11,0.5371493212669683,0.007593725500741433,12,0.5400568438519102,0.020554583179596596,20,0.563511108362367,0.030917616058802617,31,0.5387907778496015,0.005789356614175574
82,,,,25,0.5330316742081448,0.004433465597797591,10,0.5393837535014006,0.021385139543474468,64,0.5595761536938008,0.07387706640388596,85,0.5378571428571429,0.06282466693513149
83,,,,7,0.5330316742081448,0.004433465597797591,70,0.5387646737646736,0.01309949957530848,96,0.5545259042033235,0.06204548029339379,1,0.5330316742081448,0.004433465597797591
84,,,,10,0.5330316742081448,0.004433465597797591,8,0.5361966303922514,0.024751198455587587,8,0.5532020427378755,0.020493138449104616,11,0.5330316742081448,0.004433465597797591
85,,,,16,0.5330316742081448,0.004433465597797591,7,0.5330316742081448,0.004433465597797591,5,0.5518746091307067,0.013182863112941475,4,0.5330316742081448,0.004433465597797591
86,,,,99,0.5330316742081448,0.004433465597797591,63,0.5326806526806527,0.149097760535079,15,0.5518521478521479,0.0353282810370176,71,0.5330316742081448,0.004433465597797591
87,,,,13,0.5247863247863248,0.12980905524943087,83,0.5325768555116381,0.03230960154381409,18,0.5500590140390446,0.020248187975649902,7,0.5330316742081448,0.004433465597797591
88,,,,56,0.5218861633722315,0.0244384276406172,35,0.5288822055137844,0.08922043531952212,13,0.5441504441504441,0.04736741591623864,91,0.5330316742081448,0.004433465597797591
89,,,,48,0.44666666666666666,0.1641137816678823,2,0.5280222396650969,0.011210004094772052,23,0.5330316742081448,0.004433465597797591,15,0.5330316742081448,0.004433465597797591
90,,,,64,0.444949494949495,0.26336531598583734,39,0.5163157894736842,0.09847029446471028,37,0.5330316742081448,0.004433465597797591,43,0.5330316742081448,0.004433465597797591
91,,,,17,0.3,0.39999999999999997,1,0.5121367521367521,0.27261950909997174,17,0.5330316742081448,0.004433465597797591,63,0.5330316742081448,0.004433465597797591
92,,,,32,0.3,0.39999999999999997,26,0.44666666666666666,0.4139779919002673,7,0.5330316742081448,0.004433465597797591,27,0.5330316742081448,0.004433465597797591
93,,,,26,0.21357466063348415,0.26159012469427195,13,0.4271493212669683,0.21361300369058445,2,0.5280222396650969,0.011210004094772052,52,0.5330316742081448,0.004433465597797591
94,,,,63,0.2,0.4,96,0.21357466063348415,0.26159012469427195,29,0.5,0.4472135954999579,59,0.5294302336319142,0.01033606643055439
95,,,,44,0.2,0.4,4,0.10769230769230768,0.2153846153846154,1,0.4984098254686489,0.10929716909097781,2,0.5277003108935883,0.015433935839833489
96,,,,45,0.2,0.4,29,0.0,0.0,9,0.2401913875598086,0.3049074737841363,38,0.2916666666666667,0.3632415786283895
97,,,,85,0.0,0.0,33,0.0,0.0,4,0.21357466063348415,0.26159012469427195,99,0.1,0.20000000000000004
98,,,,49,0.0,0.0,11,0.0,0.0,30,0.0,0.0,10,0.0,0.0
99,,,,61,0.0,0.0,25,0.0,0.0,12,0.0,0.0,9,0.0,0.0
